@relation data

@attribute id string
@attribute 2066 numeric
@attribute 3265 numeric
@attribute 2065 numeric
@attribute 6774 numeric
@attribute 3572 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 2033 numeric
@attribute 1956 numeric
@attribute 5604 numeric
@attribute 2099 numeric
@attribute 5290 numeric
@attribute 10498 numeric
@attribute 2885 numeric
@attribute 23426 numeric
@attribute 5595 numeric
@attribute 5294 numeric
@attribute 3569 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1232,0.4236,-0.0665,1.4524,2.3231,1.7841,0.7565,1.9196,-0.0836,0.7341,0.0185,1.5746,0.4629,1.6355,-0.0152,1.0952,1.8406,0.0868,1.4982,1.1256,1.76,Control
A02,-0.0462,0.3716,-0.1155,1.317,1.8081,1.5394,0.8046,1.7075,-0.0018,0.48,0.0714,1.3014,0.4114,1.481,-0.1007,1.0379,2.0413,0.0155,1.1993,0.9005,1.6579,Control
A03,-0.0764,0.3757,-0.0881,1.4815,1.7856,1.7337,0.7989,1.9357,-0.0179,0.7059,0.0196,1.3967,0.5541,1.7658,-0.1294,1.0752,2.162,0.0054,1.3339,1.1275,1.9065,Control
A04,-0.0688,0.3609,-0.11,1.3965,1.9169,1.6705,0.8019,1.6503,-0.029,0.5113,0.0268,1.353,0.4363,1.4795,-0.1012,1.0602,2.0983,0.0835,1.4882,1.028,1.7434,Control
A05,-0.0686,0.4772,-0.1051,1.4478,1.9514,1.8077,0.8988,1.9547,-0.0454,0.726,0.0372,1.4836,0.5642,1.8562,-0.0367,1.2157,2.0939,0.0837,1.3381,1.0464,1.9721,Control
A06,-0.0724,0.2467,-0.0853,1.3706,1.8174,1.7479,0.7671,1.8403,-0.0159,0.6824,-0.0232,1.3845,0.3928,1.5705,-0.0799,1.0037,1.9853,-0.0531,1.3761,0.8852,1.8749,Control
A07,-0.0699,0.364,-0.1056,1.4224,2.1348,1.7697,0.7989,1.9418,-0.019,0.8669,0.0611,1.5934,0.4001,1.8609,-0.0619,0.9863,1.9624,0.2383,1.6231,1.1765,1.9127,Control
A08,-0.1036,0.2967,-0.1166,1.3603,2.2571,1.7375,0.784,2.0295,-0.0439,0.8829,0.0159,1.7501,0.3489,1.7198,-0.0557,1.0102,2.0579,0.1461,1.714,1.467,1.9432,Control
A09,-0.0902,0.349,-0.0762,1.3413,2.0952,1.637,0.7778,1.9327,-0.0328,0.7767,0.0762,1.4582,0.3861,1.8278,-0.0737,1.0062,1.976,0.1333,1.5464,0.9988,1.8616,Control
A10,-0.0981,0.398,-0.089,1.4577,2.0118,1.7832,0.79,1.9649,-0.0615,0.8171,0.0032,1.6941,0.4504,1.802,-0.0688,0.9394,2.115,-0.0405,1.6535,1.3316,1.9537,Control
