@relation data

@attribute id string
@attribute 8881 numeric
@attribute 5682 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 983 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10393 numeric
@attribute 64682 numeric
@attribute 10197 numeric
@attribute 701 numeric
@attribute 51529 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5705 numeric
@attribute 5690 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 5692 numeric
@attribute 7314 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 51434 numeric
@attribute 51433 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 4085 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 8697 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 8900 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 11065 numeric
@attribute 890 numeric
@attribute 10213 numeric
@attribute 5720 numeric
@attribute 246184 numeric
@attribute 5721 numeric
@attribute 996 numeric
@attribute 7321 numeric
@attribute 7324 numeric
@attribute 9184 numeric
@attribute 991 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3756,0.8596,1.6985,1.3837,2.23,1.1859,0.072,1.0788,1.2257,0.4203,1.1188,1.8062,0.1259,0.1512,1.083,1.1006,0.987,1.202,1.2375,1.0647,1.0043,0.4652,1.0985,0.7959,2.2354,0.6845,0.8796,0.6496,1.8241,0.9471,2.1298,0.6655,1.2318,1.6119,1.4152,0.6693,0.6126,1.369,0.2172,1.3754,1.3764,1.1096,1.3188,0.3589,1.3609,1.6253,1.2572,0.3515,1.0593,0.0065,1.094,1.6112,0.1337,0.2866,0.6743,0.9103,0.291,0.8422,0.8926,1.5193,0.8476,2.7533,0.0784,Control
A02,1.0756,0.5137,1.4954,1.2128,2.3945,0.8084,-0.0215,0.9698,0.93,0.2359,0.937,1.7625,-0.0498,0.1028,0.9447,0.9215,0.7092,1.0822,0.9832,0.8826,0.7985,0.3431,0.9748,0.5899,1.975,0.7725,0.6531,0.3519,1.5839,0.7812,2.0411,0.4068,1.1461,1.386,1.2134,0.4676,0.5176,1.074,0.1437,1.1564,1.2653,0.8281,1.18,0.31,1.0224,1.5575,1.1112,0.2465,1.1872,-0.1304,1.0415,1.5619,0.0631,0.071,0.5746,0.9193,0.022,0.7539,0.6867,1.3464,0.6783,2.6555,0.0385,Control
A03,1.2504,0.6591,1.6515,1.3296,2.4264,1.1197,0.1043,1.0437,1.1693,0.4206,0.8946,1.931,0.1412,0.202,1.1458,1.0988,0.9629,1.2534,1.2057,1.1098,1.0279,0.4919,1.2869,0.8136,2.1623,0.8244,0.8751,0.5382,2.0253,0.8826,2.2441,0.5077,1.3087,1.5998,1.3415,0.5805,0.5982,1.2861,0.1882,1.3995,1.4239,1.0135,1.2924,0.3245,1.2787,1.6677,1.3112,0.3817,1.1068,-0.011,1.2538,1.848,0.152,0.5064,0.7213,1.0651,0.0479,1.0982,0.8406,1.6434,0.8665,2.5661,0.1334,Control
A04,0.9877,0.5814,1.6076,1.1802,2.3475,0.6941,0.0185,0.8841,1.0336,0.3572,1.1086,1.7866,-0.0212,0.139,1.0659,0.9659,0.6328,1.1143,1.1178,0.8817,0.8572,0.356,1.0465,0.6132,2.2238,0.6344,0.6542,0.4617,1.922,0.8397,2.1637,0.4136,1.1375,1.5159,1.2834,0.4244,0.6298,1.0243,0.1339,1.1596,1.044,0.7962,1.1351,0.3075,1.014,1.5881,1.077,0.2675,1.0605,-0.0931,1.1602,1.5433,0.086,0.0923,0.6248,1.061,0.1408,0.5499,0.623,1.2153,0.8061,2.5359,0.0141,Control
A05,1.1993,0.6486,1.677,1.2792,2.4234,0.8807,0.0873,1.1057,1.1974,0.3304,0.8338,1.9942,0.0752,0.2152,1.1685,1.1384,0.7171,1.2123,1.2175,1.1094,0.9576,0.391,1.2642,0.8145,2.3325,0.7355,0.784,0.3854,2.1175,0.8281,2.4047,0.5258,1.2508,1.5606,1.4019,0.4985,0.6953,1.168,0.1131,1.3354,1.2825,1.0444,1.264,0.346,1.1785,1.6254,1.1774,0.3777,1.0914,-0.0265,1.3544,1.5122,0.1984,0.269,0.6159,1.1497,0.146,0.7752,0.7937,1.4989,0.7879,2.4631,0.0964,Control
A06,1.1592,0.614,1.588,1.1631,2.323,0.8395,-0.0425,0.9386,1.133,0.3289,0.8207,1.8308,-0.0259,0.1002,1.0339,1.0316,0.64,1.1286,1.1539,1.0529,0.8887,0.4003,1.1888,0.6042,2.1362,0.8108,0.7977,0.4191,1.848,0.7339,1.9984,0.4726,1.2155,1.4008,1.2233,0.4948,0.5573,1.0953,0.102,1.2841,1.1788,1.0107,1.183,0.3383,1.1669,1.504,1.2096,0.3347,1.0992,-0.0473,1.143,1.4404,-0.0092,0.1197,0.5752,0.9374,0.1984,0.6033,0.6495,1.6268,0.7728,2.5305,-0.0186,Control
A07,1.3679,0.7558,1.6846,1.2924,2.2649,1.0875,0.0583,1.0653,1.3766,0.4787,0.9963,1.795,0.0362,0.1364,1.0345,1.0484,0.9209,1.2592,1.141,1.063,0.9701,0.4197,1.1147,0.8618,2.0729,0.5046,0.9085,0.5,1.9482,0.9266,2.111,0.552,1.2479,1.6201,1.3473,0.6436,0.5486,1.2543,0.1652,1.3049,1.4461,0.9255,1.2158,0.4804,1.3321,1.558,1.1801,0.3942,1.1426,-0.119,1.0979,1.7103,0.0553,0.3557,0.7026,0.8786,0.2219,0.8229,0.7989,1.7912,1.0226,2.6678,0.0501,Control
A08,1.2958,0.8117,1.5603,1.4062,1.9507,1.0718,-0.0392,0.9549,1.3436,0.5851,1.2837,1.5846,0.0316,0.1262,0.9188,0.9226,1.0001,1.2006,0.9362,0.7853,0.7956,0.5345,0.9098,0.6076,1.8304,0.6334,1.0102,0.5945,1.4112,0.8591,1.7088,0.5216,1.0216,1.4567,1.2886,0.7933,0.4466,1.3449,0.0843,1.2899,1.2874,0.8967,1.1849,0.3119,1.2892,1.3457,1.0848,0.3676,0.9656,-0.0248,0.9641,1.6054,0.0499,0.1721,0.6891,0.8766,0.0766,0.811,0.9899,1.6501,1.2073,2.4236,-0.0306,Control
A09,1.2144,0.6932,1.4845,1.1457,2.2969,1.0093,0.0701,0.8813,1.2973,0.3855,1.0107,1.7204,-0.0193,0.1408,0.9393,0.9544,0.7607,1.0908,1.142,0.9023,0.9042,0.3836,1.0608,0.6346,2.0341,0.5004,0.9319,0.445,1.6625,0.7139,1.9348,0.5396,1.1176,1.3751,1.289,0.4907,0.4689,1.0754,0.1054,1.2522,1.3846,0.7321,1.0857,0.3283,1.2524,1.5017,1.2131,0.245,1.0221,-0.0423,1.081,1.5146,0.0801,0.1356,0.5883,0.9465,0.158,0.7246,0.8522,1.6457,0.9263,2.7794,0.061,Control
A10,1.3117,0.6794,1.7632,1.2511,2.1439,0.9286,-0.0688,1.0886,1.355,0.4844,1.0661,1.6673,0.0121,0.1838,1.0189,0.9143,0.78,1.3758,1.1031,1.0174,0.9095,0.4269,1.0714,0.5937,2.0354,0.4407,0.9633,0.5078,1.8548,0.9036,2.0257,0.4968,1.1384,1.5005,1.378,0.5984,0.5432,1.349,0.1694,1.3111,1.2411,0.815,1.2469,0.3729,1.2615,1.5067,1.191,0.3562,1.0037,-0.0369,1.1476,1.7638,0.0656,0.2516,0.6375,0.9281,0.175,0.7918,0.8546,1.684,0.9917,2.7103,0.0448,Control
