@relation data

@attribute id string
@attribute 3725 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 7975 numeric
@attribute 486 numeric
@attribute 9817 numeric
@attribute 1385 numeric
@attribute 4097 numeric
@attribute 23764 numeric
@attribute 2353 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,1.4021,1.4426,1.0332,0.5523,0.7002,0.1643,0.7082,1.8416,0.4649,-0.0546,2.8983,1.7309,Control
A02,0.8029,0.9672,1.1508,0.6697,0.1715,0.5619,0.0762,0.6095,1.5349,0.4117,-0.0583,1.0191,1.6299,Control
A03,1.2073,1.211,1.3711,0.9489,0.1678,0.7422,0.3243,0.8122,1.7089,0.4446,-0.0084,2.3465,1.8758,Control
A04,1.3091,0.9665,1.2559,0.7891,0.2858,0.5883,0.17,0.7083,1.6942,0.3924,0.1069,1.5126,1.7145,Control
A05,1.2428,1.1192,1.5137,0.9233,0.2856,0.6697,0.0998,0.9033,1.7835,0.6836,0.0166,1.9653,1.9408,Control
A06,0.8136,1.1521,1.2007,0.8755,0.2749,0.5376,0.0661,0.6925,1.6261,0.4348,0.0236,3.1061,1.8446,Control
A07,1.2402,1.3691,1.592,1.2903,0.5058,0.7465,0.1025,0.7331,1.8447,0.4743,-0.0176,2.7089,1.882,Control
A08,0.8862,1.4969,1.6309,1.3963,0.8574,0.4877,0.2174,0.5634,1.9244,0.1995,-0.0601,1.6836,1.9122,Control
A09,0.9959,1.3676,1.435,1.2298,0.5722,0.5517,0.2535,0.6336,1.7073,0.4007,0.0125,2.2224,1.8315,Control
A10,1.3751,1.2269,1.7367,1.2971,0.3634,0.5512,0.1549,0.784,1.9621,0.4686,0.0058,3.187,1.9225,Control
A11,1.0715,1.1557,1.1233,0.9582,0.3076,0.3258,0.1847,0.7292,1.3787,0.3292,-0.0371,2.8409,1.8048,Control
A12,0.7127,0.6947,0.8493,0.4893,0.0835,0.3745,0.2359,0.4507,1.2041,0.0822,-0.1512,0.8747,1.2884,Control
B01,0.9621,1.4678,1.2183,0.9193,0.5853,0.5869,0.1058,0.3224,1.6376,0.2651,-0.3522,1.9307,1.5393,Control
B02,1.3562,1.2677,1.3113,0.7534,0.32,0.8563,0.0597,0.7256,1.7428,0.4721,0.0215,3.0541,1.7139,Control
B03,1.1569,1.2757,1.2964,0.8807,0.377,0.6297,0.1569,0.6924,1.7274,0.3648,-0.0734,2.6415,1.7231,BRCACancer
B04,0.8223,1.1452,1.5574,1.5724,0.646,0.6099,0.1653,0.5742,1.7233,0.2949,-0.0992,0.8639,1.892,BRCACancer
B05,0.6881,1.0222,1.0531,0.8302,0.1593,0.5955,0.2561,0.5618,1.3547,0.2299,-0.116,1.0309,1.7712,BRCACancer
B06,0.3086,0.9729,1.0091,0.6881,0.1613,0.3971,0.0112,0.2538,1.416,0.1392,-0.4089,0.6734,1.2783,BRCACancer
B07,1.0713,1.4186,1.4636,0.9103,0.2287,0.8941,0.2141,0.7697,1.8168,0.4808,0.0139,1.1335,1.792,BRCACancer
B08,1.1173,1.0803,1.2368,0.6713,0.2168,0.5804,0.2857,0.7957,1.5686,0.6489,0.1063,1.386,1.6981,Control
B09,0.8029,1.0942,1.3351,1.5246,0.6846,0.4563,0.2542,0.3447,1.4345,0.3881,-0.1842,1.357,1.8255,Control
B10,0.8277,0.9202,1.3763,1.0926,0.3924,0.443,0.1492,0.4794,1.5664,0.2347,-0.0934,1.762,1.7394,Control
B11,0.9367,0.9405,1.35,0.9291,0.2925,0.4504,0.1892,0.7313,1.4935,0.4827,-0.0396,2.0348,1.6375,Control
B12,0.4094,0.7469,1.113,1.3595,0.6586,0.4194,0.0109,0.3122,1.2122,0.2976,-0.1104,0.998,1.4211,Control
C01,1.2058,1.167,1.4476,1.2075,0.3456,0.8302,0.1733,0.6731,1.6227,0.4882,-0.1131,1.5999,1.903,BRCACancer
C02,1.0213,0.9944,1.1796,0.6748,0.2186,0.7169,0.2313,0.7585,1.6381,0.4811,-0.0631,1.4708,1.6208,BRCACancer
C03,1.1628,1.2159,1.3531,0.8136,0.2433,0.9595,0.1079,0.8481,1.6651,0.5066,0.1216,1.192,1.816,BRCACancer
C04,0.627,0.6903,0.6519,0.502,0.174,0.4513,0.2565,0.4893,0.853,0.4083,0.1057,1.9992,1.4351,Control
C05,0.5237,0.6604,0.7781,0.4343,0.1022,0.4107,0.1012,0.5416,1.1885,0.3332,0.1048,1.2255,1.4746,BRCACancer
C06,0.2088,0.113,0.2166,0.3943,-0.0098,0.2226,0.4084,0.1097,0.2594,0.1363,-0.1425,0.6383,0.6234,Control
C07,0.8671,0.7965,0.915,0.5835,0.1355,0.4354,0.1608,0.563,1.3346,0.2485,-0.0695,1.1155,1.5948,Control
C08,0.7816,1.0421,1.0007,0.6781,0.2511,0.5112,0.3224,0.7686,1.5226,0.3537,0.0479,1.525,1.5956,Control
C09,1.1077,0.7566,0.9402,0.5262,0.1133,0.5175,0.2707,0.6389,1.3704,0.4082,0.0944,2.3714,1.4942,Control
C10,0.8688,0.6258,1.0072,0.4866,0.11,0.5511,0.2325,0.5614,1.4817,0.3441,0.0803,1.2297,1.5345,BRCACancer
C11,1.0244,0.9952,1.0238,0.7819,0.2776,0.5557,0.287,0.7437,1.3856,0.5525,0.1235,1.6072,1.6696,Control
C12,0.7746,0.6168,0.5781,0.523,0.1127,0.2729,0.1574,0.4916,0.8762,0.4684,0.0183,0.859,1.3945,BRCACancer
D01,0.4669,1.122,1.4599,1.743,0.8469,0.609,0.3031,0.3922,1.4964,0.3916,-0.1437,0.6698,1.6488,BRCACancer
D02,0.9624,0.7685,0.9389,0.7261,0.1696,0.3672,0.208,0.6381,1.5057,0.5175,0.1073,1.1621,1.6835,BRCACancer
D03,0.8717,0.6701,0.9818,0.7203,0.1075,0.4363,0.2035,0.5644,1.2644,0.4126,0.0254,0.9675,1.6203,BRCACancer
D04,0.7839,0.8421,1.118,0.7613,0.2686,0.575,0.2748,0.6229,1.4072,0.5297,0.0214,1.1336,1.6468,BRCACancer
D05,0.7343,0.7677,1.1405,0.6208,0.0823,0.5701,0.1369,0.5666,1.433,0.5321,-0.0312,1.6508,1.6712,BRCACancer
D06,0.9524,1.1422,1.1802,0.7479,0.251,0.6279,0.2471,0.7432,1.548,0.528,0.0098,1.5242,1.6859,BRCACancer
D07,0.8773,1.0331,1.086,0.654,0.1306,0.6125,0.1065,0.7792,1.4719,0.488,0.028,1.6696,1.6863,Control
D08,0.6735,0.6312,0.8422,0.5412,0.1167,0.5324,0.1371,0.4853,1.1273,0.3966,-0.0329,1.1035,1.507,Control
D09,0.8757,0.8993,1.0392,0.63,0.1647,0.5219,0.1437,0.6272,1.4706,0.4172,-0.1058,1.135,1.5424,Control
D10,0.8857,0.7945,0.9761,0.6447,0.192,0.3106,0.2719,0.6214,1.2659,0.3648,-0.0546,1.0206,1.6398,Control
D11,0.3237,0.3039,0.3811,0.4751,0.1759,0.2154,0.2835,0.191,0.6995,0.2152,-0.2839,0.5449,0.9269,Control
D12,0.6805,0.6215,0.661,0.5707,0.1842,0.3288,0.165,0.5009,0.9872,0.3521,-0.0437,1.193,1.4606,Control
E01,0.9598,0.6584,0.8535,0.5621,0.107,0.3032,0.0075,0.558,1.32,0.263,0.0141,2.3796,1.5443,BRCACancer
E02,1.4262,0.9029,1.2616,0.6854,0.262,0.5775,0.1666,0.7145,1.7547,0.4158,-0.0473,1.0981,1.5675,Control
E03,1.0051,0.9619,1.0077,0.6427,0.1971,0.4872,0.2156,0.8292,1.4296,0.4771,0.0383,1.7042,1.789,Control
E04,1.1702,1.1244,1.1795,0.6497,0.2354,0.6334,0.3303,0.8379,1.4766,0.5931,0.0795,2.1091,1.6798,Control
E05,0.8991,0.9068,1.0304,0.5946,0.2324,0.5663,0.1442,0.5009,1.4625,0.314,-0.1215,0.8595,1.4386,Control
E06,1.154,0.5907,0.9605,0.6728,0.0261,0.3938,0.1221,0.367,1.2249,0.1807,-0.2796,3.1463,1.4141,BRCACancer
E07,1.2526,0.7674,1.2055,0.7068,0.1712,0.6355,0.2883,0.687,1.4536,0.6441,0.0047,2.5056,1.6611,BRCACancer
E08,1.1067,1.0163,1.1538,0.6943,0.2195,0.6495,0.177,0.792,1.5988,0.5222,0.0117,2.2316,1.6571,Control
E09,1.0995,0.8915,1.1713,0.6623,0.2178,0.4886,0.2566,0.8043,1.4909,0.4957,0.052,1.3211,1.6549,BRCACancer
