@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10298 numeric
@attribute 112398 numeric
@attribute 112399 numeric
@attribute 1387 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 201163 numeric
@attribute 2033 numeric
@attribute 2034 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2113 numeric
@attribute 2271 numeric
@attribute 2277 numeric
@attribute 23533 numeric
@attribute 2549 numeric
@attribute 2885 numeric
@attribute 2889 numeric
@attribute 3082 numeric
@attribute 3091 numeric
@attribute 3265 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 405 numeric
@attribute 4233 numeric
@attribute 4893 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5155 numeric
@attribute 5228 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54583 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5781 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6513 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6921 numeric
@attribute 6923 numeric
@attribute 7039 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7422 numeric
@attribute 7423 numeric
@attribute 7424 numeric
@attribute 7428 numeric
@attribute 8453 numeric
@attribute 8503 numeric
@attribute 9915 numeric
@attribute 9978 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,0.1948,1.0895,0.1037,1.4764,0.9907,2.0291,0.6125,1.9196,0.1128,0.6157,0.8453,3.2511,0.6414,-0.1893,1.4389,0.3514,1.6355,0.8562,0.4747,2.0124,0.4236,1.3732,1.2901,1.5967,1.3035,-0.0539,2.7938,1.1544,1.0093,-0.0528,0.1685,0.0085,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,0.7182,1.76,1.0952,0.7341,0.4307,0.0198,-0.115,0.5566,0.6575,1.7841,1.3016,1.7119,0.7115,1.1256,1.3471,0.5978,0.9225,0.4409,-0.0067,2.044,0.0614,0.0793,0.3026,0.6611,0.075,1.4447,1.4189,0.0818,-5e-04,1.3749,1.3548,Control
A02,0.3831,0.2198,0.8292,0.0919,1.2354,0.7806,1.9507,0.3987,1.7075,0.1735,0.5686,0.6275,2.924,0.5698,-0.1553,1.1486,0.2561,1.481,0.6121,0.3508,1.4549,0.3716,1.136,0.8169,1.3547,1.1528,0.1428,2.9993,1.1633,0.8765,-0.125,0.1438,0.0364,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,0.584,1.6579,1.0379,0.48,0.3006,0.041,-0.1375,0.4031,0.5148,1.5394,1.0126,1.2372,0.6344,0.9005,1.2046,0.4645,0.4597,0.4971,0.0228,2.0529,0.0739,0.0163,0.3642,0.3554,0.1467,1.5158,1.1156,0.0895,-0.0367,1.1365,1.0825,Control
A03,0.396,0.2544,0.9171,0.0026,1.4513,0.9451,2.0362,0.5924,1.9357,0.1989,0.6805,0.7841,2.7158,0.5299,-0.0913,1.5932,0.3441,1.7658,0.9528,0.4996,1.9841,0.3757,1.4067,1.1876,1.6527,1.3338,0.1217,3.0903,1.4142,0.9832,-0.1007,0.1012,0.0216,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,0.6472,1.9065,1.0752,0.7059,0.4986,-0.0155,-0.2101,0.48,0.7441,1.7337,1.1563,1.7552,0.7394,1.1275,1.3774,0.5178,0.7818,0.6916,0.0026,2.233,0.1569,0.0486,0.5036,0.3572,0.1139,1.4299,1.3496,0.2042,-0.0108,1.2781,1.3582,Control
A04,0.5255,0.258,0.9155,0.0929,1.2933,0.8166,2.0492,0.3916,1.6503,0.0765,0.6225,0.7141,3.1604,0.5498,-0.0932,1.374,0.3117,1.4795,0.7611,0.2667,1.7827,0.3609,1.2239,1.2809,1.1951,1.2081,0.0367,3.0364,1.0138,0.9574,-0.0852,0.196,-0.0224,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,0.6959,1.7434,1.0602,0.5113,0.4277,0.0146,-0.131,0.3995,0.4666,1.6705,1.0515,1.2952,0.7746,1.028,1.2203,0.5636,0.5557,0.6623,-0.0118,2.1844,0.0657,0.1175,0.368,0.5374,0.0959,1.3708,1.0577,0.0407,-0.0313,1.0677,1.2386,Control
A05,0.5106,0.2712,1.0509,0.2339,1.4436,0.9618,2.1796,0.5162,1.9547,0.1261,0.7463,0.7904,2.7387,0.6396,-0.1057,1.5816,0.439,1.8562,0.8114,0.6779,1.9273,0.4772,1.3362,1.2201,1.4096,1.4786,0.0534,3.3113,1.356,1.0515,-0.0745,0.2167,-0.0134,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,0.7324,1.9721,1.2157,0.726,0.5021,0.0071,-0.1045,0.4857,0.6929,1.8077,1.0668,1.5482,0.6446,1.0464,1.3739,0.6105,0.6264,0.6958,0.0323,2.5268,0.0409,0.0159,0.4864,0.4471,0.151,1.6112,1.221,0.1426,-0.02,1.2274,1.2977,Control
A06,0.4506,0.1644,0.9207,-0.0044,1.3768,0.87,1.9476,0.5211,1.8403,0.141,0.6458,0.7372,2.8957,0.5632,-0.1294,1.4575,0.357,1.5705,0.6859,0.4924,2.1021,0.2467,1.3004,0.8267,1.4336,1.3284,0.0458,2.8748,1.2821,0.8871,-0.128,0.0934,-0.0137,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,0.6349,1.8749,1.0037,0.6824,0.3564,-0.0042,-0.1807,0.4941,0.5468,1.7479,0.8997,1.3449,0.5453,0.8852,1.3309,0.5021,0.563,0.4149,0.0918,2.0798,0.0736,0.0485,0.524,0.5215,0.0657,1.3774,1.1686,0.0877,-0.0311,1.1757,1.1472,Control
A07,0.74,0.2179,0.9455,0.0606,1.4744,1.0263,2.0664,0.5623,1.9418,0.1231,0.597,0.7443,3.1922,0.7037,-0.13,1.4083,0.5671,1.8609,1.0563,0.5896,2.0336,0.364,1.2829,1.2177,1.7064,1.3765,0.0411,2.9085,1.3527,1.0399,-0.1132,0.1013,-0.0949,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,0.841,1.9127,0.9863,0.8669,0.4096,0.0223,-0.1822,0.5361,0.7206,1.7697,1.4728,2.0368,0.6803,1.1765,1.4837,0.7036,0.7631,0.3954,0.0348,2.1037,0.0618,-0.0304,0.5229,0.4973,0.0713,1.5334,1.341,0.1594,-0.0505,1.2656,1.571,Control
A08,1.0516,0.2161,0.7848,0.0156,1.5962,0.7391,1.7358,0.548,2.0295,0.1037,0.5375,0.7355,3.1996,0.6206,-0.1516,1.3564,0.5621,1.7198,1.1569,0.3969,2.049,0.2967,1.2091,0.8932,1.6216,1.4131,-0.0034,2.6904,1.1951,1.2064,-0.0907,0.1132,-0.1175,1.7501,1.5683,1.321,2.0579,1.714,0.168,0.8327,1.9432,1.0102,0.8829,0.3414,0.0158,-0.1377,0.621,0.8123,1.7375,1.7029,2.4745,0.6032,1.467,1.4271,0.87,0.6706,0.3077,1e-04,1.7967,0.0458,0.106,0.2297,0.4721,0.0174,1.2488,1.2168,0.1918,-0.0354,1.215,1.6801,Control
A09,0.7535,0.2022,0.8845,0.0845,1.4502,0.8608,2.0087,0.455,1.9327,0.1135,0.5633,0.6938,3.3809,0.4519,-0.1379,1.3804,0.4145,1.8278,1.0474,0.4154,2.2261,0.349,1.2521,0.9938,1.5553,1.2451,0.0382,2.8883,1.2691,0.9376,-0.075,0.1341,-0.0634,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,0.6782,1.8616,1.0062,0.7767,0.356,0.0176,-0.1253,0.4602,0.5927,1.637,1.2388,1.9939,0.5883,0.9988,1.3188,0.6839,0.6551,0.3546,0.0622,2.0877,0.065,0.0338,0.4237,0.5443,0.1131,1.3579,1.3206,0.0917,-0.0196,1.2184,1.4154,Control
A10,0.8026,0.2588,0.843,0.0701,1.5075,0.8286,1.9823,0.518,1.9649,0.1347,0.5633,0.7332,2.9214,0.5618,-0.1061,1.4485,0.5091,1.802,1.0854,0.5669,2.0473,0.398,1.1456,1.3414,1.4415,1.3925,0.0124,2.9966,1.3532,1.0688,-0.0677,0.1742,0.0218,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,0.8923,1.9537,0.9394,0.8171,0.4749,0.008,-0.1066,0.5199,0.7228,1.7832,1.509,2.0248,0.779,1.3316,1.3713,0.7899,0.6264,0.4283,-0.008,2.136,0.0906,0.0508,0.3448,0.3356,0.2105,1.3375,1.2253,0.2381,-0.0104,1.1782,1.5851,Control
