@relation data

@attribute id string
@attribute 10000 numeric
@attribute 11213 numeric
@attribute 11261 numeric
@attribute 1147 numeric
@attribute 1439 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2021 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 355 numeric
@attribute 3551 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3556 numeric
@attribute 356 numeric
@attribute 3562 numeric
@attribute 3654 numeric
@attribute 3656 numeric
@attribute 4615 numeric
@attribute 472 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4803 numeric
@attribute 4914 numeric
@attribute 51135 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5613 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 63928 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 823 numeric
@attribute 824 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8743 numeric
@attribute 8772 numeric
@attribute 8793 numeric
@attribute 8794 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 8837 numeric
@attribute 9020 numeric
@attribute 9131 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6002,1.5486,1.0836,1.5306,1.37,1.0097,0.4024,0.3374,0.6045,0.8246,1.3891,1.7487,2.2226,2.5287,1.0456,1.2288,1.1434,-0.0393,1.5545,0.2643,0.4784,0.3703,-0.1283,0.6257,0.4921,1.4781,2.6617,1.6889,2.2235,-0.0387,0.0962,2.0121,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,0.7163,0.7188,1.2834,1.3861,1.3083,0.9255,1.1308,-0.1281,1.8462,0.0738,1.1601,0.9927,1.1174,0.2521,0.8923,1.598,1.4148,0.5223,0.857,-0.1703,0.4095,1.2525,0.7723,0.2448,0.9705,1.0915,1.24,0.7224,0.5342,1.465,0.8952,1.1688,0.1026,0.3441,1.2781,1.4069,1.8321,0.8721,0.7889,1.0183,1.1907,1.2372,1.7865,0.7542,0.8525,Control
A02,0.3429,1.4528,1.2081,1.317,1.3256,0.8814,0.2851,0.2249,0.5571,0.607,1.0974,1.6818,2.0145,2.0638,0.7644,1.1813,0.9151,0.1474,0.7205,0.047,0.3243,0.5088,-0.0684,0.5548,0.4806,1.747,2.3362,1.279,2.0678,-6e-04,0.2225,1.6504,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,0.7423,0.5951,0.9381,1.0792,1.0862,0.8176,0.9731,-0.1142,1.8492,0.0916,1.0518,1.124,0.9334,0.1564,0.8377,0.7606,1.23,0.476,0.8393,-0.1489,0.4322,1.1877,0.5902,0.1827,0.884,1.0003,1.2187,0.4214,0.4465,1.1745,0.614,0.7882,0.1135,0.3329,0.9188,1.2491,1.9542,0.7017,0.553,0.6291,0.9831,0.78,1.5898,0.5135,0.6822,Control
A03,0.3568,1.8517,1.2905,1.5532,1.5544,0.9572,0.4308,0.2083,0.6699,0.7634,1.5442,1.8237,2.1844,1.9886,0.9372,1.7863,1.0536,-0.0719,0.8663,0.0801,0.406,0.7048,-0.0562,0.6877,0.5292,1.9692,2.256,1.4481,2.7745,-0.0052,0.1879,1.9073,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,0.9311,0.7523,1.2109,1.1587,1.2757,1.0298,0.9868,-0.1007,1.9151,0.0982,1.2293,1.0311,1.0666,0.1963,1.0834,0.6724,1.459,0.631,1.0016,-0.1553,0.5375,1.399,0.8387,0.2495,1.1396,1.2455,1.3606,0.5022,0.6074,1.4136,0.8989,1.1272,0.2773,0.358,1.0092,1.4813,2.2166,0.7949,0.5849,0.6316,1.1935,0.7811,1.8538,0.7466,0.8359,Control
A04,0.4955,1.355,1.2439,1.0954,1.2261,0.9315,0.3754,0.186,0.6114,0.6935,1.3239,1.5078,1.8646,2.3516,0.8464,1.1168,0.9388,0.1252,0.4163,0.1829,0.3703,0.4199,-0.1193,0.6186,0.6274,1.8283,2.1759,1.4307,2.2888,0.0688,0.1389,1.4808,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,0.7592,0.6673,0.9279,1.2414,1.2229,0.8067,1.1682,-0.1378,1.8358,0.1327,1.2172,1.3233,0.9122,0.2622,0.878,0.8481,1.4617,0.3932,0.9414,-0.1097,0.3432,1.102,0.598,0.2383,0.9578,1.0569,1.1395,0.5659,0.4571,1.297,0.7606,0.8897,0.0439,0.3611,1.1988,1.3259,1.504,0.7321,0.5716,0.6803,0.9065,0.93,1.5957,0.6238,0.6735,Control
A05,0.4795,1.9008,1.4303,1.4575,1.7429,1.0851,0.4833,0.2632,0.7362,0.7698,1.5325,1.9445,2.0877,2.052,0.8225,1.3299,1.0568,0.1089,0.6999,0.1519,0.5252,0.4669,-0.0355,0.8184,0.6342,2.0997,2.3159,1.5153,2.4787,0.0091,0.0988,1.7397,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,0.7999,0.7731,1.0818,1.1595,1.3093,1.1361,1.0421,-0.0876,1.969,0.1199,1.2952,1.4262,1.0499,0.324,1.072,0.8722,1.5159,0.554,0.9599,-0.0463,0.365,1.3902,0.7928,0.2226,1.2062,1.2273,1.4523,0.5411,0.6018,1.3513,0.9986,1.1604,0.1894,0.5943,1.1025,1.4854,2.0287,0.9607,0.6444,0.9414,1.1765,0.9467,1.7423,0.6847,0.8724,Control
A06,0.4153,1.854,1.3782,1.4051,1.4013,0.9397,0.415,0.2083,0.6349,0.7165,1.4078,1.7899,2.0417,1.6263,0.7214,1.1995,0.9679,0.1683,0.7341,0.3071,0.5444,0.5095,-0.0679,0.6275,0.3758,1.7849,2.3638,1.3528,2.4894,-0.0309,0.1011,1.6493,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,0.7842,0.6198,0.9413,0.9185,1.1603,0.9951,0.8643,-0.1601,1.9546,0.0659,1.1572,1.0306,1.0233,0.24,0.8501,0.7888,1.312,0.4466,0.8533,-0.0782,0.4132,1.2785,0.6071,0.1497,0.8947,1.043,1.162,0.3591,0.4586,1.2326,0.9562,1.1238,0.1109,0.3083,0.9259,1.4059,1.6035,0.8172,0.6397,0.7337,1.0263,0.8703,1.6131,0.5878,0.7642,Control
A07,0.7253,2.1964,1.2981,1.4813,1.3748,0.9592,0.4453,0.1584,0.5857,0.7237,1.3584,1.9755,2.2733,2.0648,1.008,1.1282,1.1316,0.0628,1.2177,0.3198,0.5757,0.5964,0.0137,0.6122,0.449,1.7324,2.732,1.6808,1.9854,0.051,0.1623,1.9387,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,0.7672,1.0264,1.3182,1.183,1.5746,0.8796,1.1382,-0.1365,2.0169,0.1122,1.2646,1.1618,1.0242,0.246,0.8711,1.3272,1.2303,0.5922,0.999,-0.1265,0.4675,1.4729,0.6983,0.221,0.9058,1.1587,1.4389,0.5899,0.5353,1.4514,0.8141,1.1824,0.2134,0.3113,1.0883,1.4578,1.818,0.9145,0.7851,0.7303,1.1307,1.0261,1.8573,0.7607,0.7593,Control
A08,1.0592,1.9872,1.0904,1.3335,1.0576,0.6737,0.3799,0.1927,0.5257,0.7148,1.3062,1.7175,2.1889,1.9854,0.8792,1.1547,1.1825,-0.0116,0.4423,0.1465,0.5404,0.5226,-0.0849,0.5236,0.3825,1.5837,2.9464,1.8517,1.9135,0.0509,0.0849,1.8407,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,0.5666,1.1569,1.4563,1.5413,1.7633,0.9732,1.1867,-0.0345,1.7149,0.0231,1.1512,0.8313,1.074,0.0928,0.7049,1.971,1.2164,0.5837,0.871,-0.2256,0.2445,1.1343,0.6576,0.1806,0.7533,1.1726,1.041,0.5323,0.4697,1.533,0.7207,1.325,0.2596,0.1506,0.8238,1.4416,1.8618,0.5589,0.6106,0.5191,0.8357,1.0492,1.8989,0.7338,0.7025,Control
A09,0.7398,2.058,1.2329,1.4215,1.1492,0.8902,0.3718,0.2055,0.5517,0.6732,1.3303,1.731,2.2044,2.3026,0.9371,1.2423,1.0308,0.0845,0.5926,0.1109,0.4714,0.3699,-0.086,0.5653,0.4234,1.5714,2.7467,1.6,2.2018,0.0513,0.1777,1.8071,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,0.6669,0.866,1.231,1.1713,1.3831,1.0136,1.096,-0.253,1.9165,0.1031,1.0899,1.1797,1.0252,0.2173,0.8757,1.6289,1.304,0.5053,0.8926,-0.1669,0.3484,1.1571,0.5363,0.2206,0.9348,1.0696,1.0344,0.614,0.5133,1.2306,0.7421,0.9483,0.1167,0.2373,1.0496,1.3374,1.6117,0.7888,0.5838,0.4791,0.985,0.9087,1.6491,0.6833,0.5848,Control
A10,0.7924,2.1457,1.2005,1.4407,1.3617,0.9689,0.3736,0.2028,0.5517,0.7126,1.3987,1.885,2.1303,1.7943,0.9419,1.4522,1.1319,-0.0373,1.4944,0.0495,0.6894,0.6383,-0.1361,0.6289,0.4261,1.7444,2.6848,1.6339,2.1342,0.0017,0.1032,1.7708,1.743,1.7142,1.2585,2.143,1.6455,0.2578,0.5994,1.0757,1.2426,1.4321,1.623,0.9161,1.2565,-0.1074,1.917,0.0625,1.2472,1.4077,0.9941,0.2166,0.8864,1.1995,1.2969,0.6472,0.8767,-0.1165,0.4505,1.3434,0.5893,0.2134,1.0121,1.2502,1.2447,0.564,0.5352,1.3767,0.9479,0.9156,0.3257,0.38,0.8903,1.4147,1.896,0.712,0.6407,0.8335,1.0943,0.9857,2.0075,0.7161,0.7349,Control
