@relation data

@attribute id string
@attribute 1386 numeric
@attribute 1482 numeric
@attribute 1499 numeric
@attribute 1855 numeric
@attribute 2626 numeric
@attribute 27302 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 4086 numeric
@attribute 4089 numeric
@attribute 4090 numeric
@attribute 4091 numeric
@attribute 4208 numeric
@attribute 4633 numeric
@attribute 4878 numeric
@attribute 4879 numeric
@attribute 5981 numeric
@attribute 650 numeric
@attribute 652 numeric
@attribute 653 numeric
@attribute 655 numeric
@attribute 657 numeric
@attribute 659 numeric
@attribute 6885 numeric
@attribute 6927 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7049 numeric
@attribute 7471 numeric
@attribute 8312 numeric
@attribute 8321 numeric
@attribute 8646 numeric
@attribute 90 numeric
@attribute 9241 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.574,0.2281,2.1612,0.3595,-0.1344,-0.0602,0.6542,0.6744,0.0849,1.5527,0.6481,-0.1011,0.9973,-0.1341,-0.217,-0.2692,1.5203,-0.0741,-0.2218,-0.1745,-0.1355,0.009,0.4967,1.4603,-0.0459,2.0162,0.063,0.0717,1.338,1.8205,0.2873,0.136,0.318,0.1809,-0.0188,0.6756,1.5861,Control
Utah__A02,1.4086,0.3234,1.955,0.3645,-0.0665,-0.1145,0.4588,0.524,0.174,1.1608,0.5245,-0.0968,0.7343,-0.12,-0.0966,-0.3486,1.2453,-0.0411,-0.1697,-0.0897,-0.1347,0.0462,0.4163,1.1513,-0.0373,2.0252,0.0756,0.0059,1.203,1.3679,0.4055,0.143,0.2239,0.2691,0.0733,0.4106,0.7275,Control
Utah__A03,1.4536,0.3256,2.2554,0.3705,-0.1065,-0.2269,0.6001,0.6483,0.2972,1.2748,0.6308,-0.0137,0.856,-0.0413,-0.0381,-0.2396,1.4183,-0.0476,-0.2,-0.1766,-0.1076,-0.0908,0.5207,1.3066,-0.0687,2.2099,0.1594,0.0396,1.378,1.5703,0.6591,0.1646,0.3962,0.3103,0.0666,0.5153,0.3256,Control
Utah__A04,1.4952,0.3704,2.1372,0.4707,-0.0319,-0.1977,0.4958,0.4394,0.1718,1.1546,0.5939,-0.0121,0.9735,-0.033,-0.0877,-0.1125,1.3603,0.0885,-0.1514,-0.1479,-0.1344,-0.0383,0.3844,1.2606,-0.0072,2.16,0.0673,0.1117,1.2382,1.6568,0.4748,0.227,0.2628,0.3443,0.1,0.4501,0.6892,Control
Utah__A05,1.5048,0.4095,2.1443,0.489,-0.0508,-0.2192,0.5918,0.5986,0.2797,1.2751,0.671,0.0149,1.0726,-0.0671,-0.0513,-0.0964,1.4388,0.0213,-0.1306,-0.1215,-0.1116,-0.0229,0.4948,1.3929,-0.0161,2.5111,0.0423,0.0054,1.3004,1.6985,0.3936,0.1999,0.3402,0.536,0.1146,0.6274,0.7638,Control
Utah__A06,1.3949,0.2753,2.0873,0.3902,-0.1312,-0.0366,0.5257,0.5501,0.2132,1.248,0.6662,-0.0785,0.9088,1e-04,-0.1197,-0.3,1.3892,-0.0698,-0.2527,-0.1076,-0.0981,0.0601,0.4449,1.2752,-0.0316,2.0528,0.0753,0.0395,1.2619,1.6303,0.4902,0.009,0.2547,0.1727,0.0012,0.3851,1.0133,Control
Utah__A07,1.5978,0.3022,2.27,0.4336,-0.0566,-0.1477,0.8174,0.7132,0.2801,1.5493,0.6873,-0.0933,1.2314,-0.0715,-0.1228,-0.1695,1.4271,-0.0526,-0.2278,-0.0915,-0.1159,-0.0037,0.5083,1.5008,-0.0562,2.0773,0.0633,-0.043,1.579,1.9951,0.5419,0.1383,0.3653,0.3995,0.0815,0.55,1.0866,Control
Utah__A08,1.6407,0.1626,2.3026,0.3026,-0.1464,-0.2327,1.0598,0.8398,0.1735,1.68,0.6572,-0.1063,1.1064,-0.0384,-0.2061,-0.1821,1.4928,0.068,-0.1723,-0.1837,-0.1303,0.0914,0.5681,1.6185,-0.0754,1.7626,0.0473,0.0996,1.604,2.234,0.6699,0.1054,0.3652,0.1141,-0.0306,0.722,1.2072,Control
Utah__A09,1.4886,0.3304,2.2015,0.4221,-0.065,-0.0936,0.707,0.5787,0.194,1.4807,0.4836,-0.0666,0.9636,-0.0611,-0.0837,-0.219,1.4147,-0.0401,-0.2043,-0.1164,-0.1004,-0.0114,0.407,1.3452,-0.0619,2.061,0.0666,0.0242,1.4083,1.8341,0.4242,0.0887,0.2977,0.3721,0.1007,0.6365,1.2287,Control
Utah__A10,1.7266,0.2565,2.3949,0.3399,-0.1111,-0.1934,0.907,0.7359,0.3057,1.4449,0.9438,-0.0501,1.1138,-0.0445,-0.0338,-0.2359,1.5138,0.0044,-0.175,-0.1053,-0.1481,0.0316,0.5537,1.6039,-0.0548,2.1105,0.0925,0.0419,1.6761,2.0411,0.8091,0.1665,0.3538,0.3271,0.0218,0.6476,0.3165,Control
