@relation data

@attribute id string
@attribute 10000 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23439 numeric
@attribute 23533 numeric
@attribute 2538 numeric
@attribute 2542 numeric
@attribute 280 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 346562 numeric
@attribute 3938 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5579 numeric
@attribute 57818 numeric
@attribute 6476 numeric
@attribute 6514 numeric
@attribute 6518 numeric
@attribute 6523 numeric
@attribute 80201 numeric
@attribute 80834 numeric
@attribute 83756 numeric
@attribute 8503 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,0.6045,0.8246,-0.1146,1.3891,-0.056,0.4658,0.5581,0.5646,0.2692,0.9774,-0.1447,-0.034,1.9408,-0.0089,0.146,-0.0575,0.352,0.1003,0.599,0.1643,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,1.7084,1.0332,-0.0458,-0.1151,-0.0686,0.2727,-0.0744,0.2878,0.0418,0.0611,0.1026,Control
Utah__A02,0.3429,0.5571,0.607,-0.0859,1.0974,-0.0668,0.2202,0.3383,0.5452,0.2585,1.0388,-0.0821,0.0034,1.7405,0.0169,0.1485,-0.0307,0.2512,0.0641,0.3994,0.0762,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,1.6702,0.6697,-0.017,-0.0513,-0.0832,0.1934,-0.1343,-0.0353,0.0688,0.1053,0.1135,Control
Utah__A03,0.3568,0.6699,0.7634,-0.1853,1.5442,-0.0901,0.3529,0.4419,0.6117,0.3822,1.3051,-0.1119,-0.0136,1.7472,0.0218,0.2843,-0.162,0.5831,0.1451,0.6468,0.3243,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,2.0238,0.9489,-0.0582,-0.0649,-0.0929,0.2767,-0.1233,-0.0581,0.0625,0.1339,0.2773,Control
Utah__A04,0.4955,0.6114,0.6935,-0.0706,1.3239,-0.1066,0.3331,0.366,0.5447,0.1612,0.9648,-0.1338,-0.0286,1.9099,0.0031,0.147,-0.1362,0.224,0.0895,0.4171,0.17,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,1.6228,0.7891,-0.072,-0.0304,-0.0708,0.3601,-0.1202,0.0755,9e-04,0.1877,0.0439,Control
Utah__A05,0.4795,0.7362,0.7698,-0.0915,1.5325,-0.068,0.3109,0.375,0.6485,0.3028,1.5404,-0.1077,-0.0432,1.7773,0.0241,0.1193,-0.1146,0.4899,0.032,0.4459,0.0998,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,1.8707,0.9233,-0.0728,-0.0632,-0.0666,0.3437,-0.0735,0.0357,-0.0254,0.1254,0.1894,Control
Utah__A06,0.4153,0.6349,0.7165,-0.1092,1.4078,-0.0776,0.3169,0.3926,0.5774,0.3578,1.3195,-0.0946,-0.0299,1.7569,-0.0139,0.0306,-0.123,0.2928,-0.0098,0.5737,0.0661,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,1.742,0.8755,-0.0981,-0.1038,-0.0574,0.1078,-0.1045,0.0395,-0.0191,0.0806,0.1109,Control
Utah__A07,0.7253,0.5857,0.7237,-0.1416,1.3584,-0.0797,0.3172,0.5625,0.588,0.5118,1.1829,-0.0831,-0.0105,1.8834,0.0145,0.0461,-0.0109,0.3715,-0.0442,0.6721,0.1025,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,1.7855,1.2903,-0.0452,-0.0544,-0.0546,0.206,-0.1525,0.1172,0.0533,0.1465,0.2134,Control
Utah__A08,1.0592,0.5257,0.7148,-0.1096,1.3062,-0.0551,0.3377,0.5989,0.5819,0.3109,0.8672,-0.21,-0.0272,2.012,0.0142,0.0898,-0.1932,0.3298,0.1067,0.6436,0.2174,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,1.7589,1.3963,-0.0266,-0.1259,-0.1311,0.0729,-0.1271,0.1349,-0.0473,0.0171,0.2596,Control
Utah__A09,0.7398,0.5517,0.6732,-0.1217,1.3303,-0.082,0.3669,0.4487,0.5461,0.395,1.0264,-0.1177,-0.067,1.8688,0.0209,0.037,-0.0694,0.2057,-0.0617,0.5273,0.2535,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,1.6492,1.2298,-0.1456,-0.0834,-0.0658,0.2315,-0.0924,0.148,0.1022,0.1467,0.1167,Control
Utah__A10,0.7924,0.5517,0.7126,-0.0961,1.3987,-0.0798,0.317,0.5596,0.5709,0.5263,1.1307,-0.0994,-0.0381,1.8285,-0.0296,0.155,-0.1423,0.3273,0.0289,0.8216,0.1549,1.743,1.7142,1.2585,2.143,1.6455,0.2578,1.7309,1.2971,-0.0718,-0.0791,-0.1124,0.1189,-0.1148,-0.0585,-0.0543,0.1136,0.3257,Control
Utah__A11,0.5406,0.5283,0.6608,-0.0996,1.2512,-0.0617,0.3189,0.3721,0.4796,0.1556,0.5762,-0.1155,-0.1421,1.4797,-0.019,0.2248,-0.112,0.4037,0.1703,0.4014,0.1847,1.2242,1.0238,0.9645,1.5704,1.2045,0.1856,1.4507,0.9582,-0.0827,-0.1227,-0.0482,0.0192,-0.0312,-0.0532,-0.0126,-0.0049,0.0321,Control
Utah__A12,0.3543,0.3826,0.4377,-0.1456,0.7218,-0.0706,0.1779,0.2096,0.3259,0.2338,0.5295,-0.1088,0.0472,1.599,0.0796,-0.0202,-0.0729,0.0963,0.0433,0.3492,0.2359,0.9277,1.0841,0.7457,1.6025,0.9724,-0.1209,0.8356,0.4893,0.0608,-0.0909,-0.0559,0.2125,-0.0556,-0.1191,0.1703,0.1525,0.0919,Control
Utah__B01,0.6849,0.3787,0.5976,0.0091,0.9716,0.0536,0.2966,0.6331,0.4444,0.2669,0.6442,-0.1623,0.0358,2.0341,0.0916,-0.1114,-0.0245,0.3592,-0.0685,0.495,0.1058,1.4936,1.2976,1.0602,1.9253,1.579,-0.1709,1.417,0.9193,-0.0753,-0.1784,-0.0933,-0.0062,0.0544,-0.0869,0.154,-0.0909,-0.0076,Control
Utah__B02,0.4887,0.6586,0.816,-0.1065,1.3378,-0.0486,0.4763,0.5114,0.5424,0.2513,1.1232,-0.0867,-0.0013,2.1177,0.0354,0.1967,0.0027,0.427,0.0213,0.5659,0.0597,1.4558,1.3956,1.3465,2.0769,1.7588,0.2103,1.7916,0.7534,-0.0815,-0.1171,-0.1119,0.2497,-0.0407,0.0694,0.0191,0.0996,0.167,Control
