@relation data

@attribute id string
@attribute 197258 numeric
@attribute 2203 numeric
@attribute 226 numeric
@attribute 229 numeric
@attribute 230 numeric
@attribute 231 numeric
@attribute 2762 numeric
@attribute 29085 numeric
@attribute 29925 numeric
@attribute 29926 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 3795 numeric
@attribute 4351 numeric
@attribute 5207 numeric
@attribute 5208 numeric
@attribute 5209 numeric
@attribute 5210 numeric
@attribute 5211 numeric
@attribute 5213 numeric
@attribute 5214 numeric
@attribute 5372 numeric
@attribute 5373 numeric
@attribute 57016 numeric
@attribute 57103 numeric
@attribute 6652 numeric
@attribute 7167 numeric
@attribute 7264 numeric
@attribute 80201 numeric
@attribute 8776 numeric
@attribute 8789 numeric
@attribute 8790 numeric
@attribute 8898 numeric
@attribute 9107 numeric
@attribute 9108 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.478,1.1152,0.8895,-0.0761,0.6856,0.6112,0.1423,0.4939,0.4161,0.8246,0.5717,0.2937,0.9878,0.0255,0.7486,-0.0812,0.5996,0.8749,0.6607,1.1171,0.6542,0.6909,0.3183,0.5969,0.0075,1.108,0.3977,0.041,1.0868,0.2966,1.1535,-0.0942,1.2194,0.9204,1.738,-0.0313,Control
Utah__A02,0.3408,1.2078,0.8034,-0.0066,0.4353,0.6147,0.0979,0.4338,0.4196,0.6668,0.5526,0.2837,1.0478,0.1214,0.3559,-0.1313,0.5705,0.6811,0.5876,0.9504,0.285,0.5181,0.2051,0.3667,0.0663,0.9191,0.1976,-0.0605,0.9885,-0.0355,0.7969,-0.1332,0.9961,0.7234,1.5339,-0.0646,Control
Utah__A03,0.4309,1.3051,0.8702,-0.0597,0.4535,0.5237,0.1752,0.6564,0.4402,0.8536,0.618,0.3996,1.3083,0.1123,0.3728,-0.1873,0.5673,1.1058,0.8229,1.1272,0.444,0.5568,0.3458,0.5253,0.0417,1.1981,0.2823,0.0386,1.1402,-0.0589,1.0057,-0.0987,1.0382,0.9379,1.7101,-0.0742,Control
Utah__A04,0.3616,1.0785,0.9297,-0.0416,0.5115,0.4969,0.1412,0.5503,0.4292,0.701,0.5522,0.1925,0.9754,0.0835,0.542,-0.1461,0.5188,0.8292,0.5662,1.1093,0.3658,0.449,0.2886,0.4071,0.0054,0.5416,0.2584,0.1375,0.9025,0.0784,0.8958,-0.0655,1.0197,0.7346,1.4,-0.0414,Control
Utah__A05,0.4699,1.5888,0.9855,-0.0555,0.6317,0.4807,0.1573,0.5803,0.6216,0.8725,0.6542,0.3252,1.5383,0.1078,0.5602,-0.0806,0.6834,1.0617,0.8331,1.2197,0.4705,0.5961,0.3622,0.5018,0.0315,0.9426,0.2497,0.0877,1.209,0.0375,0.893,-0.081,1.3263,0.9182,1.672,-0.0383,Control
Utah__A06,0.3637,1.5424,0.8946,-0.132,0.5232,0.6359,0.1181,0.3853,0.4496,0.8312,0.5843,0.3767,1.3223,0.0164,0.3672,-0.1603,0.6085,1.1807,0.7999,0.9943,0.3665,0.3685,0.2532,0.4994,0.0823,0.9509,0.3884,0.0271,0.9752,0.0414,0.9457,-0.2991,1.0651,0.809,1.6453,-0.0916,Control
Utah__A07,0.3947,1.2345,0.8625,-0.1251,0.5496,0.5269,0.2791,0.544,0.563,0.7822,0.5947,0.521,1.1888,0.1252,0.4745,-0.1665,0.7109,0.8874,0.7036,1.0382,0.4426,0.4411,0.2615,0.6726,0.0574,1.0469,0.2835,-0.0215,1.0809,0.1212,1.0937,-0.2116,1.3897,0.85,1.7171,-0.0879,Control
Utah__A08,0.3454,1.0322,0.7211,-0.0299,0.5112,0.5902,0.3759,0.4646,0.3672,0.565,0.5887,0.3328,0.88,-0.0058,0.5629,-0.0546,0.5057,0.9522,0.6733,0.958,0.4297,0.4638,0.2162,0.776,-0.0152,0.7303,0.2761,-0.0783,0.8264,0.1394,1.1983,-0.1208,1.2032,0.8484,1.4859,-0.0487,Control
Utah__A09,0.3906,1.2806,0.8077,-0.0978,0.5446,0.5246,0.2383,0.4716,0.51,0.6028,0.5535,0.4116,1.0357,0.0306,0.4994,-0.1214,0.5272,0.8953,0.6052,1.0098,0.4956,0.4216,0.2341,0.6438,0.0577,0.9847,0.3475,0.0216,1.1003,0.1528,1.0831,-0.1008,1.0463,0.8468,1.6436,-0.0775,Control
Utah__A10,0.3832,1.1618,0.8686,0.002,0.4568,0.5045,0.3097,0.5566,0.4863,0.7981,0.5779,0.5346,1.1376,-0.0122,0.4476,-0.1164,0.5217,0.859,0.7096,0.976,0.5701,0.5011,0.2798,0.6085,0.0029,0.8813,0.2499,0.0482,0.9352,-0.0593,1.0363,-0.1036,1.393,0.9803,1.64,-0.02,Control
Utah__A11,0.3636,1.2089,0.791,0.0012,0.5886,0.474,0.1134,0.429,0.333,0.598,0.4882,0.1873,0.5954,0.0505,0.4531,-0.1056,0.3131,0.754,0.4477,0.9526,0.4583,0.4156,0.2984,0.4445,0.0125,0.9288,0.3275,-0.1296,1.1099,-0.0538,0.8785,-0.116,0.7386,0.8578,1.4938,-0.0541,Control
Utah__A12,0.259,0.7953,0.6294,-0.0576,0.4252,0.629,0.1135,0.2369,0.4056,0.6235,0.3371,0.2605,0.5497,0.0954,0.2065,-0.0609,0.3692,0.4989,0.5662,0.57,0.2799,0.3243,0.0564,0.2583,0.0892,0.4547,0.286,-0.3465,0.8856,-0.1216,0.5446,-0.0619,0.5348,0.6071,1.0258,-0.0205,Control
Utah__B01,0.2436,0.9175,0.6275,-0.0628,0.4816,0.7657,0.1469,0.1773,0.3985,0.5703,0.4536,0.2915,0.6619,0.0213,0.489,-0.0244,0.6397,0.8264,0.638,0.6754,0.5451,0.3279,0.1084,0.5317,0.1153,0.7928,0.2641,-0.2926,0.7389,-0.0885,1.0634,-0.2451,0.9237,0.7131,1.55,-0.0191,Control
Utah__B02,0.5253,1.3238,0.9929,-0.0892,0.7465,0.7563,0.1186,0.6389,0.6498,0.8955,0.5499,0.277,1.1303,0.0181,0.637,-0.0563,0.6765,1.1322,0.689,1.1305,0.5768,0.5474,0.3188,0.476,0.0351,0.8876,0.3839,0.0475,1.1984,0.0721,0.9289,-0.1433,1.1005,0.8537,1.6351,-0.0228,Control
Utah__B03,0.3524,1.2134,0.8853,0.0162,0.574,0.63,0.1102,0.4469,0.5033,0.6303,0.5571,0.2988,1.0117,-0.0074,0.5066,-0.0059,0.6188,0.866,0.6408,0.9516,0.5107,0.465,0.251,0.4998,0.0933,0.8525,0.191,-0.0682,0.9343,0.014,0.982,-0.0802,0.9474,0.7922,1.646,0.0226,BRCACancer
Utah__B04,0.294,0.624,0.6559,-0.0226,0.2872,0.5985,0.3974,0.3748,0.3375,0.5539,0.5254,0.4772,0.953,-0.0221,0.2779,-0.1449,0.4186,0.7483,0.5863,0.7784,0.2999,0.5635,0.1293,0.7054,0.0365,0.621,0.345,-0.1224,0.5832,-0.1328,0.9872,-0.1057,0.8628,0.761,1.2313,-0.0829,BRCACancer
Utah__B05,0.28,1.4573,0.8122,-0.0384,0.4687,0.572,0.1603,0.4845,0.4333,0.6969,0.3887,0.3257,0.9177,0.1392,0.3254,-0.1392,0.8082,1.1585,0.6178,0.8592,0.1846,0.3884,0.12,0.3827,0.0862,0.6793,0.3217,-0.0779,0.8993,-0.0737,0.904,-0.1019,0.6405,0.6491,1.3716,-0.0998,BRCACancer
Utah__B06,0.0572,0.6832,0.4608,-0.0146,0.2588,0.4918,0.141,0.0604,0.2252,0.4873,0.2873,0.3059,0.7854,-0.1064,0.1384,-0.0969,0.6148,0.5091,0.4384,0.4269,0.4875,0.1386,-0.0731,0.4048,0.1882,0.6427,0.1296,-0.5101,0.4553,-0.1657,0.7242,-0.3653,1.0129,0.5927,1.1707,0.0046,BRCACancer
