@relation data

@attribute id string
@attribute 64805 numeric
@attribute 1432 numeric
@attribute 2769 numeric
@attribute 2787 numeric
@attribute 10672 numeric
@attribute 2767 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 9630 numeric
@attribute 6714 numeric
@attribute 5321 numeric
@attribute 10681 numeric
@attribute 2776 numeric
@attribute 2773 numeric
@attribute 5028 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3101,1.4449,1.2797,1.0574,1.7735,0.0521,0.917,-0.0233,0.5434,-0.0578,0.1401,0.0531,0.7412,1.5828,-0.119,0.3293,1.1149,-0.0728,0.5015,-0.0927,0.3755,0.523,0.5839,0.6485,1.6225,0.582,1.4299,0.0313,Control
A02,0.9087,1.1614,1.2616,0.7396,1.4435,-0.0126,1.0017,-0.0075,0.5823,0.0681,0.1733,0.0345,0.8012,1.3293,-0.0204,0.2552,1.0578,-0.0023,0.2071,-0.0986,0.3775,0.4043,0.2715,0.2358,1.6462,0.4365,1.392,0.1333,Control
A03,0.7303,1.3753,1.5122,1.1743,1.8814,0.1317,1.1338,0.0291,0.7367,0.0188,0.281,0.0376,0.92,1.4961,-0.1335,0.7692,1.2897,-0.0344,0.2784,-0.1027,0.6195,0.4922,0.3099,0.4627,1.7211,0.4324,1.4897,0.1014,Control
A04,0.8976,1.2634,1.2302,0.8395,1.6237,0.1109,0.9425,-0.0317,0.6755,0.0093,0.1461,0.0186,0.8901,1.4725,-0.0544,0.2128,1.0142,-0.0544,0.353,-0.0731,0.414,0.3103,0.4148,0.3177,1.769,0.5075,1.4717,0.1214,Control
A05,1.4232,1.514,1.8127,1.1311,1.7266,0.1874,1.2816,-0.0315,0.7617,0.0142,0.1174,0.0445,1.0476,2.2365,-0.0887,0.5169,1.1054,-0.0464,0.502,-0.0925,0.6469,0.632,0.4684,0.4844,1.7746,0.8062,1.5737,0.1381,Control
A06,0.686,1.2099,1.4718,0.961,1.5995,0.0136,1.033,-0.0333,0.561,-0.0135,0.1159,0.0635,0.8391,1.2565,-0.116,0.4062,1.3159,0.0072,0.2656,-0.1224,0.4253,0.3969,0.3232,0.3651,1.6716,0.2801,1.4137,0.0547,Control
A07,0.8159,1.5901,1.4516,0.9683,1.7416,0.0426,1.1256,-0.021,0.6322,0.0051,0.0828,0.0356,0.9528,1.5907,-0.1604,0.5092,1.4391,0.0032,0.2371,-0.1308,0.359,0.5996,0.3603,0.8957,1.7793,0.413,1.5236,0.0316,Control
A08,0.7537,1.6278,1.0412,0.9523,1.5767,0.0033,0.8725,-0.0323,0.4954,-0.0479,0.1265,-0.0088,0.8292,1.3649,-0.0941,0.443,1.57,-0.0697,0.5308,-0.0956,0.3481,0.4074,0.4944,1.0393,1.4607,0.2614,1.4965,0.1547,Control
A09,1.0542,1.4374,1.2293,0.7273,1.6964,-0.009,0.9532,-0.0661,0.5287,0.0307,0.2054,-0.0266,0.8156,1.8345,-0.1405,0.4885,1.436,-0.0302,0.1876,-0.0912,0.4569,0.3952,0.5019,0.8753,1.6021,0.3855,1.4111,-0.0234,Control
A10,1.144,1.7306,1.2476,1.0513,1.6903,0.1062,1.0893,-0.0687,0.5533,0.0022,0.1336,0.1115,0.853,2.065,-0.1499,0.5021,1.5133,-0.0338,0.1512,-0.0728,0.4388,0.6761,0.4699,0.8224,1.722,0.5527,1.5165,0.0774,Control
