@relation data

@attribute id string
@attribute 1387 numeric
@attribute 1616 numeric
@attribute 23411 numeric
@attribute 3265 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 5077 numeric
@attribute 5371 numeric
@attribute 5914 numeric
@attribute 5925 numeric
@attribute 6672 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7341 numeric
@attribute 84106 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4419,0.7623,1.9251,0.4247,1.2288,0.3703,-0.1517,0.7492,0.6169,1.0662,1.4092,0.4095,1.2525,0.7723,0.9334,0.6454,Control
Utah__A02,1.1941,0.7021,1.6073,0.3701,1.1813,0.5088,-0.0855,0.5871,0.4965,0.8166,1.1103,0.4322,1.1877,0.5902,0.7906,0.681,Control
Utah__A03,1.4161,0.73,1.8353,0.3745,1.7863,0.7048,-0.1032,0.8531,0.8213,1.0876,1.2499,0.5375,1.399,0.8387,0.9675,0.9215,Control
Utah__A04,1.2536,0.6518,1.472,0.3589,1.1168,0.4199,-0.0496,0.5062,0.5481,0.8373,1.1944,0.3432,1.102,0.598,0.8305,0.6588,Control
Utah__A05,1.4082,0.7097,1.648,0.4809,1.3299,0.4669,-0.0817,0.6707,0.8403,1.0736,1.2781,0.365,1.3902,0.7928,0.9454,1.035,Control
Utah__A06,1.3394,0.6534,1.7694,0.2391,1.1995,0.5095,-0.1079,0.6396,0.7237,0.9123,1.1547,0.4132,1.2785,0.6071,0.9533,0.8417,Control
Utah__A07,1.4397,0.6918,1.8805,0.3621,1.1282,0.5964,-0.0953,0.6253,0.669,1.0503,1.3201,0.4675,1.4729,0.6983,0.8609,0.7901,Control
Utah__A08,1.5649,0.589,1.7611,0.2915,1.1547,0.5226,-0.1111,0.6595,0.5768,1.1154,1.5792,0.2445,1.1343,0.6576,0.9204,0.6133,Control
Utah__A09,1.4149,0.6624,1.8725,0.3464,1.2423,0.3699,-0.0836,0.5825,0.5979,1.0658,1.3109,0.3484,1.1571,0.5363,0.8388,0.6281,Control
Utah__A10,1.4738,0.6508,1.7199,0.3978,1.4522,0.6383,-0.0927,0.6261,0.5733,0.9902,1.4502,0.4505,1.3434,0.5893,0.9197,0.7934,Control
Utah__A11,1.2954,0.518,1.7728,0.2849,1.1292,0.415,-0.1418,0.5087,0.5555,0.8532,0.9574,0.1872,1.2239,0.5293,0.677,0.5401,Control
