@relation data

@attribute id string
@attribute 10000 numeric
@attribute 11184 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 2885 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3566 numeric
@attribute 3716 numeric
@attribute 3718 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 596 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6778 numeric
@attribute 8651 numeric
@attribute 8660 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,1.0544,0.6045,0.8246,0.2889,1.6544,1.0356,0.6542,1.4094,1.8654,1.7019,1.6169,1.3241,1.4782,1.7309,1.0783,0.2521,1.7847,1.598,0.75,1.1294,1.3492,2.349,0.038,0.4781,Control
Utah__A02,0.3429,0.8704,0.5571,0.607,0.157,1.493,1.0351,0.4588,1.0122,1.6142,1.3404,1.3286,1.0956,1.1561,1.6299,1.0214,0.1564,1.5429,0.7606,0.7973,0.9018,1.1968,2.2966,-0.1375,0.2271,Control
Utah__A03,0.3568,1.0732,0.6699,0.7634,0.1734,1.7906,1.1356,0.6001,1.0245,1.7735,1.5412,1.4291,1.2641,1.3011,1.8758,1.0584,0.1963,1.7349,0.6724,0.7917,1.1313,1.3816,2.3818,-0.0928,0.3895,Control
Utah__A04,0.4955,0.8978,0.6114,0.6935,0.1491,1.4914,0.963,0.4958,1.4047,1.9636,1.5986,1.383,1.2342,1.4673,1.7145,1.0435,0.2622,1.6725,0.8481,0.7946,1.0307,1.2135,2.3063,0.1549,0.4794,Control
Utah__A05,0.4795,0.9024,0.7362,0.7698,0.2166,1.8851,1.254,0.5918,1.3056,1.886,1.5165,1.5208,1.3448,1.3057,1.9408,1.1978,0.324,1.808,0.8722,0.89,1.0492,1.3778,2.5424,0.0306,0.644,Control
Utah__A06,0.4153,0.7173,0.6349,0.7165,0.187,1.5864,1.03,0.5257,0.8944,1.7775,1.2041,1.4163,1.2303,1.3466,1.8446,0.9874,0.24,1.7489,0.7888,0.7604,0.8863,1.3318,2.4427,-0.0085,0.726,Control
Utah__A07,0.7253,0.8535,0.5857,0.7237,0.1717,1.89,1.0649,0.8174,1.0034,2.0162,1.3446,1.6368,1.2868,1.6128,1.882,0.9702,0.246,1.7704,1.3272,0.7917,1.1809,1.4952,2.3945,-0.0321,0.5981,Control
Utah__A08,1.0592,0.8368,0.5257,0.7148,0.2488,1.7425,0.9159,1.0598,1.0551,2.3186,1.2572,1.8021,1.3083,1.7107,1.9122,0.9939,0.0928,1.7386,1.971,0.777,1.4746,1.4347,2.043,-0.1306,0.4333,Control
Utah__A09,0.7398,0.8755,0.5517,0.6732,0.1773,1.8554,0.9837,0.707,0.9574,1.9464,1.4016,1.4941,1.2311,1.5301,1.8315,0.99,0.2173,1.6393,1.6289,0.7709,1.0011,1.3189,2.417,-0.0177,0.5301,Control
Utah__A10,0.7924,0.9547,0.5517,0.7126,0.2169,1.8284,1.0466,0.907,0.9072,2.0644,1.4473,1.743,1.2585,1.6455,1.9225,0.9237,0.2166,1.7838,1.1995,0.7829,1.3376,1.3751,2.2405,-0.0465,0.6594,Control
