@relation data

@attribute id string
@attribute 10747 numeric
@attribute 1828 numeric
@attribute 2212 numeric
@attribute 2213 numeric
@attribute 2214 numeric
@attribute 2266 numeric
@attribute 2357 numeric
@attribute 2358 numeric
@attribute 2359 numeric
@attribute 3075 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3383 numeric
@attribute 3426 numeric
@attribute 3586 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 3858 numeric
@attribute 4153 numeric
@attribute 5340 numeric
@attribute 5648 numeric
@attribute 629 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 712 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 719 numeric
@attribute 727 numeric
@attribute 728 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0017,-0.1124,0.5848,0.7057,1.0697,-0.1804,2.1818,1.7455,0.3743,0.2328,1.7846,2.2176,0.6063,2.9699,1.5611,0.0501,3.0674,1.0727,0.8029,-0.1016,0.0038,2.111,1.627,2.2463,0.513,-0.3204,0.0104,-0.0712,0.0566,1.3832,2.3044,-0.0556,0.0185,-0.1832,0.1463,-0.0314,0.1701,-0.0109,2.4754,0.4187,1.4885,Control
A02,0.0232,-0.1109,0.425,0.5116,1.7616,-0.1062,2.3427,1.8469,0.1271,0.148,1.9155,2.3118,0.5192,3.1911,1.4482,0.257,3.5593,1.0652,0.9718,-0.0767,-0.0899,2.2735,1.7374,2.3816,0.459,-0.2867,0.0276,0.0128,0.1195,1.3191,2.1913,0.2091,0.2249,0.0484,0.0609,-0.0807,0.4159,0.0668,2.7763,0.2327,1.2038,Control
A03,0.0193,-0.0828,0.6263,0.6174,2.1053,-0.173,2.5658,1.8551,0.252,0.045,2.1584,2.2874,0.5935,3.1864,1.7361,0.0848,3.2594,0.2925,1.1922,-0.0401,0.1344,2.5078,1.9552,2.5068,0.4296,-0.2122,0.0307,-0.0181,0.1341,1.394,2.371,0.632,0.5766,0.1854,0.1277,-0.0242,0.6459,0.1904,2.6705,0.4738,1.6774,Control
A04,-0.0342,-0.111,0.5231,0.5036,1.4676,-0.1183,1.7963,1.4567,0.0441,0.3471,1.8677,2.0805,0.6918,3.1836,1.2116,0.1842,3.5094,0.0729,0.8309,-0.0147,-0.0683,2.1956,1.7951,2.4299,0.5462,-0.1692,-0.0493,-0.0313,0.0047,1.454,2.5023,0.09,0.0886,-0.0445,0.0679,-0.0699,0.1735,-0.018,1.9177,0.2223,1.329,Control
A05,-0.0462,-0.0478,0.7208,0.6099,1.9238,-0.1227,2.6425,2.0763,0.5516,0.1261,2.2411,2.4942,0.7365,3.2592,1.4467,0.2387,3.4609,1.1329,1.2318,-0.0584,0.0238,2.2154,2.2271,2.5987,0.5577,-0.1778,-0.0789,-0.06,0.0974,1.9673,2.5675,0.5255,0.3421,0.1033,0.1262,-0.0757,0.5234,0.1158,2.5656,0.444,1.8605,Control
A06,-0.0847,-0.0745,0.7422,0.3709,1.5783,-0.0935,2.6214,2.0708,0.2854,0.1215,1.8854,2.3743,0.6086,3.1144,1.5448,0.1679,3.29,0.2508,0.9087,-0.0552,-0.0026,2.0424,2.263,2.4549,0.4276,-0.233,0.0064,-0.0088,0.0596,1.3293,2.3723,0.1648,0.1294,-0.0646,0.0105,-0.0442,0.2076,0.0631,2.8283,0.4629,1.8451,Control
A07,0.0085,-0.129,0.7409,0.7341,1.7985,-0.1475,2.4638,1.888,0.3999,0.1232,1.8354,2.2665,0.7369,2.7825,1.3973,0.0617,3.2491,0.2222,0.8975,-0.0291,0.038,2.2211,1.855,2.3516,0.4413,-0.1805,-0.0114,-0.0319,0.1124,1.2855,2.4075,0.1379,0.1986,-0.0178,0.0269,-0.0956,0.3313,-0.0116,2.3548,0.3717,1.5761,Control
A08,0.0221,-0.1009,0.2861,0.3421,1.5404,-0.1511,1.577,0.9146,0.1994,0.1897,1.4555,1.922,0.3863,2.52,1.2944,0.1327,2.8193,0.1972,0.8417,-0.1077,-0.0136,2.2537,1.5728,2.0859,0.4179,-0.2358,-0.0232,-0.0477,0.0643,0.8535,2.0267,0.0454,0.0314,-0.0419,0.1333,-0.0438,0.2619,0.1935,1.7259,0.3132,1.2659,Control
A09,0.0217,-0.1077,0.4664,0.3059,2.041,-0.136,1.5572,1.178,0.1134,0.1875,1.426,1.9279,0.2964,2.7429,1.1389,0.1825,2.9804,0.2043,0.8461,-0.0309,0.1078,2.1417,1.6745,2.325,0.4856,-0.1894,-0.0283,-0.0273,0.0885,1.5727,2.3078,0.0688,0.1026,0.079,0.024,-0.0484,0.282,0.0589,2.2942,0.1841,1.5316,Control
A10,0.0365,-0.0549,0.6259,0.4198,1.4551,-0.1294,2.47,1.8055,0.2496,0.2634,1.7895,2.3559,0.3569,2.8951,1.2414,0.0908,3.2177,1.1022,1.0502,-0.1116,0.1019,2.3524,2.0157,2.3423,0.4229,-0.1507,-0.0414,-0.0705,0.0605,1.8469,2.2179,0.0847,0.0875,-0.0611,0.0641,-0.0487,0.2814,0.071,2.2176,0.3501,1.3738,Control
