@relation data

@attribute id string
@attribute 55157 numeric
@attribute 79587 numeric
@attribute 5917 numeric
@attribute 6301 numeric
@attribute 57176 numeric
@attribute 51067 numeric
@attribute 16 numeric
@attribute 7453 numeric
@attribute 7965 numeric
@attribute 2193 numeric
@attribute 3035 numeric
@attribute 54938 numeric
@attribute 57038 numeric
@attribute 4677 numeric
@attribute 23395 numeric
@attribute 9521 numeric
@attribute 10056 numeric
@attribute 57505 numeric
@attribute 8565 numeric
@attribute 79731 numeric
@attribute 2617 numeric
@attribute 3735 numeric
@attribute 55699 numeric
@attribute 10352 numeric
@attribute 51520 numeric
@attribute 7407 numeric
@attribute 9255 numeric
@attribute 25973 numeric
@attribute 3376 numeric
@attribute 833 numeric
@attribute 92935 numeric
@attribute 80222 numeric
@attribute 6897 numeric
@attribute 1615 numeric
@attribute 23438 numeric
@attribute 5859 numeric
@attribute 124454 numeric
@attribute 4141 numeric
@attribute 10667 numeric
@attribute 2058 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8373,0.798,1.5631,1.9122,0.3202,1.0108,1.4412,1.5991,1.1501,1.4116,1.1849,0.343,1.1003,0.8403,0.6124,0.4839,1.1062,0.4364,1.2402,0.4896,1.5724,0.6272,1.4787,0.282,2.0398,0.5196,1.2236,0.5534,1.6965,0.7575,1.3784,0.8057,1.3754,1.427,1.0722,1.6538,0.2902,1.5851,0.2162,1.6202,Control
A02,0.7329,0.5577,1.387,1.7071,0.2564,0.6726,1.0202,2.0535,1.0378,1.2581,0.9255,0.1887,0.8268,0.686,0.4253,0.2251,0.6516,0.2638,0.9267,0.1574,1.4044,0.4801,1.3352,0.1156,1.8719,0.4345,1.0204,0.4,1.3304,0.5945,0.9265,0.5985,1.2831,1.0721,0.8917,1.6297,0.1255,1.3556,0.1283,1.469,Control
A03,0.9024,0.7253,1.3475,1.7752,0.3237,0.9256,1.2766,2.5755,1.1612,1.3322,1.1361,0.3112,0.9327,0.8301,0.5868,0.2168,0.8672,0.331,1.2199,0.3021,1.5402,0.6621,1.372,0.1942,1.8145,0.5752,1.0224,0.5569,1.4931,0.7555,0.991,0.7671,1.4369,1.0757,0.9431,1.6309,0.2476,1.5483,0.1765,1.5163,Control
A04,0.6796,0.5202,1.2617,1.9102,0.2785,0.6721,1.0208,1.8335,1.0137,1.307,0.9974,0.2551,0.8174,0.7073,0.4267,0.2005,0.921,0.3936,1.0321,0.2379,1.4987,0.5463,1.4054,0.1845,1.9266,0.63,1.0427,0.4733,1.3235,0.4765,0.9114,0.6833,1.3028,1.533,0.8807,1.7506,0.18,1.3101,0.1497,1.7227,Control
A05,0.9106,0.7544,1.4002,1.9549,0.3825,0.8359,1.2722,2.1629,1.2586,1.4413,1.1293,0.3907,0.9394,0.7764,0.5147,0.2909,0.9893,0.4081,1.1756,0.2714,1.6125,0.5721,1.5456,0.2426,1.9206,0.732,1.0552,0.5606,1.3898,0.6884,1.1025,0.7966,1.4324,1.2313,1.0617,1.8032,0.2483,1.5412,0.1513,1.6854,Control
A06,0.7781,0.7137,1.2566,1.7914,0.2147,0.7525,1.1616,2.0146,1.0569,1.3215,1.0275,0.2802,0.9078,0.7994,0.5234,0.3104,0.8554,0.3179,1.0279,0.2554,1.4266,0.5266,1.4085,0.1288,1.891,0.5129,1.0302,0.5255,1.4129,0.6288,0.8947,0.7244,1.2836,1.1591,0.9793,1.7303,0.2375,1.4655,0.0911,1.5421,Control
A07,0.8603,0.7588,1.5127,1.8594,0.2688,0.9542,1.1634,1.955,1.1262,1.3223,1.0792,0.2176,1.0493,0.8166,0.5281,0.4639,1.0634,0.398,1.0243,0.3682,1.5245,0.5173,1.4273,0.2813,2.047,0.5218,1.0568,0.6117,1.4684,0.6816,0.8736,0.7499,1.3091,1.2911,1.073,1.7562,0.2059,1.5429,0.3061,1.5892,Control
A08,0.8249,0.7776,1.4293,1.7229,0.3,0.7697,1.1223,2.0176,1.0644,1.1929,1.0353,0.3027,1.2413,0.8053,0.5849,0.4704,1.3106,0.346,1.0767,0.4758,1.5914,0.5685,1.3745,0.3363,2.0188,0.428,0.9719,0.4061,1.6095,0.6449,0.7818,0.7305,1.2376,1.3864,1.0282,1.5029,0.2649,1.4356,0.486,1.4956,Control
A09,0.6574,0.6594,1.2744,1.8232,0.2263,0.8053,1.2304,2.0189,1.0366,1.3142,1.0307,0.3284,0.9079,0.7528,0.5212,0.2985,1.0158,0.2795,0.977,0.4109,1.5173,0.519,1.3658,0.2349,1.9035,0.4548,0.9042,0.5441,1.6337,0.6654,1.0167,0.6441,1.2399,1.282,0.9191,1.5264,0.1949,1.4721,0.2674,1.4429,Control
A10,0.8208,0.7222,1.4631,1.9597,0.1453,0.7625,1.1081,1.9774,1.2311,1.2933,1.086,0.3077,1.0747,0.8095,0.5999,0.4774,1.1058,0.3243,1.0719,0.386,1.544,0.5781,1.4819,0.2712,1.8947,0.4773,1.0055,0.5265,1.5001,0.659,1.158,0.682,1.4029,1.3575,1.0243,1.6427,0.1885,1.3868,0.3215,1.674,Control
