@relation data

@attribute id string
@attribute 10449 numeric
@attribute 1892 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 51102 numeric
@attribute 5538 numeric
@attribute 9374 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.2161,0.9391,1.17,1.3098,0.6132,0.3472,2.9328,0.4536,Control
Utah__A02,1.1427,0.8227,1.1626,1.1968,0.4429,0.1661,3.0402,0.319,Control
Utah__A03,1.419,1.087,1.1782,1.2233,0.4963,0.2005,3.197,0.2779,Control
Utah__A04,1.1827,0.8674,1.2097,1.1887,0.5327,0.2393,3.2324,0.278,Control
Utah__A05,1.3588,0.984,1.2869,1.3764,0.516,0.2391,3.7566,0.3555,Control
Utah__A06,1.2486,1.0023,1.2423,1.2749,0.5119,0.1856,3.3017,0.2881,Control
Utah__A07,1.4351,0.9516,1.2764,1.3321,0.501,0.2157,2.9121,0.3646,Control
Utah__A08,1.2944,0.8123,1.1768,1.1042,0.6147,0.2239,2.7835,0.3424,Control
Utah__A09,1.1914,1.0293,1.1337,1.0651,0.4176,0.2176,2.7802,0.3193,Control
Utah__A10,1.2702,0.9473,1.2728,1.2311,0.4531,0.1869,3.3251,0.3072,Control
Utah__A11,1.1787,1.0288,1.0128,0.8673,0.3376,0.0783,2.6619,0.1628,Control
Utah__A12,0.7156,0.9123,1.0392,0.9047,0.3658,0.1472,2.9076,0.2889,Control
Utah__B01,1.2529,0.8822,1.0536,1.1404,0.6212,0.3338,2.6038,0.3126,Control
Utah__B02,1.3693,1.0606,1.1933,1.4155,0.5852,0.2798,3.3609,0.4244,Control
Utah__B03,1.1511,0.9115,1.1839,1.2435,0.6134,0.2277,3.0629,0.2627,BRCACancer
Utah__B04,0.9524,0.7384,1.063,0.9995,0.5526,0.2846,2.0513,0.3021,BRCACancer
Utah__B05,1.1296,1.1931,0.9893,0.987,0.5374,0.1491,2.5085,0.2679,BRCACancer
Utah__B06,0.8649,0.4847,1.04,0.9792,0.4196,0.1019,2.1689,0.0789,BRCACancer
Utah__B07,1.2242,0.9359,1.2897,1.3434,0.5604,0.2912,3.011,0.4162,BRCACancer
Utah__B08,1.2461,1.0035,1.1434,1.2168,0.4191,0.1648,2.8219,0.2571,Control
Utah__B09,0.7929,0.588,0.8169,0.7344,0.4297,0.0403,1.5313,0.2032,Control
Utah__B10,0.8735,0.6916,1.0354,0.9296,0.3329,0.1169,2.2072,0.2135,Control
Utah__B11,0.9762,1.3288,1.0439,0.962,0.3694,0.115,2.7213,0.2616,Control
Utah__B12,0.3501,0.2802,0.701,0.7511,0.2235,0.0664,1.1129,0.1782,Control
Utah__C01,1.1409,1.0111,1.148,1.0903,0.54,0.2983,2.715,0.417,BRCACancer
Utah__C02,1.2244,0.8194,1.1655,1.1692,0.5096,0.2674,3.0367,0.5167,BRCACancer
Utah__C03,1.3535,0.8596,1.2195,1.2197,0.5435,0.3394,3.0246,0.6066,BRCACancer
Utah__C04,0.6961,0.6042,0.906,0.708,0.2209,0.0728,2.4323,0.2066,Control
