@relation data

@attribute id string
@attribute 3627 numeric
@attribute 2919 numeric
@attribute 643 numeric
@attribute 10850 numeric
@attribute 6347 numeric
@attribute 6348 numeric
@attribute 6352 numeric
@attribute 1524 numeric
@attribute 6356 numeric
@attribute 6354 numeric
@attribute 7852 numeric
@attribute 3579 numeric
@attribute 3577 numeric
@attribute 56477 numeric
@attribute 3576 numeric
@attribute 1232 numeric
@attribute 6361 numeric
@attribute 1233 numeric
@attribute 6364 numeric
@attribute 1234 numeric
@attribute 10663 numeric
@attribute 1235 numeric
@attribute 6363 numeric
@attribute 1236 numeric
@attribute 6366 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 6367 numeric
@attribute 58191 numeric
@attribute 6360 numeric
@attribute 51554 numeric
@attribute 1230 numeric
@attribute 10563 numeric
@attribute 6376 numeric
@attribute 6375 numeric
@attribute 6374 numeric
@attribute 6373 numeric
@attribute 6372 numeric
@attribute 10803 numeric
@attribute 729230 numeric
@attribute 6370 numeric
@attribute 2833 numeric
@attribute 5196 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 2826 numeric
@attribute 4283 numeric
@attribute 6387 numeric
@attribute 2829 numeric
@attribute 5473 numeric
@attribute 57007 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3969,0.3739,0.9668,0.1282,0.2437,0.6241,2.2208,1.2005,-0.1294,-0.0242,2.7383,1.0897,1.4972,0.4441,2.3769,0.3717,0.032,2.2531,-0.0164,1.2883,0.4551,0.6055,0.0422,1.841,0.0752,1.1148,0.0412,-0.0317,0.9891,-0.1009,0.0321,1.1688,-0.117,-0.0292,0.1624,1.1995,-0.244,-0.2239,0.2151,2.5147,-0.0873,0.5685,2.5312,0.2591,-0.1257,0.1499,-0.1448,-0.0801,0.1817,3.7091,0.0097,Control
A02,0.7201,0.2446,0.2578,-0.0207,-0.0744,0.3565,2.5789,1.8958,-0.135,-0.2382,2.4067,0.661,0.8417,0.2965,0.4785,0.3862,-0.0399,1.5395,0.0197,1.2704,0.4488,0.4293,-0.0474,1.1351,0.0205,0.6335,0.005,0.0632,0.9777,-0.1556,0.072,0.7496,-0.0778,0.009,-0.0467,1.1094,-0.1635,-0.0123,0.0459,2.7984,-0.0348,0.2489,2.1611,0.3252,-0.1262,-0.0174,-3e-04,-0.0479,0.3219,4.2412,0.0409,Control
A03,1.5472,0.239,0.2649,0.1596,0.1357,0.5597,2.6626,1.8884,-0.2174,-0.1614,2.2048,0.5775,1.2164,0.2028,0.9033,0.2681,0.006,1.7607,0.0842,1.6885,0.4487,0.2096,0.0445,0.8331,0.114,1.1431,0.0218,0.0671,1.1862,-0.0722,-0.0622,1.1808,-0.0539,0.0103,0.015,0.9665,0.2352,-0.1129,0.1338,2.5851,0.0299,0.9034,1.6338,0.236,-0.1197,-1e-04,0.4225,0.037,0.193,3.4994,0.033,Control
A04,0.1824,0.4617,0.9501,0.0041,-0.0331,0.3404,2.3372,1.8636,-0.2306,-0.1201,3.1705,0.6726,0.8169,0.4129,0.7419,0.1506,0.0069,2.0958,0.021,0.7166,0.2419,0.5758,-0.0435,1.3694,0.0391,0.7817,-0.0249,-0.1012,0.9835,-0.0623,0.0394,0.7004,-0.0334,0.0515,-0.128,1.6013,-0.0628,0.0342,0.1462,2.4857,0.095,0.5976,2.1446,0.4257,0.0174,0.1185,9e-04,-0.0251,0.2189,5.0583,0.0319,Control
A05,0.5201,0.3876,0.7031,-0.0257,0.0707,0.4882,2.4641,1.9829,-0.2073,-0.097,2.5694,0.9418,1.0953,0.3102,0.8423,0.2864,0.0867,2.1392,0.0291,1.0837,0.3409,0.3477,-0.0331,1.1083,0.1,1.058,-0.075,-0.0125,1.4949,-0.1056,0.0492,1.4173,-0.0723,-0.0444,0.1534,1.5274,-0.2252,-0.1054,0.1565,3.1918,0.0863,0.4946,2.8107,0.2711,-0.1272,0.3084,0.0731,0.0077,0.2519,4.458,0.053,Control
A06,0.5331,0.3053,0.2784,-0.0281,0.1788,0.2385,2.1427,1.4213,-0.1334,-0.052,3.0388,0.8539,0.9522,0.3322,1.2326,0.1505,0.1317,1.4342,-0.0656,1.105,0.4572,0.3766,0.0675,1.4139,0.0158,0.4898,-0.0142,0.0263,1.5715,-0.1165,0.1004,1.3432,-0.0806,-0.0627,0.0443,1.086,0.0243,-0.2058,-0.1343,2.7216,-0.0013,0.3196,1.9114,0.434,-0.2809,-0.0128,0.0849,0.0012,0.3705,3.8875,-0.0718,Control
A07,0.3886,0.4049,0.2909,-0.0075,-0.0367,0.6065,2.2723,1.9143,-0.045,-0.0734,2.2633,0.836,1.1764,0.3074,0.9668,0.1677,-0.0657,1.7875,0.1254,1.3225,0.4807,0.4271,-0.041,1.3811,0.041,0.8818,0.0075,-0.0717,1.2418,-0.0965,-0.045,1.0889,-0.0541,-0.0239,-0.0987,1.2576,-0.1363,-0.0722,0.0756,2.829,-0.0941,0.3871,2.2887,0.3757,-0.0139,0.1865,0.0062,-0.1438,0.2574,4.1147,0.0938,Control
A08,0.4059,0.2021,0.3073,0.0367,0.1412,0.6084,1.8447,1.461,-0.2551,-0.1135,2.3018,0.4936,0.9536,0.3274,0.8097,0.0952,-0.1331,1.2582,-0.1803,0.5826,0.3558,0.4506,0.0329,1.393,0.0616,0.4297,0.0052,0.1256,0.9557,-0.0105,-0.1439,0.6847,-0.0432,0.0473,-0.2492,0.636,-0.0167,-0.2389,-0.0884,1.7991,-0.1266,0.2577,1.705,0.2449,-0.3104,0.1169,0.0498,-0.0913,0.2042,3.1789,0.0659,Control
A09,0.3422,0.4054,0.4587,0.0343,0.0365,0.4666,2.5296,1.5288,-0.1909,-0.0498,2.5748,0.3875,0.5965,0.3051,0.7556,0.0074,0.0534,1.9064,0.056,1.1399,0.2972,0.3068,0.0897,1.4159,0.0073,0.8259,-5e-04,0.0989,1.3674,-0.1191,0.0408,0.8157,-0.0756,-0.0765,-0.2188,1.696,-0.0263,-1e-04,0.2506,2.2759,0.0034,0.6508,2.6108,0.2458,-0.1305,0.0896,-0.0336,-0.0705,0.2168,4.4168,0.0997,Control
A10,0.3249,0.3773,0.2675,0.0533,0.2383,0.45,2.8409,1.8169,-0.1233,-0.0561,2.2828,0.9373,1.1755,0.2917,1.1064,0.0184,0.0539,1.7725,-0.1413,1.2481,0.5129,0.2105,0.1011,0.7092,0.0587,1.0686,-0.0344,-0.1196,1.0099,-0.0358,-0.0046,1.2057,-0.0368,0.0125,-0.1126,1.6509,-0.1487,0.0379,0.2037,3.0378,0.0708,0.5746,3.2973,0.1094,-0.1782,0.0774,0.0098,-0.0062,0.2115,4.6792,0.0588,Control
A11,0.0581,0.0548,0.2034,-0.0614,-0.0611,0.5473,2.773,1.5965,-0.2554,-0.207,2.2581,0.3447,1.0694,0.2962,0.5536,0.2027,0.0519,1.7089,-0.0754,1.6876,0.6477,0.2365,0.094,0.8598,0.0773,0.9379,-0.0496,0.0412,1.1594,-0.016,0.0958,0.6248,-0.119,0.0361,0.1575,1.0985,0.0929,-0.1161,-0.2233,2.4294,0.0854,0.5639,1.535,0.3732,-0.1518,0.2621,0.0704,-0.0735,0.3679,4.0527,-0.0553,Control
A12,0.1092,0.4569,-0.0327,0.0662,-0.0561,0.5381,2.6799,1.1353,-0.1716,-0.0957,2.698,0.2903,0.8742,0.1641,0.7331,0.4454,0.0753,1.1903,0.2453,0.8976,0.4751,0.1383,0.2125,0.8039,-0.0187,0.6513,0.1285,0.3432,0.7086,-0.0684,0.116,0.3193,-0.0709,0.0178,-0.0243,0.8578,-0.137,-0.1408,0.0805,1.9357,-0.1077,0.3898,3.1909,0.5698,-0.2621,-0.0328,0.0632,0.0261,0.4092,4.6282,0.0496,Control
B01,0.4483,-0.0472,0.4393,0.007,0.128,0.9988,1.4929,1.002,-0.1238,0.0295,2.6122,0.2753,0.7884,0.3645,1.5089,0.0697,-0.155,1.0019,0.18,0.8239,0.2975,0.1635,0.1731,2.098,0.0042,0.3552,0.0886,0.0204,0.8668,0.0417,-0.0963,0.4788,-0.0431,-0.0604,-0.1047,0.7483,-0.218,-0.3659,0.0827,1.6391,-0.2587,0.0896,1.7218,-0.0557,-0.3989,-0.2207,0.0354,-0.0095,0.3379,3.4893,0.0404,Control
B02,0.48,0.4079,0.3564,0.0187,0.0619,0.6873,2.4601,1.7541,-0.095,-0.0889,3.0694,0.6591,0.9949,0.4522,1.5833,0.0759,0.0179,1.555,-0.0582,1.2641,0.3999,0.3094,0.0819,1.8752,0.0607,0.5884,-0.0444,-0.0411,1.2074,-0.1676,-0.0712,0.9839,-0.0645,0.0069,-0.1892,1.0795,-0.1366,-0.1634,-0.0029,2.2722,0.0421,0.5971,2.1317,0.3518,-0.2499,0.0861,-0.0499,-0.0019,0.1488,3.9776,0.03,Control
