@relation data

@attribute id string
@attribute 2580 numeric
@attribute 2647 numeric
@attribute 22872 numeric
@attribute 1315 numeric
@attribute 1314 numeric
@attribute 9829 numeric
@attribute 8673 numeric
@attribute 23557 numeric
@attribute 1522 numeric
@attribute 8773 numeric
@attribute 10484 numeric
@attribute 10618 numeric
@attribute 3482 numeric
@attribute 27131 numeric
@attribute 8775 numeric
@attribute 9698 numeric
@attribute 7164 numeric
@attribute 6396 numeric
@attribute 7163 numeric
@attribute 130340 numeric
@attribute 51429 numeric
@attribute 55330 numeric
@attribute 4074 numeric
@attribute 10717 numeric
@attribute 152503 numeric
@attribute 8546 numeric
@attribute 7037 numeric
@attribute 6456 numeric
@attribute 9871 numeric
@attribute 372 numeric
@attribute 388552 numeric
@attribute 25977 numeric
@attribute 26258 numeric
@attribute 9685 numeric
@attribute 8729 numeric
@attribute 162 numeric
@attribute 408 numeric
@attribute 51128 numeric
@attribute 164 numeric
@attribute 375 numeric
@attribute 5878 numeric
@attribute 10053 numeric
@attribute 2512 numeric
@attribute 22818 numeric
@attribute 54885 numeric
@attribute 6844 numeric
@attribute 1785 numeric
@attribute 3312 numeric
@attribute 10427 numeric
@attribute 8301 numeric
@attribute 8905 numeric
@attribute 81567 numeric
@attribute 9026 numeric
@attribute 6643 numeric
@attribute 8907 numeric
@attribute 9632 numeric
@attribute 10113 numeric
@attribute 5286 numeric
@attribute 1176 numeric
@attribute 1174 numeric
@attribute 10802 numeric
@attribute 6810 numeric
@attribute 9276 numeric
@attribute 286451 numeric
@attribute 1362 numeric
@attribute 55738 numeric
@attribute 2799 numeric
@attribute 1777 numeric
@attribute 6272 numeric
@attribute 22820 numeric
@attribute 23431 numeric
@attribute 84062 numeric
@attribute 1211 numeric
@attribute 2495 numeric
@attribute 1213 numeric
@attribute 4952 numeric
@attribute 11316 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6958,0.5859,1.4391,2.1947,1.7732,0.0707,1.7167,0.5781,1.4487,1.4158,1.3819,2.2032,1.2986,1.115,0.9473,1.506,-0.1369,0.5014,0.6336,0.301,1.0482,0.539,2.3971,1.3237,-0.0869,1.3043,1.6364,-0.1148,0.7276,1.9659,0.3394,0.3715,1.4231,1.3448,1.2199,1.0302,0.9432,1.6283,1.8975,1.0242,1.1494,0.0629,1.3885,1.016,0.1247,1.6468,1.0588,1.9939,1.515,1.9525,1.0939,0.3862,0.7071,1.6603,0.8052,1.6785,1.0786,1.25,0.5619,0.3044,1.3923,1.0204,1.8226,1.1033,1.6168,0.6529,1.8747,0.8035,0.9053,1.408,1.0138,0.4946,0.9562,2.562,1.9611,0.4425,0.6528,Control
A02,0.6514,0.4572,1.2944,2.0561,1.6813,0.0839,1.709,0.3677,1.6309,1.22,1.1778,2.1542,1.2411,0.8442,0.8541,1.2497,-0.045,0.3973,0.2694,0.1812,0.8001,0.3783,2.337,1.1018,-0.0694,1.0876,1.3834,-0.1632,0.6886,1.8727,0.2357,0.3035,1.1796,1.1605,1.0274,0.9189,0.9487,1.4288,1.7449,0.9595,1.15,0.1118,1.3564,0.9508,0.0442,1.5163,0.9026,1.8025,1.3301,1.6396,0.8597,0.3046,0.4117,1.4381,0.7634,1.504,0.8948,0.9511,0.4114,0.2694,1.167,0.9782,1.8289,0.8678,1.5498,0.5404,1.9968,0.6313,1.0338,1.2217,0.7349,0.4334,0.8153,1.5441,1.9152,0.2336,0.5311,Control
A03,0.8069,0.6963,1.4275,2.1929,1.8127,0.0738,1.7755,0.668,1.7783,1.3209,1.3383,2.2112,1.4074,1.1451,1.1177,1.4958,-0.0764,0.563,0.322,0.2279,0.9654,0.3646,2.5031,1.0663,-0.0424,1.239,1.7471,-0.1795,0.8405,1.9197,0.355,0.3433,1.4489,1.2713,1.2262,1.1521,1.0901,1.6138,1.8978,1.2127,1.2847,0.1419,1.7223,0.9861,-0.0247,1.6783,1.0805,2.0302,1.3454,1.9812,1.0033,0.3369,0.4697,1.5964,0.8524,1.7258,1.0807,1.2282,0.4819,0.4615,1.2985,1.0566,1.8822,1.012,1.7447,0.731,2.2445,0.8913,1.1304,1.4388,0.9737,0.564,1.0403,2.7522,2.0885,0.3851,0.6809,Control
A04,0.7593,0.4286,1.3735,2.0129,1.7206,0.0652,1.8869,0.3872,1.5695,1.0573,1.1716,2.2662,1.235,0.7698,0.8776,1.4097,-0.0649,0.4414,0.4191,0.1942,0.9217,0.6525,2.2702,1.0643,-0.0269,1.1592,1.4066,-0.104,0.6864,1.9471,0.3622,0.332,1.2827,1.2513,1.0113,1.0075,0.95,1.4346,1.6646,1.1147,1.2066,0.0312,1.3609,0.9492,0.1102,1.6138,0.9491,1.9177,1.3283,1.672,0.5614,0.3411,0.5751,1.6395,0.8534,1.5062,0.9635,0.8927,0.4625,0.3811,1.226,0.8248,1.7666,0.8803,1.4081,0.6005,1.8753,0.6993,0.9911,1.4,0.6478,0.437,0.7203,1.8768,1.8032,0.2204,0.6473,Control
A05,0.8578,0.7689,1.4777,2.132,1.8533,0.1456,2.0581,0.6485,1.8942,1.3721,1.3568,2.3845,1.4692,0.9207,1.1058,1.4783,-0.05,0.5284,0.3844,0.2109,1.0576,0.662,2.4788,1.126,-0.0669,1.3105,1.5636,-0.08,0.8566,1.9278,0.476,0.3382,1.4391,1.3814,1.1849,1.2853,1.1654,1.7165,1.8496,1.162,1.3025,0.2212,1.701,1.042,0.0742,1.6052,1.0811,1.7326,1.4249,1.8822,0.9783,0.4461,0.5174,1.8569,0.8913,1.6979,1.278,1.1811,0.4025,0.5077,1.4646,1.1212,1.9979,1.0931,1.8337,0.7265,2.216,1.0091,1.3724,1.5673,0.8981,0.5465,0.9985,2.2665,2.0685,0.4445,0.7951,Control
A06,0.6915,0.5521,1.4298,2.1192,1.7663,0.066,1.8868,0.4216,1.7382,1.2166,1.3064,2.2263,1.446,0.8242,0.9638,1.3237,-0.1179,0.5055,0.289,0.162,0.9957,0.2827,2.2525,1.0895,-0.0291,1.2543,1.3427,-0.082,0.8085,1.8414,0.2457,0.2372,1.3707,1.2462,1.1192,1.1374,1.0665,1.5421,1.7484,1.1349,1.1774,0.1003,1.699,0.9456,0.0309,1.4958,0.9801,1.61,1.3178,1.8038,0.8701,0.3612,0.373,1.4606,0.7419,1.6312,1.0337,1.0995,0.4872,0.3215,1.28,0.889,1.8468,0.9369,1.8809,0.606,2.1312,0.7402,1.0823,1.3949,0.8655,0.4962,0.9842,2.9857,1.9611,0.439,0.6281,Control
A07,0.7662,0.5645,1.4506,2.2271,1.8936,0.0861,1.8122,0.4766,1.7084,1.4795,1.3894,2.3584,1.4983,1.1109,0.9071,1.513,-0.0758,0.5087,0.5016,0.2967,1.0552,0.312,2.4492,1.2311,-0.0586,1.3639,1.5826,-0.151,0.7883,1.9385,0.2341,0.3107,1.4108,1.3772,1.1933,1.0639,1.2252,1.6134,1.821,1.1813,1.1228,0.0739,1.1635,0.9328,0.0468,1.3859,1.0425,1.6352,1.5547,2.3311,1.3774,0.4223,0.4192,1.7854,0.8272,1.5973,1.1026,1.271,0.6532,0.3572,1.3127,0.9826,1.9387,1.1008,1.6552,0.5792,2.1292,0.7533,1.0891,1.4331,0.9576,0.6497,1.2881,2.5656,2.1088,0.4288,0.5923,Control
A08,0.7262,0.4691,1.5991,1.9167,1.8516,0.036,1.5787,0.3622,1.3709,1.3178,1.3134,2.2385,1.6066,1.0428,0.8456,1.7033,-0.0691,0.4737,0.7212,0.2465,1.2887,0.2573,2.0463,1.262,-0.0748,1.5239,1.5612,-0.1358,0.7721,1.6877,0.0372,0.2812,1.2265,1.4225,1.3087,0.9279,1.1452,1.3911,1.778,0.9997,1.1199,0.0482,1.0573,0.9572,0.1183,1.4104,1.0763,1.4653,1.5176,2.4454,0.9986,0.3102,0.5304,1.699,0.7752,1.4774,0.8754,1.459,0.7374,0.1477,1.2045,0.9297,1.6467,1.0822,1.5294,0.5196,1.9164,0.6283,0.912,1.2907,0.9523,0.797,1.107,2.1847,2.0191,0.4315,0.5178,Control
A09,0.7035,0.5769,1.3617,2.1036,1.7638,0.0837,1.6292,0.4993,1.6707,1.4257,1.3769,2.237,1.3016,0.9262,0.8791,1.4583,-0.1169,0.3822,0.4061,0.179,1.0143,0.3598,2.3638,0.9661,-0.0442,1.3284,1.3888,-0.1017,0.6742,1.9352,0.1637,0.2422,1.2421,1.2661,1.1791,1.0099,1.1257,1.4999,1.8437,1.003,1.1789,0.2338,1.0198,0.98,0.0701,1.4981,1.0059,1.5318,1.3581,2.3712,1.0201,0.3515,0.4794,1.5439,0.7992,1.6336,0.945,1.1523,0.4724,0.311,1.1774,0.9508,1.6804,1.0995,1.5231,0.5837,2.0046,0.8342,0.9227,1.2141,0.8019,0.5215,1.2065,2.4833,2.0278,0.3396,0.5292,Control
A10,0.7929,0.509,1.5165,2.0482,1.9233,0.0874,1.8087,0.5134,1.5398,1.4559,1.3496,2.385,1.6733,1.0603,0.973,1.5659,-0.056,0.5187,0.4654,0.2984,0.8584,0.4029,2.3388,1.2631,-0.0691,1.4617,1.5388,-0.0741,0.8152,1.7958,0.3041,0.2925,1.3157,1.3956,1.2168,1.0288,1.1077,1.5842,1.8845,1.1223,1.1969,0.1738,1.0438,1.0013,0.0416,1.5479,1.0237,1.466,1.5369,2.3932,1.0498,0.2991,0.3603,1.6505,0.8349,1.6792,1.0802,1.2034,0.5608,0.3996,1.4125,0.9527,1.9039,1.1451,1.8292,0.6235,2.1303,0.8029,1.1435,1.4111,0.908,0.6077,1.2309,2.3262,2.1007,0.3783,0.6105,Control
