@relation data

@attribute id string
@attribute 1232 numeric
@attribute 3122 numeric
@attribute 3553 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3568 numeric
@attribute 3569 numeric
@attribute 6356 numeric
@attribute 920 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.399,3.0674,1.5431,-0.2431,-0.0358,0.1066,0.0868,-0.1315,1.7101,Control
Utah__A02,0.4138,3.5593,0.7913,-0.2105,-0.0625,0.1213,0.0155,-0.1372,1.4691,Control
Utah__A03,0.2935,3.2594,0.9227,-0.2256,-0.0242,0.147,0.0054,-0.219,1.6093,Control
Utah__A04,0.1737,3.5094,0.517,0.002,-0.1614,0.1644,0.0835,-0.2321,1.5742,Control
Utah__A05,0.312,3.4609,0.7727,-0.1394,0.0742,0.1501,0.0837,-0.2089,1.8284,Control
Utah__A06,0.1736,3.29,0.8036,-0.1429,-0.0316,0.1226,-0.0531,-0.1355,1.6971,Control
Utah__A07,0.191,3.2491,1.2395,-0.0564,-0.003,0.0897,0.2383,-0.0478,1.6769,Control
Utah__A08,0.1171,2.8193,0.5405,-0.1643,-0.1885,0.0509,0.1461,-0.2563,1.4848,Control
Utah__A09,0.0276,2.9804,0.676,-0.2088,0.082,0.0029,0.1333,-0.1926,1.6385,Control
Utah__A10,0.0388,3.2177,1.489,-0.1703,-0.1082,0.2976,-0.0405,-0.1255,1.5195,Control
Utah__A11,0.2267,3.124,0.711,-0.199,-0.1365,0.0969,0.1299,-0.2566,1.4484,Control
Utah__A12,0.4742,3.2121,0.5223,-0.1645,0.0434,0.2987,0.1091,-0.1734,0.9411,Control
Utah__B01,0.0912,2.7881,1.0294,-0.2119,-0.3013,0.1333,-0.0468,-0.126,1.3262,Control
Utah__B02,0.0975,3.4135,1.431,-0.1484,-0.0576,0.0294,0.1005,-0.0974,1.605,Control
Utah__B03,0.0199,3.1471,1.234,-0.2217,-0.1054,0.0908,-0.042,-0.0636,1.4273,BRCACancer
Utah__B04,0.0071,2.5913,0.6965,-0.1591,-0.0785,0.0484,-0.0135,-0.1676,0.9942,BRCACancer
Utah__B05,0.3303,3.3073,1.7203,-0.1406,-0.0562,0.1113,-0.0427,-0.2819,1.3487,BRCACancer
Utah__B06,0.2023,2.8133,0.6245,-0.0506,0.1038,0.2045,-0.0236,-0.1091,0.8346,BRCACancer
Utah__B07,0.3064,3.0899,0.7264,-0.021,-0.0648,0.2657,-0.0061,-0.0483,1.4458,BRCACancer
Utah__B08,-0.0072,3.1689,0.9363,-0.0275,-0.0493,0.0103,0.0749,-0.1036,1.6695,Control
Utah__B09,-0.0129,2.3066,0.2352,-0.3103,-0.1888,0.0326,-0.0041,-0.243,0.8931,Control
Utah__B10,0.1469,2.7686,0.7201,-0.3158,0.0168,-0.0166,0.0115,-0.1693,0.9695,Control
Utah__B11,0.1337,3.233,0.7743,-0.1722,-0.0801,-0.092,-0.0553,-0.0213,1.4106,Control
Utah__B12,-0.0203,2.3598,0.3508,-0.2783,-0.0586,-0.1347,-0.0015,0.005,0.5738,Control
Utah__C01,0.005,2.769,1.1008,-0.107,0.0249,0.0836,0.097,-0.0535,1.5839,BRCACancer
Utah__C02,0.236,3.0079,0.8129,-0.1012,-0.0794,0.1376,0.1439,-0.1409,1.4798,BRCACancer
Utah__C03,0.1005,2.8232,0.9292,-0.0701,-0.0174,0.3693,0.0437,-0.153,1.519,BRCACancer
Utah__C04,0.1785,2.8481,0.5141,-0.2033,-0.1247,0.0094,-0.0894,-0.2112,1.3048,Control
Utah__C05,0.3309,3.3104,0.8293,-0.1575,0.0252,0.0976,-0.0152,-0.092,1.3431,BRCACancer
Utah__C06,0.0493,1.5148,0.1887,-0.0101,-0.1389,-0.0288,0.0975,-0.2595,0.4559,Control
Utah__C07,0.077,3.002,0.5503,-0.1611,-0.1225,0.114,0.065,-0.2289,1.1911,Control
Utah__C08,0.0404,2.908,0.712,-0.1195,-0.1291,0.0976,0.0795,-0.1892,1.5614,Control
Utah__C09,0.1382,3.0768,1.0336,-0.2114,-0.1334,0.1069,-0.0467,-0.149,1.2047,Control
Utah__C10,0.1016,3.2487,1.1539,-0.177,-0.0946,0.0757,-0.0578,-0.1397,1.3798,BRCACancer
Utah__C11,0.0225,2.8457,0.7547,-0.2148,-0.1079,0.054,-0.0881,-0.1747,1.6217,Control
Utah__C12,-0.0448,2.7382,0.4373,-0.1327,0.055,-0.0692,0.0616,-0.2437,1.0429,BRCACancer
Utah__D01,0.0604,2.7066,0.3828,-0.3265,-0.0559,-0.0257,0.0755,-0.0227,1.087,BRCACancer
Utah__D02,0.2542,3.5199,0.644,-0.0909,0.0166,0.1192,-0.0182,-0.0913,1.3752,BRCACancer
Utah__D03,0.2178,3.2818,0.5978,-0.1071,-0.0019,0.0437,0.0583,-0.241,1.215,BRCACancer
Utah__D04,0.1178,2.9595,0.7156,-0.2638,0.1734,-0.0624,0.0113,-0.1468,1.572,BRCACancer
Utah__D05,0.0575,3.3174,0.666,-0.1985,-0.1572,0.0296,0.1601,-0.0521,1.436,BRCACancer
Utah__D06,0.0904,2.9277,0.5987,-0.2357,-0.106,0.0651,-0.0107,-0.03,1.5215,BRCACancer
Utah__D07,0.2587,3.1505,0.7646,-0.217,-0.1425,0.0994,-0.0333,-0.1549,1.4147,Control
Utah__D08,0.2071,3.1593,0.7793,-0.1563,-0.0041,0.0149,0.1216,-0.0497,1.2246,Control
Utah__D09,-0.0594,3.2215,0.819,-0.293,-0.1153,0.0369,0.0231,-0.1936,1.5486,Control
Utah__D10,0.2795,3.3986,0.7498,-0.0713,-0.0732,0.041,0.0944,-0.1059,1.4396,Control
Utah__D11,0.1473,2.0732,0.346,-0.2644,-0.2324,-0.0449,0.0578,-0.25,0.7215,Control
Utah__D12,0.1688,3.2245,0.5411,-0.2084,-0.153,0.0396,-0.0871,-0.0736,1.5135,Control
Utah__E01,0.0992,3.5721,0.6561,-0.2434,-0.169,0.0685,-0.0382,-0.1363,1.3151,BRCACancer
Utah__E02,0.1449,2.9733,0.7845,-0.1291,0.1439,0.0492,-0.0157,-0.1776,1.3597,Control
Utah__E03,0.1305,3.3353,0.8204,-0.1484,0.1538,0.0231,0.1192,-0.0187,1.7172,Control
Utah__E04,0.1456,3.3872,0.7303,-0.1321,0.0354,0.1291,0.0639,-0.112,1.5795,Control
Utah__E05,0.1717,2.5082,0.5669,-0.0552,-0.0833,0.1533,0.0377,-0.142,1.1375,Control
Utah__E06,0.4147,3.1647,1.7181,-0.2345,-0.1308,0.1815,-0.0093,-0.1168,0.9241,BRCACancer
Utah__E07,0.3135,3.1636,0.8532,0.0011,0.041,0.1226,0.0325,-0.2412,1.3593,BRCACancer
Utah__E08,0.1953,3.3239,0.9269,-0.1336,-0.1731,0.0391,0.0307,-0.1928,1.571,Control
Utah__E09,0.0799,3.1822,0.6865,-0.1959,0.1448,-0.0257,-0.0425,-0.1172,1.4631,BRCACancer
Utah__E10,0.5709,2.8371,0.7472,-0.1964,-0.0699,0.3862,0.1626,-0.1482,1.4304,BRCACancer
Utah__E11,0.4347,2.6138,0.5094,-0.2286,-0.0099,0.1617,0.0574,0.0053,1.3782,Control
Utah__E12,0.127,2.9687,0.5835,-0.1965,-0.123,-0.0549,-0.1639,-0.0536,1.121,BRCACancer
Utah__F01,0.3661,2.8401,1.2842,-0.1409,0.0779,0.0821,0.1723,-0.3096,1.613,Control
Utah__F02,0.294,3.1115,0.8312,-0.2154,-0.0636,0.1804,0.1608,-0.1171,1.52,Control
Utah__F03,0.1376,2.7683,0.9239,0.0264,-0.1565,0.2066,0.1776,-0.1401,1.4499,Control
Utah__F04,0.0367,2.6359,0.7783,-0.1927,-0.1225,0.0734,0.048,-0.1393,1.2709,Control
Utah__F05,0.1109,3.1691,0.5437,-0.1572,0.0171,-0.0054,0.1827,-0.1341,1.5038,Control
Utah__F06,0.1364,2.9185,0.7714,-0.1757,0.0545,0.041,-0.0584,-0.2587,1.2955,Control
Utah__F07,0.1019,2.9882,0.6552,-0.1765,0.0262,0.0045,0.0871,-0.26,1.3301,Control
Utah__F09,0.0657,3.0138,0.9794,-0.1432,-0.0419,-0.0505,0.1421,-0.1085,1.7596,Control
Utah__F10,0.0971,3.2305,1.2213,-0.1725,-0.0698,-0.0089,-0.025,-0.1744,1.6465,Control
Utah__F11,0.0817,3.1015,1.1617,-0.0272,-0.0136,-0.029,0.0267,-0.1431,1.6259,Control
Utah__F12,0.2296,3.0708,0.5813,-0.1391,-0.0332,0.1984,-0.0515,-0.1516,1.3655,Control
Utah__G01,-0.0579,2.9186,1.1596,-0.2801,-0.1154,-0.0106,-0.0726,-0.1479,1.6257,Control
Utah__G02,0.1524,3.1688,0.9045,-0.2088,-0.1803,-0.0156,0.0597,-0.059,1.3537,Control
Utah__G03,0.1449,2.8103,1.1166,-0.0681,-0.1762,0.0938,0.0048,-0.2717,1.6887,Control
Utah__G04,0.2419,3.4834,0.6292,-0.1766,0.0156,0.0636,0.1806,-0.1108,1.799,BRCACancer
Utah__G05,0.0109,2.2594,0.4551,-0.463,-0.2611,0.002,-0.0138,0.1199,1.0305,BRCACancer
Utah__G06,0.0732,3.234,0.996,-0.1338,-0.0319,0.1801,0.1889,-0.093,1.371,BRCACancer
Utah__G07,0.2248,2.7715,0.7778,-0.1519,-0.1762,0.0911,-0.0824,-0.1382,1.4044,Control
Utah__G08,0.1898,2.8701,1.109,-0.327,-0.0022,0.0388,0.0496,-0.1442,1.508,Control
Utah__G09,0.0504,3.2138,0.9107,-0.1881,-0.0381,-0.0634,-0.0306,-0.1002,1.2033,Control
Utah__G10,0.0547,2.9054,0.5776,-0.1257,-0.1366,0.2492,0.175,-0.0663,0.8708,BRCACancer
Utah__G11,-0.2141,2.262,0.5513,-0.0813,0.2917,-0.0604,0.0755,0.0982,0.9931,BRCACancer
Utah__G12,0.0656,3.0724,0.7392,-0.2076,-0.1927,0.0075,0.0372,-0.0782,1.0244,BRCACancer
Utah__H01,-0.0126,2.6766,0.8598,-0.2459,0.1131,-0.048,-0.0443,-0.3684,0.9947,Control
Utah__H02,0.0597,3.147,0.6507,-0.055,-0.1236,0.025,0.0472,-0.2215,1.6972,Control
Utah__H03,0.1413,2.6818,0.7237,-0.1288,-0.2431,0.087,0.025,-0.0687,1.1317,Control
Utah__H04,0.0726,2.8314,0.8676,-0.1912,-0.0675,0.1006,-0.0288,-0.2407,1.5733,Control
Utah__H06,0.0932,3.3256,0.9661,-0.1612,0.0063,-0.101,0.0898,-0.1534,1.5434,Control
Utah__H07,0.0713,2.8304,0.6307,-0.2398,0.0166,-0.0255,0.0541,-0.0143,1.2312,BRCACancer
Utah__H08,0.0246,3.0055,1.8641,-0.2686,-0.0865,-0.0075,0.0837,-0.1432,1.0028,BRCACancer
Utah__H09,0.014,1.7456,0.4354,-0.0582,-0.2602,-0.1656,-0.1316,-0.0123,0.3545,BRCACancer
Utah__H10,-0.0849,2.7881,1.1921,-0.169,-0.0852,0.063,-0.0139,-0.2832,0.9081,BRCACancer
Utah__H11,0.258,3.0484,0.7291,-0.2164,-0.1752,0.0889,0.1155,-0.2975,1.0931,BRCACancer
Utah__H12,-0.0159,2.8951,1.1342,-0.1698,-0.1203,0.4901,0.0635,-0.1877,1.3375,BRCACancer
Utah__I01,0.0629,2.7057,0.7188,-0.1667,-0.0488,0.003,0.0894,-0.1178,1.1013,Control
Utah__I02,0.1677,2.5981,0.7793,-0.2452,-0.136,0.0792,0.0083,-0.2661,1.0865,Control
