@relation data

@attribute id string
@attribute 10825 numeric
@attribute 129807 numeric
@attribute 175 numeric
@attribute 23324 numeric
@attribute 2517 numeric
@attribute 2519 numeric
@attribute 2629 numeric
@attribute 2720 numeric
@attribute 284004 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 4123 numeric
@attribute 4125 numeric
@attribute 4126 numeric
@attribute 4758 numeric
@attribute 4759 numeric
@attribute 64772 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7932,0.0445,1.0696,0.8087,0.9801,1.2047,0.8517,0.5268,0.4923,1.1236,1.4286,1.0226,1.6969,1.0321,1.1471,-0.0502,0.9281,Control
A02,0.4868,0.2241,0.8673,0.7799,0.7306,1.2075,0.9078,0.4382,0.2703,0.8776,1.3785,0.883,1.7818,0.9163,1.0407,0.1668,0.6268,Control
A03,0.6557,0.2163,0.9298,0.8733,0.9483,1.3705,1.0339,0.5336,0.42,0.9992,1.4455,0.9591,1.8884,1.0083,1.253,-0.069,0.8405,Control
A04,0.5412,0.2022,0.9217,0.9189,0.7429,1.0933,0.7987,0.4072,0.3683,0.9013,1.4162,0.8099,1.7869,0.9064,1.096,0.0458,0.636,Control
A05,0.6723,0.1602,0.8392,0.9289,1.076,1.6159,0.9945,0.582,0.3983,1.1429,1.6623,1.0295,2.1398,1.1449,1.4816,0.1438,0.8243,Control
A06,0.5953,0.1621,0.8849,0.7756,0.9726,1.3929,0.8328,0.4852,0.2884,1.0152,1.5765,1.0258,1.9532,1.0504,1.2249,-0.0914,0.59,Control
A07,0.6852,0.152,0.767,0.7794,1.0002,1.2308,0.8432,0.6081,0.3748,1.0682,1.5224,0.9445,1.88,1.2546,1.1873,-0.0708,0.7073,Control
A08,0.662,0.0776,0.9284,0.6782,0.6624,1.1637,0.7323,0.5815,0.2955,1.0914,1.2873,0.8934,1.5642,1.209,0.8504,0.1216,0.7277,Control
A09,0.6592,0.1628,0.6743,0.7677,0.8015,1.1366,0.8126,0.4454,0.2961,0.9947,1.1607,0.8691,1.8023,1.0519,0.885,0.0749,0.6987,Control
A10,0.666,0.1247,0.865,0.8516,0.846,1.3372,1.0021,0.5697,0.3151,1.0836,1.4761,0.8812,1.8256,1.2667,1.1552,0.0844,0.6569,Control
A11,0.5416,0.063,0.6482,0.5833,0.6669,0.9149,0.6644,0.3725,0.2386,0.9589,1.1149,0.8281,1.6915,0.7412,0.9061,0.1462,0.5901,Control
A12,0.2715,0.2353,0.6247,0.5854,0.583,0.9353,0.7811,0.3804,0.0295,0.7294,1.206,0.4116,1.3141,0.6715,0.7443,0.2479,0.377,Control
B01,0.512,-0.1415,0.9899,0.5963,0.5813,1.1435,0.9203,0.4776,0.2808,0.9629,1.3032,0.9043,1.4084,0.9326,0.7503,-0.2604,0.7248,Control
B02,0.7155,0.0828,1.1143,0.8997,1.1068,1.4198,1.0263,0.473,0.4349,1.0634,1.6014,1.1617,1.919,1.0122,1.1953,-0.0038,0.9169,Control
B03,0.5976,-0.0037,1.0279,0.6499,0.9493,1.367,0.8527,0.4562,0.3233,0.9772,1.5199,1.0212,1.6902,1.0076,0.9742,0.0064,0.7882,BRCACancer
B04,0.5258,0.0815,0.6371,0.6857,0.4082,0.9571,0.7879,0.6463,0.3039,0.9865,1.0686,0.8812,1.3561,1.2877,0.6294,0.1189,0.7472,BRCACancer
B05,0.3685,0.1389,0.8801,0.7024,0.6495,1.1427,0.8136,0.4194,0.1871,0.9166,1.0998,0.8399,1.6949,0.8315,0.7448,0.0321,0.4316,BRCACancer
B06,0.5398,-0.117,0.5289,0.3354,0.5165,1.0643,0.7619,0.4401,0.0941,0.7638,1.1955,0.6692,1.2156,0.8071,0.4012,-0.1242,0.525,BRCACancer
B07,0.6627,0.0958,1.031,0.9221,1.0284,1.3653,0.9605,0.5269,0.4539,1.113,1.488,1.2391,1.8586,1.0166,0.9554,0.0549,0.8514,BRCACancer
B08,0.6357,0.1095,0.7623,0.7348,1.0719,1.1809,0.7978,0.3768,0.3038,1.008,1.4311,1.0288,1.8768,0.8041,1.1963,-0.1394,0.7242,Control
B09,0.5196,0.0165,0.5019,0.4244,0.2136,0.739,0.6422,0.3328,0.2995,0.8682,0.8356,0.9806,1.2092,0.9845,0.4124,0.0561,0.5803,Control
B10,0.3562,0.0966,0.4947,0.5709,0.4443,0.8293,0.8022,0.401,0.0988,0.6867,0.9975,0.6469,1.2136,0.9432,0.5797,-0.0293,0.4553,Control
B11,0.4789,0.1304,0.7708,0.6886,0.686,1.3349,0.62,0.4968,0.2265,0.8587,1.3126,0.6538,1.7619,0.9479,0.9519,0.0824,0.5521,Control
B12,0.3649,0.1465,0.2896,0.3264,0.1059,0.4256,0.539,0.3382,0.1289,0.7454,0.6829,0.7423,0.9716,0.8734,0.3683,0.0749,0.7159,Control
C01,0.7663,0.1256,0.8569,0.8836,0.8833,1.2341,0.9935,0.5814,0.4444,1.1158,1.3721,1.3686,2.1158,1.1175,1.2292,0.0788,0.8643,BRCACancer
C02,0.5768,0.2338,0.8449,0.9577,0.9605,1.1351,0.8391,0.4471,0.4132,0.9747,1.5164,1.0526,1.9901,0.8581,1.2239,0.0672,0.8229,BRCACancer
C03,0.6997,0.221,0.8533,1.1641,0.8584,1.1816,1.059,0.5363,0.6056,1.0426,1.363,1.364,2.0797,0.9699,1.3803,0.0037,1.0498,BRCACancer
C04,0.3966,0.18,0.5369,0.6199,0.4595,0.4475,0.4378,0.2358,0.1656,0.728,0.924,0.8969,1.7058,0.4892,0.7344,-0.0378,0.6541,Control
C05,0.3726,0.1627,0.4337,0.6761,0.5296,0.5622,0.4394,0.3017,0.1654,0.7566,1.0783,0.819,1.8366,0.5843,1.0748,-0.003,0.6511,BRCACancer
C06,0.1041,0.0691,0.0623,0.2277,0.0412,0.1523,0.2769,0.0036,0.0704,0.3416,0.3746,0.3225,0.7749,0.2061,0.273,0.1214,0.3019,Control
C07,0.3613,0.1945,0.5672,0.7233,0.7527,0.7302,0.7345,0.2978,0.1379,0.7824,1.2262,0.806,1.7134,0.5796,0.9401,0.258,0.5954,Control
C08,0.4897,0.1575,0.6229,0.8276,0.6503,1.0313,0.8497,0.3792,0.3325,0.9029,1.2056,0.9548,1.8475,0.7617,1.0958,-0.1924,0.5807,Control
C09,0.4946,0.1771,0.7096,0.7996,0.8064,0.8172,0.6742,0.301,0.1968,0.7667,1.2203,0.8346,1.6935,0.6594,1.1043,-0.0699,0.5768,Control
