@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1027 numeric
@attribute 1030 numeric
@attribute 10319 numeric
@attribute 10401 numeric
@attribute 1147 numeric
@attribute 1163 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2272 numeric
@attribute 22798 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 284217 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 3551 numeric
@attribute 3655 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3918 numeric
@attribute 4149 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4843 numeric
@attribute 51588 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5728 numeric
@attribute 5743 numeric
@attribute 5747 numeric
@attribute 5915 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6502 numeric
@attribute 7157 numeric
@attribute 7185 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7188 numeric
@attribute 7189 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8554 numeric
@attribute 898 numeric
@attribute 9063 numeric
@attribute 9134 numeric
@attribute 9618 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,1.0793,0.7267,0.7143,2.6139,0.0015,-0.0033,0.7817,1.5171,0.074,-0.0622,-0.0749,-0.0921,-0.1484,-0.065,0.1478,0.1122,0.4915,0.6157,0.8453,0.1828,-0.0556,-0.0489,1.4389,-0.0623,1.7652,2.2157,2.5052,1.0636,1.1591,1.5793,0.3071,1.1928,0.1046,0.7512,2.4273,-0.0882,-0.0732,-0.0968,0.0643,0.1552,0.044,-0.1424,1.1891,1.4375,1.6981,2.2123,-0.0259,0.7671,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,0.7303,1.2392,2.2485,0.2595,-0.1016,1.0363,0.1356,1.5972,1.4383,0.5469,0.5643,1.0521,0.863,0.7493,1.2176,0.2394,0.943,1.0846,0.8372,0.8967,0.0818,0.3604,1.4921,0.5319,1.1425,0.0894,0.5312,Control
A02,0.3831,0.8152,0.4292,0.3325,2.1529,-0.1322,-0.0126,0.7015,1.302,0.0155,-0.06,-0.0687,-0.0476,-0.1384,-0.0975,-0.0079,0.1624,0.3068,0.5686,0.6275,0.0393,-0.0217,-0.002,1.1486,-0.0882,1.6967,2.0071,2.0414,0.7713,0.9319,0.9261,0.1775,1.2625,0.0413,0.6194,2.1759,-0.043,-0.0963,-0.0424,0.0687,0.2079,0.1583,-0.1078,0.9215,1.0182,1.2732,2.0603,0.0262,0.6121,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,0.7572,0.6452,0.6403,0.1285,-0.06,0.801,0.1049,0.7857,1.258,0.4995,0.5698,0.7978,0.5863,0.5887,0.7498,0.1809,0.6226,0.8229,0.7679,0.6211,0.0895,0.3492,1.056,0.2379,0.8535,-0.0763,0.4766,Control
A03,0.396,1.0301,0.5162,0.4772,2.3934,-0.1168,0.0018,0.8399,1.5398,0.043,-0.0744,-0.0571,-0.0708,-0.154,-0.0981,0.1982,0.3585,0.4835,0.6805,0.7841,0.026,-0.0103,-0.0268,1.5932,-0.0676,1.842,2.1775,1.9664,0.9508,1.0697,0.6756,0.3844,1.4116,0.0051,0.8381,2.3183,-0.0548,-0.0904,-0.0608,0.0488,0.2648,0.1517,-0.0507,1.1153,0.8555,1.4485,2.7503,-0.0157,0.7879,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,0.9524,0.9168,0.7037,0.1567,-0.0944,1.0565,0.1251,0.7002,1.4813,0.6583,0.7376,0.8919,0.6774,0.8079,1.0452,0.2439,0.8936,0.8192,0.9336,0.9002,0.2042,0.3742,1.3794,0.4986,0.9448,0.1382,0.5259,Control
A04,0.5255,0.827,0.3873,0.4707,2.6652,0.0605,0.0605,0.6855,1.079,0.1022,-0.0438,-0.0397,-0.06,-0.1421,-0.0892,0.0725,0.1316,0.2684,0.6225,0.7141,0.028,-0.0649,-0.0521,1.374,-0.0636,1.5185,1.8568,2.3285,0.8565,0.9555,1.0935,0.1908,1.5515,0.0819,0.6282,2.3751,-0.0314,-0.0812,-0.0644,0.1796,0.1361,0.1226,-0.132,0.9816,1.35,1.4304,2.2761,-0.0312,0.7489,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,0.7746,0.7608,0.5118,0.158,-0.0571,0.8205,0.2164,0.8705,1.484,0.4147,0.5621,0.8822,0.673,0.5955,0.9705,0.2334,0.6908,0.9574,0.7944,0.7648,0.0407,0.3772,1.0936,0.2161,0.867,-0.0228,0.458,Control
A05,0.5106,1.0253,0.5341,0.4423,2.4343,0.1807,0.0315,0.8337,1.4435,0.0625,-0.055,-0.0396,-0.0753,-0.1174,-0.0828,0.2314,0.2786,0.467,0.7463,0.7904,0.1036,-0.0417,-0.0661,1.5816,-0.0616,1.9657,2.0805,2.0297,0.8317,1.0728,0.9261,0.1792,2.113,0.0278,0.8469,2.221,-0.043,-0.0735,-0.0568,0.1105,0.0709,0.1419,-0.1012,1.2411,1.0965,1.5181,2.4615,0.0095,0.8208,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,0.8167,0.9371,0.8173,0.2684,-0.0559,1.0433,0.1872,0.8938,1.5368,0.5794,0.7456,0.9727,0.7421,0.7673,0.847,0.2185,0.8034,0.8229,0.8518,0.998,0.1426,0.6097,1.3243,0.3737,0.9693,0.0629,0.4402,Control
A06,0.4506,0.8221,0.5281,0.4119,2.297,-0.0643,-0.0209,0.6778,1.3907,-0.0139,-0.0736,-0.0836,-0.0378,-0.164,-0.1173,0.1291,0.0767,0.4588,0.6458,0.7372,0.0982,-0.0584,-0.0507,1.4575,-0.0739,1.8074,2.0344,1.6049,0.7266,0.9844,1.1128,0.14,1.6991,-0.0321,0.7154,2.0446,-0.05,-0.0931,-0.0676,0.0411,0.2605,0.0606,-0.0795,1.0331,1.2048,1.3497,2.472,-0.0124,0.6473,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,0.8005,0.835,0.7996,0.1239,-0.0427,0.8912,0.0491,0.813,1.338,0.4694,0.6974,0.8291,0.7233,0.6036,0.7226,0.1498,0.6317,0.7166,0.7749,0.9565,0.0877,0.3246,1.1741,0.226,0.9324,-0.0971,0.6177,Control
A07,0.74,0.8887,0.5732,0.6179,2.1826,0.0695,-0.0353,0.7614,1.4674,-0.0081,-0.0772,-0.1098,-0.0317,-0.1697,-0.1294,0.0777,0.2028,0.6855,0.597,0.7443,0.2519,-0.0254,-0.0393,1.4083,-0.0974,1.9975,2.2666,2.0424,1.0245,1.1473,1.1635,0.1993,1.3328,-0.0051,0.8005,2.4763,-0.0333,-0.1082,-0.0702,0.0323,0.2394,0.1754,-0.0869,1.1675,1.1245,1.6897,1.9798,-0.0549,0.7412,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,0.7829,1.3069,0.945,0.2112,-0.0719,1.0213,0.1216,1.3348,1.2584,0.6185,0.6753,0.9292,0.7998,0.684,0.9747,0.2171,0.9329,0.9412,0.9329,0.8172,0.1594,0.3276,1.6166,0.395,1.1267,-0.0227,0.5139,Control
A08,1.0516,0.8162,0.4958,0.9783,1.9952,-0.1211,-0.0076,0.7532,1.3187,0.0302,-0.0576,-0.0954,-0.082,-0.1504,-0.0682,0.1985,0.1055,0.8414,0.5375,0.7355,0.4225,-0.0682,-0.067,1.3564,-0.0743,1.7332,2.1819,1.9632,0.8906,1.198,1.5957,0.1227,0.6743,0.0318,0.7734,2.328,-0.0519,-0.0847,-0.081,0.0272,0.1381,0.0944,-0.1767,1.1187,1.0832,1.8669,1.9095,0.0149,0.5467,1.7501,1.5683,1.321,2.0579,1.714,0.168,0.5755,1.4954,0.4725,0.2145,-0.0783,1.0826,0.0853,1.9587,1.2448,0.6098,0.5417,0.8835,0.768,0.6482,1.0076,0.179,1.0623,1.1631,0.8298,0.7257,0.1918,0.1674,1.8492,0.3103,1.3175,-0.0748,0.4946,Control
A09,0.7535,0.8193,0.5306,0.5964,2.2289,0.0141,-0.0256,0.6696,1.4072,0.0815,-0.0901,-0.0914,-0.0649,-0.1795,-0.0924,0.128,0.1348,0.5653,0.5633,0.6938,0.2847,-0.0532,-0.0476,1.3804,-0.0789,1.7471,2.1975,2.2797,0.9508,1.047,1.3058,0.2143,1.5013,0.0419,0.638,2.5756,-0.0517,-0.0911,-0.0486,0.0458,0.251,0.2091,-0.1073,1.2069,1.1598,1.606,2.1911,0.045,0.6578,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,0.6793,1.3533,0.6659,0.2051,-0.0727,1.0359,0.0974,1.6272,1.3302,0.5295,0.5715,0.8405,0.7484,0.5412,0.978,0.2167,0.984,0.8447,0.7673,0.7466,0.0917,0.2539,1.5997,0.3204,1.1253,-0.0252,0.3948,Control
A10,0.8026,0.8978,0.4568,0.5524,1.7823,0.0733,0.0206,0.8273,1.4266,0.0379,-0.0651,-0.0298,-0.0402,-0.1381,-0.0986,0.1218,0.0646,0.8037,0.5633,0.7332,0.1837,-0.0698,-0.0093,1.4485,-0.0868,1.9048,2.1232,1.7725,0.9558,1.1476,0.9855,0.2879,1.7771,0.0321,0.8217,2.7093,-0.0488,-0.0848,-0.0849,0.0848,0.0893,0.1397,-0.145,1.2417,0.9502,1.641,2.1251,0.0022,0.6683,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,0.6095,1.3318,1.1847,0.2446,-0.0415,0.9646,0.1256,1.211,1.3233,0.6749,0.5991,0.8752,0.8841,0.5878,1.0269,0.2099,0.9471,0.9339,0.9506,0.9483,0.2381,0.3962,1.7148,0.2036,1.2124,0.0348,0.4062,Control
