@relation data

@attribute id string
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2791 numeric
@attribute 2771 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 4988 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 5443 numeric
@attribute 5173 numeric
@attribute 10681 numeric
@attribute 2779 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2780 numeric
@attribute 346562 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0574,0.917,-0.0233,0.5434,-0.0578,0.1401,0.0531,1.5828,0.7412,-0.119,0.3293,-0.0608,1.1149,-0.0728,0.5015,0.2432,-0.19,0.5839,-0.0623,1.6225,0.0528,-0.0577,-0.1483,0.5758,1.4299,0.0313,Control
A02,0.7396,1.0017,-0.0075,0.5823,0.0681,0.1733,0.0345,1.3293,0.8012,-0.0204,0.2552,-0.0817,1.0578,-0.0023,0.2071,0.4134,-0.2053,0.2715,-0.0444,1.6462,-0.0301,-0.0824,-0.0856,0.5389,1.392,0.1333,Control
A03,1.1743,1.1338,0.0291,0.7367,0.0188,0.281,0.0376,1.4961,0.92,-0.1335,0.7692,-0.104,1.2897,-0.0344,0.2784,0.3101,-0.2199,0.3099,0.0056,1.7211,0.0423,-0.0325,-0.1155,0.4988,1.4897,0.1014,Control
A04,0.8395,0.9425,-0.0317,0.6755,0.0093,0.1461,0.0186,1.4725,0.8901,-0.0544,0.2128,-0.0824,1.0142,-0.0544,0.353,0.43,-0.294,0.4148,-0.0164,1.769,-0.0058,-0.0326,-0.1374,0.6344,1.4717,0.1214,Control
A05,1.1311,1.2816,-0.0315,0.7617,0.0142,0.1174,0.0445,2.2365,1.0476,-0.0887,0.5169,-0.1035,1.1054,-0.0464,0.502,0.2726,-0.1556,0.4684,-0.071,1.7746,-1e-04,0.0044,-0.1112,0.8382,1.5737,0.1381,Control
A06,0.961,1.033,-0.0333,0.561,-0.0135,0.1159,0.0635,1.2565,0.8391,-0.116,0.4062,-0.0463,1.3159,0.0072,0.2656,0.224,-0.1987,0.3232,-0.1045,1.6716,0.0225,-0.0078,-0.0982,0.5939,1.4137,0.0547,Control
A07,0.9683,1.1256,-0.021,0.6322,0.0051,0.0828,0.0356,1.5907,0.9528,-0.1604,0.5092,-0.0667,1.4391,0.0032,0.2371,0.2571,-0.2197,0.3603,-0.0807,1.7793,-0.0232,0.0099,-0.0866,0.5566,1.5236,0.0316,Control
A08,0.9523,0.8725,-0.0323,0.4954,-0.0479,0.1265,-0.0088,1.3649,0.8292,-0.0941,0.443,-0.1006,1.57,-0.0697,0.5308,0.2277,-0.2084,0.4944,-0.0517,1.4607,-0.0041,-0.0803,-0.2136,0.3838,1.4965,0.1547,Control
A09,0.7273,0.9532,-0.0661,0.5287,0.0307,0.2054,-0.0266,1.8345,0.8156,-0.1405,0.4885,-0.0669,1.436,-0.0302,0.1876,0.1814,-0.1594,0.5019,-9e-04,1.6021,-0.0036,3e-04,-0.1212,0.7539,1.4111,-0.0234,Control
A10,1.0513,1.0893,-0.0687,0.5533,0.0022,0.1336,0.1115,2.065,0.853,-0.1499,0.5021,-0.0825,1.5133,-0.0338,0.1512,0.3385,-0.2517,0.4699,-0.1016,1.722,0.1605,-0.0105,-0.1029,0.7402,1.5165,0.0774,Control
