@relation data

@attribute id string
@attribute 7535 numeric
@attribute 3127 numeric
@attribute 920 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 5062 numeric
@attribute 3702 numeric
@attribute 27040 numeric
@attribute 7454 numeric
@attribute 55740 numeric
@attribute 51466 numeric
@attribute 919 numeric
@attribute 3109 numeric
@attribute 3108 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 5058 numeric
@attribute 7408 numeric
@attribute 917 numeric
@attribute 9402 numeric
@attribute 3937 numeric
@attribute 6957 numeric
@attribute 5335 numeric
@attribute 6955 numeric
@attribute 3932 numeric
@attribute 2533 numeric
@attribute 4690 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9864,1.0901,1.6895,0.6301,1.747,1.0217,2.6708,1.667,1.1695,-0.0991,1.4669,0.7787,2.2511,1.8408,3.0447,1.5255,0.064,2.2816,2.164,1.1667,0.5878,2.3141,1.6429,2.2149,0.2245,1.7289,0.2248,1.9662,1.5259,0.8678,3.1376,Control
A02,0.8903,1.0826,1.432,0.5394,1.3779,0.8893,1.8792,1.2459,1.0846,-0.0617,1.067,0.4601,2.3441,1.9724,3.2633,1.414,0.2722,1.9895,1.8639,1.1756,0.5755,2.276,1.2896,2.0937,0.1754,1.2376,0.0476,1.7131,1.3118,0.72,3.6276,Control
A03,0.9506,0.3109,1.5818,0.6168,1.1509,0.9957,2.0684,1.4944,1.3253,-0.0797,1.1738,0.6678,2.32,2.2167,3.2587,1.698,0.0989,1.9398,1.726,1.4289,0.8465,2.3253,1.3811,2.3345,0.1461,1.3242,0.0934,1.7413,1.5183,0.8528,3.3288,Control
A04,1.0098,0.0915,1.5443,0.7192,2.0388,0.9699,2.4008,1.4899,1.0611,-0.047,1.1343,0.7131,2.1154,1.9243,3.256,1.1807,0.1989,1.9869,1.8071,1.0247,0.6032,2.3006,1.4599,2.0627,0.1606,1.312,0.103,1.9976,1.3007,0.7575,3.5778,Control
A05,0.8881,1.1502,1.816,0.7657,1.6604,1.0637,2.0103,1.4736,1.4508,-0.0775,1.0575,0.7498,2.5246,2.2998,3.3307,1.4126,0.2537,1.5613,1.5181,1.3702,0.8835,1.9004,1.6475,2.1374,0.1513,1.2008,0.0479,1.7053,1.4252,0.8303,3.5296,Control
A06,0.8798,0.2693,1.6757,0.6325,0.8533,0.8999,1.9,1.1956,1.2181,-0.0806,1.0474,0.7031,2.406,1.9422,3.1875,1.5093,0.1825,1.5105,1.4556,1.2955,0.6131,1.709,1.2103,2.0011,0.157,1.1962,0.0865,1.6353,1.296,0.6689,3.3593,Control
A07,0.9109,0.2407,1.6541,0.7661,1.0555,1.0521,2.2004,1.3629,1.1498,-0.0711,1.2562,1.1256,2.2993,1.8919,2.8594,1.3639,0.0756,1.8185,1.7176,1.3668,0.7666,2.038,1.5832,2.2697,0.2075,1.2837,0.0922,1.7391,1.8166,0.9217,3.3186,Control
A08,0.8938,0.2157,1.4489,0.401,1.2049,1.218,2.5497,1.335,1.0225,-0.128,1.4225,1.5141,1.9586,1.5099,2.6,1.2623,0.1471,1.694,1.7898,1.2078,0.5471,1.9365,1.6396,2.4058,0.1618,1.4764,0.1402,1.5842,2.0101,0.9628,2.8904,Control
A09,0.8051,0.2228,1.6131,0.3074,1.3956,0.9502,2.3924,1.5365,1.169,-0.0929,1.2435,0.9382,1.9645,1.4803,2.8203,1.109,0.1972,2.0494,1.7943,1.2824,0.5791,2.2663,1.7564,2.2002,0.1739,1.3678,0.1287,1.8564,1.7046,0.8164,3.0509,Control
A10,0.9338,1.1195,1.4859,0.3703,0.9732,1.0809,2.3739,1.3886,1.0925,-0.1136,1.2522,0.9822,2.3878,1.8458,2.9707,1.21,0.1049,2.072,1.874,1.3673,0.7118,2.2669,1.9015,2.5095,0.1461,1.2566,0.1296,1.9077,2.0295,0.9276,3.2873,Control
A11,0.7034,0.4223,1.41,0.3657,0.802,0.7593,1.797,1.3993,1.0199,-0.0797,0.9791,0.6942,1.7397,1.3249,2.8884,0.9221,0.1309,2.1129,1.7651,1.166,0.4895,2.1767,1.4661,1.7722,0.1151,1.1671,0.0893,1.6756,1.1334,0.6509,3.194,Control
A12,0.6403,1.4399,0.8679,0.4714,0.9324,0.5503,1.6778,1.0673,0.5974,0.0084,0.5622,0.3828,1.8084,1.2325,2.5652,0.6983,0.2554,1.847,1.3863,0.6782,0.1742,2.1795,1.0462,1.4091,0.2241,0.8362,-0.0504,1.4516,0.8742,0.6443,3.2817,Control
