@relation data

@attribute id string
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 805 numeric
@attribute 5599 numeric
@attribute 5579 numeric
@attribute 1432 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 5578 numeric
@attribute 801 numeric
@attribute 6416 numeric
@attribute 121916 numeric
@attribute 6714 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 4214 numeric
@attribute 5604 numeric
@attribute 2776 numeric
@attribute 9564 numeric
@attribute 5058 numeric
@attribute 1399 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 808 numeric
@attribute 2185 numeric
@attribute 5879 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.4247,1.1595,1.4021,1.0332,1.4426,1.7847,0.75,0.5523,2.3173,0.7285,-0.1374,0.3629,0.4255,0.744,2.2889,0.718,0.6216,0.035,1.1667,2.0325,1.7289,1.6544,1.0783,2.0808,1.1554,0.6432,1.1294,1.7309,Control
A02,0.8029,0.3701,0.9813,0.9672,0.6697,1.1508,1.5429,0.7973,0.1715,2.331,0.4813,-0.0466,0.3648,0.2945,0.722,1.8995,0.4692,0.1857,0.0546,1.1756,1.953,1.2376,1.493,1.0214,2.1764,0.9821,0.4992,0.9018,1.6299,Control
A03,1.2073,0.3745,1.2374,1.211,0.9489,1.3711,1.7349,0.7917,0.1678,2.5215,0.6279,-0.0784,0.5956,0.494,1.0145,2.1356,0.6904,0.4253,0.0159,1.4289,2.0396,1.3242,1.7906,1.0584,2.1323,1.1527,0.7305,1.1313,1.8758,Control
A04,1.3091,0.3589,1.0291,0.9665,0.7891,1.2559,1.6725,0.7946,0.2858,2.6061,0.5001,-0.1799,0.3996,0.4226,0.781,2.278,0.4999,0.2721,0.0993,1.0247,2.0529,1.312,1.4914,1.0435,2.2841,1.0681,0.4506,1.0307,1.7145,Control
A05,1.2428,0.4809,0.994,1.1192,0.9233,1.5137,1.808,0.89,0.2856,2.2755,0.5851,-0.0516,0.6218,0.4974,0.9779,2.4514,0.7099,0.4482,0.0991,1.3702,2.185,1.2008,1.8851,1.1978,2.3856,1.2178,0.6788,1.0492,1.9408,Control
A06,0.8136,0.2391,1.154,1.1521,0.8755,1.2007,1.7489,0.7604,0.2749,2.2293,0.575,-0.1283,0.4104,0.3508,0.8196,2.0424,0.6673,0.3223,0.0867,1.2955,1.9498,1.1962,1.5864,0.9874,2.1384,1.1114,0.5315,0.8863,1.8446,Control
A07,1.2402,0.3621,1.4581,1.3691,1.2903,1.592,1.7704,0.7917,0.5058,2.2849,0.7805,-0.2206,0.3471,0.4043,0.7471,2.4121,0.8479,0.8825,0.0626,1.3668,2.0703,1.2837,1.89,0.9702,2.178,1.2608,0.7067,1.1809,1.882,Control
A08,0.8862,0.2915,1.2592,1.4969,1.3963,1.6309,1.7386,0.777,0.8574,2.199,0.967,-0.0587,0.3367,0.3356,0.6866,2.6664,0.8635,1.0342,0.0832,1.2078,1.7352,1.4764,1.7425,0.9939,1.9223,1.2676,0.7992,1.4746,1.9122,Control
A09,0.9959,0.3464,0.9544,1.3676,1.2298,1.435,1.6393,0.7709,0.5722,2.2287,0.7254,-0.1353,0.4405,0.3503,0.8065,2.4939,0.7596,0.861,0.0696,1.2824,2.0118,1.3678,1.8554,0.99,2.3056,1.1629,0.5778,1.0011,1.8315,Control
A10,1.3751,0.3978,1.2719,1.2269,1.2971,1.7367,1.7838,0.7829,0.3634,2.2654,0.8418,-0.1257,0.4233,0.4701,0.7525,2.3914,0.7992,0.8051,0.0995,1.3673,1.9851,1.2566,1.8284,0.9237,2.2472,1.4018,0.709,1.3376,1.9225,Control
