@relation data

@attribute id string
@attribute 64805 numeric
@attribute 2788 numeric
@attribute 10681 numeric
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2773 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2791 numeric
@attribute 2771 numeric
@attribute 2792 numeric
@attribute 2782 numeric
@attribute 2793 numeric
@attribute 54331 numeric
@attribute 51764 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3289,0.4901,0.5855,1.0856,0.919,1.6236,-0.0227,0.5399,-0.0547,0.1248,0.0556,1.6097,0.7272,-0.1115,1.414,0.3338,1.0858,0.026,-0.0685,0.4775,Control
A02,0.912,0.3306,0.2454,0.7634,1.0066,1.6473,-0.0064,0.5789,0.0724,0.1585,0.0367,1.3471,0.7901,-0.0107,1.3774,0.2554,1.022,0.1274,0.0029,0.1854,Control
A03,0.7267,0.2789,0.2872,1.2042,1.1432,1.7222,0.0315,0.7336,0.0226,0.2682,0.0398,1.5199,0.9144,-0.1264,1.4718,0.7994,1.2814,0.0957,-0.0297,0.2562,Control
A04,0.9005,0.4236,0.4014,0.8648,0.9454,1.7702,-0.0315,0.6723,0.013,0.1309,0.0206,1.4955,0.8831,-0.0455,1.4544,0.2105,0.9732,0.1156,-0.0499,0.3302,Control
A05,1.4464,0.4397,0.4597,1.1603,1.296,1.7758,-0.0312,0.7587,0.0179,0.1017,0.0468,2.287,1.0479,-0.0806,1.553,0.5324,1.0752,0.1322,-0.0418,0.4779,Control
A06,0.6807,0.3392,0.3018,0.988,1.039,1.6727,-0.0332,0.5575,-0.01,0.1002,0.0662,1.2718,0.8297,-0.1084,1.3984,0.4152,1.3107,0.0493,0.0125,0.2435,Control
A07,0.8156,0.3759,0.3421,0.9953,1.1347,1.7805,-0.0204,0.6289,0.0088,0.0665,0.0378,1.6179,0.9487,-0.1539,1.5046,0.5242,1.4486,0.0263,0.0084,0.2152,Control
A08,0.751,0.2853,0.488,0.9791,0.873,1.4616,-0.0321,0.4918,-0.0448,0.1109,-0.0073,1.384,0.8193,-0.0861,1.4784,0.4541,1.595,0.1487,-0.0654,0.5065,Control
A09,1.0631,0.3133,0.4962,0.7509,0.9565,1.6031,-0.0672,0.5252,0.0346,0.1913,-0.0253,1.8706,0.8051,-0.1335,1.3959,0.5022,1.4451,-0.0284,-0.0253,0.1661,Control
A10,1.1564,0.3022,0.4614,1.0795,1.0972,1.7231,-0.0698,0.5499,0.0059,0.1182,0.1148,2.1093,0.8443,-0.1431,1.4977,0.5166,1.5315,0.0718,-0.0291,0.13,Control
A11,0.3354,0.2954,0.3814,0.6488,0.7037,1.5057,0.0124,0.3684,-0.0457,0.0168,-0.0454,0.9733,0.5688,-0.1683,1.2505,0.4658,1.3544,0.0422,-0.016,0.1154,Control
A12,0.9445,0.1815,0.2235,0.4308,0.605,1.3063,0.0899,0.2575,0.1443,0.3645,-0.0206,1.8247,0.5129,-0.0381,1.183,0.0937,0.6793,0.1506,0.1013,-0.0972,Control
B01,0.6824,0.1479,0.4755,0.9994,0.6714,1.4944,-0.1156,0.269,0.0024,0.1348,0.17,1.1572,0.6975,-0.1151,1.27,0.2174,1.0079,-0.1245,0.0843,-0.2118,Control
B02,0.9138,0.345,0.4078,1.1635,1.0767,1.7037,-0.04,0.6784,0.0045,0.019,0.0334,1.4321,0.9533,-0.1573,1.4867,0.5978,1.0447,0.0205,-0.0231,0.1837,Control
B03,0.3536,0.2627,0.4268,1.1438,0.9697,1.6639,-0.0234,0.4818,0.0201,0.1871,0.0315,0.1993,0.7565,-0.211,1.4135,0.3712,1.1726,0.0198,0.0203,0.0635,BRCACancer
B04,0.8346,0.2033,0.3429,0.8538,0.6727,1.3649,-0.0156,0.4658,7e-04,0.0128,0.0416,1.254,0.8852,-0.0829,1.6176,0.147,1.5165,0.0211,0.0049,0.082,BRCACancer
B05,0.6595,0.3039,0.2148,0.896,0.7267,1.5281,0.0095,0.5454,0.0166,0.1617,-0.0166,1.2482,0.8042,0.0291,1.3729,0.5124,1.3453,0.0164,0.0206,0.209,BRCACancer
B06,0.433,-0.0019,0.2499,0.6719,0.4211,1.3373,-0.1611,0.0926,-0.0116,0.1431,0.1572,0.6615,0.461,-0.0403,1.1264,-0.0404,1.0151,-0.264,0.1765,-0.6573,BRCACancer
B07,0.8251,0.306,0.4218,1.1255,0.9973,1.7381,-0.0344,0.6289,-0.0247,0.0286,0.008,1.2173,0.9738,-0.0759,1.5322,0.51,1.2597,-0.0191,-0.0183,-0.0235,BRCACancer
B08,1.3888,0.2915,0.4649,0.7078,1.0754,1.7629,0.0695,0.5659,-0.0342,0.1213,0.0329,2.0216,0.7483,-0.0732,1.3372,0.2555,0.8938,0.2275,-0.0355,0.1126,Control
B09,0.9983,0.2696,0.4901,0.9664,0.5204,1.0549,-0.0069,0.3338,-0.016,0.1723,-0.0304,1.6284,0.7255,-0.1555,1.2912,0.2324,1.611,0.0872,-0.0135,-0.0205,Control
B10,0.765,0.1047,0.2207,0.5159,0.7099,1.4364,-0.0166,0.367,0.0538,9e-04,-0.0425,1.0726,0.763,-0.1004,1.3508,0.4682,1.346,0.1963,0.0518,-0.1131,Control
B11,0.7865,0.1929,0.3685,0.6579,1.0291,1.5471,-0.0254,0.6564,0.0796,0.0107,0.0481,2.3152,0.7787,0.0227,1.2825,0.4628,1.0506,0.1929,-0.0248,0.2065,Control
B12,0.4804,0.1792,0.279,0.6333,0.2194,0.7186,-0.0166,0.3523,0.0087,0.1145,0.025,0.6439,0.6182,-0.039,1.1744,-0.2203,0.943,0.0131,0.0138,-0.0586,Control
C01,0.7343,0.3535,0.2944,1.0788,0.8793,1.4878,-0.0525,0.7231,-0.0125,0.0612,0.0267,1.7253,1.0631,0.086,1.5176,0.5022,1.3769,-0.0137,0.0031,0.2918,BRCACancer
C02,1.1496,0.4554,0.3604,0.8114,0.9724,1.5915,0.0027,0.6908,0.0658,0.1569,0.0553,1.9573,0.9007,-0.1145,1.4231,0.4718,0.9983,0.1416,0.0377,0.3919,BRCACancer
C03,0.5821,0.3336,0.3768,1.0298,0.9394,1.7393,0.0188,0.9667,0.0186,0.0013,-0.0272,1.3535,1.159,-0.14,1.4557,0.6212,1.4116,0.1092,0.0034,0.2267,BRCACancer
C04,0.6234,0.3263,0.2786,0.5863,0.4905,1.0608,0.0135,0.5841,0.0218,0.1078,-0.0804,1.8537,0.6086,0.0415,1.2028,0.0096,0.6672,0.3199,-0.0013,0.5086,Control
