@relation data

@attribute id string
@attribute 23405 numeric
@attribute 29102 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 54487 numeric
@attribute 57510 numeric
@attribute 5901 numeric
@attribute 6895 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.9318,0.763,1.5867,2.0596,1.1733,0.7907,0.9985,0.7216,1.4112,1.1046,0.1991,0.8592,1.1193,0.8237,0.8839,0.8913,1.2425,0.3138,Control
Utah__A02,1.7457,0.5613,1.4247,2.0604,0.913,0.6527,0.873,0.4074,1.1321,0.9106,0.0868,0.7115,0.925,0.6974,0.7146,0.6996,0.8958,0.1665,Control
Utah__A03,1.9911,0.6409,1.6028,2.0325,1.1436,0.7658,1.0436,0.7004,1.3466,0.9876,0.1291,0.8542,1.1115,0.691,0.9689,0.8777,1.1232,0.2567,Control
Utah__A04,1.7523,0.5605,1.4929,2.1122,1.0835,0.672,0.9307,0.5789,1.2275,1.0146,0.2888,0.8809,1.1223,0.7874,0.5907,0.6961,0.9211,0.2522,Control
Utah__A05,2.0935,0.6536,1.6063,2.0898,1.0597,0.7545,1.1613,0.7281,1.4238,1.0117,0.4039,0.9178,1.0206,0.9355,0.7984,0.8545,1.0591,0.3201,Control
Utah__A06,1.9995,0.565,1.4852,1.991,1.063,0.6394,1.0126,0.634,1.3221,0.9888,0.2062,0.9302,0.9865,0.8716,0.7684,0.7603,0.9866,0.2633,Control
Utah__A07,2.07,0.7076,1.5124,2.0837,1.107,0.805,0.9793,0.7275,1.2395,1.0136,0.1469,0.7142,0.932,0.6767,0.7519,0.8297,0.9684,0.2372,Control
Utah__A08,2.021,0.9037,1.6185,1.9818,0.9158,0.6453,0.6605,0.5969,1.0783,0.8421,0.0162,0.8682,0.9012,0.6333,0.8433,0.8788,0.8971,0.2158,Control
Utah__A09,1.978,0.6244,1.4899,2.0086,0.9853,0.6954,0.9128,0.5718,1.3253,0.9198,0.2098,0.8829,0.8544,0.5969,0.7417,0.7438,0.9737,0.294,Control
Utah__A10,1.9559,0.768,1.5522,2.1441,0.9887,0.6526,0.9619,0.6541,1.2843,0.9751,0.3109,0.9141,1.0208,0.7347,0.9027,0.9185,0.7854,0.2489,Control
Utah__A11,1.778,0.3981,1.4025,1.7045,1.0555,0.4505,0.8973,0.6742,1.2475,0.711,0.0991,0.7153,0.846,0.7589,0.7314,0.5491,0.9034,0.2473,Control
Utah__A12,1.0269,0.4225,0.7673,1.8167,0.7905,0.5827,0.6337,0.5294,1.1583,0.7826,0.1122,0.8973,0.9515,0.497,0.4382,0.4669,0.6147,0.2434,Control
Utah__B01,1.7331,0.7848,1.3474,1.936,0.978,0.6138,0.5247,0.5571,1.2525,0.8662,-0.3053,0.7137,1.0235,0.3209,0.7031,0.7602,1.132,0.1477,Control
Utah__B02,1.7262,0.7077,1.5897,2.2019,1.2326,0.7973,1.0367,0.7054,1.611,1.0667,0.2371,0.9853,1.2088,0.7714,0.8452,0.8398,1.0543,0.3174,Control
Utah__B03,1.7857,0.6913,1.4671,2.1622,1.0497,0.6726,0.8148,0.595,1.3213,0.9483,0.0438,0.8147,1.1992,0.6098,0.7758,0.7912,1.1896,0.209,BRCACancer
Utah__B04,1.8257,0.7677,1.4587,1.8849,0.6361,0.6048,0.6093,0.4756,0.9619,0.8338,-0.14,0.5546,0.6159,0.3947,0.8088,0.8205,0.5802,0.1979,BRCACancer
Utah__B05,1.7012,0.5709,1.5494,1.8468,0.8684,0.5767,0.7161,0.6659,1.496,0.8989,0.0773,0.8101,0.6801,0.6307,0.7119,0.6068,0.8653,0.2243,BRCACancer
Utah__B06,1.4996,0.5395,0.9651,1.8817,0.6859,0.5313,0.3441,0.4378,0.8712,0.7192,-0.4577,0.3681,0.5665,0.1865,0.5775,0.6362,0.7414,0.0335,BRCACancer
Utah__B07,1.7401,0.7121,1.571,2.2505,1.0443,0.705,0.9643,0.519,1.3279,1.1566,0.0347,0.8504,0.9882,0.6016,1.0817,0.9371,1.1994,0.2805,BRCACancer
Utah__B08,1.7381,0.4604,1.3787,1.9753,1.0582,0.5037,1.0342,0.7393,1.3769,0.9479,0.2248,0.7132,0.7849,0.9357,0.7227,0.6637,1.1369,0.2516,Control
Utah__B09,1.862,0.6363,1.4136,1.4207,0.5648,0.4468,0.5649,0.4232,0.9209,0.5953,-0.1696,0.368,0.7082,0.387,0.8033,0.649,0.8878,0.1593,Control
Utah__B10,1.7017,0.533,1.2532,1.9325,0.6508,0.4638,0.5254,0.5061,0.8522,0.8108,-0.074,0.5215,0.6915,0.3781,0.5131,0.6411,0.5354,0.1551,Control
Utah__B11,1.7087,0.5614,1.4091,1.8635,0.7067,0.5827,0.8894,0.8273,1.4866,0.8171,0.3812,1.0443,1.0406,0.755,0.7679,0.6597,1.0194,0.2621,Control
Utah__B12,1.4775,0.5038,1.1117,1.2733,0.3764,0.3002,0.4045,0.2059,0.5549,0.616,-0.1584,0.406,0.2866,0.2547,0.5621,0.4724,0.4139,0.0191,Control
Utah__C01,1.9086,0.6327,1.6457,1.798,1.0892,0.6901,1.0894,0.6895,1.3218,1.0033,0.1753,0.9884,0.8537,0.8688,0.8188,0.7758,0.7476,0.2919,BRCACancer
Utah__C02,1.5989,0.5952,1.4864,2.0101,1.0738,0.7356,1.1473,0.7028,1.2608,1.0841,0.2802,1.0124,1.0179,0.984,0.7283,0.7919,0.6731,0.2546,BRCACancer
Utah__C03,1.8357,0.7399,1.7799,1.9891,1.2177,0.7402,1.2697,0.7546,1.4177,1.2054,0.2827,0.9869,1.0147,1.1057,1.2241,0.8545,0.8911,0.3331,BRCACancer
Utah__C04,1.4289,0.2542,1.2902,1.3289,0.7859,0.358,1.0875,0.4103,1.0105,0.7416,0.0819,0.4406,0.6635,0.7739,0.4288,0.3592,0.4288,0.2557,Control
Utah__C05,1.4903,0.3015,1.3637,1.6061,0.8526,0.3559,0.9064,0.3906,0.9252,0.6505,0.0543,0.6169,0.5592,0.8224,0.3783,0.3893,0.5349,0.1568,BRCACancer
Utah__C06,0.5402,-0.0289,0.4507,0.4214,0.3861,0.1489,0.3542,0.3575,0.5952,0.3275,-0.1733,0.1469,0.2049,0.5702,0.2141,0.0442,0.2916,0.2126,Control
Utah__C07,1.3128,0.4218,1.4013,1.8707,0.8429,0.5001,0.943,0.5529,0.9807,0.7777,0.1702,0.666,0.82,0.7846,0.528,0.5627,0.6916,0.1693,Control
Utah__C08,1.6442,0.5453,1.5823,1.8919,1.1236,0.6505,0.9042,0.6917,1.2385,0.8713,0.12,0.7756,0.8703,0.9318,0.6644,0.6467,0.8282,0.2718,Control
Utah__C09,1.4492,0.4128,1.3668,1.9741,0.808,0.5611,0.8093,0.5444,1.0087,0.8793,0.1397,0.826,0.7126,0.856,0.4935,0.5911,0.5653,0.2562,Control
Utah__C10,1.2728,0.5375,1.2433,1.9513,0.8335,0.5908,0.9478,0.5362,0.9783,0.8137,0.1718,0.6358,0.8202,0.9446,0.4503,0.6897,0.3619,0.2312,BRCACancer
Utah__C11,1.6518,0.5033,1.5567,1.8334,0.9963,0.583,1.1262,0.6419,1.3659,0.8979,0.2667,0.8221,0.8528,1.0046,0.7812,0.6834,0.8778,0.3358,Control
