@relation data

@attribute id string
@attribute 10 numeric
@attribute 1066 numeric
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 151531 numeric
@attribute 1549 numeric
@attribute 1553 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1890 numeric
@attribute 221223 numeric
@attribute 2990 numeric
@attribute 3251 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute 3704 numeric
@attribute 51733 numeric
@attribute 54490 numeric
@attribute 54963 numeric
@attribute 64816 numeric
@attribute 7083 numeric
@attribute 7084 numeric
@attribute 7172 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7367 numeric
@attribute 7371 numeric
@attribute 7372 numeric
@attribute 7378 numeric
@attribute 7498 numeric
@attribute 79799 numeric
@attribute 83549 numeric
@attribute 8824 numeric
@attribute 8833 numeric
@attribute 9 numeric
@attribute 978 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1027,0.899,-0.0381,-0.0269,-0.067,0.0839,0.2588,0.722,-0.1821,1.0641,-0.0391,1.0316,1.1553,0.5027,1.0897,0.737,-0.0243,-0.2281,0.2643,-0.1217,0.2137,0.743,0.3693,-0.1281,-0.1272,0.1196,0.2355,0.2369,0.8432,1.0646,-0.0933,-0.1194,0.7395,0.7618,1.2026,0.2882,0.7268,Control
A02,-0.2664,0.6079,-0.341,-0.001,-0.0263,0.3002,0.278,0.4293,-0.1631,1.2014,-0.0536,0.9677,0.9332,0.5038,0.8629,0.5068,0.0231,-0.0408,0.1576,-0.0747,0.0985,0.6682,0.4434,-0.0795,0.0103,0.0539,0.1892,0.2671,0.6146,0.8922,-0.0651,-0.197,0.6141,0.6047,1.08,0.146,0.6688,Control
A03,-0.2949,0.4991,-0.1262,0.041,-0.0472,0.1092,0.3328,0.6643,-0.1878,1.7008,0.0028,1.1349,1.1752,0.6134,0.7917,0.703,-0.0468,-0.2341,0.223,-0.1227,0.3522,0.898,0.6167,-0.1621,-0.0926,-0.1091,0.4179,0.3418,0.7872,1.0077,-0.1032,-0.0852,0.7522,0.7734,1.1609,0.2877,0.755,Control
A04,-0.1767,0.8064,-0.286,-0.0339,-0.0749,-0.0282,0.1597,0.4781,-0.1635,0.9952,-0.0818,0.9846,0.9276,0.5204,0.9529,0.4049,0.0027,-0.0283,0.2225,-0.1,0.2757,0.58,0.3969,-0.081,-0.0193,0.0505,0.2655,0.199,0.7106,0.9858,-0.0946,-0.0556,0.6969,0.7075,1.275,0.1544,0.6501,Control
A05,-0.1169,1.3506,-0.192,0.0307,-0.0666,0.0096,0.2808,0.7233,-0.1175,1.5441,-0.0462,1.2601,1.0641,0.6736,0.9573,0.5816,0.0695,-0.0193,0.2938,-0.0598,0.2984,0.9902,0.5445,-0.1399,-0.0107,0.0157,-0.0451,0.3376,0.7899,1.1119,-0.0722,-0.0623,0.8477,1.0064,1.258,0.2066,1.1181,Control
A06,-0.0902,1.4463,-0.2005,0.0349,-0.0244,0.0826,0.2646,0.5701,-0.1865,1.1543,-0.0802,1.1248,0.8582,0.5287,0.8979,0.5591,0.0786,-0.072,0.1496,-0.0649,0.1749,0.8406,0.567,-0.163,-0.1307,-0.0041,0.2703,0.323,0.7051,1.0164,-0.0983,-0.0843,0.6878,0.8418,1.0931,0.2187,0.8113,Control
A07,-0.113,1.2785,-0.1164,0.005,-0.0049,0.1702,0.3432,1.0572,-0.1603,1.0879,-0.0553,1.0822,1.0807,0.5728,0.9149,0.5611,-0.1189,-0.114,0.1587,-0.126,0.2351,0.9404,0.4671,-0.1088,-0.123,-0.0062,0.2776,0.4353,0.8412,0.9438,-0.0785,-0.0571,0.7145,0.7301,1.1804,0.3279,0.764,Control
A08,-0.2348,0.6257,-0.1805,0.1234,-0.077,0.2293,0.3389,1.3083,-0.1746,0.8463,-0.0456,0.9343,0.9805,0.4767,0.9642,0.5898,-0.0834,-0.088,0.1577,-0.1234,0.1451,0.5783,0.4046,-0.2137,-0.08,-0.1188,0.077,0.3276,0.7265,0.9657,-0.101,-0.0889,0.5957,0.6204,1.1762,0.2101,0.5225,Control
A09,-0.1636,0.3727,-0.2307,-0.0178,-0.0563,-0.0244,0.2886,1.0309,-0.1219,1.0731,-0.0861,0.9783,0.9958,0.5637,0.9552,0.5122,0.0919,-0.053,0.1381,-0.0708,0.2395,0.6864,0.4234,-0.1553,0.0099,-0.0242,0.0463,0.3266,0.7884,0.9061,-0.0478,-0.1579,0.7151,0.6794,1.1855,0.1523,0.6099,Control
A10,-0.1311,1.4111,-0.2559,-0.0085,-0.0361,-0.0459,0.2194,1.2867,-0.081,1.0664,-0.0915,1.0261,0.8883,0.6072,0.877,0.4791,-0.0286,-0.1183,0.247,-0.0513,0.1726,0.8043,0.424,-0.1063,-0.0522,-0.0193,0.1419,0.3783,0.8046,1.0583,-0.0955,-0.152,0.7032,0.7524,1.232,0.2319,0.9046,Control
A11,-0.2265,1.0698,-0.4125,-0.0933,0.0126,0.073,0.3134,0.5482,-0.1784,0.7333,-0.0031,0.7912,1.1269,0.3877,0.6385,0.504,0.117,-0.1339,0.1903,-0.1564,0.2884,0.6646,0.2667,-0.1765,-0.1295,0.0665,0.4073,0.2286,0.5557,0.6739,-0.0549,-0.0215,0.624,0.5925,1.0266,0.271,0.3819,Control
A12,-0.0068,0.5615,-0.0782,0.0473,0.0509,0.6345,0.2263,0.3019,-0.197,0.3485,-0.1272,1.0059,0.6128,0.4214,0.9176,0.3269,0.1174,0.1192,0.0303,-0.0284,0.0846,0.3434,0.2666,-0.001,-0.0956,0.152,0.7563,0.3468,0.2996,0.7229,0.0504,9e-04,0.4315,0.3435,0.899,0.2673,0.5658,Control
B01,-0.1062,0.7527,0.0466,-0.0212,-0.0039,0.2926,0.2112,0.725,-0.2108,0.5218,0.0539,0.9528,0.9147,0.4695,0.9846,0.5014,0.096,-0.1031,-0.0503,-0.0731,0.0209,0.4861,0.36,-0.0923,-0.3495,-0.1233,0.2629,0.3671,0.6725,0.9835,0.0414,-0.0037,0.4407,0.5239,0.9431,0.1033,0.6152,Control
B02,-0.2655,1.1328,-0.2101,-0.0497,-0.0531,0.2016,0.1722,0.5366,-0.1395,1.3178,-0.0402,1.1278,1.0804,0.6237,1.0262,0.6196,0.0581,-0.1354,0.2467,-0.0658,0.2647,0.7584,0.4082,-0.0745,-0.0596,0.0169,0.2078,0.3511,0.8983,1.2712,-0.0272,-0.0809,0.7786,0.7926,1.171,0.1376,0.8426,Control
B03,-0.0987,0.7808,-0.1798,-0.0629,-0.0259,0.0907,0.3074,0.6792,-0.1798,0.8997,0.043,1.0545,1.0563,0.4938,0.8409,0.5496,0.184,-0.1658,0.1182,-0.0584,0.1648,0.6646,0.4427,-0.1346,-0.2281,-0.0348,0.2927,0.3463,0.8192,1.0689,7e-04,-0.2218,0.6598,0.7199,1.0856,0.1752,0.6235,BRCACancer
B04,-0.0178,0.653,-0.2277,0.0125,-0.0654,-0.011,0.2015,1.2633,-0.191,0.8704,-0.0277,0.8331,0.6035,0.5439,0.6352,0.5961,-0.1284,0.0145,0.1496,-0.1418,0.1117,0.6738,0.4073,-0.0812,-0.2064,-0.038,0.2532,0.4681,0.5994,0.8891,-0.0467,0.0288,0.5246,0.4935,1.0558,0.1678,0.3146,BRCACancer
B05,-0.1866,0.0623,-0.0543,0.0381,-0.0427,0.035,0.2134,0.4054,-0.2501,0.9024,-0.0676,1.1587,0.8371,0.5327,0.8786,0.5791,-0.0765,-0.0339,0.1574,0.0069,0.2797,0.5008,0.3689,-0.0788,-0.0289,0.054,0.7424,0.314,0.5694,1.0483,-0.0061,9e-04,0.5372,0.5102,0.8969,0.1746,0.5445,BRCACancer
B06,-0.3559,0.9822,-0.16,-0.0472,0.0625,-0.0069,0.1828,0.5275,-0.2175,0.6108,0.1364,0.765,0.5568,0.3539,0.6075,0.3575,-0.0565,-0.195,-0.1972,-0.0192,-0.257,0.3204,0.3763,-0.0672,-0.2274,0.1692,0.4111,0.3094,0.5682,0.5421,0.0817,-0.0156,0.2363,0.3885,0.643,0.2585,0.3182,BRCACancer
B07,-0.0662,1.1305,-0.1067,-0.0484,-0.0104,0.1772,0.2602,0.6093,-0.1499,1.333,-0.0571,1.139,1.01,0.6672,1.0326,0.7878,-0.0541,-0.15,0.2405,-0.0551,0.2275,0.6982,0.4816,-0.0868,-0.1017,0.0028,0.4527,0.3526,0.9747,1.1893,-0.0772,-0.0854,0.7452,0.6967,1.1479,0.24,0.8513,BRCACancer
B08,-0.1324,1.4316,-0.251,-0.0959,-0.0389,0.0466,0.4448,0.3497,-0.098,1.1165,0.0414,1.0827,1.0865,0.5139,0.6842,0.5542,0.146,-0.1139,0.1729,-0.1301,0.3716,0.8963,0.4235,-0.1719,-0.1401,0.0778,0.4473,0.1904,0.5042,0.8524,-0.0497,-0.1301,0.7468,0.6892,1.0787,0.1949,0.7709,Control
B09,-0.3918,0.1906,-0.1287,-0.1264,-0.0444,0.5237,0.1976,1.0108,-0.1902,0.6443,-0.0816,0.7414,0.6094,0.4243,0.5635,0.4424,0.0896,-0.1475,0.1686,-0.1093,0.1653,0.4821,0.2658,-0.2151,-0.1747,-0.0219,0.439,0.2318,0.291,0.7848,-0.0893,-0.1496,0.5884,0.4374,0.8918,-0.0316,0.317,Control
B10,-0.1049,0.3563,-0.2941,-0.0335,-0.0345,-0.0666,0.231,0.9543,-0.162,0.7805,-0.0197,0.7964,0.5937,0.4525,0.6922,0.364,-0.029,-0.0818,0.0512,-0.0573,0.1769,0.4194,0.3619,-0.1396,-0.0612,-0.0177,0.1862,0.2719,0.4816,0.8022,-0.0372,-0.1377,0.4917,0.4295,0.9514,0.106,0.4458,Control
B11,-0.1642,0.4745,-0.061,0.1155,-0.0718,0.0512,0.5594,0.6586,-0.0735,1.2266,-0.084,1.1067,1.0042,0.6092,0.9368,0.5924,0.0378,0.0289,0.1569,-0.1121,0.4714,0.7576,0.4065,-0.1131,-0.0547,-0.0412,0.0208,0.2349,0.6749,1.1068,-0.0604,-0.1259,0.7037,0.5714,1.084,0.331,0.7413,Control
B12,-0.0677,0.277,-0.3113,-0.1001,-0.0663,0.0457,0.2411,0.9441,-0.2158,0.7749,-0.0684,0.6782,0.2765,0.4115,0.3827,0.3363,-0.091,-0.1815,0.0916,-0.0837,0.0153,0.2908,0.1233,-0.2407,0.0165,0.0326,0.2343,0.1582,0.3491,0.6551,-0.0963,-0.1609,0.4537,0.2855,0.6025,0.0441,0.2764,Control
