@relation data

@attribute id string
@attribute 10818 numeric
@attribute 805 numeric
@attribute 4303 numeric
@attribute 6774 numeric
@attribute 801 numeric
@attribute 156 numeric
@attribute 253260 numeric
@attribute 57761 numeric
@attribute 673 numeric
@attribute 3710 numeric
@attribute 5170 numeric
@attribute 4193 numeric
@attribute 1385 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 64223 numeric
@attribute 4893 numeric
@attribute 10000 numeric
@attribute 84335 numeric
@attribute 6016 numeric
@attribute 6014 numeric
@attribute 1432 numeric
@attribute 6300 numeric
@attribute 3845 numeric
@attribute 53358 numeric
@attribute 109 numeric
@attribute 4803 numeric
@attribute 108 numeric
@attribute 107 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 7529 numeric
@attribute 814 numeric
@attribute 5899 numeric
@attribute 5898 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 8660 numeric
@attribute 1398 numeric
@attribute 5335 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute 23239 numeric
@attribute 842 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1147 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 111 numeric
@attribute 5577 numeric
@attribute 7249 numeric
@attribute 2475 numeric
@attribute 55811 numeric
@attribute 387 numeric
@attribute 572 numeric
@attribute 5136 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5600 numeric
@attribute 5605 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5607 numeric
@attribute 196883 numeric
@attribute 2889 numeric
@attribute 6199 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 57498 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 3265 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 9261 numeric
@attribute 2932 numeric
@attribute 2931 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 117145 numeric
@attribute 5728 numeric
@attribute 5906 numeric
@attribute 6714 numeric
@attribute 5900 numeric
@attribute 79109 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 3164 numeric
@attribute 25759 numeric
@attribute 5295 numeric
@attribute 4914 numeric
@attribute 5296 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7799,1.1541,1.1989,1.4524,2.327,1.1867,1.8849,0.1189,0.5978,0.8558,0.7923,1.3662,1.8356,0.6157,0.8453,0.3965,2.7938,0.6233,0.3083,1.9769,-0.1552,1.4449,-0.1579,1.5967,-0.0759,0.3687,-0.0474,-0.0756,-0.0295,-0.1267,0.3256,2.4175,1.3209,1.3287,0.8175,0.8865,0.5948,0.945,1.1287,-0.1227,0.5042,0.9907,1.7307,1.8555,1.1825,0.0687,2.0788,0.2568,0.8967,-0.1515,0.2911,1.5171,0.0494,1.7333,1.7841,0.7565,-0.0442,1.0216,0.3057,1.0383,-0.1296,0.765,0.2409,-0.0931,1.1704,0.3323,-0.0236,0.4307,1.0042,0.7341,0.6076,0.1272,0.8562,0.8074,1.6355,1.0952,0.5406,1.48,1.1256,1.76,0.4236,0.7579,0.8352,0.9459,0.6628,1.039,2.6139,1.2717,0.998,1.2392,1.3016,0.3755,0.6196,0.5277,1.5746,1.5626,0.5126,-0.1669,1.4982,0.089,0.2071,Control
A02,0.4949,0.9777,1.071,1.317,2.3401,1.05,1.4736,0.1156,0.4645,0.6946,0.6688,1.1733,1.527,0.5686,0.6275,0.332,2.9993,0.3831,0.1395,1.9598,-0.1706,1.1614,-0.0901,1.3547,-0.064,0.2795,-0.0102,-0.0214,0.0718,-0.0426,0.2626,2.3201,0.7169,1.2542,0.4446,0.4161,0.373,0.8462,0.9806,-0.1089,0.281,0.7806,1.247,1.8585,1.0744,0.0861,2.1743,0.1809,0.6211,-0.1772,0.2222,1.302,-0.0038,1.5533,1.5394,0.8046,0.0331,1.1411,0.2579,0.8076,-0.1032,0.54,0.1478,-0.0624,1.3198,0.2192,-0.0148,0.3006,0.9425,0.48,0.312,0.0269,0.6121,0.5416,1.481,1.0379,0.322,1.1293,0.9005,1.6579,0.3716,0.5221,0.6307,0.8406,0.4686,1.0386,2.1529,0.9753,0.6473,0.6452,1.0126,0.3775,0.506,0.2836,1.3014,1.4139,0.4042,-0.1382,1.1993,0.2181,0.1689,Control
A03,0.7036,1.2312,1.267,1.4815,2.5223,1.2579,1.6646,0.1526,0.5178,0.7329,0.8003,1.5264,1.7022,0.6805,0.7841,0.4396,3.0903,0.396,0.282,1.8943,-0.1257,1.3753,-0.0782,1.6527,-0.0992,0.3236,-0.0147,-0.0304,0.0628,-0.0694,0.3779,2.5593,0.7838,1.4477,0.7238,0.6397,0.571,1.0405,0.9935,-0.0955,0.4254,0.9451,1.3323,1.9244,1.2517,0.0926,2.1303,0.1838,0.9002,-0.1901,0.4127,1.5398,0.0352,1.9885,1.7337,0.7989,0.0413,1.0566,0.325,1.0044,-0.0809,0.8594,0.1867,-0.1039,1.4141,0.3369,0.0233,0.4986,0.9742,0.7059,0.4016,0.1701,0.9528,0.7409,1.7658,1.0752,0.5719,1.4895,1.1275,1.9065,0.3757,0.5995,0.8656,1.1179,0.609,1.1391,2.3934,1.692,0.6176,0.9168,1.1563,0.6195,0.6615,0.529,1.3967,1.4596,0.7621,-0.1701,1.3339,0.1827,0.2691,Control
A04,0.5715,1.025,1.1357,1.3965,2.6032,1.1386,1.6612,0.2226,0.5636,0.7843,0.7491,1.155,1.6873,0.6225,0.7141,0.3908,3.0364,0.5255,0.2514,1.9765,-0.1306,1.2634,0.0243,1.1951,-0.0951,0.3505,0.0577,-0.0503,0.0443,-0.1119,0.1979,2.4235,1.0123,1.2889,0.6367,0.6211,0.4068,0.8362,1.1638,-0.1322,0.5054,0.8166,1.3202,1.8452,1.2396,0.1265,2.2819,0.2112,0.7648,-0.1469,0.2531,1.079,0.0731,1.5892,1.6705,0.8019,-0.0013,1.3226,0.2905,0.953,-0.0584,0.5096,0.2507,-0.0579,1.3003,0.2924,0.1349,0.4277,1.0887,0.5113,0.3368,0.0576,0.7611,0.6969,1.4795,1.0602,0.4581,1.3823,1.028,1.7434,0.3609,0.6647,0.6114,0.9438,0.5054,0.9664,2.6652,0.9804,1.0036,0.7608,1.0515,0.414,0.5979,0.4347,1.353,1.4002,0.5787,-0.0427,1.4882,0.1326,0.2883,Control
A05,0.6391,0.9902,1.2386,1.4478,2.287,1.3225,1.6544,0.2709,0.6105,0.7231,0.8948,1.345,1.7772,0.7463,0.7904,0.4851,3.3113,0.5106,0.3826,2.1947,-0.1016,1.514,0.0052,1.4096,-0.0728,0.3581,-8e-04,-0.0387,0.0207,-0.0847,0.3546,2.404,0.8377,1.583,0.6721,0.7129,0.5365,1.1378,1.0454,-0.0826,0.6518,0.9618,1.2108,1.9782,1.3175,0.1139,2.3833,0.2506,0.998,-0.1504,0.3876,1.4435,0.1343,1.91,1.8077,0.8988,-0.0265,1.4163,0.3768,1.0559,-0.0717,0.6538,0.3108,-0.0631,1.6499,0.3437,0.1042,0.5021,0.9788,0.726,0.4573,0.15,0.8114,0.8303,1.8562,1.2157,0.599,1.5544,1.0464,1.9721,0.4772,0.6917,0.8284,1.0178,0.6009,1.2576,2.4343,1.7524,0.7198,0.9371,1.0668,0.6469,0.5895,0.5105,1.4836,1.8548,0.6469,-0.049,1.3381,0.0916,0.3996,Control
A06,0.5445,1.1486,1.1749,1.3706,2.2428,1.1441,1.5707,0.0788,0.5021,0.679,0.7874,1.2339,1.6188,0.6458,0.7372,0.3235,2.8748,0.4506,0.2667,1.9557,-0.163,1.2099,-0.1294,1.4336,-0.111,0.241,-0.0398,-0.0293,0.0266,-0.0994,0.2215,2.4712,0.8162,1.2899,0.5849,0.5875,0.5076,1.0087,0.8785,-0.1543,0.7248,0.87,1.2063,1.9638,1.1796,0.061,2.1363,0.1843,0.9565,-0.2147,0.2854,1.3907,0.0107,1.7796,1.7479,0.7671,-0.0294,1.0561,0.2751,0.9456,-0.0503,0.5802,0.2291,-0.0849,1.3316,0.2962,-0.086,0.3564,0.8609,0.6824,0.3937,0.0781,0.6859,0.6887,1.5705,1.0037,0.4086,1.4324,0.8852,1.8749,0.2467,0.6267,0.7511,1.009,0.5351,1.0334,2.297,1.4036,0.7504,0.835,0.8997,0.4253,0.51,0.4516,1.3845,1.4475,0.5953,-0.1671,1.3761,0.094,0.1914,Control
A07,0.8019,1.4495,1.0711,1.4224,2.296,1.1623,1.8248,0.0222,0.7036,0.6968,0.8207,1.3922,1.8387,0.597,0.7443,0.3672,2.9085,0.74,0.2365,2.0403,-0.1612,1.5901,-0.13,1.7064,-0.1254,0.3313,0.0403,-0.0242,0.0569,-0.0792,0.2168,2.4695,1.2401,1.4912,0.832,1.0091,0.8894,0.903,1.1356,-0.131,0.611,1.0263,1.2924,2.0261,1.2869,0.1063,2.1759,0.1873,0.8172,-0.1782,0.3257,1.4674,0.0219,1.8816,1.7697,0.7989,0.0295,1.1756,0.2991,0.982,-0.0411,0.7994,0.2349,-0.0597,1.4198,0.4192,-0.0731,0.4096,0.9428,0.8669,0.6288,0.0587,1.0563,0.6782,1.8609,0.9863,0.4761,1.5426,1.1765,1.9127,0.364,0.8084,1.009,1.0917,0.8251,1.0684,2.1826,1.1581,0.9666,1.3069,1.4728,0.359,0.5152,0.615,1.5934,1.5467,0.6528,-0.1573,1.6231,0.1565,0.2011,Control
A08,0.8711,1.2527,0.8841,1.3603,2.2139,1.0552,2.1937,0.0337,0.87,0.7065,0.8395,1.4066,1.919,0.5375,0.7355,0.3279,2.6904,1.0516,0.1595,1.6528,-0.0841,1.6278,-0.1106,1.6216,-0.1016,0.2182,0.0402,-0.0634,-0.0018,-0.1004,0.2971,2.3332,1.6919,1.2386,1.0383,1.3625,0.9915,0.9887,1.1812,-0.03,0.4644,0.7391,1.4821,1.7243,1.1737,0.0189,1.9205,0.2663,0.7257,-0.1807,0.3097,1.3187,0.0594,1.7361,1.7375,0.784,-0.0316,0.8746,0.2897,1.0594,-0.0854,0.8642,0.086,-0.0764,1.1173,0.5599,-0.0884,0.3414,0.8045,0.8829,0.805,0.1812,1.1569,0.5888,1.7198,1.0102,0.3987,1.5947,1.467,1.9432,0.2967,0.9922,1.0928,1.041,1.0661,0.9192,1.9952,1.1244,1.0072,1.4954,1.7029,0.3481,0.5487,0.7545,1.7501,1.5683,0.5616,-0.1806,1.714,0.0775,0.168,Control
A09,0.6865,0.951,1.068,1.3413,2.2423,1.0908,1.7465,0.0229,0.6839,0.6507,0.8331,1.302,1.7005,0.5633,0.6938,0.3416,2.8883,0.7535,0.2373,1.7903,-0.0769,1.4374,-0.0919,1.5553,-0.0928,0.3049,0.0405,-0.0134,0.0294,-0.0735,0.318,2.5884,1.2272,1.3293,0.7359,1.0165,0.772,1.0256,1.096,-0.2464,0.5505,0.8608,1.3752,1.9258,1.1124,0.0974,2.3034,0.2084,0.7466,-0.1889,0.2174,1.4072,0.0714,1.7364,1.637,0.7778,0.0355,1.1918,0.2581,0.8822,-0.076,0.5863,0.207,-0.0492,1.265,0.4159,-0.0165,0.356,0.8572,0.7767,0.6095,0.1188,1.0474,0.6974,1.8278,1.0062,0.3762,1.3858,0.9988,1.8616,0.349,0.7685,0.9804,1.0265,0.7154,0.987,2.2289,1.3153,0.8251,1.3533,1.2388,0.4569,0.554,0.5832,1.4582,1.4714,0.6747,-0.1667,1.5464,0.1723,0.1702,Control
A10,0.7599,1.2653,1.0948,1.4577,2.2774,1.1341,2.0044,0.121,0.7899,0.6346,0.8665,1.3575,1.9569,0.5633,0.7332,0.3939,2.9966,0.8026,0.2919,2.1747,-0.0998,1.7306,-0.0033,1.4415,-0.0523,0.272,-0.0079,-0.0575,-0.0156,-0.0737,0.208,2.4465,1.1449,1.497,0.812,0.8795,0.9771,0.9363,1.2467,-0.1022,0.6655,0.8286,1.2657,1.9263,1.2695,0.0576,2.2451,0.244,0.9483,-0.1492,0.3596,1.4266,0.1067,1.7079,1.7832,0.79,-0.062,1.3995,0.3007,1.0156,-0.0811,0.7708,0.2064,-0.057,1.3904,0.4842,0.0023,0.4749,1.0123,0.8171,0.6042,0.1176,1.0854,0.6944,1.802,0.9394,0.4371,1.7051,1.3316,1.9537,0.398,0.8089,1.0339,1.0756,0.9142,1.05,1.7823,1.1616,0.8348,1.3318,1.509,0.4388,0.6166,0.6533,1.6941,1.7523,0.4459,-0.1373,1.6535,0.0962,0.2665,Control
