@relation data

@attribute id string
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1385 numeric
@attribute 156 numeric
@attribute 196883 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5321 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 55811 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 814 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0192,-0.0698,0.3841,-0.0392,0.0464,1.6991,-0.1513,0.2716,1.8416,1.1615,0.1129,0.4303,0.0585,1.2713,0.6216,0.7493,0.8186,0.8509,-0.0902,-0.1231,0.3058,0.541,1.7084,0.577,-0.0589,0.9255,1.1308,-0.1281,1.8462,0.0738,1.1601,0.9927,-0.1255,2.3173,1.1595,2.0808,1.3522,-0.0985,Control
Utah__A02,0.0821,-0.0157,0.2867,0.0397,-0.0129,1.5213,-0.1765,0.2021,1.5349,1.0217,0.0076,0.2262,-0.0059,1.2539,0.1857,0.5121,0.6118,0.687,-0.0592,-0.0358,0.2419,0.4199,1.6702,0.4872,-0.0815,0.8176,0.9731,-0.1142,1.8492,0.0916,1.0518,1.124,-0.0981,2.331,0.9813,2.1764,0.6933,-0.1045,Control
Utah__A03,0.0731,-0.0248,0.3348,0.048,0.0306,1.9512,-0.1891,0.3941,1.7089,1.2344,0.1578,0.3007,0.1377,1.4944,0.4253,0.59,0.8493,0.726,-0.1012,-0.0635,0.3589,0.5097,2.0238,0.7102,-0.1083,1.0298,0.9868,-0.1007,1.9151,0.0982,1.2293,1.0311,-0.0751,2.5215,1.2374,2.1323,0.7663,-0.1087,Control
Utah__A04,0.0545,-0.0445,0.3642,0.0045,0.0729,1.5568,-0.1467,0.2332,1.6942,1.1123,0.0398,0.1828,0.117,1.2238,0.2721,0.6555,0.5923,0.7783,-0.0546,-0.1077,0.1761,0.324,1.6228,0.5036,-0.0722,0.8067,1.1682,-0.1378,1.8358,0.1327,1.2172,1.3233,-0.0518,2.6061,1.0291,2.2841,1.0155,-0.0785,Control
Utah__A05,0.0309,-0.033,0.3725,-0.0212,0.1413,1.8737,-0.1501,0.3688,1.7835,1.3005,0.1368,0.4625,0.1931,1.7829,0.4482,0.6827,0.8117,0.716,-0.0599,-0.0794,0.3352,0.6523,1.8707,0.8193,-0.0609,1.1361,1.0421,-0.0876,1.969,0.1199,1.2952,1.4262,-0.0656,2.2755,0.994,2.3856,0.8251,-0.0983,Control
Utah__A06,0.0369,-0.0237,0.2447,-0.0242,0.0033,1.7448,-0.2133,0.2657,1.6261,1.1179,0.0614,0.3563,0.0202,1.4557,0.3223,0.6173,0.7335,0.6711,-0.0819,-0.0947,0.2002,0.4123,1.742,0.6236,-0.0817,0.9951,0.8643,-0.1601,1.9546,0.0659,1.1572,1.0306,-0.0435,2.2293,1.154,2.1384,0.8016,-0.1287,Control
Utah__A07,0.0671,-0.0186,0.3432,0.036,0.0158,1.8456,-0.1774,0.3064,1.8447,1.1366,0.041,0.8391,0.049,1.4363,0.8825,0.8001,0.9943,0.6893,-0.0564,-0.0737,0.1953,0.6192,1.7855,0.642,-0.0893,0.8796,1.1382,-0.1365,2.0169,0.1122,1.2646,1.1618,-0.034,2.2849,1.4581,2.178,1.264,-0.1373,Control
Utah__A08,0.0084,-0.0576,0.2198,-0.0264,0.0577,1.7018,-0.1798,0.2902,1.9244,1.0271,0.1695,0.6234,0.0099,1.0425,1.0342,0.9849,1.0792,0.6991,-0.0733,-0.0957,0.2768,0.4231,1.7589,0.4185,-0.0928,0.9732,1.1867,-0.0345,1.7149,0.0231,1.1512,0.8313,-0.0798,2.199,1.2592,1.9223,1.7568,-0.1014,Control
Utah__A09,0.0396,-0.0078,0.3145,0.0421,0.071,1.7021,-0.1879,0.1972,1.7073,1.0635,0.104,0.7121,-0.0023,1.2229,0.861,0.7599,0.9655,0.6424,-0.0458,-0.0679,0.2981,0.4106,1.6492,0.5998,-0.0597,1.0136,1.096,-0.253,1.9165,0.1031,1.0899,1.1797,-0.0701,2.2287,0.9544,2.3056,1.2499,-0.097,Control
Utah__A10,-0.0054,-0.0518,0.2785,-0.0574,0.1104,1.674,-0.149,0.3406,1.9621,1.1078,0.1028,0.9357,0.1123,1.2406,0.8051,0.8006,1.0196,0.626,-0.0536,-0.068,0.1864,0.6973,1.7309,0.5409,-0.0569,0.9161,1.2565,-0.1074,1.917,0.0625,1.2472,1.4077,-0.0753,2.2654,1.2719,2.2472,1.1602,-0.0782,Control
