@relation data

@attribute id string
@attribute 10507 numeric
@attribute 5062 numeric
@attribute 10398 numeric
@attribute 9826 numeric
@attribute 389 numeric
@attribute 388 numeric
@attribute 387 numeric
@attribute 79784 numeric
@attribute 10154 numeric
@attribute 6093 numeric
@attribute 2064 numeric
@attribute 5880 numeric
@attribute 5361 numeric
@attribute 23365 numeric
@attribute 10570 numeric
@attribute 971 numeric
@attribute 5362 numeric
@attribute 5365 numeric
@attribute 5364 numeric
@attribute 56896 numeric
@attribute 10371 numeric
@attribute 3688 numeric
@attribute 7305 numeric
@attribute 8829 numeric
@attribute 2909 numeric
@attribute 80031 numeric
@attribute 5879 numeric
@attribute 23129 numeric
@attribute 55558 numeric
@attribute 5788 numeric
@attribute 57556 numeric
@attribute 2932 numeric
@attribute 9723 numeric
@attribute 1809 numeric
@attribute 1072 numeric
@attribute 3985 numeric
@attribute 6237 numeric
@attribute 3984 numeric
@attribute 3320 numeric
@attribute 27289 numeric
@attribute 4637 numeric
@attribute 9855 numeric
@attribute 23396 numeric
@attribute 103910 numeric
@attribute 4233 numeric
@attribute 9475 numeric
@attribute 8482 numeric
@attribute 391 numeric
@attribute 8851 numeric
@attribute 3672 numeric
@attribute 5058 numeric
@attribute 3326 numeric
@attribute 2242 numeric
@attribute 1400 numeric
@attribute 1020 numeric
@attribute 91584 numeric
@attribute 9037 numeric
@attribute 54209 numeric
@attribute 4627 numeric
@attribute 7094 numeric
@attribute 4628 numeric
@attribute 2534 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.8285,1.0093,0.6784,0.7329,0.5417,1.1009,0.765,-0.0409,1.1632,1.5435,0.1521,1.5732,0.2885,0.7327,0.0301,0.7929,0.0228,0.0315,0.0097,-0.0982,0.0791,2.4273,1.4768,-0.0538,0.7442,-0.1193,0.6575,0.6238,0.3581,3.057,-0.083,0.6628,-0.1677,-0.0302,0.6877,0.752,0.9716,0.4778,0.7571,-0.0551,1.6715,0.2414,0.3095,0.8222,-0.0539,1.0241,0.3464,1.1865,0.0436,0.1531,1.1544,1.772,0.5518,-0.0232,0.5311,0.1174,-0.0093,-0.1384,1.9205,2.3174,-0.0602,1.6042,1.3548,Control
A02,1.5171,0.8765,0.6936,0.642,0.7679,1.1965,0.54,-0.0499,1.0859,1.2563,0.2583,1.4654,0.2782,0.7351,0.0772,0.4535,0.0632,0.0065,0.1114,-0.0453,-8e-04,2.1759,1.3882,-0.0708,0.4857,-0.1625,0.5148,0.5807,0.1921,3.0587,-0.0528,0.4686,-0.0884,-0.0063,0.5874,0.5377,1.1536,0.5419,0.6913,-0.1273,1.5097,0.2393,0.3028,0.4461,0.1428,0.7698,0.3355,1.1236,0.15,0.1756,1.1633,1.5063,0.3855,0.0401,0.4824,0.0826,0.031,0.0479,1.6908,2.3906,-0.1182,1.263,1.0825,Control
A03,1.5652,0.9832,0.6769,0.8462,0.8523,1.359,0.8594,-0.0169,1.2941,1.5334,0.2874,1.5812,0.2886,0.8563,-0.0064,0.4169,0.1145,0.0211,0.1278,-0.0788,-0.0188,2.3183,1.5911,0.0019,0.6769,-0.1992,0.7441,0.6466,0.271,3.1701,-0.0411,0.609,-0.092,0.0084,0.8608,0.8119,1.431,0.6022,0.8905,-0.053,1.782,0.3089,0.4082,0.8027,0.1217,0.9883,0.3285,1.2719,0.0451,0.1318,1.4142,1.8742,0.6974,0.0309,0.7743,0.0608,-0.0194,-0.0232,1.8539,2.607,-0.0901,1.4626,1.3582,Control
A04,1.6149,0.9574,0.7548,0.5759,0.8717,1.2027,0.5096,0.0331,0.9976,1.1857,0.2938,1.5576,0.3301,0.6639,0.0772,0.549,0.0524,0.1187,0.1004,-0.0558,0.0172,2.3751,1.3387,-0.0852,0.5071,-0.1316,0.4666,0.6823,0.35,3.2973,-0.0495,0.5054,-0.0729,-0.0072,0.6536,0.4586,1.2244,0.5622,0.7697,-0.1028,1.5477,0.2252,0.4354,0.5707,0.0367,0.9111,0.2624,1.1859,0.2542,0.1578,1.0138,1.8501,0.3662,0.005,0.5908,0.0857,0.0036,-0.1812,1.7767,2.6218,-0.0626,1.4429,1.2386,Control
A05,1.667,1.0515,0.9483,0.8211,0.9087,1.5034,0.6538,0.0583,1.2788,1.4238,0.3689,1.5776,0.3002,0.969,0.0887,0.6695,0.1183,0.1776,0.0733,-0.0815,-0.0167,2.221,1.74,-0.0537,0.6351,-0.142,0.6929,0.9066,0.2767,3.1618,-0.0882,0.6009,-0.0502,-0.0525,0.7912,0.759,1.4799,0.8112,0.69,-0.0409,1.75,0.2799,0.5691,0.4645,0.0534,1.0007,0.4224,1.4782,0.2406,0.1263,1.356,1.4187,0.7887,0.0122,0.8706,0.0293,-0.0058,-0.0498,1.9597,2.9588,-0.0509,1.4763,1.2977,Control
A06,1.6207,0.8871,0.7696,0.7549,0.741,1.1858,0.5802,-0.1174,1.1841,1.3049,0.285,1.518,0.2323,0.7818,0.0464,0.2539,0.1027,0.0187,0.0796,-0.0489,0.0215,2.0446,1.6779,0.0125,0.5915,-0.1608,0.5468,0.6782,0.1477,2.8986,-0.0476,0.5351,-0.1008,0.0196,0.669,0.6212,1.1824,0.5633,0.6767,-0.126,1.7572,0.2336,0.3553,0.6819,0.0458,0.8291,0.2803,1.2302,0.1428,0.0459,1.2821,1.7012,0.707,-0.0229,0.6335,0.0903,-0.0109,0.0399,1.7847,2.6128,-0.0967,1.3895,1.1472,Control
A07,1.6395,1.0399,0.6051,0.8182,0.8525,1.5576,0.7994,-0.0412,1.377,1.5625,0.2977,1.6586,0.2968,0.7097,0.0356,0.3638,0.111,0.0391,0.1265,-0.048,-0.0206,2.4763,1.6074,0.0197,0.6241,-0.1789,0.7206,0.7467,0.2198,3.3824,-0.0475,0.8251,-0.088,0.0015,0.5738,0.6768,1.3586,0.5803,0.5796,-0.0093,1.6525,0.316,0.3948,0.5815,0.0411,1.0158,0.3183,1.2477,0.1944,0.0919,1.3527,1.4115,0.661,0.0274,0.675,0.179,0.0229,-0.0114,1.8441,2.4816,-0.1008,1.8589,1.571,Control
A08,1.6975,1.2064,0.5032,0.7224,0.7481,1.0895,0.8642,-0.0754,1.3439,1.5997,0.2675,1.3993,0.2761,0.6115,-0.0051,0.5319,0.0826,-0.0048,0.0376,-0.0664,-0.0402,2.328,1.0585,-0.0904,0.7265,-0.1469,0.8123,0.5273,0.2622,3.4982,-0.0637,1.0661,-0.1844,-0.0606,0.5525,0.7857,1.0565,0.421,0.7084,-0.0511,1.4781,0.3044,0.3383,0.6073,-0.0034,0.995,0.2544,1.0952,0.1844,0.048,1.1951,1.5747,0.4045,-0.0542,0.4113,0.1146,-0.0161,-0.1663,1.7583,2.2507,-0.0717,1.9941,1.6801,Control
A09,1.7249,0.9376,0.851,0.6424,0.7389,1.1615,0.5863,-0.0345,1.3861,1.5151,0.1983,1.481,0.2824,0.8489,0.098,0.4017,0.1236,0.0124,0.1283,-0.0686,-0.0112,2.5756,1.2352,-0.0447,0.6488,-0.1524,0.5927,0.6401,0.2467,3.4433,-0.0504,0.7154,-0.1191,0.0025,0.6291,0.7065,1.2752,0.4957,0.5974,-0.0433,1.6887,0.2662,0.3449,0.4109,0.0382,0.8802,0.3728,1.1858,0.0687,0.0426,1.2691,1.5467,0.4434,0.0298,0.536,0.1181,0.005,-0.0698,1.8592,2.5289,-0.0881,1.7212,1.4154,Control
A10,1.7858,1.0688,1.1726,0.7579,0.6275,1.0667,0.7708,0.0159,1.4356,1.483,0.2637,1.5596,0.2155,0.9036,0.0312,0.6027,0.0943,0.0813,0.0548,-0.1532,-0.0506,2.7093,1.4469,-0.0603,0.7442,-0.1446,0.7228,0.7368,0.2638,3.618,-0.0731,0.9142,-0.1095,-0.0505,0.5694,0.7383,1.1387,0.5862,0.6163,-0.0662,1.6293,0.3002,0.3754,0.5382,0.0124,1.1883,0.3947,1.1379,0.1455,0.1278,1.3532,1.4562,0.5292,-0.0194,0.6306,0.022,0.0384,-0.107,1.9254,2.7276,-0.052,1.9662,1.5851,Control
