@relation data

@attribute id string
@attribute 805 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 10580 numeric
@attribute 7125 numeric
@attribute 10398 numeric
@attribute 7169 numeric
@attribute 7168 numeric
@attribute 1756 numeric
@attribute 7137 numeric
@attribute 7138 numeric
@attribute 140465 numeric
@attribute 7135 numeric
@attribute 7136 numeric
@attribute 7134 numeric
@attribute 3693 numeric
@attribute 4604 numeric
@attribute 7171 numeric
@attribute 72 numeric
@attribute 4607 numeric
@attribute 4606 numeric
@attribute 7170 numeric
@attribute 8557 numeric
@attribute 59 numeric
@attribute 10174 numeric
@attribute 7140 numeric
@attribute 4703 numeric
@attribute 7414 numeric
@attribute 4634 numeric
@attribute 4633 numeric
@attribute 7139 numeric
@attribute 4632 numeric
@attribute 4638 numeric
@attribute 4637 numeric
@attribute 4635 numeric
@attribute 103910 numeric
@attribute 7273 numeric
@attribute 5829 numeric
@attribute 25802 numeric
@attribute 7111 numeric
@attribute 3672 numeric
@attribute 4621 numeric
@attribute 7431 numeric
@attribute 1674 numeric
@attribute 4624 numeric
@attribute 4626 numeric
@attribute 4629 numeric
@attribute 7094 numeric
@attribute 808 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1595,0.0057,2.3173,-0.033,0.0396,0.6685,0.3329,0.4337,-0.1055,-0.0874,0.1724,0.092,0,-0.0399,0.1813,0.3067,-0.1299,0.8043,-0.0173,0.0915,-0.0919,0.6489,-0.0988,0.2038,0.2149,0.0255,0.0289,1.2043,0.0302,-0.1341,-0.0787,-0.0206,0.1814,1.6807,-0.031,0.8235,0.7234,0.9824,-0.0719,0.0425,0.1684,-0.056,2.3803,-0.0782,-0.0482,-0.1615,-0.0019,2.263,2.0808,-0.0417,-0.0335,Control
A02,0.9813,0.0133,2.331,-0.0506,0.0404,0.6838,0.0218,0.2931,-0.1329,-0.1403,0.0892,-0.0707,0.0939,0.0934,0.1101,0.2963,-0.0939,0.49,0.0074,0.1139,-0.1245,0.5487,0.1136,0.2303,0.1925,-0.0327,3e-04,1.1346,0.1471,-0.12,0.0022,0.0154,0.1911,1.5091,-0.0675,0.4186,0.2588,0.7957,-0.0316,0.1416,0.1934,-0.0602,2.1655,0.0986,-0.048,-0.1536,-0.037,2.3387,2.1764,-0.0217,-0.0834,Control
A03,1.2374,0.022,2.5215,-0.0584,0.1381,0.6669,0.0086,0.3848,-0.1301,-0.1317,0.1502,0.1122,0.1342,0.1787,0.2212,0.38,-0.1225,0.6082,-0.0106,0.148,-0.1383,0.7821,-0.0907,0.3495,0.1818,-0.0072,0.0054,1.3432,0.092,-0.0413,0.0492,-0.0361,0.2033,1.7979,0.099,0.8025,0.3606,1.0696,-0.057,0.2416,0.1447,-0.0911,2.5636,0.0279,-0.066,-0.178,-0.0034,2.5626,2.1323,-0.0262,-0.0237,Control
A04,1.0291,0.0154,2.6061,-0.0512,0.1344,0.7458,0.1423,0.3413,-0.1017,-0.0248,0.1254,0.0606,0.0591,0.1858,0.176,0.3613,-0.0739,0.6094,0.003,0.1474,-0.0824,0.5337,-0.0107,0.1219,0.2405,0.099,0.0085,1.3219,0.0705,-0.033,-0.0801,0.0471,0.1832,1.5494,0.1219,0.5527,0.3227,0.8875,-0.049,0.0993,0.1736,-0.0496,2.2957,0.2528,-0.0425,-0.1199,-0.0236,2.5779,2.2841,-0.0176,0.0364,Control
A05,0.994,0.0548,2.2755,-0.0363,0.0975,0.942,0.1174,0.5343,-0.07,-0.0212,0.3235,0.0556,0.0219,0.3273,0.0695,0.5367,-0.075,0.6532,0.0045,0.1117,-0.049,0.6424,0.0125,0.2991,0.2644,0.1073,0.0081,1.5598,0.0033,-0.0671,-0.0409,-0.0523,0.2716,1.7639,0.0176,0.4384,0.3798,1.1601,-0.0727,0.185,0.1386,-0.0762,2.6643,0.1263,-0.008,-0.1256,-0.0022,2.9267,2.3856,-0.0468,0.0365,Control
A06,1.154,-0.0048,2.2293,-0.064,-0.0138,0.7609,0.1532,0.2876,-0.1281,-0.186,0.0949,0.0057,-3e-04,0.1697,0.1286,0.361,-0.1064,0.57,0.0022,0.1014,-0.1969,0.6099,-0.1807,0.2539,0.1753,-1e-04,0.0282,1.3027,0.0889,1e-04,-0.0342,0.0285,0.1998,1.7716,0.1343,0.6725,0.3093,0.9242,-0.0218,0.0216,0.0491,-0.0531,2.5366,-0.004,-0.0609,-0.2002,-0.0227,2.5686,2.1384,-0.0135,-0.0588,Control
A07,1.4581,0.0266,2.2849,-0.0643,-0.0692,0.5941,0.1818,0.3922,-0.1397,-0.0964,0.1413,-0.078,0.0398,0.0022,0.1709,0.362,-0.1184,0.5471,-0.0304,0.0929,-0.1489,0.7273,-0.0845,0.2221,0.2245,0.0232,0.028,1.4129,0.0898,-0.0715,0.043,-0.0319,0.2207,1.6605,-0.1075,0.5644,0.374,0.9822,-0.0452,-5e-04,0.1003,-0.0745,2.6141,0.1133,-0.0656,-0.1632,-0.0724,2.4329,2.178,-0.0435,-0.0656,Control
A08,1.2592,-0.0635,2.199,-0.0343,0.0813,0.4908,0.0487,0.466,-0.1235,-0.1655,0.1255,-0.0529,0.0419,0.0301,0.19,0.2363,-0.1136,0.6564,-0.0566,0.0833,-0.11,0.7703,-0.1696,0.2517,0.1947,0.0344,-0.0318,1.1606,0.1182,-0.0384,-0.0739,-0.0725,0.141,1.4756,-0.1165,0.5922,0.7594,0.9706,-0.0436,0.1091,0.0515,-0.0171,2.251,-0.1412,-0.0557,-0.1481,0.0012,2.194,1.9223,-0.0501,-0.0916,Control
A09,0.9544,0.0237,2.2287,-0.0583,-0.0789,0.8433,-0.0496,0.4098,-0.1174,-0.0862,0.0998,-0.0342,0.0942,0.0454,0.2079,0.397,-0.1274,0.5764,0.0093,0.0458,-0.1623,0.6174,-0.0538,0.1964,0.2516,0.0319,8e-04,1.3941,0.073,-0.0611,0.0016,-0.041,0.2351,1.699,-0.0598,0.3808,0.3865,0.8954,-0.0189,0,0.0454,-0.0867,2.414,0.1348,-0.0904,-0.1485,-0.0447,2.4818,2.3056,-0.0362,-0.0372,Control
A10,1.2719,0.0571,2.2654,-0.0517,0.1422,1.1692,0.1009,0.5168,-0.0921,-0.0809,0.168,8e-04,-0.0384,0.1289,0.1799,0.4358,-0.1063,0.6605,-0.0562,0.0916,-0.1224,0.7447,-0.0465,0.4088,0.1498,0.044,0.1275,1.6078,0.004,-0.0445,-0.0526,-0.0884,0.214,1.6359,-0.0692,0.5178,0.3842,1.0213,-0.1021,0.0719,0.1402,-0.0494,2.4836,0.0294,-0.068,-0.142,-0.0295,2.6874,2.2472,-0.0463,-0.0031,Control
A11,0.7597,-0.0055,2.2432,-0.0542,0.0841,0.7253,0.0404,0.3385,-0.1151,-0.1385,0.1362,0.0088,-0.0161,-0.0651,0.0102,0.2104,-0.1031,0.4455,-0.0132,0.1101,-0.1307,0.4249,0.0836,0.3583,0.0979,-0.0352,0.0176,1.1373,0.0937,-0.0132,-0.0549,-0.0704,0.0675,1.6202,-0.0367,0.2841,0.2636,0.8348,-0.0287,0.2022,-0.0156,-0.1071,2.3154,-0.1799,-0.0258,-0.1498,-0.0037,2.3402,2.1929,-0.1101,0.0283,Control
A12,0.6016,0.054,1.7425,-0.0197,0.0647,0.8621,-0.0564,0.291,-0.1527,-0.1521,0.0308,-0.0494,0.1545,-0.0343,0.333,0.4855,-0.1221,0.0649,0.002,-0.0166,-0.222,0.3673,-0.0735,0.2332,0.1451,-0.0728,0.0427,0.9948,0.3594,0.141,0.1173,0.1187,0.3262,1.3459,0.0903,0.2178,0.2105,0.458,0.1634,0.1436,0.0534,-0.1239,1.7777,-0.0342,-0.1345,-0.2427,-0.0538,1.9533,1.9669,0.0304,-0.1267,Control
B01,1.5624,0.0294,2.4417,0.047,-0.1788,0.4849,0.1791,0.3539,-0.1405,-0.4443,0.0409,-0.1889,-0.072,-0.2203,0.3332,0.3434,-0.1159,0.7641,-0.0101,-0.0761,-0.3709,0.7559,-0.0839,0.2919,0.0938,-0.161,0.1433,1.0168,0.2261,0.0879,0.0716,0.0891,0.2712,1.6279,0.0644,0.8421,0.6242,0.6428,0.0838,0.097,0.0533,-0.0544,2.1286,-0.2157,-0.0747,-0.2129,-0.009,1.8864,1.8282,-0.0429,-0.2572,Control
B02,1.4678,0.0062,2.7387,-0.024,0.0198,0.6647,0.1732,0.4286,-0.1027,-0.102,0.2451,0.0816,0.0389,0.1129,0.0961,0.3322,-0.0945,0.8242,0.0526,0.1104,-0.1554,0.7297,-0.1415,0.284,0.2678,0.063,0.0167,1.1146,0.101,-0.0615,-0.009,-0.0296,0.2101,1.9203,0.0084,0.9314,0.3394,1.0534,-0.0167,-0.0072,0.0827,-0.0255,2.4939,0.0444,-0.1084,-0.1241,-0.0015,2.2867,2.1911,-0.0541,0.0324,Control
B03,1.5039,-0.0727,2.6709,0.041,0.0199,0.1767,0.0848,0.2836,-0.1193,-0.1766,0.294,-0.0777,-0.0829,-0.0024,0.2411,0.1253,-0.1002,0.7662,0.0436,0.0538,-0.1609,0.7211,-0.0944,0.3158,0.118,0.0185,0.004,0.8991,0.0747,-0.0328,-0.017,-0.0353,0.1069,1.7137,0.0218,0.866,0.3529,0.9326,0.021,0.1421,0.0761,-0.0646,2.4523,-0.0863,-0.0624,-0.1926,0.0569,2.0759,2.044,-0.0852,-0.1367,BRCACancer
B04,1.4742,0.0168,2.1272,-0.0577,0.0501,0.6043,0.0214,0.3762,-0.1387,-0.2414,0.0874,0.0776,0.028,0.0026,0.2415,0.2997,-0.1516,0.6366,0.0198,0.0711,-0.1698,0.9019,-0.0311,0.0847,0.1342,0.0086,0.205,1.4033,0.0951,-0.1384,-0.072,0.0261,0.1937,1.4138,0.1332,0.4183,0.6531,1.0826,0.0156,-0.0167,0.0537,-0.1119,1.9304,-0.0205,-0.0925,-0.1985,-0.0108,2.1871,1.8986,-0.0644,-0.0518,BRCACancer
B05,1.2093,-0.0169,2.5476,-0.0694,0.1483,0.5536,0.0673,0.2631,-0.1521,-0.2137,0.1817,0.0462,0.0961,0.2216,0.2252,0.257,-0.1703,0.6051,-0.0042,0.0626,-0.1604,0.6703,-0.2126,0.1512,0.1595,0.0059,0.0639,0.9929,0.2596,-0.0928,0.0134,0.0182,0.1437,1.7786,-0.0621,0.5547,0.221,0.891,-0.0346,-0.0162,0.0555,-0.1502,2.0922,0.0282,-0.108,-0.2142,-0.0374,2.2588,2.0601,-0.0021,-0.1215,BRCACancer
B06,1.2963,0.0099,2.1606,0.0648,-0.1683,0.3054,-0.1433,0.2664,-0.1372,-0.4571,-0.1894,-0.2454,-0.0597,-0.2034,0.2848,0.3573,-0.1477,0.4235,-0.0038,-0.1816,-0.332,0.675,-0.1434,0.2713,-0.0257,-0.2406,0.096,0.8298,0.1321,-0.0281,0.0559,0.0767,0.1945,1.3941,0.0353,0.4911,0.379,0.4627,0.1255,0.0596,0.0417,-0.1982,1.9377,-0.2481,-0.1563,-0.2601,-0.0751,1.5314,1.547,-0.0337,-0.391,BRCACancer
B07,1.3503,0.0119,2.7136,-0.0771,-0.0033,0.6082,0.0789,0.3875,-0.1133,-0.1076,0.1576,0.0562,0.0769,0.0494,0.2024,0.3185,-0.1196,0.7153,-0.0103,0.0445,-0.1827,0.8029,-0.0517,0.2832,0.2189,0.0503,0.0554,1.383,0.1189,-0.0802,-0.0177,-0.0209,0.1731,1.8033,-0.032,0.6602,0.5724,1.1855,-0.032,0.0428,0.0228,-0.0983,2.4466,0.0476,-0.1413,-0.1415,-0.0061,2.2675,2.1078,-0.0653,-0.0288,BRCACancer
B08,1.1764,0.0415,2.4386,-0.0253,0.0865,1.1161,0.0497,0.488,-0.0865,-0.0813,0.2699,0.095,-0.0356,0.218,0.0891,0.5046,-0.039,0.5979,-0.0349,0.1356,-0.0767,0.5186,0.034,0.2483,0.1746,0.0627,0.0141,1.4907,0.0347,0.0565,-0.0923,-0.0041,0.2457,1.6647,-0.0554,0.5552,0.1832,0.888,-0.0468,0.065,0.0272,-0.0709,2.5855,-0.0363,-0.0661,-0.1618,0.01,2.6466,2.4655,-0.093,4e-04,Control
B09,1.1587,0.019,2.5275,-0.0157,0.1275,0.7087,-0.0497,0.4461,-0.129,-0.0355,0.0964,-0.1048,-0.0133,0.054,0.0634,0.3581,-0.1195,0.8543,-0.1288,0.0795,-0.2024,0.8284,-0.1722,0.122,0.1335,0.0503,0.0649,1.6005,-0.0531,-0.0316,-0.047,-0.0162,0.2197,1.6878,-0.0843,0.5783,0.9493,1.0372,-0.0271,0.0602,0.0148,-0.0805,1.7823,-0.0532,-0.0641,-0.2045,-0.011,2.4296,2.1265,-0.0384,-0.1062,Control
B10,1.1797,-0.0235,2.1629,-0.053,0.0049,0.6399,-0.0738,0.2734,-0.1149,-0.1116,0.0364,0.0533,0.0772,0.0587,0.1189,0.2777,-0.0945,0.355,0.0096,0.0448,-0.1835,0.593,-0.0194,0.1998,0.1549,-0.0017,0.0239,1.043,0.1076,0.0286,-2e-04,-4e-04,0.1275,1.2949,-0.1107,0.2527,0.5528,0.7477,0.0106,0.0144,-0.0113,-0.1237,1.8121,-0.0115,-0.045,-0.16,-0.0776,2.2037,2.0692,-0.0295,-0.1269,Control
B11,1.0879,0.057,2.0921,-0.0373,0.4976,1.388,-0.0116,0.4564,-0.0891,-0.1176,0.2113,0.105,-0.0834,0.1674,0.1544,0.4392,-0.1184,0.3876,-0.0381,0.0935,-0.1399,0.4655,-0.1922,0.265,0.1427,-0.0049,0.0319,1.485,0.0829,-0.022,-0.0868,-0.0037,0.1682,1.5632,0.0315,0.1779,0.2599,0.8744,-0.0112,0.0043,0.0918,-0.0751,2.3312,-0.0173,-0.0381,-0.1519,0.0021,2.6659,2.2936,-0.018,-0.028,Control
B12,1.085,-0.0769,2.0707,-0.0603,-0.0075,0.4787,-0.1025,0.1787,-0.1273,-0.2959,0.0942,0.0731,0.0288,0.1412,0.1696,0.2098,-0.1404,0.436,-0.0829,0.0568,-0.1533,0.5748,-0.0893,0.0338,0.1349,-0.0083,0.0095,0.9676,0.0121,-0.1668,0.0175,0.0257,0.0415,1.1979,0.0381,0.3904,0.7531,0.7739,0.0343,0.0149,-0.0335,-0.0639,1.5953,0.0624,-0.1293,-0.1187,-0.0085,1.8272,1.8559,-0.0563,-0.1101,Control
C01,1.3344,0.0161,2.2681,-0.0814,-0.0249,0.899,0.1696,0.4303,-0.1386,-0.1925,0.0783,0.0121,0.0933,0.2097,0.234,0.3315,-0.0833,0.7682,0.0335,0.1641,-0.1583,0.7303,-0.0747,0.2033,0.2674,-0.007,0.1398,1.4443,0.1196,-0.048,0.0519,0.033,0.2118,1.8075,-0.0612,0.4341,0.3321,1.202,-0.0251,-0.0328,0.0629,-0.1243,2.5396,0.0632,-0.1106,-0.1626,-0.031,2.6819,2.1066,-0.0153,-0.0378,BRCACancer
C02,0.8973,0.0427,2.3119,-0.0696,0.0394,0.883,0.1682,0.3594,-0.131,-0.0285,0.067,0.0228,0.1106,0.1701,0.1614,0.4752,-0.1143,0.5145,0.0292,0.129,-0.1475,0.5027,-0.0971,0.1801,0.3223,0.0976,0.0097,1.3709,0.1478,-0.089,0.0018,-0.046,0.2693,1.5907,-0.0611,0.3909,0.3198,1.1077,-0.0453,0.0483,0.0818,-0.0673,2.2816,0.2033,-0.1075,-0.1471,-0.0513,2.6528,2.326,3e-04,2e-04,BRCACancer
