@relation data

@attribute id string
@attribute 841 numeric
@attribute 596 numeric
@attribute 8837 numeric
@attribute 5147 numeric
@attribute 836 numeric
@attribute 1072 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.465,1.598,1.7865,0.4353,1.24,0.6846,Control
A02,1.1745,0.7606,1.5898,0.3538,1.2187,0.5857,Control
A03,1.4136,0.6724,1.8538,0.4749,1.3606,0.8552,Control
A04,1.297,0.8481,1.5957,0.3921,1.1395,0.6509,Control
A05,1.3513,0.8722,1.7423,0.471,1.4523,0.7866,Control
A06,1.2326,0.7888,1.6131,0.387,1.162,0.6661,Control
A07,1.4514,1.3272,1.8573,0.4236,1.4389,0.5723,Control
A08,1.533,1.971,1.8989,0.3838,1.041,0.5512,Control
A09,1.2306,1.6289,1.6491,0.403,1.0344,0.6268,Control
A10,1.3767,1.1995,2.0075,0.4989,1.2447,0.5679,Control
A11,0.999,1.1764,1.4024,0.1936,0.8655,0.4061,Control
A12,0.9414,0.438,1.1905,0.2984,0.8947,0.454,Control
B01,1.3439,1.3259,1.4952,0.339,0.8888,0.4608,Control
B02,1.362,0.7573,1.7407,0.4737,1.1595,0.728,Control
B03,1.5046,1.0441,1.7555,0.3736,1.0598,0.6299,BRCACancer
B04,1.4123,1.7304,2.1134,0.3603,1.0387,0.4693,BRCACancer
B05,1.1158,0.622,1.6649,0.2718,1.1362,0.7588,BRCACancer
B06,1.4129,0.7863,1.458,0.0817,0.9527,0.3107,BRCACancer
B07,1.7409,1.1124,2.0143,0.4743,1.2561,0.7237,BRCACancer
B08,1.156,0.6778,1.5711,0.3162,1.1499,0.6534,Control
B09,1.1372,2.0269,1.6931,0.2164,0.9575,0.7427,Control
B10,1.2173,1.4479,1.7706,0.3113,0.874,0.4021,Control
B11,0.9041,0.9421,1.535,0.3141,1.0068,0.6645,Control
B12,0.873,1.9527,1.5946,0.2266,0.6178,0.3309,Control
C01,1.2504,0.9141,1.8732,0.3792,0.9613,0.6192,BRCACancer
C02,1.2754,0.8473,1.5534,0.4864,0.9934,0.5776,BRCACancer
C03,1.5651,0.8426,1.9382,0.339,1.2434,0.8972,BRCACancer
C04,0.7261,0.6041,1.0254,0.1704,0.692,0.6213,Control
C05,0.7437,0.4546,1.1707,0.3005,0.7308,0.3574,BRCACancer
C06,0.3994,0.2003,0.4372,-0.0287,0.2605,0.2456,Control
C07,1.0345,0.3689,1.3471,0.2967,0.8349,0.3544,Control
C08,1.1049,0.7524,1.3608,0.3726,0.8646,0.4709,Control
C09,1.082,0.483,1.4618,0.3145,0.8981,0.5761,Control
C10,1.0331,0.5104,1.4317,0.3356,0.9367,0.4955,BRCACancer
C11,1.1971,0.6761,1.4937,0.3435,0.8526,0.5565,Control
C12,0.6705,0.478,0.8099,0.209,0.5522,0.3433,BRCACancer
D01,1.1883,1.9268,1.8171,0.2936,0.6771,0.508,BRCACancer
D02,0.9414,0.5308,1.2755,0.2882,0.9171,0.4848,BRCACancer
D03,0.8951,0.6586,1.3223,0.2355,0.8639,0.4975,BRCACancer
D04,1.0007,0.973,1.426,0.304,0.805,0.632,BRCACancer
D05,1.1412,0.5003,1.4962,0.2713,0.9294,0.7311,BRCACancer
D06,1.2533,0.8458,1.6044,0.3463,1.056,0.6097,BRCACancer
D07,1.0738,0.4987,1.4997,0.3338,1.1161,0.7367,Control
D08,0.9083,0.56,1.1157,0.282,0.9033,0.554,Control
D09,1.0111,0.592,1.3379,0.3716,0.9858,0.6671,Control
D10,0.8465,0.5699,1.1992,0.2634,0.9908,0.5688,Control
D11,0.5856,0.4441,0.6212,0.0469,0.5333,0.3304,Control
D12,0.6882,0.4878,0.8982,0.1215,0.7179,0.4856,Control
E01,0.7874,0.4111,1.2297,0.284,0.5561,0.4322,BRCACancer
E02,1.2355,0.6822,1.5018,0.5127,1.1098,0.4434,Control
E03,0.8755,0.5244,1.2899,0.2783,0.9293,0.5241,Control
E04,1.2493,0.7957,1.5553,0.3962,1.0208,0.7423,Control
E05,1.202,0.7066,1.3287,0.3181,0.9854,0.4181,Control
E06,0.982,0.3514,1.428,0.2335,0.8723,0.5026,BRCACancer
E07,1.1701,0.6431,1.4787,0.358,0.9064,0.7814,BRCACancer
E08,1.1612,0.7032,1.5041,0.3607,1.0174,0.4834,Control
E09,1.0066,0.7,1.4501,0.2873,1.0848,0.6102,BRCACancer
E10,1.4025,0.8893,1.7603,0.4626,1.2778,0.524,BRCACancer
E11,0.9127,0.4214,1.2385,0.2399,0.8732,0.4375,Control
E12,0.9007,0.3647,1.0518,0.2204,0.6181,0.2863,BRCACancer
F01,1.2749,1.408,1.575,0.3723,0.9929,0.7053,Control
F02,1.3861,0.9301,1.6527,0.4366,1.2671,0.5858,Control
F03,1.1933,0.4486,1.4392,0.2751,1.318,0.6531,Control
F04,1.3031,1.4492,1.6459,0.3019,1.0621,0.5721,Control
F05,1.2396,0.5702,1.4983,0.4784,1.0342,0.5602,Control
F06,0.7671,0.4191,1.258,0.2438,1.0807,0.4486,Control
F07,1.4055,1.6977,1.6433,0.3855,1.246,0.5869,Control
F09,1.3329,0.7786,1.5761,0.436,1.2833,0.8713,Control
F10,1.4136,1.2066,1.7222,0.4793,1.4028,0.6779,Control
F11,1.0748,0.4776,1.3783,0.3203,1.2243,0.5542,Control
F12,1.3256,1.2209,1.755,0.3482,1.146,0.5154,Control
G01,1.1365,0.4816,1.437,0.3228,1.0775,0.6808,Control
G02,0.9574,0.5725,1.335,0.2732,0.9911,0.4234,Control
G03,1.416,0.9746,1.6609,0.52,1.1989,0.7833,Control
G04,1.2307,0.8029,1.4224,0.409,1.1651,0.8213,BRCACancer
G05,0.7108,0.7564,1.1141,3e-04,0.5219,0.5528,BRCACancer
G06,1.2669,0.551,1.6793,0.2994,1.2195,0.4752,BRCACancer
G07,1.1116,0.6793,1.1972,0.2291,0.957,0.39,Control
G08,1.1833,0.5339,1.5531,0.3803,1.1903,0.5514,Control
