@relation data

@attribute id string
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3643 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 7529 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.6544,0.4247,0.1655,1.5983,2.847,1.7309,1.0783,0.718,0.4255,1.7847,0.75,1.1294,2.4348,Control
Utah__A02,1.493,0.3701,0.0826,1.3547,3.0554,1.6299,1.0214,0.4692,0.2945,1.5429,0.7973,0.9018,2.3385,Control
Utah__A03,1.7906,0.3745,0.2047,1.6547,3.1476,1.8758,1.0584,0.6904,0.494,1.7349,0.7917,1.1313,2.5751,Control
Utah__A04,1.4914,0.3589,0.108,1.1941,3.093,1.7145,1.0435,0.4999,0.4226,1.6725,0.7946,1.0307,2.4407,Control
Utah__A05,1.8851,0.4809,0.2633,1.41,3.3716,1.9408,1.1978,0.7099,0.4974,1.808,0.89,1.0492,2.4214,Control
Utah__A06,1.5864,0.2391,0.207,1.4342,2.9291,1.8446,0.9874,0.6673,0.3508,1.7489,0.7604,0.8863,2.4879,Control
Utah__A07,1.89,0.3621,0.1543,1.7087,2.9633,1.882,0.9702,0.8479,0.4043,1.7704,0.7917,1.1809,2.4863,Control
Utah__A08,1.7425,0.2915,0.1697,1.6234,2.7421,1.9122,0.9939,0.8635,0.3356,1.7386,0.777,1.4746,2.3514,Control
Utah__A09,1.8554,0.3464,0.109,1.5566,2.9428,1.8315,0.99,0.7596,0.3503,1.6393,0.7709,1.0011,2.6039,Control
Utah__A10,1.8284,0.3978,0.1539,1.4421,3.0526,1.9225,0.9237,0.7992,0.4701,1.7838,0.7829,1.3376,2.4635,Control
Utah__A11,1.5674,0.2849,0.1338,1.415,2.524,1.8048,0.9765,0.5921,0.421,1.2871,0.5757,0.7411,2.4022,Control
Utah__A12,1.1338,0.1934,-0.0949,0.869,2.6251,1.2884,0.6537,0.3092,0.184,1.1725,0.5602,0.5264,1.7834,Control
Utah__B01,1.513,0.1464,0.0737,1.5378,2.6035,1.5393,0.7649,0.6422,0.1378,1.6457,0.5727,0.9155,2.4564,Control
Utah__B02,1.6209,0.3374,0.1509,1.5353,3.2009,1.7139,1.0793,0.6051,0.4073,1.8628,0.8993,0.8818,2.6982,Control
Utah__B03,1.5833,0.2578,0.1229,1.6324,2.9618,1.7231,0.9322,0.6391,0.3033,1.7257,0.7096,0.9292,2.6786,BRCACancer
Utah__B04,1.6575,0.1672,0.1589,1.3972,2.4663,1.892,0.7103,0.7937,0.3598,1.725,0.7034,1.4407,2.053,BRCACancer
Utah__B05,1.5074,0.23,0.0846,1.274,2.3855,1.7712,0.8091,0.4861,0.3612,1.4207,0.7378,0.7814,2.5809,BRCACancer
Utah__B06,1.1253,-0.0263,-0.0178,1.0432,2.1283,1.2783,0.5053,0.5274,-0.0139,1.4508,0.4776,0.7812,2.1886,BRCACancer
Utah__B07,1.6451,0.3789,0.0648,1.5847,2.9543,1.792,1.0321,0.6798,0.486,1.951,0.879,1.1794,2.5831,BRCACancer
Utah__B08,1.6528,0.3671,0.1607,1.4566,3.0594,1.6981,1.0572,0.667,0.444,1.5728,0.7952,0.7595,2.5998,Control
Utah__B09,1.6703,0.2529,0.1222,1.1871,2.2033,1.8255,0.6103,0.7209,0.3163,1.5204,0.6547,1.2234,2.1615,Control
Utah__B10,1.5222,0.2365,0.0609,1.2219,2.7107,1.7394,0.6316,0.6102,0.1761,1.466,0.7099,1.057,2.0657,Control
Utah__B11,1.7628,0.4132,0.1529,1.3353,2.7007,1.6375,0.9134,0.5357,0.3957,1.3773,0.7097,0.9509,2.3984,Control
Utah__B12,1.3374,0.2142,4e-04,0.9353,1.1689,1.4211,0.4982,0.613,0.2992,1.2915,0.5071,1.0116,1.8274,Control
Utah__C01,1.8228,0.4401,0.2268,1.5,2.7689,1.903,1.0379,0.7845,0.5529,1.7093,0.7971,1.0359,2.4782,BRCACancer
Utah__C02,1.5148,0.5316,0.1254,1.2035,3.0103,1.6208,1.072,0.5194,0.5078,1.7086,0.8402,0.9083,2.3894,BRCACancer
Utah__C03,1.5281,0.5973,0.1927,1.3543,2.8765,1.816,1.1353,0.6452,0.6919,1.8787,0.9851,1.1329,2.4479,BRCACancer
Utah__C04,1.2653,0.409,0.0619,0.862,1.8067,1.4351,0.963,0.4421,0.3579,1.0573,0.5596,0.4567,2.157,Control
Utah__C05,1.157,0.2915,0.0416,0.8806,2.1495,1.4746,0.8555,0.3541,0.2775,1.2742,0.641,0.4931,2.1878,BRCACancer
Utah__C06,0.5373,0.1733,-0.1153,0.3181,0.5165,0.6234,0.3,0.1726,0.1565,0.3849,0.1502,0.0625,0.7662,Control
Utah__C07,1.2729,0.3587,0.0206,1.0205,2.6705,1.5948,0.7808,0.354,0.291,1.4035,0.6527,0.6257,2.2772,Control
Utah__C08,1.422,0.4274,0.1124,1.2848,2.94,1.5956,0.9573,0.4706,0.3765,1.4509,0.7215,0.8111,2.3396,Control
Utah__C09,1.2543,0.3039,0.0731,0.9616,2.8642,1.4942,0.8657,0.4155,0.3748,1.3951,0.7537,0.6941,2.2225,Control
Utah__C10,1.2466,0.3144,0.0565,1.0131,2.9712,1.5345,0.8389,0.3739,0.3093,1.5473,0.8254,0.7272,2.2034,BRCACancer
Utah__C11,1.5471,0.5154,0.1444,1.346,3.118,1.6696,1.0236,0.5591,0.4616,1.5501,0.7797,0.8182,2.3297,Control
Utah__C12,1.142,0.3067,-0.0059,0.842,2.3528,1.3945,0.8239,0.2591,0.3217,0.951,0.4821,0.4133,1.8426,BRCACancer
Utah__D01,1.5919,0.3705,0.0941,1.0924,2.0213,1.6488,0.7443,0.8608,0.3833,1.628,0.5928,1.1326,2.1472,BRCACancer
Utah__D02,1.405,0.4595,0.1259,1.0392,3.0284,1.6835,0.9003,0.4283,0.408,1.3323,0.7361,0.7378,2.2367,BRCACancer
Utah__D03,1.4209,0.3398,0.0819,0.9939,2.5073,1.6203,0.8992,0.4051,0.3551,1.3704,0.5892,0.5983,2.44,BRCACancer
Utah__D04,1.6436,0.4751,0.1287,1.0957,2.9967,1.6468,0.9744,0.5809,0.3882,1.3615,0.7168,0.832,2.4617,BRCACancer
