@relation data

@attribute id string
@attribute 10411 numeric
@attribute 107 numeric
@attribute 11261 numeric
@attribute 114 numeric
@attribute 1387 numeric
@attribute 163688 numeric
@attribute 2033 numeric
@attribute 23236 numeric
@attribute 27330 numeric
@attribute 2776 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 3265 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4659 numeric
@attribute 468 numeric
@attribute 4893 numeric
@attribute 51806 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 5502 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 63928 numeric
@attribute 673 numeric
@attribute 775 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0357,-0.0192,1.0836,-0.1513,1.4419,0.0913,1.911,0.4303,-0.079,0.6216,-0.0962,-0.1511,-0.1056,-0.0859,-0.1633,-0.1108,-0.1634,-0.1627,-0.133,0.4247,1.3626,0.7493,0.8186,0.8509,1.5983,1.3512,1.878,2.847,-0.2612,1.7084,0.577,-0.0589,1.847,1.869,2.3872,-0.1126,0.7188,1.2834,1.3861,1.3083,0.9255,1.1308,-0.1281,0.5523,1.0332,-0.0542,1.7309,1.0783,0.718,0.4255,1.1174,1.7847,1.315,1.7268,0.9065,0.1026,1.8816,-0.1703,0.5902,-0.0953,2.3173,1.1595,2.0808,-0.0572,1.3522,0.0866,0.0146,0.8699,0.6253,Control
Utah__A02,-0.0034,0.0821,1.2081,-0.1765,1.1941,0.1996,1.6897,0.2262,-0.0784,0.1857,-0.0841,-0.0765,-0.1277,-0.145,-0.1543,-0.1299,-0.0956,-0.0961,-0.1796,0.3701,1.1266,0.5121,0.6118,0.687,1.3547,1.1019,1.6654,3.0554,-0.1296,1.6702,0.4872,-0.0815,2.0938,1.7703,2.5021,-0.0571,0.5951,0.9381,1.0792,1.0862,0.8176,0.9731,-0.1142,0.1715,0.6697,-0.1266,1.6299,1.0214,0.4692,0.2945,0.9334,1.5429,1.019,1.2306,0.9246,0.1045,1.6266,-0.1489,0.4558,-0.0989,2.331,0.9813,2.1764,-0.0692,0.6933,0.2548,0.1389,0.6234,0.4398,Control
Utah__A03,0.0588,0.0731,1.2905,-0.1891,1.4161,0.1579,1.9277,0.3007,-0.1442,0.4253,-0.0862,-0.0819,-0.1317,-0.1039,-0.1832,-0.069,-0.0885,-0.0899,-0.1613,0.3745,1.396,0.59,0.8493,0.726,1.6547,1.3304,1.8979,3.1476,-0.2249,2.0238,0.7102,-0.1083,2.1235,1.8171,2.3984,-0.1235,0.7523,1.2109,1.1587,1.2757,1.0298,0.9868,-0.1007,0.1678,0.9489,-0.1293,1.8758,1.0584,0.6904,0.494,1.0666,1.7349,1.1662,1.7721,1.0222,0.1148,1.8238,-0.1553,0.5095,-0.0946,2.5215,1.2374,2.1323,0.0188,0.7663,0.2066,0.1141,0.7986,0.5013,Control
Utah__A04,0.0273,0.0545,1.2439,-0.1467,1.2536,0.1263,1.63,0.1828,-0.1044,0.2721,-0.0994,-0.04,-0.0382,-0.1311,-0.1303,-0.0465,0.0365,-0.0949,-0.1062,0.3589,1.2141,0.6555,0.5923,0.7783,1.1941,1.084,1.8696,3.093,0.0281,1.6228,0.5036,-0.0722,2.258,1.9583,2.5052,0.0777,0.6673,0.9279,1.2414,1.2229,0.8067,1.1682,-0.1378,0.2858,0.7891,0.0079,1.7145,1.0435,0.4999,0.4226,0.9122,1.6725,1.0589,1.2913,1.0052,0.112,1.7883,-0.1097,0.5557,-0.0924,2.6061,1.0291,2.2841,0.0712,1.0155,0.1188,0.1004,0.6924,0.4688,Control
Utah__A05,0.0544,0.0309,1.4303,-0.1501,1.4082,0.1771,1.9476,0.4625,-0.0466,0.4482,-0.081,-0.0889,-0.0388,-0.0886,-0.1205,-0.0569,0.0478,-0.0975,-0.0925,0.4809,1.3258,0.6827,0.8117,0.716,1.41,1.1938,1.9211,3.3716,-0.1437,1.8707,0.8193,-0.0609,2.2762,1.9606,2.3547,-0.0297,0.7731,1.0818,1.1595,1.3093,1.1361,1.0421,-0.0876,0.2856,0.9233,-0.0072,1.9408,1.1978,0.7099,0.4974,1.0499,1.808,1.0745,1.5557,1.1126,0.1047,1.7933,-0.0463,0.6029,-0.0865,2.2755,0.994,2.3856,0.1314,0.8251,0.1783,0.0961,0.7731,0.5309,Control
Utah__A06,0.0439,0.0369,1.3782,-0.2133,1.3394,0.1628,1.8282,0.3563,-0.0888,0.3223,-0.0731,-0.0765,-0.1525,-0.0784,-0.1435,-0.179,-0.1929,-0.1107,-0.1558,0.2391,1.2902,0.6173,0.7335,0.6711,1.4342,1.1101,1.9028,2.9291,-0.1872,1.742,0.6236,-0.0817,1.9601,1.7987,2.2377,-0.0154,0.6198,0.9413,0.9185,1.1603,0.9951,0.8643,-0.1601,0.2749,0.8755,-0.1821,1.8446,0.9874,0.6673,0.3508,1.0233,1.7489,0.9034,1.3432,0.9801,0.1159,1.6432,-0.0782,0.4936,-0.1004,2.2293,1.154,2.1384,-0.0271,0.8016,0.2193,0.0668,0.5826,0.4753,Control
Utah__A07,-0.0012,0.0671,1.2981,-0.1774,1.4397,0.1512,1.9341,0.8391,-0.1131,0.8825,-0.0667,-0.072,-0.0926,-0.1392,-0.1642,-0.104,-0.1209,-0.0852,-0.1377,0.3621,1.2727,0.8001,0.9943,0.6893,1.7087,1.4093,1.5255,2.9633,-0.2411,1.7855,0.642,-0.0893,2.094,1.9993,2.4985,-0.1172,1.0264,1.3182,1.183,1.5746,0.8796,1.1382,-0.1365,0.5058,1.2903,-0.1545,1.882,0.9702,0.8479,0.4043,1.0242,1.7704,1.4904,2.0663,0.9852,0.1706,1.9955,-0.1265,0.6968,-0.1378,2.2849,1.4581,2.178,0.0491,1.264,0.2253,0.1203,0.9004,0.5806,Control
Utah__A08,0.0569,0.0084,1.0904,-0.1798,1.5649,0.1237,2.0256,0.6234,-0.0893,1.0342,-0.1273,-0.1384,-0.1079,-0.1323,-0.1544,-0.1041,-0.2233,-0.1756,-0.1395,0.2915,1.1993,0.9849,1.0792,0.6991,1.6234,1.5061,1.5525,2.7421,-0.3309,1.7589,0.4185,-0.0928,1.6785,1.9725,2.2027,-0.097,1.1569,1.4563,1.5413,1.7633,0.9732,1.1867,-0.0345,0.8574,1.3963,-0.1576,1.9122,0.9939,0.8635,0.3356,1.074,1.7386,1.7261,2.5238,0.8456,0.1698,1.9428,-0.2256,0.8646,-0.0779,2.199,1.2592,1.9223,-9e-04,1.7568,0.1563,0.0455,1.2546,0.5916,Control
Utah__A09,-0.011,0.0396,1.2329,-0.1879,1.4149,0.1268,1.9246,0.7121,-0.0849,0.861,-0.0632,-0.0576,-0.1162,-0.1105,-0.16,-0.1135,-0.1044,-0.0923,-0.1389,0.3464,1.2421,0.7599,0.9655,0.6424,1.5566,1.4269,1.5969,2.9428,-0.1087,1.6492,0.5998,-0.0597,2.0888,1.9335,2.5221,-0.0642,0.866,1.231,1.1713,1.3831,1.0136,1.096,-0.253,0.5722,1.2298,-0.151,1.8315,0.99,0.7596,0.3503,1.0252,1.6393,1.2507,2.0215,0.827,0.1382,1.9167,-0.1669,0.677,-0.093,2.2287,0.9544,2.3056,0.079,1.2499,0.2061,0.1087,0.8152,0.5451,Control
Utah__A10,0.0359,-0.0054,1.2005,-0.149,1.4738,0.1442,1.9583,0.9357,-0.0519,0.8051,-0.0954,-0.0799,-0.0598,-0.1253,-0.1136,-0.1116,-0.0326,-0.0988,-0.0986,0.3978,1.1361,0.8006,1.0196,0.626,1.4421,1.4137,1.5762,3.0526,-0.1337,1.7309,0.5409,-0.0569,2.0146,1.9677,2.3039,-0.0496,1.0757,1.2426,1.4321,1.623,0.9161,1.2565,-0.1074,0.3634,1.2971,-0.0144,1.9225,0.9237,0.7992,0.4701,0.9941,1.7838,1.5275,2.0538,0.9676,0.0611,1.7865,-0.1165,0.7838,-0.096,2.2654,1.2719,2.2472,-0.0261,1.1602,0.0703,0.0281,1.1071,0.5944,Control
