@relation data

@attribute id string
@attribute 10683 numeric
@attribute 11317 numeric
@attribute 113878 numeric
@attribute 1387 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 151636 numeric
@attribute 171558 numeric
@attribute 182 numeric
@attribute 1840 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 1857 numeric
@attribute 196403 numeric
@attribute 2033 numeric
@attribute 22938 numeric
@attribute 23220 numeric
@attribute 23385 numeric
@attribute 2648 numeric
@attribute 28514 numeric
@attribute 3065 numeric
@attribute 3066 numeric
@attribute 3280 numeric
@attribute 3516 numeric
@attribute 3714 numeric
@attribute 388585 numeric
@attribute 3955 numeric
@attribute 4242 numeric
@attribute 4851 numeric
@attribute 4854 numeric
@attribute 4855 numeric
@attribute 51107 numeric
@attribute 54567 numeric
@attribute 55534 numeric
@attribute 55851 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 5986 numeric
@attribute 6868 numeric
@attribute 84441 numeric
@attribute 8650 numeric
@attribute 8850 numeric
@attribute 9253 numeric
@attribute 9541 numeric
@attribute 9612 numeric
@attribute 9794 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1919,-0.0149,0.7206,1.4419,0.6662,0.1007,2.2844,0.3982,0.3069,0.3019,0.3595,0.9587,0.9615,0.2847,1.911,1.4361,0.5191,1.0716,0.9266,0.0815,1.3107,0.9159,-0.1023,0.8115,0.101,0.0134,1.2188,1.6096,0.7446,-0.0105,0.104,1.4868,-0.1276,0.2403,1.2633,1.0974,0.2035,0.1316,1.5555,0.9965,1.0401,1.5093,0.1838,1.0788,0.3705,0.631,Control
A02,-0.1481,-0.0092,1.0303,1.1941,0.6665,0.0813,2.3708,0.4892,0.1559,0.1571,0.3645,0.6811,0.9364,0.0154,1.6897,1.1934,0.302,1.0952,0.6545,0.0811,1.1606,0.7075,0.0185,0.6505,0.1324,0.0488,0.9881,1.3152,0.637,-0.0325,0.1517,1.3112,-0.0759,0.1734,0.9979,0.9232,0.2341,0.1135,1.3843,0.4319,0.7462,1.343,0.0828,0.6045,0.301,0.48,Control
A03,-0.1853,-0.0051,0.9028,1.4161,0.7207,0.2637,2.6481,0.4493,0.2955,0.1099,0.3705,0.8196,1.0716,0.2181,1.9277,1.4076,0.3246,1.1743,0.7281,0.1302,1.2239,0.8139,0.0526,0.909,0.1604,0.0036,1.4122,1.4737,0.8488,-0.0319,0.1608,1.4596,-0.1149,0.2108,1.3433,1.1903,0.354,0.166,1.776,0.5433,1.0777,1.5206,0.0639,0.9066,0.4663,0.6065,Control
A04,-0.0358,0.0719,0.7287,1.2536,0.6937,0.158,2.3588,0.4608,0.095,0.3087,0.4707,0.7707,0.8929,0.1412,1.63,1.1966,0.4058,1.0779,0.6865,0.0601,1.1921,0.7595,-0.0034,0.7071,0.2761,0.2561,1.2869,1.4906,0.6736,0.0952,0.1209,1.475,-0.0158,0.1678,1.1241,0.9008,0.1439,0.3029,1.415,0.5888,0.7992,1.41,0.1686,0.7382,0.4059,0.5984,Control
A05,-0.0054,0.0178,0.6169,1.4082,0.7144,0.2433,2.517,0.6494,0.2544,0.2551,0.489,0.8501,1.1248,0.1727,1.9476,1.3951,0.5276,1.3413,0.7595,0.0917,1.1558,0.8797,0.0105,0.8332,0.2309,0.1989,1.3937,1.5305,0.8755,0.0859,0.1249,1.6922,-0.0331,0.2817,1.4098,1.1115,0.3724,0.292,1.6811,0.7283,1.0766,1.3738,0.1321,0.901,0.4874,0.6981,Control
A06,-0.2475,-0.0361,0.7151,1.3394,0.6303,0.174,2.2809,0.42,0.3675,0.1268,0.3902,0.7188,0.9981,0.0829,1.8282,1.2636,0.4367,1.1048,0.7697,0.0089,1.0555,0.7707,-0.0294,0.7317,0.1004,-8e-04,1.247,1.4987,0.6813,-0.0461,0.1589,1.3826,-0.143,0.2243,1.2211,1.049,0.1928,0.0698,1.4233,0.6438,0.94,1.2362,0.0867,0.7056,0.3697,0.5638,Control
A07,-0.1732,-0.0724,0.8266,1.4397,0.7229,0.2509,2.1829,0.503,0.2466,0.1265,0.4336,0.748,0.9496,0.1454,1.9341,1.3748,0.3211,1.1725,0.6856,0.0416,1.2779,0.874,0.0868,0.9193,0.0961,0.0817,1.2763,1.62,0.7044,-0.0315,0.2081,1.3937,-0.1396,0.5047,1.141,1.2174,0.2317,0.15,1.6452,1.2412,1.1676,1.5157,0.1602,0.8615,0.3682,0.6927,Control
A08,-0.1826,-0.0314,0.6555,1.5649,0.6031,0.3058,2.3274,0.2967,0.2346,0.2013,0.3026,0.7509,0.9196,0.1692,2.0256,1.3491,0.2791,1.0641,0.6752,0.0173,1.1225,0.8956,-0.0672,0.9744,0.1081,-0.1072,1.1082,1.2941,0.7028,-0.0865,0.1158,1.2318,-0.079,0.5243,0.8197,1.1808,0.1518,0.0761,1.6457,1.5525,1.1988,1.8249,0.1363,1.0069,0.3976,0.686,Control
A09,-0.2258,-0.0425,0.7345,1.4149,0.6108,0.1955,2.1794,0.4383,0.1841,0.1376,0.4221,0.7823,0.8661,0.0497,1.9246,1.3981,0.3166,0.966,0.6744,0.1012,1.1692,0.7259,-0.0131,0.8556,0.1054,0.0894,1.1355,1.462,0.6363,0.0096,0.1887,1.3633,-0.1285,0.4102,1.0964,1.0908,0.1851,0.1523,1.4106,1.2823,1.0916,1.3529,0.0758,0.9592,0.3587,0.5874,Control
A10,-0.1257,-0.017,0.5739,1.4738,0.6473,0.2278,2.4587,0.4463,0.2688,0.2366,0.3399,0.761,0.9698,0.0595,1.9583,1.2556,0.3209,1.1673,0.6346,0.0435,1.1755,0.8266,-0.0715,0.9936,0.1763,0.0872,0.9633,1.3348,0.7747,0.0395,0.0891,1.3791,-0.0785,0.5254,1.0531,1.1793,0.2135,0.2395,1.7038,1.1269,1.197,1.7389,0.0997,0.991,0.4041,0.6536,Control
