@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 107 numeric
@attribute 10734 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10971 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 151648 numeric
@attribute 163688 numeric
@attribute 196883 numeric
@attribute 23291 numeric
@attribute 245711 numeric
@attribute 246184 numeric
@attribute 25847 numeric
@attribute 26271 numeric
@attribute 27127 numeric
@attribute 27330 numeric
@attribute 286151 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 367 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 387778 numeric
@attribute 4085 numeric
@attribute 4342 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 51806 numeric
@attribute 5241 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5529 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5613 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6300 numeric
@attribute 63928 numeric
@attribute 64506 numeric
@attribute 64682 numeric
@attribute 6500 numeric
@attribute 6790 numeric
@attribute 699 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8243 numeric
@attribute 8454 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 891 numeric
@attribute 8945 numeric
@attribute 898 numeric
@attribute 89869 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9232 numeric
@attribute 9700 numeric
@attribute 9748 numeric
@attribute 983 numeric
@attribute 991 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute 9985 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1608,0.4206,0.8227,-0.0192,0.0755,-0.0698,0.3841,0.6465,-0.0392,0.0464,1.0836,1.6991,-0.1513,0.2716,0.2055,0.0913,0.1129,0.6613,-0.0526,0.2728,1.0031,0.8157,-0.1407,-0.079,-0.1218,0.5957,1.4089,-0.0902,0.4787,-0.0672,0.7493,0.8186,0.8509,0.3142,0.2968,-0.1592,0.6766,1.4767,0.1594,-0.2612,-0.1318,1.847,1.869,2.3872,1.7155,0.8995,1.3778,1.0466,1.5302,0.6123,1.4344,1.0987,0.5648,0.7188,1.2834,1.3861,1.3083,0.9255,1.1308,-0.1281,1.7309,1.0783,0.718,1.1174,0.9065,0.1026,1.8816,-0.1615,-0.1703,-0.1528,1.1619,1.328,0.3316,0.2813,2.4348,0.8922,0.5516,1.2277,1.1647,2.3173,1.1595,2.0808,-0.0572,0.0866,0.0146,0.8699,0.6253,1.578,1.0977,1.3669,1.4228,0.6269,0.5228,0.621,-0.0633,0.0482,1.5557,-0.0012,0.1066,0.0782,-0.0614,1.7966,0.1799,0.1344,0.053,0.8847,1.36,0.6948,Control
A02,0.8381,0.2427,0.7675,0.0821,0.0853,-0.0157,0.2867,0.5456,0.0397,-0.0129,1.2081,1.5213,-0.1765,0.2021,0.0975,0.1996,0.0076,0.463,0.0445,0.0101,0.9749,0.5579,-0.1768,-0.0784,-0.1451,0.4997,1.1056,-0.0978,0.1548,-0.1406,0.5121,0.6118,0.687,0.1114,0.1951,-0.0873,0.4697,1.2599,0.1099,-0.1296,-0.1349,2.0938,1.7703,2.5021,1.5576,0.6984,1.1745,0.8005,1.3344,0.5233,0.9674,1.0315,0.3168,0.5951,0.9381,1.0792,1.0862,0.8176,0.9731,-0.1142,1.6299,1.0214,0.4692,0.9334,0.9246,0.1045,1.6266,-0.0835,-0.1489,-0.1547,0.9655,0.9367,0.0394,0.056,2.3385,0.6711,0.473,1.4211,0.8276,2.331,0.9813,2.1764,-0.0692,0.2548,0.1389,0.6234,0.4398,1.4581,0.9842,1.214,1.1064,0.4781,0.2898,0.2651,-0.1078,0.0649,1.2282,-0.1114,-0.0794,0.1611,-0.0684,1.5777,0.0211,0.0699,3e-04,0.6841,1.124,0.4504,Control
A03,1.1007,0.4209,0.9465,0.0731,0.0819,-0.0248,0.3348,0.8411,0.048,0.0306,1.2905,1.9512,-0.1891,0.3941,0.2188,0.1579,0.1578,0.5951,0.0176,0.0354,1.0206,0.8923,-0.1303,-0.1442,0.0031,0.5811,1.3237,-0.0914,0.1714,-0.1507,0.59,0.8493,0.726,0.114,0.2567,-0.1985,0.5855,1.3975,0.2115,-0.2249,-0.1636,2.1235,1.8171,2.3984,1.7575,0.9294,1.364,0.9466,1.5022,0.7803,1.3565,1.1744,0.4754,0.7523,1.2109,1.1587,1.2757,1.0298,0.9868,-0.1007,1.8758,1.0584,0.6904,1.0666,1.0222,0.1148,1.8238,-0.0697,-0.1553,-0.1477,0.9198,1.23,0.4204,0.2868,2.5751,0.6993,0.7107,1.4184,1.1861,2.5215,1.2374,2.1323,0.0188,0.2066,0.1141,0.7986,0.5013,1.6257,1.1607,1.3378,1.2908,0.7216,0.4232,0.5806,-0.1091,0.1201,1.4632,0.1547,0.1614,0.5217,0.1011,1.7849,0.2347,0.2231,0.0592,0.8341,1.2642,0.8391,Control
A04,0.8526,0.3597,0.89,0.0545,0.1055,-0.0445,0.3642,0.6594,0.0045,0.0729,1.2439,1.5568,-0.1467,0.2332,0.1148,0.1263,0.0398,0.5344,0.004,0.1261,1.0543,0.6372,-0.1051,-0.1044,-0.0056,0.6131,1.0544,-0.0829,0.2035,-0.1135,0.6555,0.5923,0.7783,0.0326,0.1814,0.0277,0.4254,1.3351,0.1469,0.0281,-0.1219,2.258,1.9583,2.5052,1.7134,0.613,1.3892,0.6769,1.3444,0.5428,1.1697,1.0878,0.4003,0.6673,0.9279,1.2414,1.2229,0.8067,1.1682,-0.1378,1.7145,1.0435,0.4999,0.9122,1.0052,0.112,1.7883,0.0483,-0.1097,-0.1272,1.1509,1.1925,-0.0517,0.1508,2.4407,0.6209,0.5483,1.3701,0.9775,2.6061,1.0291,2.2841,0.0712,0.1188,0.1004,0.6924,0.4688,1.3586,0.9208,1.1646,1.0137,0.4149,0.367,0.2387,-0.1065,0.074,1.29,0.0213,-0.0193,0.2224,-0.0137,1.6083,0.089,0.0306,0.0253,0.622,1.0558,0.3977,Control
A05,1.0948,0.3338,1.1011,0.0309,0.1248,-0.033,0.3725,0.6798,-0.0212,0.1413,1.4303,1.8737,-0.1501,0.3688,0.2494,0.1771,0.1368,0.66,0.0169,0.1312,1.0919,0.7748,-0.0994,-0.0466,0.0197,0.6793,1.2023,-0.0227,0.2874,-0.0608,0.6827,0.8117,0.716,0.0453,0.1527,-0.0043,0.5014,1.4624,0.225,-0.1437,-0.1462,2.2762,1.9606,2.3547,1.7923,0.8986,1.5247,0.8498,1.5632,0.7334,1.1381,1.1406,0.4963,0.7731,1.0818,1.1595,1.3093,1.1361,1.0421,-0.0876,1.9408,1.1978,0.7099,1.0499,1.1126,0.1047,1.7933,0.0263,-0.0463,-0.0937,0.8541,1.1735,0.2694,0.281,2.4214,0.7758,0.6188,1.6673,1.0647,2.2755,0.994,2.3856,0.1314,0.1783,0.0961,0.7731,0.5309,1.6864,1.0542,1.3066,1.2368,0.533,0.4,0.4295,-0.1038,0.1197,1.3368,0.0968,0.0769,0.0462,0.0267,1.7992,0.2058,0.1633,0.0791,0.7883,1.214,0.643,Control
A06,0.8466,0.3324,0.8766,0.0369,0.0868,-0.0237,0.2447,0.5847,-0.0242,0.0033,1.3782,1.7448,-0.2133,0.2657,0.113,0.1628,0.0614,0.5497,-0.0868,0.1823,0.9364,0.5277,-0.1016,-0.0888,-0.2731,0.5398,1.1275,-0.0934,0.3073,-0.0927,0.6173,0.7335,0.6711,0.0386,0.1373,-0.2065,0.4976,1.2705,0.1072,-0.1872,-0.1542,1.9601,1.7987,2.2377,1.5924,0.7092,1.3574,0.7526,1.3921,0.6292,1.0743,0.973,0.3928,0.6198,0.9413,0.9185,1.1603,0.9951,0.8643,-0.1601,1.8446,0.9874,0.6673,1.0233,0.9801,0.1159,1.6432,-0.1287,-0.0782,-0.1777,0.84,1.2099,0.2014,0.1833,2.4879,0.6018,0.6162,1.1575,0.9127,2.2293,1.154,2.1384,-0.0271,0.2193,0.0668,0.5826,0.4753,1.5885,0.9212,1.2173,1.1945,0.4345,0.3652,0.2507,-0.0885,0.0018,1.2395,-0.0854,-0.1027,0.0566,-0.0679,1.6973,-0.0145,-0.0222,0.0255,0.6478,1.1628,0.5022,Control
A07,0.928,0.4769,0.8857,0.0671,0.094,-0.0186,0.3432,0.8093,0.036,0.0158,1.2981,1.8456,-0.1774,0.3064,0.1818,0.1512,0.041,0.7224,0.0033,0.2053,0.8472,0.7902,-0.1529,-0.1131,-0.1551,0.5309,1.291,-0.063,0.5026,-0.1259,0.8001,0.9943,0.6893,-0.1226,0.2248,-0.1237,0.6501,1.4037,0.1443,-0.2411,-0.1484,2.094,1.9993,2.4985,1.7671,1.0184,1.4047,0.9224,1.4854,0.4699,1.4731,1.0249,0.6085,1.0264,1.3182,1.183,1.5746,0.8796,1.1382,-0.1365,1.882,0.9702,0.8479,1.0242,0.9852,0.1706,1.9955,-0.1294,-0.1265,-0.1879,1.0296,1.2447,0.183,0.2936,2.4863,0.8008,0.6272,1.5147,1.2483,2.2849,1.4581,2.178,0.0491,0.2253,0.1203,0.9004,0.5806,1.5676,1.1392,1.2534,1.4147,0.6305,0.5033,0.4552,-0.1092,0.0085,1.39,0.1678,-0.0192,0.1155,-0.0239,1.9068,0.1567,0.0887,0.0833,0.7934,1.2518,0.5455,Control
A08,0.8394,0.5796,0.6712,0.0084,0.1194,-0.0576,0.2198,0.8785,-0.0264,0.0577,1.0904,1.7018,-0.1798,0.2902,0.1187,0.1237,0.1695,0.8216,-0.0236,0.0634,0.8294,0.6177,-0.1425,-0.0893,-0.0741,0.4278,1.3841,-0.0671,0.8634,-0.1058,0.9849,1.0792,0.6991,0.2816,0.1127,-0.1449,0.8037,1.3407,0.1338,-0.3309,-0.1711,1.6785,1.9725,2.2027,1.6601,0.776,1.2389,1.0304,1.5956,0.5016,1.6551,0.9778,0.7857,1.1569,1.4563,1.5413,1.7633,0.9732,1.1867,-0.0345,1.9122,0.9939,0.8635,1.074,0.8456,0.1698,1.9428,-0.107,-0.2256,-0.1762,1.3401,1.4552,0.2076,0.0904,2.3514,0.8209,0.7054,1.0448,1.2519,2.199,1.2592,1.9223,-9e-04,0.1563,0.0455,1.2546,0.5916,1.5352,1.2206,1.2194,1.3386,0.4843,0.6421,0.3528,-0.0766,0.0271,1.3271,-0.1013,-0.0777,0.0939,-0.0666,1.9338,-0.0089,-0.0415,-0.022,0.9795,1.2017,0.6194,Control
A09,0.8432,0.387,0.729,0.0396,0.0966,-0.0078,0.3145,0.6657,0.0421,0.071,1.2329,1.7021,-0.1879,0.1972,0.125,0.1268,0.104,0.665,-0.0334,0.1429,0.9716,0.5606,-0.1321,-0.0849,-0.1187,0.4504,1.107,-0.0981,0.5725,-0.0851,0.7599,0.9655,0.6424,0.085,0.1419,-0.0816,0.4934,1.3411,0.1488,-0.1087,-0.1362,2.0888,1.9335,2.5221,1.6468,0.8055,1.3511,0.9078,1.3451,0.5487,1.4396,0.9807,0.583,0.866,1.231,1.1713,1.3831,1.0136,1.096,-0.253,1.8315,0.99,0.7596,1.0252,0.827,0.1382,1.9167,-0.0855,-0.1669,-0.1302,1.0452,1.1765,0.1962,0.1347,2.6039,0.6467,0.5319,1.4074,1.198,2.2287,0.9544,2.3056,0.079,0.2061,0.1087,0.8152,0.5451,1.5296,1.039,1.1101,1.2528,0.448,0.4988,0.3649,-0.1114,0.108,1.316,0.0279,-0.0221,0.1174,-0.034,1.9248,0.1766,0.1063,-0.0511,0.8454,1.2051,0.6042,Control
A10,0.9391,0.4824,0.8977,-0.0054,0.0215,-0.0518,0.2785,0.8362,-0.0574,0.1104,1.2005,1.674,-0.149,0.3406,0.0512,0.1442,0.1028,0.7872,0.0111,0.1595,1.0081,0.7851,-0.1117,-0.0519,-0.0572,0.5256,1.3883,-0.0628,0.3038,-0.0467,0.8006,1.0196,0.626,0.0683,0.2307,0.048,0.6039,1.4367,0.1928,-0.1337,-0.1316,2.0146,1.9677,2.3039,1.7121,0.7537,1.3126,0.9263,1.5857,0.5456,1.5806,0.9893,0.6158,1.0757,1.2426,1.4321,1.623,0.9161,1.2565,-0.1074,1.9225,0.9237,0.7992,0.9941,0.9676,0.0611,1.7865,0.0165,-0.1165,-0.1488,1.105,1.2014,0.2575,0.1341,2.4635,0.7723,0.6954,1.5129,1.3063,2.2654,1.2719,2.2472,-0.0261,0.0703,0.0281,1.1071,0.5944,1.5936,1.1697,1.2877,1.3554,0.403,0.5412,0.2236,-0.0677,0.1262,1.2586,-0.0272,0.0453,0.0509,-0.0138,1.9244,-0.0592,0.0801,0.0333,0.8477,1.1653,0.5093,Control
