@relation data

@attribute id string
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 6829 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6827 numeric
@attribute 6872 numeric
@attribute 11198 numeric
@attribute 5440 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 6921 numeric
@attribute 2958 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 4686 numeric
@attribute 6882 numeric
@attribute 8732 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 8731 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 9150 numeric
@attribute 6875 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 4331 numeric
@attribute 51497 numeric
@attribute 2071 numeric
@attribute 1025 numeric
@attribute 2068 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 2965 numeric
@attribute 2963 numeric
@attribute 1022 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 6917 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 5431 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4354,1.1959,0.9817,0.7223,0.9637,0.7944,0.2219,0.8808,0.4841,2.3123,0.6429,1.5557,1.14,1.468,1.5094,0.9029,0.7562,1.4192,0.46,0.836,1.7778,1.3417,0.8552,0.8598,1.734,1.7729,0.8683,1.8275,0.5565,0.5881,1.1321,0.6298,0.7619,0.3124,1.5652,0.9849,1.8981,0.3669,0.3908,1.2511,1.0174,0.9641,0.4001,0.5802,0.9155,0.9552,0.4679,1.2732,0.4283,2.0825,1.5199,1.5522,0.8088,1.16,0.3275,1.6417,1.3044,0.45,Control
A02,1.1562,0.9626,0.8539,0.3854,0.7768,0.647,0.1063,0.7347,0.4446,2.3103,0.4072,1.441,0.9461,1.2066,1.3843,0.4679,0.3735,1.1098,0.5159,0.7074,1.5028,0.9482,0.5916,0.7379,1.584,1.3348,0.7829,1.8079,0.4535,0.2514,0.8768,0.5484,0.5249,0.1154,1.3931,0.7292,1.7613,0.2626,0.3855,1.0281,0.8407,0.6071,0.2157,0.3655,0.7528,0.6177,0.2526,0.9801,0.4873,2.0833,1.1673,1.3891,0.6644,0.8994,0.1366,1.1906,0.9392,0.3407,Control
A03,1.3708,1.0552,1.0277,0.6997,0.8762,0.8588,0.1499,0.8758,0.5491,2.537,0.5459,1.6319,1.1323,1.3019,1.4372,0.7706,0.6154,1.4452,0.7095,0.7009,1.6978,1.0884,0.7935,0.8216,1.7102,1.5758,0.7482,1.8946,0.5942,0.2561,1.0096,0.6671,0.771,0.1977,1.5497,0.9585,1.91,0.413,0.3933,1.1738,0.9796,0.7964,0.3497,0.5555,0.9088,1.0246,0.4456,1.1279,0.5055,2.055,1.4234,1.5684,0.7828,1.1302,0.2466,1.5435,1.1066,0.4154,Control
A04,1.2516,1.0876,0.9127,0.5693,0.8648,0.819,0.3144,0.9022,0.5017,2.3714,0.4253,1.4632,1.143,1.2486,1.4777,0.5581,0.502,1.3034,0.6804,0.799,1.4159,1.0148,0.7017,0.7825,1.2528,1.3158,0.9389,1.9274,0.6628,0.3374,1.0214,0.6728,0.5117,0.1644,1.3119,0.7792,1.8452,0.3413,0.5038,1.1602,0.8349,0.5536,0.2486,0.5596,0.8665,0.7208,0.2764,1.1048,0.4531,2.1358,1.2206,1.4578,0.6845,1.0701,0.2567,1.4379,0.8619,0.3744,Control
A05,1.448,1.0842,1.1475,0.7293,0.9718,0.9194,0.4329,0.9387,0.5372,2.6312,0.502,1.4556,1.0415,1.3485,1.6013,0.6246,0.5204,1.5262,0.7137,0.9498,1.6112,1.0904,0.7968,0.9016,1.6173,1.5284,0.8598,2.146,0.7296,0.3764,1.1961,0.7083,0.7079,0.1852,1.3637,0.8769,1.894,0.4677,0.4325,1.2078,0.9455,0.6421,0.3416,0.5538,1.0537,0.888,0.3512,1.1098,0.4844,2.1131,1.2823,1.5719,0.771,1.0463,0.3328,1.4466,1.0592,0.4838,Control
A06,1.3463,1.0566,0.9961,0.6284,0.8618,0.7111,0.2293,0.951,0.4476,2.3202,0.5593,1.485,1.0075,1.2782,1.4809,0.565,0.5035,1.3621,0.4342,0.8847,1.6022,1.0265,0.6523,0.8045,1.6865,1.5168,0.7844,1.774,0.5504,0.3804,1.0331,0.5476,0.5346,0.136,1.2791,0.8123,1.8748,0.3095,0.3123,1.1087,0.9051,0.6933,0.2325,0.5002,0.9523,0.7986,0.2346,0.9918,0.4367,2.013,1.4256,1.45,0.6504,1.0496,0.3044,1.4245,1.0497,0.4027,Control
A07,1.2636,1.0864,0.9622,0.7287,0.7943,0.7659,0.1682,0.7372,0.4543,2.3934,0.5793,1.5159,0.9531,1.3964,1.497,0.7531,0.5942,1.4068,0.4148,0.6864,1.7455,1.2114,0.9064,0.8535,1.8752,1.5423,0.7985,1.7797,0.563,0.3784,1.0379,0.5539,0.7013,0.3864,1.3938,0.9036,1.8824,0.3495,0.4281,1.1369,0.9275,0.8235,0.3985,0.536,0.9564,0.9684,0.3841,1.2027,0.5523,2.1069,1.4898,1.4774,0.8238,1.0936,0.3143,1.7306,1.117,0.4492,Control
A08,1.1024,0.8803,0.6375,0.5887,0.7474,0.6449,0.0336,0.8896,0.5262,1.9375,0.661,1.4349,0.9223,1.2769,1.4881,0.6661,0.5658,1.2989,0.3275,0.6422,1.7312,1.2998,1.0481,0.7221,1.2873,1.5378,0.802,1.602,0.5086,0.5687,0.9705,0.6086,0.5315,0.5927,1.253,0.9421,1.6506,0.2823,0.3355,1.1686,0.8591,0.7888,0.443,0.6008,0.7089,1.1166,0.6374,1.0755,0.4619,2.0036,1.347,1.5842,0.6566,0.9022,0.1607,1.8361,1.0224,0.3917,Control
A09,1.3495,0.9737,0.8945,0.5617,0.782,0.7294,0.2329,0.9042,0.4433,2.369,0.5604,1.5116,0.8756,1.3062,1.3191,0.6516,0.4522,1.3312,0.3741,0.6051,1.6358,1.0183,0.8264,0.6915,1.4705,1.5353,0.6742,1.7908,0.5688,0.3987,1.0054,0.4951,0.5886,0.3814,1.2685,0.8333,1.8499,0.2424,0.3428,1.0737,0.9943,0.6481,0.3887,0.5342,0.9767,0.9499,0.4018,1.0068,0.4122,2.0307,1.4321,1.4547,0.7091,0.9718,0.172,1.6176,1.183,0.3555,Control
A10,1.3085,1.0401,0.9445,0.65,0.7154,0.7193,0.3371,0.935,0.4877,2.2899,0.6006,1.4713,1.0417,1.3093,1.5678,0.6245,0.614,1.4832,0.4475,0.7454,1.6504,1.2172,0.8921,0.8572,1.6146,1.4343,0.6595,1.8854,0.564,0.2504,1.1251,0.5207,0.6837,0.3743,1.4071,0.9836,1.8332,0.3422,0.341,1.1722,0.9104,0.651,0.3808,0.6226,0.8408,0.9344,0.3606,1.0887,0.5449,2.1681,1.4629,1.5175,0.6642,0.9752,0.2017,1.9214,1.0047,0.431,Control
