@relation data

@attribute id string
@attribute 64802 numeric
@attribute 79646 numeric
@attribute 60490 numeric
@attribute 5167 numeric
@attribute 60496 numeric
@attribute 81034 numeric
@attribute 8884 numeric
@attribute 55312 numeric
@attribute 2356 numeric
@attribute 53354 numeric
@attribute 80308 numeric
@attribute 8034 numeric
@attribute 6515 numeric
@attribute 6513 numeric
@attribute 93100 numeric
@attribute 10560 numeric
@attribute 2194 numeric
@attribute 6470 numeric
@attribute 1727 numeric
@attribute 80025 numeric
@attribute 349565 numeric
@attribute 10135 numeric
@attribute 23057 numeric
@attribute 27010 numeric
@attribute 1528 numeric
@attribute 79717 numeric
@attribute 9446 numeric
@attribute 55229 numeric
@attribute 55191 numeric
@attribute 113235 numeric
@attribute 1719 numeric
@attribute 80347 numeric
@attribute 119391 numeric
@attribute 4522 numeric
@attribute 4524 numeric
@attribute 23475 numeric
@attribute 54 numeric
@attribute 6573 numeric
@attribute 65220 numeric
@attribute 80704 numeric
@attribute 9962 numeric
@attribute 9963 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4861,1.4349,0.4272,-0.0316,1.4164,1.6734,0.5674,0.6877,0.5799,0.1033,0.3626,0.9469,2.1895,0.7115,0.2839,0.5987,0.4043,0.3103,0.9362,1.2535,0.0083,2.0039,-0.1318,0.364,0.3464,1.4844,1.1873,0.7968,1.1204,0.1718,0.3082,0.9417,0.1238,0.7295,0.7613,0.4619,1.5479,0.5365,1.2073,-0.0988,0.8894,0.2107,Control
A02,0.4848,1.4098,0.2396,-0.0643,1.036,1.462,0.3866,0.6659,0.3494,-0.0114,0.2984,0.6612,1.8809,0.6344,0.3531,0.3729,0.2773,0.131,0.8628,1.1691,-0.0037,0.8771,-0.1136,0.1926,0.1725,1.4059,0.6236,0.6412,0.9097,0.1404,0.0498,0.7446,0.0115,0.5619,0.6494,0.4549,1.3525,0.3566,1.2156,-0.055,0.5802,0.2637,Control
A03,0.5188,1.4026,0.4843,-0.0667,1.2451,1.5785,0.4611,0.6872,0.5753,0.0444,0.3432,0.8104,2.2633,0.7394,0.5017,0.4448,0.4276,0.3109,1.0175,1.3742,0.0115,1.4458,-0.0714,0.2648,0.2083,1.3777,0.9226,0.7531,1.0797,0.1594,0.0278,0.9751,0.0799,0.8022,0.9072,0.4702,1.7521,0.5444,1.421,-0.0755,0.8056,0.3125,Control
A04,0.4346,1.4019,0.4152,0.025,1.052,1.3766,0.4995,0.6156,0.506,0.0438,0.3277,0.5858,2.1862,0.7746,0.5132,0.4378,0.44,0.2582,0.9993,1.0656,-0.0255,1.2392,-0.0847,0.2716,0.2995,1.5936,0.5481,0.6709,0.9009,0.0523,0.113,0.8074,-0.0138,0.5227,0.7539,0.3649,1.1654,0.3751,1.1689,-0.0626,0.5724,0.21,Control
A05,0.5816,1.5989,0.4411,0.0171,1.2055,1.4153,0.5711,0.8174,0.5273,0.0911,0.4529,0.709,2.2469,0.6446,0.6047,0.4176,0.5351,0.2887,1.2703,1.2735,0.0254,1.2602,-0.1044,0.3555,0.2117,1.5724,1.0096,0.7691,1.0982,0.1491,0.1316,0.9996,-0.0024,0.6508,0.9726,0.5033,1.6979,0.6549,1.5585,-0.0623,0.8524,0.2671,Control
A06,0.5086,1.3511,0.3828,0.0374,1.1048,1.4568,0.4301,0.5818,0.4729,0.0018,0.2896,0.6691,2.4393,0.5453,0.3994,0.4388,0.3398,0.1861,1.0046,1.1502,0.0247,1.5034,-0.0669,0.2605,0.1665,1.3887,0.7453,0.6501,1.0523,0.1575,0.0119,0.8647,-0.002,0.527,0.6773,0.3925,1.2364,0.4935,1.3862,2e-04,0.715,0.2447,Control
A07,0.5766,1.5116,0.3621,-0.0311,1.3552,1.5558,0.4362,0.7378,0.473,0.0389,0.3075,0.7952,2.2402,0.6803,0.3966,0.5245,0.2814,0.2978,0.9331,1.3359,0.0569,1.3759,-0.0343,0.4609,0.1748,1.5359,0.7478,0.6746,0.9752,0.1731,0.3068,0.8638,-0.0063,0.5847,0.8179,0.3382,1.6129,0.5094,1.3168,-0.0463,0.8141,0.251,Control
A08,0.4119,1.3837,0.3351,-0.078,1.0489,1.5406,0.4308,0.4045,0.5144,0.0304,0.2551,0.876,1.8602,0.6032,0.2569,0.4372,0.2912,0.1797,0.8006,1.1575,0.0159,1.2838,-0.1259,0.6346,0.374,1.3601,0.6205,0.6194,0.9112,0.1266,0.1785,0.7142,0.0496,0.5178,0.6853,0.4724,1.0836,0.3698,1.1694,-0.0809,0.7984,0.2486,Control
A09,0.3758,1.2845,0.4273,-0.0735,1.2394,1.6013,0.4226,0.6521,0.4355,0.0617,0.3435,0.7088,2.2511,0.5883,0.3504,0.41,0.2706,0.2746,1.0069,1.1542,4e-04,1.4304,-0.0677,0.3896,0.1244,1.1755,0.7135,0.6432,0.9332,0.1492,0.2261,0.8042,0.0066,0.5917,0.6701,0.35,1.2867,0.4301,1.1744,-0.0196,0.7835,0.2803,Control
A10,0.4803,1.5668,0.421,-0.0452,1.2257,1.5936,0.4883,0.6191,0.4032,0.1199,0.2992,0.7743,2.1944,0.779,0.4228,0.528,0.3573,0.253,1.0745,1.1519,0.039,2.0856,-0.0901,0.4998,0.2579,1.3717,0.678,0.6206,1.0713,0.0698,0.2692,0.7509,-0.0185,0.5472,0.8609,0.467,1.3973,0.5109,1.3545,-0.0536,0.8386,0.2045,Control
