@relation data

@attribute id string
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 1582 numeric
@attribute 51302 numeric
@attribute 11001 numeric
@attribute 1109 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7984,0.4933,-0.0272,0.0435,-0.1094,-0.0589,0.1734,-0.0736,-0.1856,0.1686,Control
A02,0.7444,0.4223,-0.0206,-0.0583,0.0725,-0.0302,-0.0302,-0.2001,-0.1299,0.0839,Control
A03,0.9368,0.5042,-0.0294,-0.0118,0.0262,-0.0681,0.2889,-0.1345,-0.1433,0.1811,Control
A04,0.5429,0.4245,-0.0072,0.0239,0.0652,-0.0408,-0.0346,-0.0944,-0.13,0.1214,Control
A05,1.1201,0.6038,6e-04,0.0123,-0.1412,-0.0996,0.0335,-0.0768,-0.1062,0.0767,Control
A06,0.9028,0.6005,-0.0921,0.0102,0.042,-0.0057,-0.0271,-0.0916,-0.1063,0.0689,Control
A07,0.7727,0.607,0.0095,-0.0931,0.0506,-0.0296,-0.0345,-0.0833,-0.157,0.1265,Control
A08,0.7721,0.5203,-0.0376,-0.0126,-0.187,-0.0899,-0.051,-0.0832,-0.1635,0.0792,Control
A09,0.6248,0.5629,-0.021,-0.0296,-0.0027,-0.0633,0.0269,-0.1533,-0.0993,0.077,Control
A10,1.2802,0.4923,-0.0119,-0.0635,-0.036,-0.0647,-0.0125,-0.1086,-0.1361,0.106,Control
A11,0.7195,0.5074,-0.0388,0.0699,-0.0983,-0.0791,0.1097,-0.1211,-0.1208,0.1473,Control
A12,0.5195,0.5044,-0.0609,-0.0589,0.2329,0.0699,-0.0239,-0.1379,-0.031,0.05,Control
B01,0.7173,0.4256,-0.0789,-0.0797,0.0344,-0.1004,0.0224,-0.0579,-0.0927,-0.065,Control
B02,0.9229,0.5299,0.0092,0.0344,0.039,-0.1008,0.0472,-0.0181,-0.1223,0.0727,Control
B03,0.7944,0.5243,-0.0091,-0.0728,-0.0078,-0.0828,0.0534,-0.0797,-0.1794,0.0906,BRCACancer
B04,0.4394,0.4102,9e-04,-0.0739,0.002,-0.0811,0.0094,-0.1428,-0.1001,0.0876,BRCACancer
B05,0.3121,0.4425,-0.0112,-0.021,0.1722,-0.0245,-0.0526,-0.1777,-0.0476,0.08,BRCACancer
B06,0.398,0.3598,-0.1801,-0.23,-0.0394,-0.0505,-0.0488,-0.1135,0.0451,-0.0381,BRCACancer
B07,0.831,0.5434,-0.0663,-0.0617,0.0546,-0.0721,0.0995,-0.0874,-0.1024,0.0917,BRCACancer
B08,0.6155,0.5134,0.0189,-0.0054,-0.0148,-0.0522,0.0129,-0.124,-0.1459,0.104,Control
B09,0.3391,0.347,0.0087,-0.0936,0.1136,-0.0662,-0.0423,-0.1444,-0.1282,-0.0314,Control
B10,0.5683,0.426,-0.0221,-0.0367,0.1845,-0.0209,-0.0532,-0.1271,-0.0531,0.0276,Control
B11,0.6139,0.3896,0.0206,0.0592,0.139,-0.0412,0.0307,0.0196,-0.0924,0.1148,Control
B12,0.268,0.2021,-0.0199,-0.1346,0.0669,0.0026,-0.1292,-0.0037,-0.1768,0.0665,Control
C01,0.9219,0.4782,0.0032,0.0236,0.0295,-0.0345,-0.1038,-0.0996,-0.0496,0.1336,BRCACancer
C02,0.7815,0.6189,-0.0446,-0.0335,-0.0538,-0.0199,-0.0643,-0.0886,-0.1465,0.0993,BRCACancer
C03,0.9039,0.5322,0.0028,-8e-04,0.0212,-0.0322,0.0155,-0.0747,-0.1501,0.0923,BRCACancer
C04,0.293,0.3657,0.0501,0.0436,-0.1459,0.0232,-0.0884,-0.0648,-0.1801,0.1775,Control
C05,0.3211,0.3565,-0.0523,0.0473,0.0051,-0.041,-0.021,-0.1227,-0.1638,0.1089,BRCACancer
