@relation data

@attribute id string
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1022 numeric
@attribute 1026 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 4331 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 7027 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 902 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.813,0.7756,0.5802,1.3091,0.1718,0.1146,0.4823,0.7122,0.6304,0.3124,1.0662,0.1429,0.0818,1.3912,1.4771,1.6417,Control
Utah__A02,0.4308,0.33,0.3655,1.0057,-2e-04,0.1653,0.2959,0.5819,0.3511,0.1154,0.8166,0.1112,0.0898,1.2438,1.3672,1.1906,Control
Utah__A03,0.5425,0.4989,0.5555,1.7394,0.2275,0.3638,0.4743,0.7676,0.3987,0.1977,1.0876,0.132,0.122,1.1392,1.455,1.5435,Control
Utah__A04,0.377,0.4913,0.5596,1.0109,0.0886,0.1342,0.2571,0.7066,0.5019,0.1644,0.8373,0.2259,0.0712,1.2875,1.5602,1.4379,Control
Utah__A05,0.5656,0.4581,0.5538,1.8012,0.2641,0.2829,0.4576,0.8229,0.5786,0.1852,1.0736,0.1959,0.124,1.1872,1.7999,1.4466,Control
Utah__A06,0.5578,0.4227,0.5002,1.4441,0.1512,0.0786,0.4493,0.6987,0.1805,0.136,0.9123,0.0539,0.0532,1.1012,1.4492,1.4245,Control
Utah__A07,0.6157,0.663,0.536,1.1928,0.0944,0.2062,0.6782,0.6794,0.4524,0.3864,1.0503,0.1284,0.118,1.3338,1.5297,1.7306,Control
Utah__A08,0.5163,1.0835,0.6008,1.1583,0.2278,0.1077,0.8355,0.5313,0.476,0.5927,1.1154,0.0912,0.0892,1.37,1.2842,1.8361,Control
Utah__A09,0.561,0.6379,0.5342,1.3538,0.1499,0.1375,0.5569,0.5748,0.3676,0.3814,1.0658,0.1035,0.0704,1.2815,1.3685,1.6176,Control
Utah__A10,0.4662,0.5866,0.6226,1.1964,0.1431,0.0663,0.7975,0.7104,0.38,0.3743,0.9902,0.1325,0.0994,1.3474,1.566,1.9214,Control
Utah__A11,0.6858,0.3312,0.4857,1.0562,0.0726,-2e-04,0.3631,0.6263,0.1904,0.3321,0.8532,0.1247,0.1199,1.224,1.234,1.1617,Control
Utah__A12,0.1847,0.2417,0.4064,1.2565,-0.0523,0.0398,0.2611,0.2337,0.1713,0.0425,0.4202,0.0055,0.0645,0.6969,1.4393,0.9335,Control
Utah__B01,0.5875,0.6077,0.5145,1.2563,-0.0717,0.1122,0.4932,0.3875,0.3818,0.2817,0.913,-0.2002,-0.0123,1.0654,1.0551,1.5871,Control
Utah__B02,0.7494,0.373,0.5819,1.6103,0.1521,0.2095,0.3731,0.7808,0.3355,0.181,0.8399,0.1157,0.1221,1.3267,1.5454,1.7122,Control
Utah__B03,0.6368,0.5024,0.5173,1.0987,0.1164,0.0451,0.4368,0.5922,0.2597,0.271,0.8769,0.0397,0.0211,1.3182,1.2501,1.7017,BRCACancer
Utah__B04,0.3419,0.904,0.499,0.8906,0.1031,0.0758,1.0303,0.4823,0.2106,0.4884,0.8599,0.0261,0.1998,1.2741,1.3634,1.6148,BRCACancer
Utah__B05,0.4101,0.428,0.4024,1.0885,0.0559,0.1498,0.3116,0.5395,0.1949,0.2033,0.7142,0.0519,0.1014,1.1199,1.5505,1.3459,BRCACancer
Utah__B06,0.3363,0.35,0.3758,0.8229,-0.1347,-0.0385,0.3881,0.1249,0.0411,0.1418,0.5769,-0.2336,-0.1595,0.7608,0.7803,1.1789,BRCACancer
Utah__B07,0.6892,0.5672,0.6062,1.2013,0.1567,0.1779,0.4435,0.6948,0.3841,0.2818,0.9896,0.1106,0.0828,1.3186,1.426,1.8064,BRCACancer
Utah__B08,0.6284,0.3242,0.4136,1.4914,0.1782,0.0784,0.2429,0.693,0.2926,0.1851,0.8228,0.2393,0.0942,1.2897,1.4627,1.3434,Control
Utah__B09,0.3792,0.7818,0.4157,1.2244,0.1278,0.048,0.6797,0.402,0.2733,0.4253,0.7911,0.1129,0.133,1.2241,1.0544,1.3187,Control
Utah__B10,0.3495,0.5608,0.3786,0.8633,0.043,0.0403,0.5352,0.2454,0.2099,0.2671,0.6957,0.0599,0.0699,1.104,1.2607,1.366,Control
Utah__B11,0.5259,0.405,0.3483,1.318,0.1276,0.1661,0.4066,0.5433,0.2708,0.2329,0.817,0.1143,0.0808,1.1087,1.6683,1.5162,Control
Utah__B12,0.0082,0.6139,0.2577,0.5373,-0.1558,-0.0545,0.4935,0.1721,0.1144,0.3217,0.4483,0.0638,0.177,1.0456,1.1326,1.0536,Control
Utah__C01,0.6493,0.4759,0.4887,1.2359,0.096,0.2021,0.6153,0.7994,0.3427,0.156,0.9498,0.0818,0.0366,1.2476,1.6958,1.5264,BRCACancer
Utah__C02,0.4898,0.4305,0.5224,1.3841,0.2618,0.16,0.3538,0.8153,0.5461,0.1039,0.7565,0.2067,0.0391,1.2602,1.8028,1.4554,BRCACancer
Utah__C03,0.7886,0.4578,0.5433,1.3007,0.1736,0.294,0.4136,0.9551,0.2896,0.1633,0.8646,0.1351,0.0845,1.5388,1.9157,1.6244,BRCACancer
Utah__C04,0.2365,0.2082,0.2662,1.0465,0.1424,-0.0041,0.1093,0.6,-0.0401,0.0884,0.5048,0.1876,0.1886,1.0163,1.8214,0.7406,Control
Utah__C05,0.302,0.2384,0.2679,0.829,0.0535,0.0137,0.1757,0.6047,0.12,0.0972,0.3848,0.1692,0.1389,1.0866,1.6055,0.7021,BRCACancer
Utah__C06,0.1427,-0.0176,0.1924,1.0835,0.0889,-0.0859,0.0816,0.0829,-0.18,-0.0069,-0.0747,0.1546,0.0963,0.3508,0.5401,0.102,Control
Utah__C07,0.4247,0.2275,0.3902,1.0204,-0.0048,-0.0032,0.2225,0.5562,0.1644,0.1001,0.5383,0.1886,0.0996,1.0832,1.5672,1.0167,Control
Utah__C08,0.6205,0.3478,0.441,1.4276,0.204,0.127,0.2391,0.7272,0.309,0.1714,0.7767,0.1645,0.071,1.2229,1.5245,1.1413,Control
Utah__C09,0.4353,0.2059,0.3766,1.2865,0.066,0.0442,0.1658,0.644,0.1454,0.1101,0.4805,0.2432,0.1078,1.1772,1.7245,1.2118,Control
Utah__C10,0.4566,0.2933,0.2963,0.9804,0.0786,0.1746,0.261,0.6607,0.3695,0.0933,0.4697,0.162,0.0896,1.0772,1.9973,1.0892,BRCACancer
Utah__C11,0.6558,0.2752,0.4677,1.1973,0.1653,0.1116,0.2239,0.7919,0.2757,0.1839,0.7355,0.2435,0.1411,1.2999,1.7545,1.1661,Control
Utah__C12,0.3107,0.1951,0.2081,0.8227,0.1514,0.0705,0.1304,0.5912,0.2889,0.0976,0.3205,0.1424,0.0867,0.951,1.6683,0.6529,BRCACancer
Utah__D01,0.454,0.4993,0.3528,0.7565,0.0519,0.0362,0.7435,0.4556,0.0852,0.435,0.7814,0.063,0.2384,1.0427,1.1465,1.4767,BRCACancer
Utah__D02,0.4538,0.2354,0.3216,1.5651,0.261,0.069,0.2355,0.6725,0.5269,0.1866,0.6215,0.2698,0.1032,1.2158,1.7378,0.9121,BRCACancer
Utah__D03,0.3571,0.2714,0.3138,1.2126,0.107,0.1432,0.2341,0.6782,0.3099,0.0492,0.5275,0.1585,0.1039,1.0651,1.9082,0.9264,BRCACancer
Utah__D04,0.4195,0.3322,0.399,1.3323,0.0945,0.166,0.2629,0.7251,0.2509,0.0782,0.6614,0.0894,0.1391,1.2802,1.6423,1.2043,BRCACancer
Utah__D05,0.2889,0.2334,0.4093,1.4741,0.0409,0.0832,0.308,0.6854,0.133,0.0793,0.6045,0.1008,0.0994,0.9793,1.7921,1.079,BRCACancer
Utah__D06,0.6008,0.3447,0.4214,1.5224,0.1402,0.1439,0.3039,0.8491,0.3609,0.1385,0.7787,0.1509,0.1451,1.2077,1.7077,1.3283,BRCACancer
Utah__D07,0.5285,0.2224,0.3781,1.3767,0.2395,0.1427,0.2098,0.7663,0.3867,0.1607,0.6726,0.1823,0.1069,1.4563,1.7903,1.1907,Control
Utah__D08,0.3421,0.2083,0.3055,1.3691,0.1625,0.0822,0.1669,0.5154,0.1146,0.0666,0.4792,0.1165,0.0639,1.0039,1.4446,0.7992,Control
Utah__D09,0.4607,0.2223,0.4335,1.3857,0.1114,0.191,0.2442,0.6903,0.3681,0.1248,0.632,0.1592,0.0217,1.1198,1.6201,1.2377,Control
Utah__D10,0.4826,0.2216,0.3235,1.2629,0.0958,0.1838,0.2639,0.5561,0.2346,0.1754,0.6901,0.1193,0.1414,1.1182,1.6087,0.9212,Control
Utah__D11,0.3448,0.0981,0.1029,0.7354,0.0588,-0.0843,0.039,0.1901,-0.085,0.0548,0.2282,0.022,0.1569,0.8229,1.0641,0.4807,Control
Utah__D12,0.4419,0.1611,0.1943,0.8108,0.0701,0.0735,0.1515,0.541,0.0624,0.0971,0.5646,0.1678,0.15,1.1391,1.2378,0.7339,Control
Utah__E01,0.3527,0.1863,0.3261,0.622,0.0738,0.0048,0.2349,0.6095,0.1859,0.1484,0.5168,0.0728,0.0892,1.0241,1.3731,0.9291,BRCACancer
Utah__E02,0.5297,0.3978,0.4949,1.6279,0.161,0.1253,0.3383,0.7238,0.649,0.2001,0.6149,0.1465,0.0147,1.2317,1.8353,1.4074,Control
Utah__E03,0.5301,0.2261,0.3713,1.064,0.2406,0.1308,0.2053,0.8357,0.3016,0.0969,0.7048,0.209,0.0964,1.1255,1.7485,1.1021,Control
Utah__E04,0.6639,0.2903,0.4982,1.5046,0.2503,0.1261,0.3243,0.9369,0.4765,0.1427,0.8049,0.2981,0.1404,1.3348,2.0106,1.2946,Control
Utah__E05,0.4021,0.3363,0.378,1.4084,0.1533,0.2947,0.3148,0.5705,0.4287,0.1538,0.5035,0.0512,0.0283,0.9636,1.5539,1.2789,Control
Utah__E06,0.2985,0.2553,0.3066,1.0929,-0.067,0.0913,0.3888,0.3738,0.2433,0.0588,0.4819,-0.1096,-0.0179,0.7469,1.0531,1.0928,BRCACancer
Utah__E07,0.465,0.2797,0.4709,1.1829,0.0727,0.1215,0.2839,0.7392,0.4877,0.1326,0.6166,0.2113,0.1657,1.1882,1.8324,1.2098,BRCACancer
Utah__E08,0.5412,0.3248,0.3918,1.4047,0.1621,0.1653,0.2736,0.8708,0.3751,0.1846,0.7523,0.146,0.009,1.188,1.8065,1.3589,Control
Utah__E09,0.5983,0.3524,0.5678,1.4034,0.356,0.1341,0.3099,0.7215,0.4291,0.1259,0.657,0.2085,0.1052,1.3625,1.9743,1.2121,BRCACancer
Utah__E10,0.4556,0.5005,0.5791,1.2812,0.1315,0.2472,0.5152,0.7186,0.5162,0.1363,0.9113,0.0977,0.0261,1.2943,1.6335,1.4734,BRCACancer
Utah__E11,0.3678,0.1428,0.204,1.4408,0.2206,-0.021,0.1991,0.547,0.1462,0.0726,0.4816,0.1145,0.062,1.1673,1.7541,0.855,Control
Utah__E12,0.2507,0.1045,0.299,0.8449,-0.0331,-0.0514,0.1957,0.4385,0.0777,0.1068,0.3592,0.0736,0.0045,0.9809,1.4399,0.7096,BRCACancer
Utah__F01,0.653,0.5621,0.5081,1.39,0.1383,0.099,0.4172,0.8028,0.3132,0.1806,0.8983,0.1035,0.0584,1.3489,1.6052,1.3523,Control
Utah__F02,0.6212,0.4903,0.5346,1.368,0.1339,0.1929,0.3665,0.9146,0.5497,0.1289,0.7797,0.1194,0.0913,1.3532,1.722,1.4258,Control
Utah__F03,0.5057,0.2779,0.3875,1.2533,0.1238,0.0995,0.2616,0.7683,0.1075,0.1711,0.6779,0.1586,-0.009,1.1322,1.8189,1.194,Control
Utah__F04,0.4737,0.4677,0.4974,1.1614,0.0877,0.0192,0.4235,0.7391,0.1662,0.2355,0.9587,0.0434,0.0823,1.1998,1.4473,1.3309,Control
Utah__F05,0.5895,0.3173,0.4509,1.4225,0.1108,0.0501,0.3476,0.7445,0.3393,0.115,0.7576,0.1398,0.1104,1.1588,1.7861,1.3273,Control
Utah__F06,0.2029,0.1964,0.5221,1.2134,0.1839,0.1511,0.3298,0.6072,0.2525,0.0883,0.6197,0.105,0.0656,0.8427,1.7714,1.0142,Control
Utah__F07,0.4427,0.7095,0.4171,0.9924,0.1034,0.0578,0.5172,0.668,0.4514,0.3055,0.7101,0.1276,0.1375,1.4603,1.6307,1.4728,Control
Utah__F09,0.7194,0.3495,0.607,1.3193,0.1828,0.1349,0.3116,0.93,0.375,0.1277,0.9138,0.1914,0.1196,1.2088,1.8425,1.626,Control
Utah__F10,0.6284,0.6014,0.5158,1.4485,0.1861,0.2164,0.4702,0.935,0.4227,0.2198,0.8084,0.1677,0.1362,1.2908,1.8408,1.681,Control
Utah__F11,0.5454,0.2637,0.3807,1.254,0.2045,0.1791,0.2146,0.9172,0.2068,0.1363,0.7184,0.1679,0.074,1.2052,1.8361,1.1153,Control
