@relation data

@attribute id string
@attribute 4208 numeric
@attribute 57172 numeric
@attribute 805 numeric
@attribute 2147 numeric
@attribute 5894 numeric
@attribute 801 numeric
@attribute 5577 numeric
@attribute 3479 numeric
@attribute 5533 numeric
@attribute 2247 numeric
@attribute 1387 numeric
@attribute 121916 numeric
@attribute 1482 numeric
@attribute 5604 numeric
@attribute 1489 numeric
@attribute 207 numeric
@attribute 1906 numeric
@attribute 6198 numeric
@attribute 5595 numeric
@attribute 8536 numeric
@attribute 5594 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 4776 numeric
@attribute 58 numeric
@attribute 1452 numeric
@attribute 1432 numeric
@attribute 4878 numeric
@attribute 4775 numeric
@attribute 2932 numeric
@attribute 2626 numeric
@attribute 811 numeric
@attribute 814 numeric
@attribute 9421 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 64100 numeric
@attribute 5532 numeric
@attribute 5530 numeric
@attribute 5290 numeric
@attribute 4620 numeric
@attribute 2280 numeric
@attribute 3976 numeric
@attribute 183 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 1839 numeric
@attribute 808 numeric
@attribute 4773 numeric
@attribute 4772 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 9464 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9973,0.0396,1.1595,-0.0838,1.7847,2.3173,0.9927,-0.0902,1.3861,-0.0751,1.4419,-0.1374,0.2281,0.718,-0.1966,0.6045,-0.0413,1.1287,1.0783,0.7481,1.7309,0.4247,1.4021,0.0372,0.6101,1.6042,1.4426,-0.217,1.394,0.6542,-0.1344,2.0077,1.3522,-0.1931,1.1308,-0.1281,-0.1235,1.2834,0.7188,1.6169,-0.0924,1.0394,-0.0419,0.0672,1.8462,1.1601,0.0738,0.343,2.0808,0.566,0.4264,1.8391,1.4782,-0.3149,Control
A02,0.7343,0.0657,0.9813,-0.0682,1.5429,2.331,1.124,-0.0978,1.0792,-0.0359,1.1941,-0.0466,0.3234,0.4692,-0.102,0.5571,0.1158,0.926,1.0214,0.7215,1.6299,0.3701,0.9672,0.0966,0.6684,1.2833,1.1508,-0.0966,1.1231,0.4588,-0.0665,2.1472,0.6933,-0.1725,0.9731,-0.1142,-0.2043,0.9381,0.5951,1.3286,-0.1245,0.7434,-0.0988,0.1838,1.8492,1.0518,0.0916,0.3192,2.1764,0.399,0.3561,2.0614,1.1561,-0.214,Control
A03,0.856,0.0639,1.2374,-0.0986,1.7349,2.5215,1.0311,-0.0914,1.1587,0.0299,1.4161,-0.0784,0.3256,0.6904,-0.1455,0.6699,0.0984,1.0404,1.0584,0.9102,1.8758,0.3745,1.211,0.0383,0.719,1.485,1.3711,-0.0381,1.3459,0.6001,-0.1065,2.3951,0.7663,-0.0347,0.9868,-0.1007,-0.1347,1.2109,0.7523,1.4291,-0.154,0.9951,-0.0557,0.2025,1.9151,1.2293,0.0982,0.4658,2.1323,0.6686,0.3954,2.1951,1.3011,-0.2612,Control
A04,0.9735,-0.0138,1.0291,-0.0334,1.6725,2.6061,1.3233,-0.0829,1.2414,0.0066,1.2536,-0.1799,0.3704,0.4999,0.0846,0.6114,0.0409,0.9026,1.0435,0.6687,1.7145,0.3589,0.9665,0.0472,0.8244,1.4243,1.2559,-0.0877,1.1899,0.4958,-0.0319,2.277,1.0155,-0.0156,1.1682,-0.1378,-0.1619,0.9279,0.6673,1.383,-0.0837,0.7287,-0.0994,0.1284,1.8358,1.2172,0.1327,0.358,2.2841,0.4547,0.4685,2.1245,1.4673,-0.0632,Control
A05,1.0726,-0.0097,0.994,-0.059,1.808,2.2755,1.4262,-0.0227,1.1595,0.0878,1.4082,-0.0516,0.4095,0.7099,0.0253,0.7362,-0.0422,1.0434,1.1978,1.0292,1.9408,0.4809,1.1192,0.0733,0.9339,1.4781,1.5137,-0.0513,1.2552,0.5918,-0.0508,2.2769,0.8251,-0.0809,1.0421,-0.0876,-0.1499,1.0818,0.7731,1.5208,-0.1298,0.9934,-0.1431,0.0708,1.969,1.2952,0.1199,0.3674,2.3856,0.4619,0.4397,2.1197,1.3057,-0.1461,Control
A06,0.9088,0.0338,1.154,-0.0823,1.7489,2.2293,1.0306,-0.0934,0.9185,-0.1139,1.3394,-0.1283,0.2753,0.6673,-0.2043,0.6349,0.0077,1.015,0.9874,0.7867,1.8446,0.2391,1.1521,0.0089,0.7059,1.3721,1.2007,-0.1197,1.1824,0.5257,-0.1312,2.0773,0.8016,-0.1691,0.8643,-0.1601,-0.2123,0.9413,0.6198,1.4163,-0.1348,0.9424,-0.1333,0.1295,1.9546,1.1572,0.0659,0.8173,2.1384,0.425,0.306,1.9994,1.3466,-0.1687,Control
A07,1.2314,0.0264,1.4581,-0.0981,1.7704,2.2849,1.1618,-0.063,1.183,0.0147,1.4397,-0.2206,0.3022,0.8479,-0.0922,0.5857,0.1204,1.1072,0.9702,0.8547,1.882,0.3621,1.3691,-4e-04,0.6623,1.6472,1.592,-0.1228,1.37,0.8174,-0.0566,2.0365,1.264,-0.1531,1.1382,-0.1365,-0.1334,1.3182,1.0264,1.6368,-0.2028,1.2264,-0.1963,0.1623,2.0169,1.2646,0.1122,0.5126,2.178,0.6062,0.3424,1.974,1.6128,-0.175,Control
A08,1.1064,-0.0259,1.2592,-0.0797,1.7386,2.199,0.8313,-0.0671,1.5413,-0.1897,1.5649,-0.0587,0.1626,0.8635,-0.1837,0.5257,0.0105,1.1764,0.9939,0.7207,1.9122,0.2915,1.4969,0.0839,0.5704,1.6839,1.6309,-0.2061,1.5498,1.0598,-0.1464,1.8498,1.7568,-0.3003,1.1867,-0.0345,-0.2424,1.4563,1.1569,1.8021,-0.0951,1.2842,-0.0047,0.0911,1.7149,1.1512,0.0231,0.3255,1.9223,0.8547,0.3838,2.0798,1.7107,-0.2836,Control
A09,0.9636,0.0335,0.9544,-0.1022,1.6393,2.2287,1.1797,-0.0981,1.1713,0.0385,1.4149,-0.1353,0.3304,0.7596,-0.0976,0.5517,0.053,1.066,0.99,0.7426,1.8315,0.3464,1.3676,0.0085,0.6497,1.4591,1.435,-0.0837,1.2669,0.707,-0.065,2.1404,1.2499,-0.1453,1.096,-0.253,-0.2121,1.231,0.866,1.4941,-0.1396,1.2206,-0.0737,0.1407,1.9165,1.0899,0.1031,0.4634,2.3056,0.5867,0.3486,1.9891,1.5301,-0.1486,Control
A10,1.1138,-0.024,1.2719,-0.0788,1.7838,2.2654,1.4077,-0.0628,1.4321,0.0415,1.4738,-0.1257,0.2565,0.7992,0.0134,0.5517,-0.1575,1.0883,0.9237,0.7489,1.9225,0.3978,1.2269,0.0145,0.6784,1.641,1.7367,-0.0338,1.3997,0.907,-0.1111,2.0103,1.1602,-0.1029,1.2565,-0.1074,-0.1214,1.2426,1.0757,1.743,-0.1305,1.1498,-0.1959,0.1099,1.917,1.2472,0.0625,0.3734,2.2472,0.7044,0.3484,2.143,1.6455,-0.1761,Control
