@relation data

@attribute id string
@attribute 10195 numeric
@attribute 10905 numeric
@attribute 11253 numeric
@attribute 11282 numeric
@attribute 11320 numeric
@attribute 144245 numeric
@attribute 146664 numeric
@attribute 1603 numeric
@attribute 1650 numeric
@attribute 1798 numeric
@attribute 199857 numeric
@attribute 201595 numeric
@attribute 22845 numeric
@attribute 23193 numeric
@attribute 2530 numeric
@attribute 25834 numeric
@attribute 2683 numeric
@attribute 29880 numeric
@attribute 29929 numeric
@attribute 3703 numeric
@attribute 4121 numeric
@attribute 4122 numeric
@attribute 4124 numeric
@attribute 4247 numeric
@attribute 4248 numeric
@attribute 4249 numeric
@attribute 440138 numeric
@attribute 54344 numeric
@attribute 56052 numeric
@attribute 57134 numeric
@attribute 57171 numeric
@attribute 6184 numeric
@attribute 6185 numeric
@attribute 6480 numeric
@attribute 7841 numeric
@attribute 79053 numeric
@attribute 79087 numeric
@attribute 79796 numeric
@attribute 79868 numeric
@attribute 7991 numeric
@attribute 84620 numeric
@attribute 85365 numeric
@attribute 8703 numeric
@attribute 8704 numeric
@attribute 8813 numeric
@attribute 8818 numeric
@attribute 91869 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7169,1.0203,0.5859,0.66,1.8902,0.5648,0.0337,0.258,1.4734,0.948,0.1372,2.1828,0.1465,2.1947,0.7375,-0.0943,1.2253,0.635,0.8909,2.2128,0.4546,1.1419,1.2803,1.5023,-0.1096,0.7443,1.1816,0.9413,0.8925,0.4803,0.3721,1.8488,1.2716,0.9077,0.9464,1.1986,0.7456,0.8071,1.1534,-0.1131,-0.0062,1.3949,0.9612,-0.1351,1.5172,0.783,0.9522,Control
A02,0.6903,0.8343,0.4632,0.5768,1.3506,0.2976,0.0232,0.1374,1.5002,0.741,0.0984,1.865,0.0502,1.91,0.3462,-0.1009,0.8983,0.4164,0.5538,2.1055,0.5,0.9357,1.0729,1.3995,-0.0577,0.472,0.7975,1.0038,0.6714,0.2861,0.1644,1.8907,1.1235,0.4913,0.6511,0.9496,0.5904,0.58,0.6632,-0.0581,0.0853,1.1485,0.6955,0.0356,1.2508,0.6367,0.6715,Control
A03,0.7674,0.9431,0.5806,0.6471,1.2325,0.3933,0.0135,0.1016,1.508,0.7834,0.1669,1.8829,0.1134,2.1146,0.4109,-0.0673,1.1435,0.577,0.7511,2.1931,0.6647,1.0918,1.2508,1.4823,-0.1117,0.5507,1.0499,0.9815,1.0125,0.2952,0.3186,1.9992,1.2675,0.6148,0.8365,1.0969,0.6939,0.6544,0.894,-0.0821,0.0938,1.3463,0.9227,0.0179,1.3278,0.8284,0.7797,Control
A04,0.7834,0.9646,0.5231,0.7776,1.5743,0.1987,0.0681,0.1099,1.58,0.6217,0.1512,2.1051,0.2205,2.0873,0.4707,-0.0328,1.0783,0.4888,0.6412,2.1168,0.5297,1.0051,1.1376,1.4224,0.0054,0.7402,0.728,0.9863,0.7943,0.3345,0.2862,2.0874,1.1378,0.643,0.8198,0.8431,0.729,0.6056,0.5819,-0.0092,0.0328,1.1646,0.8291,0.049,1.143,0.7149,0.8083,Control
A05,0.8398,0.9802,0.5692,1.0258,1.3852,0.2607,0.0532,0.1396,1.6806,0.8959,0.1723,2.0988,0.2587,2.2256,0.4693,-0.0815,1.1811,0.5909,0.7341,2.2787,0.6228,1.2707,1.2347,1.4632,-0.0472,0.718,0.9705,1.0302,1.1005,0.3725,0.3887,2.1818,1.2758,0.6884,0.9063,1.0539,0.7644,0.6244,0.7873,-0.0354,0.0533,1.3632,0.8767,0.015,1.2393,0.8395,0.8643,Control
A06,0.7762,0.9006,0.5666,0.6967,1.3578,0.3933,-0.0236,0.1308,1.5264,0.8065,0.1485,1.9283,0.1585,2.1709,0.3107,-0.09,1.2464,0.4156,0.6913,2.3072,0.5513,1.1916,1.1028,1.2671,-0.0956,0.5567,0.9187,0.9579,0.8341,0.2918,0.3967,2.0167,1.2421,0.4933,0.8217,1.0566,0.721,0.6157,0.7033,-0.0454,0.0568,1.4692,0.6981,0.0036,1.2607,0.7126,0.7787,Control
A07,0.7577,1.1149,0.579,0.7101,1.7615,0.4712,-0.0132,0.3664,1.5303,0.8517,0.2004,2.1449,0.2263,2.1325,0.6133,-0.1019,1.2998,0.5723,0.8045,2.3392,0.6613,1.0619,1.4016,1.5655,-0.0901,0.8009,1.057,1.017,0.9015,0.4976,0.3834,1.9599,1.2595,0.995,0.8432,1.1086,0.6091,0.6971,1.0662,-0.084,0.1351,1.4498,0.8063,0.001,1.4652,0.6886,0.9128,Control
A08,0.6219,1.1531,0.5409,0.5063,2.0072,0.2118,-0.026,0.2713,1.3821,0.5858,0.1535,2.3469,0.016,1.7305,0.7935,-0.0809,1.3963,0.549,0.9052,2.0412,0.7701,0.968,1.6824,1.0217,-0.0862,0.8827,0.9018,0.6777,0.7277,0.5906,0.1179,1.8096,1.1238,1.3932,0.8082,0.9621,0.5244,0.6866,1.5167,-0.1511,-0.0045,1.0816,0.8625,-0.0864,1.3283,0.5723,0.8811,Control
A09,0.7245,1.0103,0.496,0.6527,1.6229,0.4711,0.0299,0.1332,1.4605,0.6869,0.0937,2.2287,0.0853,2.0354,0.6051,-0.0813,1.1248,0.5785,0.6484,2.2806,0.5747,1.0387,1.404,1.3349,-0.1,0.7025,0.9645,0.8623,0.8505,0.4313,0.273,1.9434,1.2802,0.8846,0.7805,0.9818,0.6248,0.6816,1.215,-0.103,0.0922,1.2428,0.7772,0.0757,1.3942,0.7697,0.7416,Control
A10,0.7791,1.2164,0.4991,0.678,1.8413,0.243,0.0268,0.2285,1.5281,0.7862,0.1502,2.2321,0.1485,2.0018,0.6693,-0.0605,1.2513,0.5946,0.8672,2.3539,0.7344,1.0131,1.4506,1.1904,0.0051,0.7505,0.9449,1.0023,0.9163,0.3338,0.2434,2.0997,1.2372,1.1289,0.8129,1.0118,0.6088,0.6993,1.1537,-0.0796,0.0522,1.3168,0.894,-0.0543,1.358,0.6778,0.8607,Control
A11,0.5983,0.8219,0.525,0.3765,1.3403,0.1182,0.0864,0.1443,1.3167,0.7828,0.1019,1.7559,0.3048,2.0126,0.521,-0.0669,1.1999,0.4518,0.5264,2.3394,0.488,0.8839,0.9985,1.3567,-0.0615,0.4712,0.9464,0.6176,0.7646,0.2006,0.1929,1.5003,1.196,0.5589,0.6422,1.0033,0.5615,0.671,0.7565,-0.0781,-0.0099,1.2537,0.6346,-0.0731,1.3954,0.7115,0.5757,Control
A12,0.6318,0.6339,0.2314,0.4792,1.0136,-0.0332,0.0074,0.0711,1.2327,0.4771,0.1343,1.6235,-0.1341,1.4031,0.1829,-0.0819,0.6883,0.3846,0.4736,1.6546,0.4163,0.6002,0.7954,0.9573,-0.2306,0.4593,0.44,0.8571,0.4954,0.2334,0.0983,1.831,0.8908,0.3497,0.6866,0.6602,0.3595,0.3822,0.3205,-0.0471,0.1421,1.0364,0.5762,0.0154,0.9304,0.6068,0.4777,Control
B01,0.5191,1.0554,0.3331,0.3772,1.8517,0.5382,-0.1221,0.4371,1.26,0.6543,0.2016,2.0329,-0.1974,1.8037,0.5151,-0.1412,1.1212,0.4858,0.6595,1.7583,0.4596,0.9833,1.2947,1.1051,-0.3193,0.6701,0.9897,0.6728,0.467,0.3805,-0.013,1.5318,1.0988,0.6744,0.7153,0.9774,0.4128,0.6438,1.0591,-0.1139,0.0305,1.3103,0.7451,-0.2095,1.5258,0.563,0.8648,Control
B02,0.8009,0.9615,0.6101,0.7529,1.8668,0.4664,0.0256,0.2756,1.7494,0.885,0.2273,2.1034,0.1994,2.3077,0.4044,-0.0813,1.1739,0.6415,0.8145,2.1904,0.5157,1.138,1.216,1.4619,-0.1307,0.5732,1.0513,1.1209,0.9286,0.3817,0.314,1.9063,1.2455,0.4517,1.0295,0.956,0.7622,0.6756,0.7421,-0.1086,0.0301,1.552,1.0473,-0.0446,1.4787,0.7722,0.9692,Control
B03,0.649,1.0687,0.5019,0.5055,1.7284,0.3468,-0.0021,0.2688,1.5687,0.765,0.1895,2.1933,-0.0021,2.0523,0.4678,-0.0887,1.283,0.5394,0.7743,2.1218,0.4875,1.0213,1.3197,1.4257,-0.1897,0.6393,1.0273,0.8626,0.7135,0.3226,0.1863,1.8669,1.2386,0.596,0.7677,0.9427,0.6334,0.6507,0.9087,-0.1218,0.0135,1.4749,0.8613,-0.1116,1.4333,0.611,0.8956,BRCACancer
B04,0.5629,1.149,0.4272,0.5801,1.8459,0.1267,-0.0462,0.3024,1.2465,0.4934,0.1194,2.1736,-0.1414,1.526,0.714,-0.1093,1.2367,0.4364,0.6553,1.8154,0.7502,1.0567,1.5164,0.8956,-0.0757,0.9103,0.772,0.6216,0.5273,0.5066,0.1058,1.6579,1.0638,1.4498,0.661,0.7341,0.4509,0.5877,1.2915,-0.099,0.0408,0.9871,0.8164,-0.0772,0.9079,0.4825,0.7002,BRCACancer
B05,0.7608,0.8,0.5226,0.4808,1.3363,-0.0477,-0.0457,0.1652,1.4201,0.5927,0.1725,1.741,0.0543,1.7822,0.3132,-0.1414,1.2545,0.6051,0.4819,1.9996,0.5774,0.9829,1.0763,1.2501,-0.1104,0.5148,0.6928,0.9426,0.4693,0.2567,0.1495,1.838,1.112,0.3988,0.8064,0.8976,0.4842,0.589,0.6557,-0.0751,0.1143,1.2808,0.6514,-0.0541,1.22,0.757,0.5971,BRCACancer
B06,0.4631,0.8099,0.2329,0.1721,1.3626,0.2381,-0.2048,0.2309,0.9635,0.5368,0.1602,1.7783,-0.304,1.5727,0.1827,-0.1358,0.8803,0.2848,0.5096,1.6887,0.436,0.8779,1.0441,0.9577,-0.3668,0.5381,0.6959,0.3874,0.0589,0.1476,-0.0613,1.3829,0.974,0.607,0.5133,0.5928,0.2383,0.4767,0.7525,-0.1022,0.0758,0.9287,0.5186,-0.2693,1.1425,0.2978,0.6162,BRCACancer
B07,0.7914,1.1434,0.6887,0.7597,1.8654,0.4091,0.0427,0.2719,1.5248,0.9284,0.1644,2.088,0.0779,2.0449,0.4676,-0.095,1.1132,0.61,0.8856,2.2589,0.5531,1.1551,1.2971,1.4656,-0.1531,0.6844,1.0111,0.9428,0.812,0.3789,0.2291,1.9559,1.2509,0.8401,1.0338,0.934,0.657,0.7159,1.073,-0.065,0.0109,1.4159,1.0838,-0.0301,1.4266,0.7585,0.8596,BRCACancer
B08,0.8076,0.7508,0.544,0.7417,1.4873,0.277,0.084,0.2737,1.5454,0.9351,0.1211,1.963,0.2678,2.2004,0.4748,-0.0427,1.0027,0.4645,0.6282,2.4096,0.4505,0.9758,0.9426,1.6917,-0.0424,0.4467,0.9395,0.9237,0.9332,0.25,0.3675,1.7305,1.2532,0.3317,0.7404,1.1436,0.7254,0.6686,0.6427,-0.0966,0.0831,1.4637,0.6994,0.0086,1.418,0.6168,0.6597,Control
B09,0.461,0.9609,0.3418,0.556,1.5489,0.2091,-0.0044,0.1504,0.983,0.4146,0.0568,2.1038,-0.2369,1.3008,0.7292,-0.1156,1.2498,0.4507,0.5415,1.5065,0.6028,1.0525,1.4171,0.6955,-0.1031,0.9021,0.6748,0.3926,0.3858,0.3864,0.0217,1.4043,0.892,1.2724,0.6349,0.6261,0.403,0.503,1.4589,-0.0665,0.0741,1.0394,0.6905,-0.0217,0.8209,0.4578,0.5363,Control
B10,0.4612,0.9772,0.2716,0.4194,1.6947,0.0854,-0.0387,0.1698,1.3168,0.4451,0.0874,2.1193,-0.0199,1.6029,0.4334,-0.0897,0.9649,0.3819,0.6026,1.8803,0.5519,0.7824,1.2605,1.0561,-0.2049,0.5862,0.695,0.7339,0.5119,0.3406,0.0128,1.704,0.9077,0.8927,0.5536,0.6,0.3852,0.4967,0.926,-0.0975,0.0588,0.8446,0.6333,0.0119,1.0296,0.3151,0.6423,Control
