@relation data

@attribute id string
@attribute 4855 numeric
@attribute 4854 numeric
@attribute 83464 numeric
@attribute 4853 numeric
@attribute 4851 numeric
@attribute 55851 numeric
@attribute 5664 numeric
@attribute 5663 numeric
@attribute 23385 numeric
@attribute 51107 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.104,-0.0105,1.0922,2.0982,0.7446,1.2633,0.2035,1.0974,1.0716,1.4868,Control
A02,0.1517,-0.0325,0.7905,2.1871,0.637,0.9979,0.2341,0.9232,1.0952,1.3112,Control
A03,0.1608,-0.0319,0.9969,2.3708,0.8488,1.3433,0.354,1.1903,1.1743,1.4596,Control
A04,0.1209,0.0952,0.7576,2.231,0.6736,1.1241,0.1439,0.9008,1.0779,1.475,Control
A05,0.1249,0.0859,1.1231,2.5197,0.8755,1.4098,0.3724,1.1115,1.3413,1.6922,Control
A06,0.1589,-0.0461,0.9099,2.3283,0.6813,1.2211,0.1928,1.049,1.1048,1.3826,Control
A07,0.2081,-0.0315,1.1952,2.4741,0.7044,1.141,0.2317,1.2174,1.1725,1.3937,Control
A08,0.1158,-0.0865,0.9672,2.4859,0.7028,0.8197,0.1518,1.1808,1.0641,1.2318,Control
A09,0.1887,0.0096,1.0199,2.3782,0.6363,1.0964,0.1851,1.0908,0.966,1.3633,Control
A10,0.0891,0.0395,1.0685,2.6812,0.7747,1.0531,0.2135,1.1793,1.1673,1.3791,Control
A11,0.0758,-0.0475,0.8874,1.9373,0.6389,1.1073,0.1041,0.9509,0.801,1.0053,Control
A12,0.2691,-0.1069,0.4898,1.4358,0.3286,0.8785,0.2182,0.5205,0.705,1.1017,Control
B01,0.1592,-0.2827,0.9788,1.9136,0.3772,0.7236,0.2228,0.9361,0.9785,1.3275,Control
B02,0.1984,0.0222,0.9423,2.226,0.7211,1.1159,0.2452,1.1059,1.1943,1.7361,Control
B03,0.1712,-0.0534,0.9272,2.1392,0.5682,1.0324,0.173,0.9936,1.0899,1.538,BRCACancer
B04,0.1748,-0.085,0.8494,2.4412,0.6631,0.5844,0.0588,1.1668,0.9827,1.0844,BRCACancer
B05,0.3254,-0.0671,0.9677,2.2287,0.6016,1.1144,0.2068,0.9424,0.9928,1.1406,BRCACancer
B06,0.1481,-0.3674,0.6661,1.7102,0.2193,0.4118,0.0472,0.5855,0.8324,0.911,BRCACancer
B07,0.1567,-0.0112,1.0041,2.1922,0.709,1.0017,0.1971,1.1035,1.125,1.5463,BRCACancer
B08,0.1349,0.0708,0.9766,1.8421,0.6683,1.2292,0.1224,1.05,0.921,1.3652,Control
B09,0.1012,-0.0294,0.8754,2.1313,0.6115,0.4469,0.068,1.0734,0.738,0.8982,Control
B10,0.1583,-0.0416,0.7007,2.2871,0.5417,0.6959,0.0724,0.9467,0.9087,1.0584,Control
B11,0.1099,-0.0113,0.8409,2.3418,0.6542,1.3288,0.2033,0.9203,0.9501,1.2644,Control
B12,0.1319,-0.0527,0.6083,1.9891,0.5258,0.1683,0.0068,0.8923,0.6526,0.5594,Control
C01,0.25,-0.0373,0.9845,2.4568,0.8988,1.0964,0.191,1.2515,1.1896,1.3982,BRCACancer
C02,0.1952,0.0644,0.6758,2.1014,0.8353,1.1918,0.206,0.8875,1.1723,1.523,BRCACancer
C03,0.1726,0.0274,0.9053,2.4411,1.0544,1.1134,0.3237,1.0357,1.2368,1.6329,BRCACancer
C04,0.1867,0.1084,0.6178,1.5347,0.6104,0.9037,-0.0066,0.6707,0.8346,0.821,Control
C05,0.1377,0.0967,0.5387,2.048,0.6308,0.9714,0.1026,0.7272,0.9491,1.0218,BRCACancer
C06,0.2117,-0.0023,0.1681,0.3398,0.2655,0.2481,-0.0636,0.2551,0.1393,0.1993,Control
C07,0.2258,0.0703,0.6067,1.9821,0.6678,0.9159,0.1433,0.7824,0.9522,1.1923,Control
C08,0.1696,0.0166,0.8662,1.9591,0.7229,1.1281,0.1862,0.8918,0.9795,1.3217,Control
C09,0.1528,0.0713,0.5513,2.0796,0.7029,0.9984,0.0497,0.6981,0.9719,1.3516,Control
C10,0.1983,0.1123,0.4879,2.1899,0.6639,0.9892,0.1239,0.7584,1.1384,1.4288,BRCACancer
C11,0.1172,0.0829,0.8225,1.8554,0.8503,1.106,0.0797,0.9194,1.0605,1.3719,Control
C12,0.1885,0.0955,0.3081,1.3893,0.5083,0.7007,-0.0146,0.6094,0.6996,0.8347,BRCACancer
D01,0.1618,-0.0275,0.8828,2.1347,0.7033,0.4814,0.1065,1.0793,0.8547,0.891,BRCACancer
D02,0.1208,0.1158,0.6779,2.2033,0.7098,0.8506,0.0774,0.8358,0.8568,1.2618,BRCACancer
D03,0.189,0.0474,0.4586,2.3632,0.6735,0.7284,0.1125,0.7603,0.954,1.1025,BRCACancer
D04,0.1417,0.0537,0.8057,2.2275,0.7651,1.044,0.092,0.8951,1.0951,1.2145,BRCACancer
D05,0.2209,0.0445,0.6397,2.2656,0.7425,1.0652,0.1555,0.7826,1.1579,1.4328,BRCACancer
D06,0.1241,0.0458,0.816,2.0715,0.8366,0.9547,0.2306,0.9837,1.1103,1.469,BRCACancer
D07,0.2039,0.0987,0.7736,2.1411,0.8115,1.1114,0.1233,0.8457,1.0973,1.4329,Control
D08,0.1923,0.0387,0.5555,1.5726,0.5438,0.5263,0.0922,0.6346,0.8608,1.0212,Control
D09,0.1846,0.0313,0.711,1.9581,0.6102,1.0004,0.1744,0.7846,1.0611,1.3369,Control
D10,0.1675,0.0214,0.7316,1.8865,0.5949,1.3745,0.1216,0.8544,0.8892,1.1383,Control
D11,0.1998,-0.0997,0.1702,0.7306,0.2944,0.2876,0.0154,0.3465,0.4091,0.4666,Control
D12,0.1595,0.0347,0.5385,1.3918,0.5376,0.7082,-0.0028,0.6901,0.7584,0.9987,Control
E01,0.1268,0.0121,0.4831,1.967,0.5567,0.6424,0.0531,0.6899,0.9154,1.1358,BRCACancer
E02,0.082,0.0106,0.7581,2.0932,0.7444,1.0755,0.1222,0.8096,1.0489,1.5245,Control
E03,0.1057,0.1272,0.8429,2.1581,0.8594,1.2329,0.0843,0.8967,1.0152,1.4765,Control
E04,0.1145,0.0722,0.7746,1.8769,0.8319,0.985,0.1296,0.8357,1.2152,1.6544,Control
E05,0.1773,-0.0339,0.5442,1.7452,0.5858,0.7071,0.0367,0.6119,0.9472,1.2581,Control
E06,0.2326,-0.1285,0.6804,2.2293,0.5009,0.5642,0.0884,0.6749,0.9032,0.9458,BRCACancer
E07,0.1475,0.0942,0.6555,2.2573,0.8118,0.9654,0.1593,0.8213,1.1071,1.3538,BRCACancer
E08,0.0783,0.0679,0.7834,2.2851,0.8079,1.0844,0.1016,0.9288,1.1305,1.5457,Control
E09,0.1196,0.0575,0.7839,2.089,0.7335,1.1795,0.0366,0.7925,0.9254,1.3881,BRCACancer
E10,0.1178,-0.0323,0.8666,2.3773,0.8523,0.9036,0.1576,1.0344,1.1408,1.5151,BRCACancer
E11,0.1557,0.0611,0.5878,1.6647,0.5913,0.8124,0.019,0.6383,0.8968,1.2483,Control
E12,0.0935,-0.0352,0.5241,1.6293,0.5539,0.6612,0.031,0.6082,0.7676,1.1201,BRCACancer
F01,0.1513,-0.0442,0.819,2.1453,0.8433,0.9215,0.1132,1.0218,1.1303,1.3163,Control
F02,0.1508,0.0667,0.8122,2.2507,0.8807,1.0552,0.2734,0.9181,1.2217,1.504,Control
F03,0.1514,0.0063,0.7284,1.9979,0.6698,1.21,0.2048,0.8585,1.1176,1.3248,Control
F04,0.1339,-0.1142,0.785,2.0305,0.7047,0.9062,0.1604,1.0537,1.0096,1.0737,Control
F05,0.1812,0.0248,0.6427,1.933,0.722,1.0735,0.1444,0.8826,1.0874,1.4725,Control
F06,0.1393,-0.0151,0.5955,2.0322,0.5501,1.0121,0.2019,0.75,1.0778,1.0618,Control
F07,0.1223,0.0655,0.7317,2.2477,0.7593,0.7621,0.091,0.9038,1.0421,1.2778,Control
F09,0.1464,0.0982,0.9022,2.3938,0.9218,1.3085,0.2073,1.1037,1.2955,1.7152,Control
F10,0.124,0.0732,0.9796,2.5694,0.953,1.3232,0.2974,1.0236,1.2615,1.6093,Control
F11,0.1459,0.0888,0.7808,2.203,0.8599,1.3492,0.1551,0.9635,1.0897,1.3737,Control
F12,0.0839,-0.0934,0.7649,2.4633,0.6709,0.9416,0.1586,1.1278,1.0359,1.1053,Control
G01,0.1642,0.0293,0.8489,2.4614,0.7091,0.7741,0.1977,0.8925,1.1492,1.2073,Control
G02,0.1766,0.0982,0.7099,1.9548,0.645,0.8548,0.1087,0.7412,1.117,1.0536,Control
G03,0.112,-0.0302,1.006,2.1169,0.7458,1.1696,0.1101,0.9369,1.3342,1.3675,Control
G04,0.1802,0.1397,0.6465,2.457,0.8116,1.0522,0.1054,0.8904,1.3019,1.7154,BRCACancer
G05,0.1296,-0.1489,0.4478,1.688,0.5347,0.5475,0.0657,0.5969,0.7693,0.6152,BRCACancer
G06,0.1763,-0.0212,0.6119,2.5509,0.6439,0.9411,0.0961,0.7358,1.2022,1.3021,BRCACancer
G07,0.1091,-0.0213,0.7304,1.5382,0.638,0.7457,-0.0115,0.7089,0.9306,1.0699,Control
G08,0.1135,-0.0402,0.9579,2.304,0.7533,1.073,0.1258,0.9682,1.2065,1.4041,Control
G09,0.1612,0.044,0.7215,2.09,0.5214,0.7713,-0.0386,0.728,1.0395,0.8312,Control
G10,0.2858,-0.0921,0.5282,1.8517,0.4935,0.6268,0.1299,0.6301,0.8737,0.8252,BRCACancer
G11,0.0928,-0.08,0.3056,0.9942,0.2484,0.4024,-0.0605,0.607,0.4885,0.5249,BRCACancer
G12,0.1801,-0.0351,0.769,2.2031,0.5605,0.6919,0.0191,0.7317,1.0765,1.0703,BRCACancer
H01,0.1149,-0.0285,0.5789,1.8221,0.487,0.7056,-0.0614,0.6892,0.8642,0.9003,Control
H02,0.104,0.1056,0.8018,1.8092,0.7313,0.8681,0.0809,0.7064,0.9949,1.0656,Control
H03,0.1346,-0.0701,0.6041,1.4576,0.5442,0.7226,0.0668,0.6909,0.8525,0.9495,Control
H04,0.1336,-0.0936,0.9108,1.7048,0.7044,1.026,0.0972,1.0506,1.0613,1.2267,Control
H06,0.1194,0.0815,0.7832,2.2811,0.7454,1.1952,0.0623,0.817,1.1442,1.1969,Control
H07,0.1798,-0.1402,0.735,1.8384,0.5324,0.8392,0.0597,0.8294,1.0268,0.9772,BRCACancer
H08,0.1817,0.0098,0.5638,2.0967,0.6088,0.7025,0.113,0.7657,1.1157,0.8616,BRCACancer
H09,0.2342,-0.0157,0.4016,1.6707,0.4903,0.207,0.0042,0.5638,0.545,0.3655,BRCACancer
H10,0.2158,-0.1516,0.4192,2.1092,0.4523,0.5806,0.0406,0.744,0.9359,0.7563,BRCACancer
H11,0.2328,-0.0327,0.3942,2.3705,0.5082,0.7383,0.069,0.6609,1.1991,1.2487,BRCACancer
H12,0.1671,-0.0288,0.8165,2.2076,0.7693,1.1066,0.2215,0.9292,1.1816,1.481,BRCACancer
