@relation data

@attribute id string
@attribute 10488 numeric
@attribute 1326 numeric
@attribute 1385 numeric
@attribute 1846 numeric
@attribute 1848 numeric
@attribute 1852 numeric
@attribute 1977 numeric
@attribute 2872 numeric
@attribute 2885 numeric
@attribute 29904 numeric
@attribute 4342 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5906 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 7187 numeric
@attribute 8569 numeric
@attribute 9586 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0448,0.7111,1.8356,0.068,1.9656,-0.1841,0.5757,1.3577,1.6355,0.3809,-0.1702,1.4624,1.6981,1.76,1.0952,0.7341,0.4307,0.2409,1.3016,0.9079,0.1016,1.9037,0.7565,1.1256,1.3471,0.5978,0.943,0.7881,0.1328,Control
Utah__A02,0.8363,0.7713,1.527,-0.0074,1.8597,-0.1636,0.4203,1.3007,1.481,0.1665,-0.0988,1.2554,1.2732,1.6579,1.0379,0.48,0.3006,0.1478,1.0126,0.9261,0.1035,1.6531,0.8046,0.9005,1.2046,0.4645,0.6226,0.6075,0.1232,Control
Utah__A03,1.0544,0.9819,1.7022,0.1676,1.9701,-0.1768,0.5343,1.4179,1.7658,0.34,-0.209,1.265,1.4485,1.9065,1.0752,0.7059,0.4986,0.1867,1.1563,1.0247,0.114,1.847,0.7989,1.1275,1.3774,0.5178,0.8936,0.8199,0.1941,Control
Utah__A04,0.8539,0.8159,1.6873,0.1562,1.5365,0.0188,0.4748,1.4585,1.4795,0.2249,0.0151,1.2082,1.4304,1.7434,1.0602,0.5113,0.4277,0.2507,1.0515,1.0075,0.1111,1.8121,0.8019,1.028,1.2203,0.5636,0.6908,0.6786,0.1031,Control
Utah__A05,1.0706,0.914,1.7772,0.1449,2.2759,-0.0038,0.4721,1.5898,1.8562,0.3622,-0.0166,1.311,1.5181,1.9721,1.2157,0.726,0.5021,0.3108,1.0668,1.116,0.1037,1.8169,0.8988,1.0464,1.3739,0.6105,0.8034,0.7458,0.2257,Control
Utah__A06,0.9013,0.9658,1.6188,-0.1159,1.8366,-0.2126,0.3823,1.308,1.5705,0.2116,-0.217,1.2611,1.3497,1.8749,1.0037,0.6824,0.3564,0.2291,0.8997,0.9822,0.115,1.6695,0.7671,0.8852,1.3309,0.5021,0.6317,0.7175,0.1602,Control
Utah__A07,0.9521,0.8382,1.8387,-0.0115,2.1882,-0.1501,0.6261,1.3477,1.8609,0.2756,-0.1349,1.4361,1.6897,1.9127,0.9863,0.8669,0.4096,0.2349,1.4728,0.9873,0.1706,2.0157,0.7989,1.1765,1.4837,0.7036,0.9329,0.8159,0.2664,Control
Utah__A08,0.8342,0.8126,1.919,-0.1235,1.3207,-0.2161,0.7036,1.1339,1.7198,0.2929,-0.1559,1.2025,1.8669,1.9432,1.0102,0.8829,0.3414,0.086,1.7029,0.8463,0.1697,1.9639,0.784,1.467,1.4271,0.87,1.0623,0.7827,0.2043,Control
Utah__A09,0.9755,0.7689,1.7005,0.0249,1.5877,-0.1801,0.5664,1.3102,1.8278,0.2278,-0.0933,1.3588,1.606,1.8616,1.0062,0.7767,0.356,0.207,1.2388,0.8276,0.1377,1.9382,0.7778,0.9988,1.3188,0.6839,0.984,0.6488,0.2328,Control
Utah__A10,0.9461,0.9184,1.9569,0.0752,2.186,-0.0468,0.528,1.3565,1.802,0.2724,0.0352,1.3015,1.641,1.9537,0.9394,0.8171,0.4749,0.2064,1.509,0.9696,0.0595,1.8103,0.79,1.3316,1.3713,0.7899,0.9471,0.8,0.3279,Control
Utah__A11,0.9237,0.6777,1.3699,-0.0731,1.3699,-0.177,0.3428,1.1767,1.5523,0.2446,-0.2547,1.3266,1.1005,1.8347,0.9926,0.6056,0.4262,0.1519,0.9474,0.7333,0.038,1.7123,0.5794,0.7415,1.1993,0.477,0.7472,0.4602,0.1013,Control
Utah__A12,0.62,0.3905,1.1942,-0.1538,0.8883,-0.3925,0.2567,0.7457,1.1373,-0.0104,-0.3168,0.9157,1.0527,1.3126,0.6672,0.3165,0.1908,0.0625,0.7858,0.6795,0.1463,1.2381,0.5636,0.5292,0.783,0.3712,0.3997,0.4961,0.1183,Control
Utah__B01,0.7006,0.681,1.6304,-0.3263,0.9801,-0.5898,0.5583,0.9575,1.5002,0.1644,-0.5574,1.1144,1.5169,1.5662,0.7793,0.6567,0.1449,-0.0285,1.2945,0.612,0.1018,1.7189,0.5764,0.9141,1.2709,0.5276,0.8519,0.7536,0.1476,Control
Utah__B02,1.0441,0.9955,1.7362,0.0306,1.6422,-0.1358,0.5056,1.4043,1.6034,0.4115,-0.1911,1.2544,1.4394,1.7427,1.0963,0.6188,0.4126,0.2533,1.1171,0.9432,0.1052,1.8131,0.9083,0.8807,1.2116,0.5114,0.7576,0.7908,0.0639,Control
Utah__B03,0.88,0.9216,1.7208,0.0291,1.4624,-0.2682,0.479,1.2613,1.5674,0.2471,-0.2061,1.241,1.4822,1.7521,0.9479,0.6536,0.3093,0.1479,1.2067,0.8727,0.0764,1.8013,0.7155,0.9276,1.2222,0.5587,0.8528,0.7367,0.1318,BRCACancer
Utah__B04,0.6418,0.7485,1.7166,-0.0689,1.2449,-0.3125,0.6598,0.967,1.6385,0.247,-0.0207,0.9513,1.6554,1.9229,0.7243,0.8115,0.3653,0.0771,1.7902,0.8714,0.1473,1.8135,0.7092,1.4335,1.2706,0.83,1.0175,0.9542,0.2232,BRCACancer
Utah__B05,0.6726,1.0925,1.3458,-0.0499,1.03,-0.3217,0.4768,1.2204,1.4949,0.1801,-0.1848,0.9948,1.2575,1.8007,0.8239,0.4972,0.3668,0.1261,1.0495,0.7805,0.1611,1.6118,0.7441,0.7814,1.2163,0.4643,0.6848,0.6751,0.1022,BRCACancer
Utah__B06,0.4487,0.574,1.4075,-0.4671,1.1548,-0.6128,0.4841,0.5844,1.1292,-0.0218,-0.6862,0.755,1.1971,1.3023,0.5177,0.5394,-0.0057,-0.0875,1.0347,0.4444,0.0032,1.4243,0.4797,0.7812,1.0038,0.3334,0.437,0.6871,0.2151,BRCACancer
Utah__B07,1.0027,0.845,1.8107,0.0369,1.6064,-0.2042,0.651,1.284,1.6266,0.2591,-0.0802,1.3151,1.4782,1.8217,1.0487,0.6951,0.4908,0.1931,1.3023,0.9052,0.0913,1.8565,0.8876,1.1751,1.3281,0.5888,0.8357,0.9531,0.166,BRCACancer
Utah__B08,0.9213,0.7451,1.561,0.0683,2.4655,-0.073,0.4016,1.3469,1.6339,0.2512,-0.1787,1.4545,1.1937,1.7268,1.0739,0.682,0.4491,0.2705,0.957,0.8276,0.0318,1.7349,0.8025,0.7597,1.3019,0.3995,0.6783,0.5376,0.0714,Control
Utah__B09,0.5708,0.9287,1.426,-0.0256,0.624,-0.1923,0.6358,1.1724,1.6507,0.1938,-0.3668,0.6255,1.3948,1.8556,0.6235,0.7372,0.3222,0.0705,1.383,0.6659,0.0843,1.7518,0.6597,1.2186,1.2673,0.7441,0.9805,0.5969,0.1458,Control
Utah__B10,0.5852,0.6344,1.5588,-0.0478,1.22,-0.1743,0.4398,1.0298,1.509,0.1584,-0.2814,0.8601,1.4899,1.7685,0.645,0.624,0.1829,0.0864,1.3495,0.7741,0.1296,1.5305,0.7158,1.0541,1.1165,0.6893,0.6974,0.5806,0.2043,Control
Utah__B11,0.841,0.6909,1.4854,-0.0612,1.6359,-0.087,0.3535,1.3722,1.7392,0.205,-0.4226,1.107,1.3346,1.6655,0.929,0.5479,0.4011,0.2046,1.0758,0.8235,0.0891,1.5857,0.7156,0.949,1.2658,0.5503,0.7164,0.5858,0.2179,Control
Utah__B12,0.161,0.504,1.2024,-0.021,0.7339,-0.2081,0.4854,0.7576,1.3322,0.0888,0.0043,0.4003,1.2785,1.4468,0.5105,0.6269,0.3052,0.0512,1.207,0.5284,0.0725,1.3703,0.5098,1.0091,0.8422,0.6144,0.8611,0.6666,0.2324,Control
Utah__C01,1.0273,0.8692,1.6154,-0.0955,2.0763,-0.2334,0.5377,1.4728,1.7966,0.3452,-0.0462,1.1436,1.4469,1.9339,1.0546,0.8022,0.5572,0.221,1.2964,1.0129,0.1329,1.6518,0.8045,1.0332,1.3664,0.5761,0.9703,0.8321,0.306,BRCACancer
Utah__C02,0.9658,0.7274,1.631,0.0216,1.7237,-0.1327,0.4468,1.6197,1.5019,0.3427,0.0771,1.1625,1.3929,1.6487,1.0889,0.5312,0.5124,0.277,0.9136,1.0862,0.1233,1.6021,0.8483,0.9069,1.1897,0.559,0.6181,0.7051,0.1074,BRCACancer
Utah__C03,1.1639,0.9643,1.6581,0.0774,1.9004,-0.0674,0.509,1.5694,1.5147,0.4394,-0.1682,1.3991,1.3899,1.846,1.1527,0.6598,0.6953,0.3606,1.0584,1.1525,0.1372,1.6378,0.9954,1.1291,1.3069,0.5534,0.7511,0.8425,0.1465,BRCACancer
Utah__C04,0.5194,0.4719,0.841,0.0807,1.2039,0.0446,0.3065,1.2998,1.2632,0.1623,0.031,0.7664,0.8832,1.4608,0.979,0.4523,0.3635,0.2397,0.6783,0.7378,0.0509,1.2149,0.5631,0.4603,0.9061,0.353,0.47,0.3918,0.0994,Control
Utah__C05,0.5433,0.4986,1.1785,0.0633,1.6925,-0.0237,0.286,1.397,1.1596,0.1476,-0.2229,0.7429,1.0739,1.5008,0.8706,0.3624,0.2836,0.0823,0.7217,0.9093,0.0496,1.1028,0.6458,0.4962,0.9784,0.4159,0.4084,0.3991,0.0949,BRCACancer
Utah__C06,0.4457,0.2215,0.2438,-0.0557,-0.0281,-0.171,0.1373,0.5175,0.5665,-0.0476,-0.6062,0.0186,0.3822,0.6402,0.3107,0.1769,0.1635,0.1031,0.4039,0.37,0.0301,0.3419,0.147,0.0704,0.214,0.1502,0.2754,0.1522,0.002,Control
Utah__C07,0.7787,0.5815,1.3256,0.0162,1.2285,-0.0669,0.3301,1.3044,1.2704,0.1649,-0.0211,1.1239,1.1209,1.6223,0.7954,0.3623,0.2971,0.2168,0.7887,0.8659,0.0545,1.3565,0.6577,0.6274,1.04,0.4549,0.4732,0.461,0.0974,Control
Utah__C08,1.0147,0.6547,1.5147,0.0577,1.5955,-0.16,0.3763,1.3968,1.4131,0.2711,-0.1458,1.2037,1.2493,1.6232,0.9733,0.4813,0.382,0.1844,0.7819,0.8793,0.0907,1.5632,0.7276,0.8108,1.225,0.4161,0.6296,0.4731,0.101,Control
Utah__C09,0.7821,0.5694,1.3615,0.0878,1.8655,-0.0384,0.2906,1.3118,1.2526,0.1917,-0.121,0.9083,1.196,1.5206,0.881,0.4251,0.3803,0.1465,0.7141,0.8706,0.0451,1.2714,0.7603,0.6951,0.9644,0.372,0.5753,0.5492,0.0604,Control
Utah__C10,0.6968,0.5467,1.4736,0.0601,1.7929,-0.0145,0.315,1.4612,1.2452,0.1916,0.0387,0.9417,1.3181,1.5613,0.854,0.3825,0.3152,0.1704,0.7886,1.0389,0.1059,1.1419,0.8332,0.7278,0.9586,0.4399,0.5822,0.5489,0.0862,BRCACancer
Utah__C11,1.0525,0.7588,1.3769,0.0105,1.7963,-0.0603,0.3777,1.6299,1.5328,0.3643,-0.1485,1.0863,1.2045,1.6979,1.0401,0.5718,0.4665,0.29,0.7857,0.9933,0.0502,1.536,0.7867,0.8178,1.2332,0.4263,0.6669,0.5439,0.0782,Control
Utah__C12,0.4956,0.465,0.8643,0.1726,1.5237,0.025,0.1863,1.3667,1.1452,0.1241,0.071,0.5666,0.8912,1.4198,0.8388,0.2652,0.3275,0.1464,0.568,0.615,0.0308,0.9261,0.4843,0.4174,0.7972,0.3777,0.4567,0.2872,0.0503,BRCACancer
Utah__D01,0.6707,0.6002,1.4884,-0.0599,1.3069,-0.2569,0.5654,1.0572,1.5757,0.2041,-0.3308,0.8542,1.5223,1.677,0.7586,0.8801,0.3887,0.1559,1.4124,0.7397,0.1293,1.7691,0.5968,1.1288,1.1947,0.7222,1.145,0.745,0.2152,BRCACancer
Utah__D02,0.7247,0.6172,1.4977,0.1609,1.9578,0.0649,0.3427,1.5656,1.3968,0.2874,0.1601,0.9992,1.2184,1.712,0.9158,0.4381,0.4133,0.2033,0.7688,0.862,0.0597,1.3936,0.7424,0.7383,1.0658,0.446,0.5922,0.3762,0.032,BRCACancer
Utah__D03,0.5766,0.6216,1.2549,0.0498,1.9519,-0.0255,0.303,1.4364,1.412,0.1512,0.1482,0.8461,1.0942,1.6481,0.9147,0.4145,0.3607,0.2315,0.735,0.8383,0.0714,1.3365,0.5932,0.6003,0.9216,0.3945,0.5632,0.5063,0.0676,BRCACancer
Utah__D04,0.8207,0.6226,1.3986,0.1468,2.1897,-0.0537,0.3096,1.6228,1.6251,0.3165,0.0079,1.0484,1.2616,1.6749,0.9905,0.5941,0.3936,0.2212,0.8206,0.9416,0.0485,1.5123,0.7228,0.8315,1.1907,0.4384,0.6487,0.6098,0.1608,BRCACancer
Utah__D05,0.741,0.6461,1.4245,0.0526,1.9854,-0.0504,0.35,1.4627,1.5193,0.1584,-0.149,1.0209,1.219,1.6996,0.8171,0.5086,0.3797,0.1803,0.8303,1.0789,0.1203,1.3747,0.8946,0.7064,1.1084,0.4587,0.5857,0.6091,0.1336,BRCACancer
Utah__D06,0.9472,0.7316,1.5403,0.0439,2.0407,-0.1217,0.4024,1.5909,1.5134,0.0537,-0.214,1.2517,1.3989,1.7145,1.0635,0.6168,0.4386,0.3165,0.8395,1.0103,0.0944,1.6101,0.7618,0.886,1.2173,0.502,0.7031,0.6259,0.1001,BRCACancer
Utah__D07,0.8904,0.7421,1.4636,0.1066,1.941,-0.1164,0.3802,1.7625,1.4296,0.2519,0.0264,1.0833,1.1585,1.7148,0.9348,0.5184,0.4559,0.228,0.7711,1.0348,0.0334,1.4979,0.7789,0.8111,1.288,0.4182,0.4874,0.5837,0.0661,Control
Utah__D08,0.6151,0.4284,1.1169,-0.0124,1.5696,-0.1274,0.3053,1.3047,1.2683,0.1277,-0.0854,0.8554,1.0411,1.5336,0.8146,0.3849,0.3521,0.2537,0.6887,0.8024,0.0717,1.2134,0.5388,0.5506,0.9314,0.3225,0.4203,0.4297,0.0616,Control
Utah__D09,0.8687,0.5377,1.4624,-0.049,1.7151,-0.1767,0.4048,1.469,1.4266,0.2462,-0.2824,1.0223,1.256,1.5693,1.0398,0.4905,0.4165,0.202,0.7856,0.97,0.0997,1.4348,0.75,0.7371,1.0754,0.4513,0.505,0.5938,0.0848,Control
Utah__D10,0.9228,0.5148,1.2564,0.0819,1.7969,-0.1479,0.2717,1.4248,1.581,0.2293,0.0315,1.0775,0.9598,1.6679,0.8457,0.4452,0.3482,0.1809,0.7408,0.7363,0.0519,1.4264,0.6069,0.6175,1.21,0.3825,0.5492,0.3592,0.0738,Control
Utah__D11,0.4392,0.1936,0.6866,-0.0332,0.5559,-0.316,0.1258,0.6595,0.8295,-0.0198,-0.2075,0.3057,0.6449,0.9471,0.3809,0.46,0.1474,0.1739,0.5897,0.5048,0.0587,0.8588,0.3362,0.2635,0.5013,0.2171,0.3801,0.2304,-0.0068,Control
Utah__D12,0.7654,0.4642,0.976,0.1109,1.5699,-0.0926,0.1309,1.455,1.4151,0.1671,-0.049,0.7307,0.9431,1.4867,0.9554,0.4226,0.3598,0.3169,0.5934,0.6786,0.0201,1.4729,0.511,0.4739,0.9956,0.3247,0.49,0.2655,0.0344,Control
Utah__E01,0.6296,0.6424,1.3108,0.0548,1.5935,-0.1434,0.2549,1.3348,1.4031,0.1242,0.1222,0.9807,1.0068,1.5713,0.7767,0.4081,0.3564,0.0506,0.7138,0.7983,0.0191,1.2801,0.6806,0.5953,0.8975,0.3548,0.5325,0.4794,0.0735,BRCACancer
Utah__E02,1.0047,0.6304,1.7482,0.1114,1.4098,-0.0556,0.4821,1.5431,1.4048,0.2688,0.0014,1.0782,1.3706,1.5948,1.0066,0.5434,0.3982,0.2484,0.8942,1.0249,0.0525,1.4632,0.8196,0.8881,1.0286,0.5991,0.6417,0.6355,0.0214,Control
Utah__E03,1.0327,0.6631,1.4211,0.1307,2.2134,-0.0119,0.3099,1.7105,1.5979,0.2797,0.0018,1.2695,1.1428,1.8187,1.1335,0.5501,0.3878,0.2674,0.6716,0.9684,0.0119,1.5285,0.6495,0.5972,1.2022,0.4652,0.634,0.4252,0.0513,Control
Utah__E04,1.0717,0.7471,1.4685,0.1378,1.7133,0.027,0.3789,1.7369,1.5412,0.3819,0.0144,1.3202,1.3337,1.7083,1.2731,0.5435,0.5826,0.3343,0.7696,1.0368,0.0568,1.5192,0.9894,0.8595,1.2456,0.5087,0.6579,0.6572,0.1154,Control
Utah__E05,0.8064,0.4924,1.4543,-0.1027,1.101,-0.2421,0.4581,1.31,1.227,0.2096,-0.2456,1.0002,1.3495,1.4644,0.8005,0.3906,0.2941,0.1632,0.8798,0.8729,0.1104,1.3227,0.6676,0.9182,0.9873,0.5058,0.5203,0.5611,0.0999,Control
Utah__E06,0.5818,0.6225,1.2151,-0.3152,1.8621,-0.3923,0.3022,0.7896,1.2853,-0.0137,-0.3285,0.649,1.0716,1.4397,0.4629,0.4472,0.135,0.0742,0.8288,0.7816,0.1542,1.1663,0.5451,0.7624,0.9045,0.4188,0.5488,0.6258,0.1775,BRCACancer
Utah__E07,0.8071,0.7414,1.4453,0.0783,1.7623,-0.0055,0.3713,1.6733,1.5114,0.2658,-0.0773,0.8539,1.2172,1.6894,0.9472,0.513,0.5533,0.2417,0.7196,0.9558,0.0705,1.395,0.803,0.8198,1.1498,0.4629,0.61,0.5768,0.0602,BRCACancer
Utah__E08,0.9353,0.7626,1.5914,0.0903,2.0532,-0.0898,0.376,1.7312,1.5283,0.2872,0.0563,1.231,1.3232,1.6854,1.0552,0.5849,0.4586,0.256,0.8934,0.9404,0.0239,1.5906,0.8383,0.8485,1.1701,0.4774,0.5897,0.6351,0.0683,Control
Utah__E09,1.0173,0.6078,1.4828,0.0967,1.5969,-0.0298,0.4007,1.69,1.5643,0.3072,0.0212,1.2222,1.1578,1.6831,1.0742,0.439,0.5049,0.278,0.8354,0.8504,0.0622,1.3288,0.7519,0.7464,1.0951,0.4651,0.6586,0.4293,0.0765,BRCACancer
Utah__E10,0.9246,0.7603,1.711,-0.0631,1.7893,-0.1041,0.5781,1.5451,1.6731,0.3224,0.0813,1.277,1.4907,1.7996,0.9698,0.7321,0.4171,0.1345,1.1548,1.0108,0.1362,1.6477,0.829,1.0414,1.286,0.6022,0.7652,0.8216,0.1907,BRCACancer
