@relation data

@attribute id string
@attribute 4208 numeric
@attribute 3725 numeric
@attribute 4209 numeric
@attribute 4149 numeric
@attribute 4207 numeric
@attribute 1147 numeric
@attribute 5894 numeric
@attribute 4205 numeric
@attribute 6772 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 5062 numeric
@attribute 1050 numeric
@attribute 6416 numeric
@attribute 8569 numeric
@attribute 8737 numeric
@attribute 1386 numeric
@attribute 9693 numeric
@attribute 8491 numeric
@attribute 4217 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 9448 numeric
@attribute 5605 numeric
@attribute 673 numeric
@attribute 9252 numeric
@attribute 5606 numeric
@attribute 4214 numeric
@attribute 5603 numeric
@attribute 4215 numeric
@attribute 5604 numeric
@attribute 4216 numeric
@attribute 5609 numeric
@attribute 4294 numeric
@attribute 4293 numeric
@attribute 3551 numeric
@attribute 5607 numeric
@attribute 4296 numeric
@attribute 1385 numeric
@attribute 5608 numeric
@attribute 6885 numeric
@attribute 1326 numeric
@attribute 7786 numeric
@attribute 9064 numeric
@attribute 11184 numeric
@attribute 11183 numeric
@attribute 6196 numeric
@attribute 1616 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 5596 numeric
@attribute 5597 numeric
@attribute 8986 numeric
@attribute 5598 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5879 numeric
@attribute 4609 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute 7867 numeric
@attribute 5871 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 8550 numeric
@attribute 6300 numeric
@attribute 5970 numeric
@attribute 9261 numeric
@attribute 7042 numeric
@attribute 2872 numeric
@attribute 7040 numeric
@attribute 7186 numeric
@attribute 369 numeric
@attribute 9020 numeric
@attribute 7046 numeric
@attribute 8717 numeric
@attribute 7043 numeric
@attribute 5058 numeric
@attribute 6667 numeric
@attribute 9175 numeric
@attribute 2353 numeric
@attribute 10746 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9973,1.3192,0.8212,1.1931,0.1258,1.5306,1.7847,1.0742,2.3959,0.75,0.4312,1.0217,0.4801,0.7285,0.7724,1.4069,1.574,0.7997,0.5746,0.9845,1.121,-0.0344,-0.0276,1.171,0.4255,0.5902,0.9589,0.744,2.2889,0.9875,1.1149,0.718,1.0413,0.6035,0.1393,0.1639,1.1434,0.5989,0.7855,1.8416,0.7028,1.4603,0.7039,0.8743,0.1989,1.0544,1.0424,0.1026,0.7623,1.8816,1.1287,0.802,1.6544,1.0783,-0.1104,0.8311,0.5511,0.528,1.6889,2.2235,0.6432,1.5122,1.7309,0.9065,1.1736,0.9053,0.4247,1.4021,1.4426,1.4222,-0.1615,1.4148,0.9375,0.063,1.3654,2.0162,0.2448,1.3626,0.7542,1.338,1.2781,0.0717,1.1667,1.9863,-0.0177,2.8983,1.8908,Control
A02,0.7343,0.8029,0.7691,0.8899,0.1086,1.317,1.5429,0.7184,2.5766,0.7973,0.2767,0.8893,0.6029,0.4813,0.5977,1.2491,1.4086,0.7389,0.4157,0.8053,0.983,0.0192,-0.0188,0.8333,0.2945,0.4558,0.4939,0.722,1.8995,0.9234,0.9113,0.4692,0.8467,0.523,0.0757,0.008,0.9151,0.3023,0.7241,1.5349,0.2931,1.1513,0.7622,0.5899,0.1692,0.8704,0.854,0.1045,0.7021,1.6266,0.926,0.5361,1.493,1.0214,-0.1209,0.4947,0.5246,0.3075,1.279,2.0678,0.4992,1.03,1.6299,0.9246,1.1959,0.6055,0.3701,0.9672,1.1508,1.14,-0.0835,1.23,0.8165,0.0756,1.3069,2.0252,0.1827,1.1266,0.5135,1.203,0.9188,0.0059,1.1756,1.9327,0.0142,1.0191,1.6662,Control
A03,0.856,1.2073,0.9618,1.1096,0.0633,1.5532,1.7349,1.0479,2.9498,0.7917,0.3461,0.9957,0.6733,0.6279,0.8032,1.4813,1.4536,0.9576,0.5441,1.0094,1.1034,-0.0146,0.0192,0.9534,0.494,0.5095,0.6912,1.0145,2.1356,0.9564,1.1369,0.6904,0.9025,0.6958,0.1937,0.0993,1.0536,0.3922,0.8978,1.7089,0.429,1.3066,0.9664,0.6641,0.2529,1.0732,0.9744,0.1148,0.73,1.8238,1.0404,0.7355,1.7906,1.0584,-0.1025,0.7955,0.6687,0.5595,1.4481,2.7745,0.7305,0.8428,1.8758,1.0222,1.2951,0.7535,0.3745,1.211,1.3711,1.3262,-0.0697,1.459,1.1352,0.1594,1.4272,2.2099,0.2495,1.396,0.7466,1.378,1.0092,0.0396,1.4289,2.0414,-0.0067,2.3465,1.8574,Control
A04,0.9735,1.3091,0.8689,0.958,0.1499,1.0954,1.6725,0.7307,2.4101,0.7946,0.3725,0.9699,0.7277,0.5001,0.6665,1.3259,1.4952,0.6575,0.4016,0.9356,1.064,-0.0052,0.1305,0.9269,0.4226,0.5557,0.575,0.781,2.278,1.0754,0.9583,0.4999,1.0183,0.6518,0.2579,0.1437,0.9388,0.3272,0.7228,1.6942,0.3654,1.2606,0.8055,0.6455,0.2125,0.8978,0.7613,0.112,0.6518,1.7883,0.9026,0.6915,1.4914,1.0435,-0.074,0.5589,0.492,0.4448,1.4307,2.2888,0.4506,1.4116,1.7145,1.0052,1.2322,0.8029,0.3589,0.9665,1.2559,1.1819,0.0483,1.4617,0.9351,0.0673,1.4689,2.16,0.2383,1.2141,0.6238,1.2382,1.1988,0.1117,1.0247,2.0225,-0.0236,1.5126,1.7451,Control
A05,1.0726,1.2428,0.921,1.2521,0.0982,1.4575,1.808,0.9836,2.6902,0.89,0.4351,1.0637,0.9591,0.5851,0.7315,1.4854,1.5048,0.9132,0.4956,1.0498,1.1345,-0.0161,0.0999,1.063,0.4974,0.6029,0.7205,0.9779,2.4514,0.9611,1.211,0.7099,0.9653,0.7144,0.244,0.0719,1.0568,0.448,0.9815,1.7835,0.5039,1.3929,0.9005,0.7235,0.4154,0.9024,0.9297,0.1047,0.7097,1.7933,1.0434,0.8249,1.8851,1.1978,-0.1108,0.7017,0.804,0.5869,1.5153,2.4787,0.6788,1.1201,1.9408,1.1126,1.4811,0.9359,0.4809,1.1192,1.5137,1.3004,0.0263,1.5159,1.0201,0.0423,1.6038,2.5111,0.2226,1.3258,0.6847,1.3004,1.1025,0.0054,1.3702,2.2143,-0.0451,1.9653,2.0164,Control
A06,0.9088,0.8136,0.9069,1.0165,0.0956,1.4051,1.7489,0.8948,2.2501,0.7604,0.3874,0.8999,0.5724,0.575,0.7041,1.4059,1.3949,0.7497,0.4594,0.8568,0.9999,-0.0265,-0.0898,0.9018,0.3508,0.4936,0.5788,0.8196,2.0424,0.8385,1.0694,0.6673,0.8842,0.5537,0.0686,0.0228,0.9679,0.3842,0.8018,1.6261,0.6103,1.2752,0.9507,0.5978,0.1156,0.7173,0.7863,0.1159,0.6534,1.6432,1.015,0.6832,1.5864,0.9874,-0.1045,0.5883,0.618,0.3949,1.3528,2.4894,0.5315,1.2447,1.8446,0.9801,1.3188,0.7243,0.2391,1.1521,1.2007,1.2586,-0.1287,1.312,1.01,0.0753,1.3143,2.0528,0.1497,1.2902,0.5878,1.2619,0.9259,0.0395,1.2955,2.0682,-0.0689,3.1061,1.769,Control
A07,1.2314,1.2402,0.9507,1.1687,0.0811,1.4813,1.7704,1.2678,2.2354,0.7917,0.2834,1.0521,0.7106,0.7805,0.7993,1.4578,1.5978,0.8994,0.6495,1.1016,1.0948,-0.0107,-0.077,1.1684,0.4043,0.6968,0.8572,0.7471,2.4121,0.9238,1.1874,0.8479,1.0928,0.5012,0.1313,0.027,1.1316,0.6202,0.8484,1.8447,0.5968,1.5008,0.8271,0.6397,0.2655,0.8535,0.9883,0.1706,0.6918,1.9955,1.1072,0.6728,1.89,0.9702,-0.1254,0.7097,0.6239,0.4629,1.6808,1.9854,0.7067,1.1522,1.882,0.9852,1.3141,0.7317,0.3621,1.3691,1.592,1.395,-0.1294,1.2303,1.1051,0.0633,1.3551,2.0773,0.221,1.2727,0.7607,1.579,1.0883,-0.043,1.3668,2.0132,-0.0604,2.7089,1.9092,Control
A08,1.1064,0.8862,0.7973,1.1134,0.0777,1.3335,1.7386,1.4066,2.6061,0.777,0.3073,1.218,0.4253,0.967,0.7671,1.4416,1.6407,0.9588,0.7688,1.249,1.2356,-0.0431,-0.0922,1.4017,0.3356,0.8646,1.0747,0.6866,2.6664,0.7799,1.1502,0.8635,1.2046,0.4817,0.117,0.1645,1.1825,0.797,0.6454,1.9244,0.7273,1.6185,0.8023,0.6786,0.0255,0.8368,1.0312,0.1698,0.589,1.9428,1.1764,0.5834,1.7425,0.9939,-0.0911,0.7225,0.4564,0.3849,1.8517,1.9135,0.7992,1.1048,1.9122,0.8456,1.197,0.6956,0.2915,1.4969,1.6309,1.3891,-0.107,1.2164,1.0468,0.0473,1.1355,1.7626,0.1806,1.1993,0.7338,1.604,0.8238,0.0996,1.2078,1.7996,-0.0138,1.6836,2.0297,Control
A09,0.9636,0.9959,0.7831,1.2134,0.0631,1.4215,1.6393,1.189,2.4514,0.7709,0.3567,0.9502,0.5642,0.7254,0.6377,1.3374,1.4886,0.7735,0.5212,1.025,0.9917,-0.0155,-0.0205,1.1006,0.3503,0.677,0.8702,0.8065,2.4939,0.8347,1.136,0.7596,0.9861,0.5112,0.1003,0.0825,1.0308,0.6008,0.777,1.7073,0.5458,1.3452,0.7599,0.636,0.0909,0.8755,0.9308,0.1382,0.6624,1.9167,1.066,0.6919,1.8554,0.99,-0.1205,0.6716,0.5655,0.3622,1.6,2.2018,0.5778,1.1929,1.8315,0.827,1.2576,0.797,0.3464,1.3676,1.435,1.3382,-0.0855,1.304,1.0301,0.0666,1.3166,2.061,0.2206,1.2421,0.6833,1.4083,1.0496,0.0242,1.2824,2.0365,-0.0488,2.2224,1.7199,Control
A10,1.1138,1.3751,0.9169,1.2528,0.1034,1.4407,1.7838,1.1955,2.7478,0.7829,0.3201,1.0809,0.6636,0.8418,0.7839,1.4147,1.7266,1.0663,0.6387,1.3032,1.1887,-6e-04,-0.0018,1.2266,0.4701,0.7838,0.8147,0.7525,2.3914,0.996,1.1818,0.7992,1.1226,0.5635,0.2098,0.0797,1.1319,0.5954,0.7828,1.9621,0.6755,1.6039,0.9048,0.7734,0.0859,0.9547,1.0075,0.0611,0.6508,1.7865,1.0883,0.689,1.8284,0.9237,-0.0843,0.7861,0.5368,0.4236,1.6339,2.1342,0.709,0.9518,1.9225,0.9676,1.2322,0.7484,0.3978,1.2269,1.7367,1.2782,0.0165,1.2969,1.0866,0.0925,1.3642,2.1105,0.2134,1.1361,0.7161,1.6761,0.8903,0.0419,1.3673,2.0056,-0.0378,3.187,2.0811,Control
A11,0.6111,1.0715,0.73,0.9203,0.057,1.3452,1.2871,0.9525,1.4823,0.5757,0.307,0.7593,0.418,0.6083,0.4552,1.0851,1.2742,0.5513,0.3655,0.6938,0.8994,-0.0066,-0.0624,0.7279,0.421,0.4684,0.6274,0.6863,1.7477,0.7966,0.8779,0.5921,0.7115,0.4688,0.1357,0.0549,0.7572,0.4773,0.6487,1.3787,0.5351,1.0633,0.6716,0.5508,0.0125,0.96,0.8377,0.04,0.518,1.6868,1.015,0.6447,1.5674,0.9765,-0.0703,0.6399,0.4351,0.4872,1.1125,2.0686,0.4206,0.9927,1.8048,0.7337,0.9279,0.6196,0.2849,1.1557,1.1233,1.2299,-0.113,1.1956,0.7879,0.1146,1.1795,2.0248,0.2149,1.1609,0.5971,1.562,0.881,0.0278,1.166,1.8634,-0.1145,2.8409,1.2931,Control
A12,0.4231,0.7127,0.5218,0.6643,-0.0558,0.8449,1.1725,0.4354,1.4875,0.5602,0.1436,0.5503,-0.0762,0.2659,0.4899,0.9064,1.0839,0.4852,0.3379,0.6233,0.889,0.0022,-0.2465,0.5872,0.184,0.3617,0.1613,0.6913,1.228,0.6695,0.376,0.3092,0.6477,0.2095,-0.0955,8e-04,0.7413,0.1797,0.2824,1.2041,0.2159,0.8197,0.3931,0.3447,0.0782,0.5219,0.5414,0.1467,0.4714,1.2042,0.6513,0.3874,1.1338,0.6537,-0.1311,0.2749,0.0651,0.0668,1.0664,1.6783,0.307,0.9269,1.2884,0.6804,0.8309,0.4726,0.1934,0.6947,0.8493,0.8944,-0.2273,0.7846,0.7533,0.1544,0.7368,1.712,0.0179,0.8022,0.259,0.8099,0.4303,0.0105,0.6782,1.272,0.1143,0.8747,1.1164,Control
B01,0.7079,0.9621,0.7767,1.1528,-0.1438,1.2751,1.6457,1.0373,2.2353,0.5727,0.1758,0.9952,-0.2445,0.5919,0.739,1.2248,1.4056,0.7411,0.5591,0.8723,1.0989,-0.0215,-0.3463,1.0977,0.1378,0.5194,0.6866,0.573,2.2282,0.703,0.9445,0.6422,0.8463,0.2865,-0.0959,0.1148,0.9675,0.4986,0.4431,1.6376,0.6443,1.3462,0.6747,0.6261,-0.1039,0.8175,0.9406,0.1028,0.5786,1.6935,1.0517,0.4722,1.513,0.7649,-0.0938,0.8182,0.1718,0.22,1.5141,2.5522,0.7761,1.1103,1.5393,0.6135,0.9654,0.6809,0.1464,1.4678,1.2183,1.3503,-0.406,1.1788,1.0472,0.0729,0.9543,1.6386,-0.0292,1.349,0.5788,1.1653,0.7183,0.2059,0.9999,1.7181,0.169,1.9307,1.6374,Control
B02,0.745,1.3562,1.0253,1.1419,0.0821,1.2949,1.8628,0.8533,2.6152,0.8993,0.3923,0.9993,0.6736,0.5649,0.775,1.3491,1.5309,0.7571,0.4851,0.8584,1.2179,-0.0218,0.0037,0.9522,0.4073,0.503,0.5097,0.8811,2.0497,1.0242,1.0293,0.6051,0.9045,0.6416,0.1981,0.0658,1.0914,0.3907,0.8238,1.7428,0.5247,1.34,0.9796,0.7598,0.1464,1.109,0.8815,0.1062,0.7035,1.7893,1.2088,0.8568,1.6209,1.0793,-0.0935,0.6927,0.6228,0.509,1.4393,3.1122,0.6982,1.1732,1.7139,0.9415,1.2638,0.8597,0.3374,1.2677,1.3113,1.3833,-0.0206,1.5668,1.0668,0.0835,1.4133,2.0366,0.2439,1.5275,0.7221,1.2137,1.2002,0.124,1.1145,2.0059,-0.031,3.0541,1.6663,Control
B03,0.7637,1.1569,0.8989,1.0074,0.0327,1.2866,1.7257,0.9842,2.431,0.7096,0.3166,0.933,0.3823,0.6194,0.7227,1.3596,1.5341,0.7818,0.494,0.8759,1.1503,-0.034,-0.0909,1.0753,0.3033,0.5507,0.6076,0.708,2.2274,0.914,0.9125,0.6391,0.9251,0.497,0.0954,0.1061,1.0365,0.3925,0.6732,1.7274,0.5927,1.3737,0.9079,0.6553,0.0431,0.9947,0.8514,0.0777,0.6616,1.7773,1.0655,0.6331,1.5833,0.9322,-0.0623,0.7867,0.4301,0.3646,1.4807,2.6831,0.7721,1.017,1.7231,0.8717,1.0734,0.6969,0.2578,1.2757,1.2964,1.3482,-0.1355,1.3846,1.0034,0.0398,1.2664,1.7544,0.1441,1.4034,0.6262,1.2682,1.1464,0.1701,1.1141,1.9297,0.0904,2.6415,1.7204,BRCACancer
B04,1.1502,0.8223,0.9583,1.0597,0.0917,1.0813,1.725,1.3511,2.445,0.7034,0.2218,1.2182,0.3002,0.7505,0.9331,1.2711,1.5952,0.9193,0.7202,1.248,1.1443,-0.0073,-0.0903,1.3865,0.3598,0.8243,0.8287,0.7454,2.5867,0.8283,1.1652,0.7937,1.1091,0.4032,0.1105,0.081,1.2905,0.672,0.6045,1.7233,0.6523,1.4161,0.7402,0.5988,0.092,0.8313,0.9593,0.1477,0.5644,1.7897,1.107,0.475,1.6575,0.7103,-0.144,0.5782,0.3701,0.2164,1.6477,1.6768,0.8504,0.9954,1.892,0.8704,1.1552,0.6585,0.1672,1.1452,1.5574,1.2715,-0.0923,1.1066,1.248,0.0602,0.9641,1.8642,0.184,1.1022,0.7358,1.5925,0.6804,-0.0332,1.1366,1.6905,0.0264,0.8639,1.8023,BRCACancer
B05,0.6722,0.6881,1.0347,0.9495,0.0487,1.0308,1.4207,0.8065,2.1259,0.7378,0.1931,0.7795,0.2213,0.52,0.6631,1.1351,1.2618,0.6634,0.408,0.6864,0.9502,0.0088,-0.1129,0.7407,0.3612,0.4555,0.3764,0.8433,1.848,0.6254,0.9602,0.4861,0.7172,0.4422,0.0375,0.0187,0.8579,0.3164,0.6503,1.3547,0.2515,1.0362,1.0736,0.5343,0.0626,0.996,0.7956,0.1613,0.5344,1.5845,0.9788,0.5479,1.5074,0.8091,-0.149,0.5006,0.311,0.4043,1.2639,2.6534,0.4846,0.8446,1.7712,0.7804,1.1978,0.6624,0.23,1.0222,1.0531,1.1713,-0.1604,1.2743,1.1897,0.1443,1.2244,2.1068,0.1159,1.3343,0.5338,1.0295,0.6909,0.0435,1.0147,1.7029,-0.0344,1.0309,1.2905,BRCACancer
