@relation data

@attribute id string
@attribute 4660 numeric
@attribute 23236 numeric
@attribute 5579 numeric
@attribute 9459 numeric
@attribute 5578 numeric
@attribute 50649 numeric
@attribute 9828 numeric
@attribute 2768 numeric
@attribute 10672 numeric
@attribute 9826 numeric
@attribute 50650 numeric
@attribute 4633 numeric
@attribute 23370 numeric
@attribute 22899 numeric
@attribute 2792 numeric
@attribute 27237 numeric
@attribute 4638 numeric
@attribute 5585 numeric
@attribute 6093 numeric
@attribute 9639 numeric
@attribute 58498 numeric
@attribute 8874 numeric
@attribute 394 numeric
@attribute 23365 numeric
@attribute 2776 numeric
@attribute 23229 numeric
@attribute 9181 numeric
@attribute 2782 numeric
@attribute 9138 numeric
@attribute 7984 numeric
@attribute 128272 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3178,0.4579,1.0586,1.5416,0.5534,-0.058,-0.0276,0.3538,1.7735,0.7329,1.5078,-0.1322,1.2237,-0.1037,-0.119,-0.0379,0.1805,0.9599,1.5435,0.0702,-0.1447,0.7843,0.8414,0.7327,0.6485,0.5273,1.0707,1.4299,1.6152,0.3973,0.2652,Control
A02,0.2034,0.2609,0.7032,1.3465,0.2001,-0.0237,-0.0411,0.3205,1.4435,0.642,1.2978,-0.1189,0.8059,-0.1256,-0.0204,0.0522,0.1896,0.8958,1.2563,0.1244,-0.0364,0.576,0.6009,0.7351,0.2358,0.3162,0.8996,1.392,1.4033,0.1123,0.3223,Control
A03,0.3182,0.3328,0.9762,1.5563,0.1966,-0.0329,-0.0081,0.345,1.8814,0.8462,1.5661,-0.0448,1.0021,-0.0588,-0.1335,-0.0069,0.2011,1.0386,1.5334,0.0425,-0.0288,0.6996,0.5318,0.8563,0.4627,0.4084,1.0874,1.4897,1.5105,0.2364,0.3265,Control
A04,0.227,0.219,0.82,1.4426,0.3061,0.0241,-0.0185,0.3853,1.6237,0.5759,1.2819,-0.0369,0.9954,-0.0824,-0.0544,0.0607,0.1822,0.9402,1.1857,0.0354,-7e-04,0.5559,0.6507,0.6639,0.3177,0.348,0.9732,1.4717,1.5301,0.2914,0.3549,Control
A05,0.2931,0.4891,0.9512,1.5753,0.3059,0.0171,0.0289,0.4589,1.7266,0.8211,1.4029,-0.069,1.0186,-0.0489,-0.0887,0.0924,0.2652,1.0663,1.4238,0.0699,-0.0944,0.6688,0.6228,0.969,0.4844,0.4232,1.1696,1.5737,1.5182,0.1812,0.3103,Control
A06,0.2625,0.3865,0.9045,1.4881,0.296,-0.0796,-0.0249,0.3636,1.5995,0.7549,1.344,-0.0058,0.9031,-0.1147,-0.116,0.0107,0.1978,0.9427,1.3049,0.0925,-0.0913,0.6257,0.5717,0.7818,0.3651,0.482,0.9739,1.4137,1.4448,0.3577,0.2631,Control
A07,0.4072,0.8525,1.3099,1.6218,0.5102,-0.0107,-0.0425,0.5123,1.7416,0.8182,1.5518,-0.0732,0.986,-0.0888,-0.1604,0.0167,0.2174,0.9945,1.5625,0.0856,-0.0229,0.7466,0.8813,0.7097,0.8957,0.5026,1.1295,1.5236,1.5044,0.186,0.3084,Control
A08,0.557,0.6443,1.4137,1.6025,0.8364,-0.0595,-0.0405,0.4784,1.5767,0.7224,1.8807,-0.042,1.1262,-0.0423,-0.0941,-0.1112,0.1426,0.8978,1.5997,-0.0131,-0.1128,0.9115,1.0196,0.6115,1.0393,0.6528,1.0588,1.4965,1.5044,0.2008,0.2611,Control
A09,0.3657,0.7299,1.2508,1.6562,0.5718,-0.0065,-0.029,0.3885,1.6964,0.6424,1.4702,-0.0634,0.9878,-0.0119,-0.1405,0.1006,0.2309,1.0065,1.5151,0.1071,0.0108,0.7337,0.7751,0.8489,0.8753,0.481,0.948,1.4111,1.4979,0.3167,0.3095,Control
A10,0.4397,0.9457,1.3167,1.6396,0.3781,-0.0672,-0.0179,0.4226,1.6903,0.7579,1.71,-0.0478,0.9439,-0.0813,-0.1499,-0.0282,0.2111,0.9639,1.483,-0.0229,-0.1033,0.7576,0.7036,0.9036,0.8224,0.5167,1.0731,1.5165,1.4585,0.141,0.2981,Control
A11,0.2435,0.6393,0.9853,1.4393,0.3263,-0.1125,-0.0397,0.3052,1.5243,0.4326,1.1875,-0.0182,0.8744,-0.0721,-0.1745,-0.0015,0.0735,0.8796,1.2476,-0.0369,-0.0986,0.6154,0.6047,0.6809,0.5344,0.5547,0.7149,1.2608,1.3202,0.3103,0.1588,Control
A12,0.1252,0.1726,0.5269,1.0363,0.1184,-0.0081,-0.0663,0.3738,1.148,0.3593,0.9264,0.127,0.5117,0.0074,-0.0473,0.0712,0.3165,0.5622,0.8386,0.1079,0.0227,0.4423,0.3046,0.6525,0.1356,0.2433,0.5394,1.191,0.8974,0.531,0.3007,Control
B01,0.2992,0.3587,0.9472,1.4129,0.5839,-0.162,-0.1095,0.3283,1.5163,0.6015,1.3435,0.077,0.8423,-0.1409,-0.1225,-0.2262,0.2648,0.7138,1.4478,-0.0172,-0.0079,0.7278,0.9304,0.5734,0.5769,0.5343,0.8945,1.281,1.3366,0.3612,0.1794,Control
B02,0.1988,0.2607,0.785,1.4995,0.3378,-0.0522,-0.0054,0.3647,1.7296,0.639,1.4206,-0.0638,0.9913,-0.0187,-0.1637,0.0148,0.2074,1.0592,1.3656,0.0281,-0.0767,0.6543,0.6581,0.592,0.34,0.4738,1.1233,1.5051,1.72,0.2009,0.3565,Control
B03,0.2346,0.3661,0.9095,1.4927,0.3907,-0.1373,-0.0393,0.3299,1.7912,0.601,1.4391,-0.0368,0.8923,-0.06,-0.2162,-0.0861,0.1105,0.9349,1.4288,-0.0212,-0.0578,0.697,0.6502,0.3546,0.4581,0.4587,0.9203,1.4294,1.5212,0.4158,0.2643,BRCACancer
B04,0.5431,0.8222,1.5857,1.3674,0.6402,-0.0571,-0.0795,0.5471,1.4023,0.638,1.7644,-0.1362,0.9663,-0.0792,-0.091,-0.0442,0.1921,0.8137,1.4607,0.0919,-0.1528,0.8098,0.7482,0.6939,1.0542,0.4496,1.1185,1.6404,1.501,0.2345,0.1897,BRCACancer
B05,0.2555,0.1639,0.8601,1.2676,0.1887,-0.0256,-0.0519,0.4013,1.5482,0.4604,1.2033,-0.0932,0.8663,-0.0662,0.0184,-0.0022,0.1451,0.9897,1.1766,0.0446,0.1035,0.6038,0.5421,0.554,0.2673,0.3622,0.8393,1.3874,1.5161,0.3638,0.2973,BRCACancer
B06,0.2406,0.3007,0.7212,1.1956,0.1906,-0.1463,-0.2571,0.1677,1.3335,0.4812,1.067,-0.0323,0.5352,-0.2001,-0.0494,-0.2151,0.1928,0.4469,1.2276,-0.1343,-0.1526,0.5647,0.3823,0.4391,0.3375,0.4991,0.6323,1.1324,1.0766,0.5335,0.0794,BRCACancer
B07,0.3084,0.3325,0.9385,1.606,0.2531,-0.0246,-0.0561,0.3622,1.7359,0.6755,1.6662,-0.0813,1.0272,-0.0679,-0.0841,0.0636,0.1727,1.031,1.5876,0.0687,-0.0738,0.7238,0.721,0.7265,0.3625,0.5621,1.2296,1.5522,1.7792,0.138,0.3982,BRCACancer
B08,0.1426,0.2795,0.7048,1.4707,0.242,-0.0606,0.0752,0.263,1.657,0.5494,1.1996,0.0474,0.9302,-0.0169,-0.0815,0.0596,0.2409,1.0421,1.3563,-0.0276,-0.0622,0.6231,0.6986,0.9911,0.2896,0.3852,0.9287,1.3505,1.4762,0.2445,0.2639,Control
B09,0.4636,0.7363,1.539,1.3556,0.6761,-0.1278,-0.0651,0.4677,1.7236,0.4902,1.588,-0.0356,1.0852,-0.0797,-0.1619,-0.0307,0.2164,0.7332,1.4409,0.0081,-0.1299,0.8325,0.8054,0.9128,0.9284,0.4437,0.7792,1.3029,1.5002,0.4101,0.2653,Control
B10,0.3375,0.579,1.1167,1.3477,0.405,-0.0656,-0.0228,0.3779,1.4209,0.482,1.5511,0.0211,0.6969,-0.1371,-0.1081,0.014,0.1299,0.7313,1.2925,0.0386,-0.0248,0.6132,0.5825,0.5953,0.6993,0.3526,0.8591,1.3645,1.2245,0.263,0.2782,Control
B11,0.2657,0.4488,0.9569,1.3906,0.3123,-0.0173,-0.0278,0.3812,1.5289,0.6825,1.2979,-0.0265,0.8037,-0.0894,0.0122,0.0495,0.1681,0.9088,1.2964,-0.0102,-0.109,0.6036,0.5982,0.7745,0.5084,0.2819,0.8823,1.2939,1.2719,0.2134,0.2897,Control
B12,0.3748,0.4228,1.3776,1.1889,0.6519,-0.0069,-0.1101,0.4474,1.0055,0.4122,1.3188,-0.163,0.9275,-0.0897,-0.0481,0.0154,0.049,0.5277,1.0477,0.0774,0.0416,0.6535,0.5601,0.3134,0.8178,0.2482,0.7732,1.1821,1.4097,0.3431,0.243,Control
C01,0.4039,0.6491,1.229,1.4843,0.3616,0.0083,-0.0039,0.4078,1.6619,0.8779,1.3729,-0.051,1.1011,-0.0743,0.074,0.0143,0.209,1.1053,1.4223,0.0706,0.0092,0.7034,0.5337,0.6701,0.7247,0.4556,1.2689,1.537,1.7178,0.0826,0.3752,BRCACancer
C02,0.2611,0.2937,0.7082,1.4139,0.2437,0.0304,0.0115,0.4054,1.5121,0.6943,1.4375,-0.0897,1.038,-0.08,-0.1219,0.0671,0.2631,1.0194,1.3154,0.1019,-0.0672,0.5808,0.5483,0.7151,0.2526,0.3825,1.1708,1.4394,1.6869,0.2087,0.3839,BRCACancer
C03,0.3439,0.2952,0.8439,1.4045,0.2667,0.0218,-0.0358,0.4168,1.6845,0.8203,1.6701,-0.0315,1.0367,-0.0557,-0.1468,0.0986,0.1699,1.2346,1.377,0.1202,-0.0489,0.6697,0.477,0.7888,0.3465,0.4618,1.4341,1.4731,1.9638,0.2275,0.4903,BRCACancer
