@relation data

@attribute id string
@attribute 1378 numeric
@attribute 1380 numeric
@attribute 2213 numeric
@attribute 3122 numeric
@attribute 3383 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 5788 numeric
@attribute 941 numeric
@attribute 958 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.1625,0.7105,0.7493,3.1376,0.79,2.0644,2.2417,3.0603,0.4421,0.8258,Control
Utah__A02,0.8626,0.3168,0.5417,3.6276,0.9536,2.2302,2.3892,3.0621,0.1621,0.7075,Control
Utah__A03,0.931,0.2308,0.6549,3.3288,1.167,2.4692,2.5258,3.1872,0.456,0.6911,Control
Utah__A04,0.9282,0.6894,0.5332,3.5778,0.8171,2.1507,2.442,3.3298,0.2416,0.7371,Control
Utah__A05,1.3084,0.5374,0.6469,3.5296,1.2053,2.1709,2.6261,3.1778,0.2137,0.9059,Control
Utah__A06,0.9966,0.2002,0.3912,3.3593,0.8925,1.9944,2.4693,2.8826,0.1887,0.4816,Control
Utah__A07,1.1138,0.1681,0.7797,3.3186,0.8816,2.1767,2.3566,3.4253,0.2877,0.5814,Control
Utah__A08,0.9163,0.395,0.3604,2.8904,0.8275,2.21,2.0667,3.5552,0.191,0.6358,Control
Utah__A09,0.8596,0.2039,0.3217,3.0509,0.8318,2.0957,2.3276,3.4935,0.3199,0.3478,Control
Utah__A10,1.3602,0.0964,0.4435,3.2873,1.0294,2.3107,2.3465,3.6895,0.3404,0.5789,Control
Utah__A11,0.632,-0.0674,0.6023,3.194,0.7997,2.161,2.3512,2.931,0.243,0.3338,Control
Utah__A12,0.5941,0.1286,0.3486,3.2817,0.4793,1.4341,1.7763,2.6066,0.4391,0.227,Control
Utah__B01,0.777,0.1857,0.6694,2.8593,0.7316,1.6948,1.7165,3.056,0.3791,0.5387,Control
Utah__B02,0.9219,0.0576,0.6045,3.4823,1.1885,2.3559,2.4496,3.301,0.3184,0.4158,Control
Utah__B03,1.0344,0.1404,0.3569,3.2169,0.8349,2.1722,2.2961,3.4126,0.3586,0.4176,BRCACancer
Utah__B04,0.6773,0.0736,0.5108,2.6632,0.5185,2.2337,2.0841,3.6942,0.3449,0.1917,BRCACancer
Utah__B05,0.5882,0.0207,0.2262,3.3766,0.8501,2.1999,2.1983,3.07,0.2709,0.3929,BRCACancer
Utah__B06,0.5687,-0.0402,0.6026,2.8845,0.354,1.5641,1.6977,3.202,0.4839,0.3648,BRCACancer
Utah__B07,1.0699,0.2374,0.6412,3.16,0.7679,2.4675,2.4855,3.5324,0.353,0.8665,BRCACancer
Utah__B08,0.7672,0.0025,0.6122,3.2387,0.8458,2.0859,2.5175,2.8425,0.5025,0.3499,Control
Utah__B09,0.673,0.2437,0.1489,2.3797,0.3581,2.075,1.9022,3.4057,0.199,0.5653,Control
Utah__B10,0.4946,-0.0365,0.1535,2.8399,0.4619,2.0115,2.0721,3.8873,0.3207,0.1925,Control
Utah__B11,1.0801,0.1677,0.5014,3.3025,0.9873,1.9895,2.2398,2.9815,0.331,0.5024,Control
Utah__B12,0.5264,0.0452,0.2017,2.4327,0.3858,1.6495,1.7572,3.5071,0.1523,0.2097,Control
Utah__C01,1.1639,0.161,0.3621,2.8403,1.1771,2.4577,2.527,3.15,0.2367,0.5923,BRCACancer
Utah__C02,0.7617,0.4281,0.5597,3.0783,1.0293,2.3549,2.4965,3.0548,0.4567,0.5919,BRCACancer
Utah__C03,0.9146,0.0496,0.5028,2.8942,1.3651,2.7484,2.7414,3.2645,0.3334,0.8396,BRCACancer
Utah__C04,0.4469,0.0811,0.0708,2.9191,0.6512,1.9361,2.5496,2.2795,0.085,0.1426,Control
Utah__C05,0.563,0.0762,0.2205,3.3796,0.6921,2.0524,2.7839,2.7753,0.1669,0.254,BRCACancer
Utah__C06,0.0751,0.0996,-0.1476,1.5909,0.2336,0.9021,1.2274,0.6466,0.1494,-0.0583,Control
Utah__C07,0.5845,0.1173,0.2847,3.0724,0.6963,2.3484,2.4171,2.9454,0.2411,0.2391,Control
Utah__C08,0.6781,0.2155,0.3509,2.9788,0.8705,2.3206,2.3226,2.6672,0.2235,0.7212,Control
Utah__C09,0.7668,0.095,0.167,3.1469,0.7586,2.2182,2.515,3.0055,0.3338,0.3518,Control
Utah__C10,0.869,0.3924,0.337,3.3181,0.7617,1.9458,2.5598,2.9741,0.1505,0.3859,BRCACancer
Utah__C11,0.6969,0.2795,0.3956,2.9167,0.9893,2.532,2.5394,2.8104,0.119,0.4779,Control
