@relation data

@attribute id string
@attribute 5106 numeric
@attribute 5230 numeric
@attribute 5105 numeric
@attribute 8789 numeric
@attribute 5210 numeric
@attribute 7167 numeric
@attribute 5209 numeric
@attribute 5208 numeric
@attribute 2597 numeric
@attribute 5207 numeric
@attribute 2027 numeric
@attribute 2026 numeric
@attribute 2203 numeric
@attribute 8402 numeric
@attribute 1468 numeric
@attribute 5224 numeric
@attribute 5223 numeric
@attribute 226 numeric
@attribute 230 numeric
@attribute 2806 numeric
@attribute 4191 numeric
@attribute 229 numeric
@attribute 4190 numeric
@attribute 8604 numeric
@attribute 5091 numeric
@attribute 2805 numeric
@attribute 2023 numeric
@attribute 10165 numeric
@attribute 26330 numeric
@attribute 2821 numeric
@attribute 6576 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4257,1.6108,-0.1062,-0.097,0.6798,0.0434,0.8151,0.5939,0.4225,-0.0841,0.2556,1.1507,1.1313,1.1769,-0.0179,0.2296,0.4216,0.9067,0.7829,0.5492,1.5292,-0.0711,0.9755,0.7503,0.0881,0.6948,1.8354,0.4041,-0.0098,1.0777,0.4828,Control
A02,0.2701,1.3115,-0.0582,-0.1359,0.595,-0.0629,0.6129,0.5636,0.3299,-0.1347,0.0506,0.713,1.2318,0.9878,0.0251,0.2107,0.2461,0.8206,0.4329,0.3439,1.5421,-0.0019,0.7976,0.569,0.0091,0.5084,1.7858,0.2867,-0.0915,1.027,0.4754,Control
A03,0.4412,1.6232,-0.1105,-0.1015,0.8678,0.0409,1.056,0.5603,0.6162,-0.1913,0.0748,0.6512,1.3374,1.2219,-0.0061,0.1549,0.2974,0.8874,0.4582,0.5226,1.5851,-0.0548,0.8963,0.6325,0.037,0.5949,1.842,0.4695,-0.0165,1.1563,0.5854,Control
A04,0.2959,1.3469,-0.121,-0.0683,0.5702,0.1444,0.7674,0.5099,0.4865,-0.1496,0.0885,0.7913,1.0915,1.0676,0.1111,0.2674,0.1597,0.9468,0.5394,0.4388,1.6915,-0.0367,0.9127,0.5408,0.0376,0.3579,1.8963,0.3536,4e-04,1.048,0.6342,Control
A05,0.5142,1.6043,-0.1238,-0.0838,0.8797,0.0923,1.01,0.681,0.639,-0.0834,0.0715,0.8525,1.6454,1.4253,0.0979,0.3683,0.4084,1.0027,0.7075,0.5368,1.7842,-0.0505,0.8603,0.6363,0.0582,0.5031,1.9204,0.4415,0.0056,1.1268,0.7091,Control
A06,0.3405,1.5968,-0.1393,-0.3016,0.8411,0.0288,1.1342,0.6032,0.4242,-0.164,-0.0077,0.7698,1.595,1.2036,-0.0551,0.1127,0.3687,0.9118,0.5558,0.4737,1.5585,-0.1266,0.7781,0.5351,0.0327,0.6417,1.8602,0.4286,-0.0606,1.0473,0.3912,Control
A07,0.4413,1.5044,-0.2079,-0.2142,0.7295,-0.0221,0.8281,0.7096,0.3246,-0.1702,0.0279,0.8015,1.2609,1.2814,0.0053,0.1762,0.2829,0.8797,0.5927,0.5056,1.5765,-0.1198,0.8438,0.7183,0.0041,0.6146,1.7583,0.5373,-0.0383,1.096,0.4729,Control
A08,0.2605,1.6328,-0.1232,-0.1236,0.6944,-0.0816,0.8957,0.4963,0.3031,-0.0572,0.0959,0.7415,1.0413,0.9755,-0.0623,0.0318,0.2192,0.7384,0.539,0.4811,1.48,-0.0251,0.9029,0.7275,0.0307,0.5409,1.6298,0.7271,-0.071,1.0098,0.4287,Control
A09,0.4229,1.4646,-0.1625,-0.1036,0.6155,0.0231,0.8364,0.5187,0.5341,-0.1247,0.004,0.9474,1.3109,1.1313,-0.0301,0.2388,0.192,0.825,0.5857,0.3976,1.5531,-0.0927,0.7481,0.6239,-0.0049,0.6007,1.7393,0.4218,-0.0473,1.0879,0.3938,Control
A10,0.4144,1.4484,-0.0904,-0.1064,0.7364,0.0509,0.7985,0.513,0.3989,-0.1196,0.1047,0.8874,1.1819,1.1608,0.0549,0.2389,0.2477,0.8858,0.4628,0.5626,1.6294,0.0067,0.8383,0.7572,0.0447,0.5226,1.8031,0.5403,-0.0119,1.0628,0.4325,Control
