@relation data

@attribute id string
@attribute 3953 numeric
@attribute 5571 numeric
@attribute 1374 numeric
@attribute 5565 numeric
@attribute 5564 numeric
@attribute 3952 numeric
@attribute 5563 numeric
@attribute 31 numeric
@attribute 5562 numeric
@attribute 51422 numeric
@attribute 53632 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4827,1.351,0.8654,1.1575,1.2388,-0.0905,-0.117,0.4742,1.3738,0.3976,0.1036,Control
A02,0.3801,1.1982,0.8338,0.9426,0.9662,-0.1169,-0.0836,0.2145,1.2086,0.2947,0.1232,Control
A03,0.4038,1.3648,0.9563,1.0291,1.1472,-0.0061,-0.0867,0.3981,1.2768,0.3798,0.0606,Control
A04,0.4456,1.197,0.9868,1.0656,1.1062,-0.0642,-0.1014,0.2248,1.2704,0.3259,0.1424,Control
A05,0.6123,1.4345,0.9343,1.2047,1.2425,-0.0393,-0.0981,0.4025,1.3214,0.4287,0.0516,Control
A06,0.5148,1.3816,0.8038,1.0346,1.0399,-0.0801,-0.1108,0.3615,1.2028,0.3681,0.0896,Control
A07,0.603,1.3542,1.0598,1.0969,1.2614,-0.0385,-0.0574,0.3738,1.3566,0.5911,0.1877,Control
A08,0.3363,1.1326,0.8631,1.1546,0.9565,-0.1397,-0.1312,0.546,1.4406,0.5935,0.1577,Control
A09,0.3756,1.2257,0.8442,0.9803,1.0518,0.0071,-0.0639,0.3248,1.2888,0.4881,0.2012,Control
A10,0.4539,1.2199,0.8072,1.2655,1.1366,-0.0924,-0.1561,0.4106,1.456,0.5295,0.1245,Control
A11,0.2688,1.243,0.6726,0.7936,1.0966,-0.0814,-0.1344,0.3337,1.0445,0.2398,0.0374,Control
A12,0.3169,0.9241,0.4076,0.6998,0.6934,-0.0073,-0.0019,0.0596,0.9707,0.2497,0.2195,Control
B01,0.4785,1.0479,0.7323,1.026,0.8896,-0.0241,-0.1924,0.3273,1.3654,0.3739,0.1644,Control
B02,0.4982,1.2721,0.872,1.128,1.1773,-0.0038,-0.1054,0.263,1.4322,0.3679,0.1622,Control
B03,0.2685,1.1418,0.7043,1.1263,1.1106,-0.0726,-0.1515,0.3012,1.4131,0.2937,0.0793,BRCACancer
B04,0.5011,0.9219,0.7058,1.058,0.7283,-0.0073,-0.0834,0.3862,1.4252,0.7195,0.1488,BRCACancer
B05,0.2998,0.9818,0.7238,0.7962,0.8291,-0.1266,-0.0544,0.2269,1.1955,0.3209,0.1364,BRCACancer
