@relation data

@attribute id string
@attribute 23395 numeric
@attribute 3376 numeric
@attribute 51520 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 55699 numeric
@attribute 57176 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 7407 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6124,1.6965,2.0398,1.2592,0.0057,1.3996,1.4787,0.3202,0.1937,0.3908,0.5196,Control
A02,0.4253,1.3304,1.8719,0.9986,0.0595,1.3041,1.3352,0.2564,0.2348,0.121,0.4345,Control
A03,0.5868,1.4931,1.8145,1.2062,0.0945,1.3098,1.372,0.3237,0.3664,0.2549,0.5752,Control
A04,0.4267,1.3235,1.9266,0.9294,0.0561,1.2814,1.4054,0.2785,0.2817,0.2784,0.63,Control
A05,0.5147,1.3898,1.9206,1.1561,-0.0196,1.4353,1.5456,0.3825,0.5099,0.3256,0.732,Control
A06,0.5234,1.4129,1.891,1.1729,-0.012,1.2782,1.4085,0.2147,0.341,0.2142,0.5129,Control
A07,0.5281,1.4684,2.047,1.1976,0.0937,1.425,1.4273,0.2688,0.4377,0.2922,0.5218,Control
A08,0.5849,1.6095,2.0188,1.0132,-0.0402,1.1572,1.3745,0.3,0.3734,0.218,0.428,Control
A09,0.5212,1.6337,1.9035,1.0736,-0.0537,1.2181,1.3658,0.2263,0.3326,0.216,0.4548,Control
A10,0.5999,1.5001,1.8947,1.1358,0.0587,1.3028,1.4819,0.1453,0.2262,0.2456,0.4773,Control
A11,0.4112,1.5342,1.4299,1.0297,0.1385,1.1629,1.1158,0.06,0.1283,0.1669,0.2659,Control
A12,0.3095,0.9682,1.2898,0.6557,0.2215,1.1549,1.1679,0.2388,-0.1112,-0.0145,0.2797,Control
B01,0.515,1.5553,1.85,1.0565,-0.1654,1.293,1.2913,0.2106,-0.01,0.0032,0.2084,Control
B02,0.5422,1.6176,2.0467,1.1514,0.0516,1.5621,1.5463,0.3169,0.2884,0.3374,0.5684,Control
B03,0.5027,1.5217,1.9699,1.1154,-0.1619,1.3908,1.5075,0.2025,0.2609,0.1718,0.3548,BRCACancer
B04,0.5775,1.2217,1.73,0.9076,0.0683,0.9692,1.1929,0.2825,0.0903,0.1062,0.3622,BRCACancer
B05,0.3679,1.2731,1.3674,0.9635,0.0392,1.2225,1.1606,0.2483,0.2388,0.1029,0.4018,BRCACancer
B06,0.3372,1.1713,1.5923,0.9665,-0.0901,0.9155,0.933,0.1814,-0.0589,-0.1672,0.0895,BRCACancer
B07,0.5834,1.6762,2.2396,1.1985,0.0094,1.5064,1.4921,0.3173,0.2234,0.2487,0.5912,BRCACancer
B08,0.4121,1.386,1.6524,1.1412,-0.1069,1.2847,1.3614,0.074,0.2828,0.2555,0.4063,Control
B09,0.3947,1.1477,1.5145,0.9084,-0.1644,0.7099,0.8907,0.2843,0.104,-0.0768,0.2567,Control
B10,0.3518,1.1307,1.7667,0.8205,-0.236,1.0615,1.1869,0.2128,0.0715,0.0081,0.2583,Control
B11,0.3576,1.22,1.5479,0.9763,0.0917,1.4109,1.3238,0.1955,0.3046,0.1801,0.503,Control
B12,0.2702,0.668,1.1202,0.735,0.0687,0.5246,0.5771,0.1547,0.0114,-0.0095,0.1534,Control
