@relation data

@attribute id string
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 5579 numeric
@attribute 5894 numeric
@attribute 1956 numeric
@attribute 5578 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 1950 numeric
@attribute 1050 numeric
@attribute 6416 numeric
@attribute 7186 numeric
@attribute 5515 numeric
@attribute 8737 numeric
@attribute 9020 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 4217 numeric
@attribute 3204 numeric
@attribute 596 numeric
@attribute 4214 numeric
@attribute 5606 numeric
@attribute 5588 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 3551 numeric
@attribute 5608 numeric
@attribute 6667 numeric
@attribute 7133 numeric
@attribute 7132 numeric
@attribute 1616 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 5595 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 4790 numeric
@attribute 2353 numeric
@attribute 4792 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.4247,1.4021,1.5306,1.4426,1.0332,1.7847,-0.0786,0.5523,1.4148,0.4095,0.6019,0.4801,0.7285,0.2448,1.7155,1.4069,0.7542,-0.0542,1.1463,1.1766,0.3065,0.9845,0.0648,1.598,2.2889,0.744,0.9328,0.9875,0.718,0.6035,1.1434,0.7028,1.9863,1.1674,1.2525,0.7623,1.2288,0.3703,1.0783,3.2381,1.2895,1.6889,2.8983,2.2235,1.7309,Control
A02,0.8029,0.3701,0.9672,1.317,1.1508,0.6697,1.5429,0.0036,0.1715,1.23,0.4322,0.4253,0.6029,0.4813,0.1827,1.5576,1.2491,0.5135,-0.1266,0.7118,1.3276,0.1973,0.8053,0.0736,0.7606,1.8995,0.722,0.5138,0.9234,0.4692,0.523,0.9151,0.2931,1.9327,1.3119,1.1877,0.7021,1.1813,0.5088,1.0214,2.8949,0.9249,1.279,1.0191,2.0678,1.6299,Control
A03,1.2073,0.3745,1.211,1.5532,1.3711,0.9489,1.7349,-0.0126,0.1678,1.459,0.5375,0.4869,0.6733,0.6279,0.2495,1.7575,1.4813,0.7466,-0.1293,1.1068,1.423,0.311,1.0094,0.0653,0.6724,2.1356,1.0145,0.8164,0.9564,0.6904,0.6958,1.0536,0.429,2.0414,1.4649,1.399,0.73,1.7863,0.7048,1.0584,2.6763,1.2971,1.4481,2.3465,2.7745,1.8758,Control
A04,1.3091,0.3589,0.9665,1.0954,1.2559,0.7891,1.6725,-0.0237,0.2858,1.4617,0.3432,0.3997,0.7277,0.5001,0.2383,1.7134,1.3259,0.6238,0.0079,0.8353,1.3079,0.268,0.9356,0.1197,0.8481,2.278,0.781,0.6622,1.0754,0.4999,0.6518,0.9388,0.3654,2.0225,1.4707,1.102,0.6518,1.1168,0.4199,1.0435,3.143,0.8519,1.4307,1.5126,2.2888,1.7145,Control
A05,1.2428,0.4809,1.1192,1.4575,1.5137,0.9233,1.808,-0.0402,0.2856,1.5159,0.365,0.8239,0.9591,0.5851,0.2226,1.7923,1.4854,0.6847,-0.0072,0.8261,1.6614,0.3175,1.0498,0.1297,0.8722,2.4514,0.9779,0.6824,0.9611,0.7099,0.7144,1.0568,0.5039,2.2143,1.5415,1.3902,0.7097,1.3299,0.4669,1.1978,2.7003,1.1537,1.5153,1.9653,2.4787,1.9408,Control
A06,0.8136,0.2391,1.1521,1.4051,1.2007,0.8755,1.7489,-0.0106,0.2749,1.312,0.4132,0.4647,0.5724,0.575,0.1497,1.5924,1.4059,0.5878,-0.1821,0.8227,1.3395,0.2717,0.8568,-0.0468,0.7888,2.0424,0.8196,0.5873,0.8385,0.6673,0.5537,0.9679,0.6103,2.0682,1.4167,1.2785,0.6534,1.1995,0.5095,0.9874,2.8651,1.5243,1.3528,3.1061,2.4894,1.8446,Control
A07,1.2402,0.3621,1.3691,1.4813,1.592,1.2903,1.7704,-0.0137,0.5058,1.2303,0.4675,0.4296,0.7106,0.7805,0.221,1.7671,1.4578,0.7607,-0.1545,1.301,1.4288,0.3905,1.1016,0.0192,1.3272,2.4121,0.7471,0.8646,0.9238,0.8479,0.5012,1.1316,0.5968,2.0132,1.5234,1.4729,0.6918,1.1282,0.5964,0.9702,3.1764,1.3191,1.6808,2.7089,1.9854,1.882,Control
A08,0.8862,0.2915,1.4969,1.3335,1.6309,1.3963,1.7386,-0.0387,0.8574,1.2164,0.2445,0.2493,0.4253,0.967,0.1806,1.6601,1.4416,0.7338,-0.1576,1.7103,1.1228,0.5264,1.249,-0.0034,1.971,2.6664,0.6866,1.0663,0.7799,0.8635,0.4817,1.1825,0.7273,1.7996,1.223,1.1343,0.589,1.1547,0.5226,0.9939,3.1841,0.8555,1.8517,1.6836,1.9135,1.9122,Control
A09,0.9959,0.3464,1.3676,1.4215,1.435,1.2298,1.6393,-0.0275,0.5722,1.304,0.3484,0.5342,0.5642,0.7254,0.2206,1.6468,1.3374,0.6833,-0.151,1.345,1.2723,0.3873,1.025,0.0622,1.6289,2.4939,0.8065,0.8567,0.8347,0.7596,0.5112,1.0308,0.5458,2.0365,1.3942,1.1571,0.6624,1.2423,0.3699,0.99,3.3744,1.0486,1.6,2.2224,2.2018,1.8315,Control
A10,1.3751,0.3978,1.2269,1.4407,1.7367,1.2971,1.7838,-0.0564,0.3634,1.2969,0.4505,0.7762,0.6636,0.8418,0.2134,1.7121,1.4147,0.7161,-0.0144,1.4265,1.399,0.4532,1.3032,0.0454,1.1995,2.3914,0.7525,0.9458,0.996,0.7992,0.5635,1.1319,0.6755,2.0056,1.3297,1.3434,0.6508,1.4522,0.6383,0.9237,2.8922,1.1193,1.6339,3.187,2.1342,1.9225,Control
A11,1.0715,0.2849,1.1557,1.3452,1.1233,0.9582,1.2871,-0.0127,0.3076,1.1956,0.1872,0.2481,0.418,0.6083,0.2149,1.4128,1.0851,0.5971,-0.1143,1.2626,0.9963,0.2031,0.6938,0.0803,1.1764,1.7477,0.6863,0.8235,0.7966,0.5921,0.4688,0.7572,0.5351,1.8634,1.041,1.2239,0.518,1.1292,0.415,0.9765,3.112,0.9585,1.1125,2.8409,2.0686,1.8048,Control
A12,0.7127,0.1934,0.6947,0.8449,0.8493,0.4893,1.1725,0.1107,0.0835,0.7846,0.0949,0.5844,-0.0762,0.2659,0.0179,1.3762,0.9064,0.259,-0.2447,0.3838,1.0017,0.2057,0.6233,0.2623,0.438,1.228,0.6913,0.4805,0.6695,0.3092,0.2095,0.7413,0.2159,1.272,0.9706,0.7465,0.4714,0.8144,0.3731,0.6537,2.6881,0.6184,1.0664,0.8747,1.6783,1.2884,Control
B01,0.9621,0.1464,1.4678,1.2751,1.2183,0.9193,1.6457,0.0172,0.5853,1.1788,0.221,0.4146,-0.2445,0.5919,-0.0292,1.7176,1.2248,0.5788,-0.4292,0.9699,0.9213,0.3418,0.8723,-0.1988,1.3259,2.2282,0.573,0.7842,0.703,0.6422,0.2865,0.9675,0.6443,1.7181,0.952,0.9247,0.5786,1.0167,0.2572,0.7649,3.0105,1.0823,1.5141,1.9307,2.5522,1.5393,Control
B02,1.3562,0.3374,1.2677,1.2949,1.3113,0.7534,1.8628,-0.0214,0.32,1.5668,0.4265,0.3948,0.6736,0.5649,0.2439,1.9071,1.3491,0.7221,-0.1437,0.8681,1.3186,0.2455,0.8584,0.008,0.7573,2.0497,0.8811,0.7671,1.0242,0.6051,0.6416,1.0914,0.5247,2.0059,1.5186,1.3104,0.7035,1.2986,0.4005,1.0793,3.0856,1.2406,1.4393,3.0541,3.1122,1.7139,Control
B03,1.1569,0.2578,1.2757,1.2866,1.2964,0.8807,1.7257,-0.0516,0.377,1.3846,0.1629,0.0572,0.3823,0.6194,0.1441,1.8553,1.3596,0.6262,-0.1867,1.0598,1.1555,0.2867,0.8759,-0.0693,1.0441,2.2274,0.708,0.7334,0.914,0.6391,0.497,1.0365,0.5927,1.9297,1.2624,1.1844,0.6616,1.3425,0.3854,0.9322,3.1421,1.1776,1.4807,2.6415,2.6831,1.7231,BRCACancer
B04,0.8223,0.1672,1.1452,1.0813,1.5574,1.5724,1.725,-0.018,0.646,1.1066,0.3204,0.437,0.3002,0.7505,0.184,1.5659,1.2711,0.7358,-0.1682,1.6795,1.1271,0.495,1.248,-0.0866,1.7304,2.5867,0.7454,1.0406,0.8283,0.7937,0.4032,1.2905,0.6523,1.6905,1.3357,1.1507,0.5644,1.0497,0.6049,0.7103,3.1319,0.9319,1.6477,0.8639,1.6768,1.892,BRCACancer
B05,0.6881,0.23,1.0222,1.0308,1.0531,0.8302,1.4207,0.0442,0.1593,1.2743,0.3651,0.2543,0.2213,0.52,0.1159,1.5339,1.1351,0.5338,-0.2003,0.9579,1.0955,0.2936,0.6864,0.067,0.622,1.848,0.8433,0.7381,0.6254,0.4861,0.4422,0.8579,0.2515,1.7029,1.4015,1.0748,0.5344,0.9451,0.445,0.8091,3.186,1.7349,1.2639,1.0309,2.6534,1.7712,BRCACancer
