@relation data

@attribute id string
@attribute 10376 numeric
@attribute 10381 numeric
@attribute 10382 numeric
@attribute 10383 numeric
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1453 numeric
@attribute 153 numeric
@attribute 1812 numeric
@attribute 1813 numeric
@attribute 1902 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 203068 numeric
@attribute 23236 numeric
@attribute 2697 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2885 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 3265 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 347688 numeric
@attribute 347733 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 56034 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 5613 numeric
@attribute 56604 numeric
@attribute 57369 numeric
@attribute 5894 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 7277 numeric
@attribute 7278 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 80310 numeric
@attribute 81027 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 983 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4584,0.0787,0.1081,1.4947,-0.0295,1.8737,-0.0756,0.3687,-0.0442,0.0494,1.7333,-0.1515,0.2911,1.4656,0.2748,-0.1595,-0.0775,0.2117,0.6001,-0.0836,0.1272,0.6652,0.4579,-0.1467,0.0521,0.0531,0.7412,1.6225,0.6485,0.7306,1.6355,-0.1684,-0.133,-0.1477,0.4762,0.3959,0.4236,-0.055,-0.0349,-0.1984,-0.638,0.1596,0.7579,0.8352,0.8558,1.5967,2.7938,0.5166,0.1685,0.0087,0.0819,1.7231,0.5973,-0.0566,0.945,1.1287,-0.1227,0.5534,1.0586,-0.0574,-0.0742,0.1392,1.76,1.0952,0.5406,0.2387,0.7341,0.4307,0.6076,1.142,-0.0322,-0.0343,1.7841,1.1256,1.3471,0.3755,-0.0819,1.5525,0.6594,0.4525,1.2061,-0.2,-0.0473,3.3385,0.3276,0.4859,0.072,Control
A02,0.3359,0.142,0.1595,1.4067,0.0718,1.6559,-0.0214,0.2795,0.0331,-0.0038,1.5533,-0.1772,0.2222,1.3262,0.3886,0.0309,-0.0483,0.15,0.4306,-0.0018,0.0269,0.5894,0.2609,-0.1106,-0.0126,0.0345,0.8012,1.6462,0.2358,0.5967,1.481,-0.1016,-0.1801,-0.1567,0.5232,0.4393,0.3716,-0.0963,-0.0909,-0.1492,-0.7493,0.091,0.5221,0.6307,0.6946,1.3547,2.9993,0.6073,0.1438,0.0454,0.2443,1.687,0.5059,-0.0793,0.8462,0.9806,-0.1089,0.2001,0.7032,-0.1301,-0.1221,-0.0102,1.6579,1.0379,0.322,0.2683,0.48,0.3006,0.312,0.9562,0.0597,-0.1677,1.5394,0.9005,1.2046,0.3775,-0.1007,1.3679,0.6785,0.5485,0.8352,-0.2196,-0.0294,3.7803,0.1571,0.4034,-0.0215,Control
A03,0.651,0.1491,0.2124,1.5731,0.0628,1.8413,-0.0304,0.3236,0.0413,0.0352,1.9885,-0.1901,0.4127,1.5612,0.5009,0.0423,-0.1414,0.1782,0.4898,-0.0179,0.1701,0.7707,0.3328,-0.0331,0.1317,0.0376,0.92,1.7211,0.4627,0.6975,1.7658,-0.0954,-0.1616,-0.1664,0.4622,0.3916,0.3757,-0.0539,0.0073,-0.1541,-0.8146,0.2395,0.5995,0.8656,0.7329,1.6527,3.0903,0.4638,0.1012,0.0451,0.4882,2.0214,0.7325,-0.1062,1.0405,0.9935,-0.0955,0.1966,0.9762,-0.1328,-0.1128,0.0038,1.9065,1.0752,0.5719,0.2864,0.7059,0.4986,0.4016,1.0907,-0.0279,-0.0097,1.7337,1.1275,1.3774,0.6195,-0.1214,1.2898,0.6959,0.502,1.421,-0.0775,0.093,3.2549,0.5797,0.5665,0.1043,Control
A04,0.4817,0.1175,0.2009,1.6682,0.0443,1.7324,-0.0503,0.3505,-0.0013,0.0731,1.5892,-0.1469,0.2531,1.2924,0.3043,-0.0644,-0.0439,0.1098,0.406,-0.029,0.0576,0.7184,0.219,-0.0074,0.1109,0.0186,0.8901,1.769,0.3177,0.6569,1.4795,-0.1004,-0.1059,-0.143,0.4834,0.4362,0.3609,-0.0588,-0.1059,-0.1184,-0.3855,0.0904,0.6647,0.6114,0.7843,1.1951,3.0364,0.4994,0.196,0.0058,0.1572,1.6421,0.5226,-0.07,0.8362,1.1638,-0.1322,0.3061,0.82,0.0051,-0.0907,0.0416,1.7434,1.0602,0.4581,0.2115,0.5113,0.4277,0.3368,0.9348,-0.0807,0.0227,1.6705,1.028,1.2203,0.414,-0.0609,1.583,0.6861,0.595,1.0383,-0.1595,0.0097,3.8775,0.3021,0.4058,0.0185,Control
A05,0.5157,0.1298,0.208,1.9242,0.0207,1.9955,-0.0387,0.3581,-0.0265,0.1343,1.91,-0.1504,0.3876,1.5026,0.3817,-0.0229,-0.0572,0.221,0.8132,-0.0454,0.15,0.6769,0.4891,-0.0469,0.1874,0.0445,1.0476,1.7746,0.4844,0.6767,1.8562,-0.103,-0.0921,-0.154,0.7323,0.5706,0.4772,-0.0342,-0.0194,-0.1382,-0.3805,0.1834,0.6917,0.8284,0.7231,1.4096,3.3113,0.7112,0.2167,0.0339,0.1976,1.8765,0.8434,-0.0587,1.1378,1.0454,-0.0826,0.3059,0.9512,-0.0102,-0.0609,-0.0269,1.9721,1.2157,0.599,0.4019,0.726,0.5021,0.4573,1.0738,-0.0978,0.0442,1.8077,1.0464,1.3739,0.6469,-0.06,1.6224,0.7416,0.4847,1.2154,-0.1109,0.1016,4.0493,0.5412,0.5453,0.0873,Control
A06,0.3982,0.0754,0.1657,1.4408,0.0266,1.7556,-0.0293,0.241,-0.0294,0.0107,1.7796,-0.2147,0.2854,1.4367,0.1879,-0.0783,-0.0619,0.3042,0.4684,-0.0159,0.0781,0.6255,0.3865,-0.0652,0.0136,0.0635,0.8391,1.6716,0.3651,0.5918,1.5705,-0.1162,-0.1561,-0.1279,0.5236,0.3484,0.2467,-0.0752,-0.0267,-0.1826,-0.6346,0.0886,0.6267,0.7511,0.679,1.4336,2.8748,0.3478,0.0934,0.0181,0.0664,1.7549,0.6445,-0.0795,1.0087,0.8785,-0.1543,0.296,0.9045,-0.1858,-0.0988,0.0982,1.8749,1.0037,0.4086,0.2116,0.6824,0.3564,0.3937,1.0469,-0.0044,-0.0346,1.7479,0.8852,1.3309,0.4253,-0.0945,1.3296,0.3846,0.375,1.2242,-0.1701,0.077,3.3319,0.3678,0.381,-0.0425,Control
A07,0.4039,0.109,0.1879,1.675,0.0569,1.8915,-0.0242,0.3313,0.0295,0.0219,1.8816,-0.1782,0.3257,1.4247,0.2302,0.001,-0.1391,0.5296,0.4347,-0.019,0.0587,0.6274,0.8525,-0.0491,0.0426,0.0356,0.9528,1.7793,0.8957,0.6707,1.8609,-0.0906,-0.1378,-0.1816,0.4838,0.3837,0.364,-0.1098,-0.011,-0.1609,-0.7933,0.1679,0.8084,1.009,0.6968,1.7064,2.9085,0.5108,0.1013,0.0444,0.3481,1.796,0.6633,-0.0871,0.903,1.1356,-0.131,0.5102,1.3099,-0.1581,-0.1029,0.0492,1.9127,0.9863,0.4761,0.333,0.8669,0.4096,0.6288,1.0479,-0.1446,0.0258,1.7697,1.1765,1.4837,0.359,-0.1515,1.3964,0.7129,0.5639,0.9318,-0.2525,0.1155,3.5353,0.3993,0.3937,0.0583,Control
A08,0.3865,0.1185,0.108,1.1869,-0.0018,2.0084,-0.0634,0.2182,-0.0316,0.0594,1.7361,-0.1807,0.3097,1.3704,0.2476,-0.0256,-0.0893,0.449,0.2616,-0.0439,0.1812,0.5397,0.6443,-0.0958,0.0033,-0.0088,0.8292,1.4607,1.0393,0.6901,1.7198,-0.1814,-0.1396,-0.1794,0.4011,0.233,0.2967,-0.0793,0.0254,-0.2066,-0.6529,0.0739,0.9922,1.0928,0.7065,1.6216,2.6904,0.3805,0.1132,-0.0364,0.2918,1.7709,0.4362,-0.0906,0.9887,1.1812,-0.03,0.8364,1.4137,-0.1612,-0.1226,-0.0329,1.9432,1.0102,0.3987,0.3841,0.8829,0.3414,0.805,1.0982,-0.0114,-0.1233,1.7375,1.467,1.4271,0.3481,-0.0935,1.1294,0.5677,0.3735,0.8086,-0.227,0.2564,2.8471,0.2442,0.2028,-0.0392,Control
A09,0.5254,0.1103,0.2124,1.4708,0.0294,1.7079,-0.0134,0.3049,0.0355,0.0714,1.7364,-0.1889,0.2174,1.446,0.1073,0.0185,-0.0744,0.4742,0.5351,-0.0328,0.1188,0.6611,0.7299,-0.0279,-0.009,-0.0266,0.8156,1.6021,0.8753,0.6175,1.8278,-0.0978,-0.139,-0.1515,0.4448,0.3866,0.349,-0.0366,-0.0695,-0.1763,-0.3594,0.148,0.7685,0.9804,0.6507,1.5553,2.8883,0.5645,0.1341,0.0158,0.209,1.6671,0.6203,-0.0575,1.0256,1.096,-0.2464,0.5718,1.2508,-0.1546,-0.1015,0.0061,1.8616,1.0062,0.3762,0.3076,0.7767,0.356,0.6095,1.0489,-0.0932,0.0119,1.637,0.9988,1.3188,0.4569,-0.1171,1.5012,0.6654,0.5198,1.0016,-0.1203,0.0726,3.8273,0.2703,0.3185,0.0701,Control
A10,0.2867,0.1243,0.2652,1.695,-0.0156,2.0582,-0.0575,0.272,-0.062,0.1067,1.7079,-0.1492,0.3596,1.3504,0.337,-0.1222,-0.015,0.6328,0.7675,-0.0615,0.1176,0.6472,0.9457,-0.1237,0.1062,0.1115,0.853,1.722,0.8224,0.6986,1.802,-0.1043,-0.0982,-0.1315,0.6382,0.5023,0.398,-0.0109,-0.0209,-0.1619,-0.4778,0.0514,0.8089,1.0339,0.6346,1.4415,2.9966,0.6005,0.1742,-0.0171,0.1452,1.7443,0.5606,-0.0546,0.9363,1.2467,-0.1022,0.3781,1.3167,-0.0174,-0.0716,0.0658,1.9537,0.9394,0.4371,0.3349,0.8171,0.4749,0.6042,1.0175,-0.0271,-0.0154,1.7832,1.3316,1.3713,0.4388,-0.1058,1.5285,0.6546,0.439,0.8034,-0.16,0.3043,3.8405,0.2916,0.4184,-0.0688,Control
