@relation data

@attribute id string
@attribute 10010 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 1540 numeric
@attribute 1654 numeric
@attribute 23586 numeric
@attribute 26007 numeric
@attribute 29110 numeric
@attribute 338376 numeric
@attribute 340061 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3445 numeric
@attribute 3448 numeric
@attribute 3456 numeric
@attribute 3467 numeric
@attribute 3551 numeric
@attribute 3576 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3627 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 4214 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5300 numeric
@attribute 54941 numeric
@attribute 55593 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 56832 numeric
@attribute 57506 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 64135 numeric
@attribute 64343 numeric
@attribute 6885 numeric
@attribute 7124 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7189 numeric
@attribute 7706 numeric
@attribute 79132 numeric
@attribute 79671 numeric
@attribute 80143 numeric
@attribute 841 numeric
@attribute 843 numeric
@attribute 8517 numeric
@attribute 8653 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8772 numeric
@attribute 9140 numeric
@attribute 9474 numeric
@attribute 9636 numeric
@attribute 9641 numeric
@attribute 9755 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1835,1.5171,1.4449,2.8208,3.0558,1.5608,0.5859,1.5365,-0.0924,1.3563,-0.0978,-0.4006,-0.1045,0.629,-0.059,-0.1247,1.1591,2.1055,0.0145,-0.0544,0.3951,0.8043,0.3163,2.265,1.6981,2.2123,0.9055,0.6199,1.487,1.0453,1.4087,-0.0236,1.1297,-0.0399,1.0042,0.09,0.9901,1.4383,-0.1579,1.5304,1.0016,1.4658,0.4149,0.2394,0.943,0.8372,1.7314,0.9799,0.2686,1.4238,1.4595,1.1754,0.3604,0.0125,1.2857,1.4118,0.887,0.9628,0.8394,0.537,0.9138,0.1178,Control
A02,0.863,1.302,1.1614,2.2958,3.0149,1.1636,0.4516,1.5012,-0.1232,1.171,-0.1114,-0.416,0.0423,0.6933,-0.1975,-0.1836,0.9319,0.5462,-0.0023,-0.0555,0.7077,0.638,0.2442,1.9132,1.2732,2.0603,0.76,0.4661,1.3083,0.8004,0.986,-0.0148,0.9926,0.0138,0.9425,-0.2914,0.7905,1.258,-0.0901,1.2653,0.7802,1.1532,0.4378,0.1809,0.6226,0.7679,1.499,0.608,0.1521,1.2723,1.188,0.7931,0.3492,-0.0361,0.9355,1.2609,0.7184,0.8132,0.6503,0.4396,0.6032,0.0482,Control
A03,1.1246,1.5398,1.3753,2.3647,3.1041,1.6462,0.5451,1.6917,-0.1731,1.2963,-0.1935,-0.3469,-0.0143,0.5847,-0.2531,-0.1172,1.0697,0.8951,0.0158,0.0503,1.5075,0.7043,0.4329,2.1264,1.4485,2.7503,1.0903,0.6023,1.4791,1.0189,1.223,0.0233,1.1122,-0.02,0.9742,-0.185,0.9822,1.4813,-0.0782,1.7337,0.9959,1.3103,0.5438,0.2439,0.8936,0.9336,1.8762,1.0087,0.3007,1.4097,1.4115,1.1336,0.3742,-0.0097,1.0236,1.4831,0.8106,1.0183,0.8643,0.8475,0.8041,0.3051,Control
A04,0.8768,1.079,1.2634,2.2987,3.0797,0.9811,0.519,1.2065,-0.1026,1.3057,-0.1827,-0.1293,0.0072,0.4194,-0.1922,-0.131,0.9555,0.7625,0.1344,-0.0732,0.1877,0.6502,0.3843,2.2551,1.4304,2.2761,0.8727,0.4809,1.3933,0.8522,0.9854,0.1349,1.0731,-0.0106,1.0887,0.121,0.8621,1.484,0.0243,0.9702,0.7864,1.2639,0.3481,0.2334,0.6908,0.7944,1.3646,0.6802,0.2529,1.2844,1.3025,0.895,0.3772,0.036,1.2084,1.3343,0.7485,0.8587,0.7714,0.3496,0.7115,0.196,Control
A05,1.0563,1.4435,1.514,2.3289,2.9341,1.2707,0.6065,1.4954,-0.0383,1.5014,-0.1619,-0.2426,0.0292,0.5525,-0.0891,-0.1835,1.0728,0.845,0.0536,-0.0426,0.5143,0.7286,0.4291,2.4117,1.5181,2.4615,1.1142,0.5681,1.4192,0.956,1.1338,0.1042,1.1431,-0.0216,0.9788,-0.1249,1.1277,1.5368,0.0052,1.4217,0.9687,1.3977,0.3701,0.2185,0.8034,0.8518,1.7506,0.7367,0.4691,1.3647,1.3533,1.167,0.6097,-0.0238,1.1146,1.487,0.9748,0.9034,0.7654,0.6445,0.7737,0.1884,Control
A06,0.8459,1.3907,1.2099,2.1571,3.1299,1.2171,0.5123,1.4325,-0.1496,1.1052,-0.3673,-0.4509,0.0323,0.564,-0.1403,-0.15,0.9844,1.1656,0.0214,-0.0077,0.5268,0.5944,0.2565,2.0422,1.3497,2.472,0.8971,0.442,1.4029,0.8835,1.1657,-0.086,1.0094,-0.032,0.8609,-0.1185,0.8896,1.338,-0.1294,1.2945,0.9334,1.2785,0.4186,0.1498,0.6317,0.7749,1.7339,0.6438,0.296,1.3315,1.2424,1.1302,0.3246,-0.0616,0.9425,1.4109,0.8327,0.6964,0.7379,0.5573,0.6694,0.0763,Control
A07,1.3809,1.4674,1.5901,2.476,3.1401,1.2999,0.5185,1.5213,-0.1954,1.2773,-0.1783,-0.1853,-8e-04,0.5528,-0.0051,-0.1914,1.1473,0.9473,-0.0315,-0.0394,0.3871,0.708,0.2774,2.3762,1.6897,1.9798,0.8526,0.5451,1.5473,0.9612,1.3766,-0.0731,1.1036,-0.0162,0.9428,0.0589,0.9285,1.2584,-0.13,1.3426,0.9641,1.5067,0.4733,0.2171,0.9329,0.9329,1.7354,0.6588,0.2242,1.479,1.4468,1.189,0.3276,-0.0171,1.1008,1.4606,0.929,1.0143,0.944,0.5282,0.7695,0.1187,Control
A08,1.5179,1.3187,1.6278,2.7273,2.8585,1.3568,0.4615,1.3857,-0.1918,1.0532,-0.2066,-0.2312,0.0635,0.6594,-0.2383,-0.1437,1.198,0.8182,-0.0265,-0.0424,0.4039,0.5588,0.2033,2.6059,1.8669,1.9095,0.7484,0.4944,1.3539,0.9939,1.5009,-0.0884,1.2435,-0.0486,0.8045,-0.0859,0.8385,1.2448,-0.1106,1.3968,0.9124,1.6258,0.2487,0.179,1.0623,0.8298,1.5507,0.6785,0.1724,1.3605,1.5231,1.3323,0.1674,0.0035,0.843,1.4451,0.577,0.918,1.0435,0.6103,0.7901,0.1332,Control
A09,1.1401,1.4072,1.4374,2.7103,3.1519,1.3096,0.4757,1.4562,-0.2021,1.1703,-0.1218,-0.3535,-0.0343,0.5188,-0.0413,-0.1444,1.047,0.7737,0.0975,-0.0724,0.3423,0.679,0.2945,2.4502,1.606,2.1911,0.8347,0.506,1.1676,0.988,1.3752,-0.0165,1.0012,-0.0209,0.8572,0.1615,0.9072,1.3302,-0.0919,1.1396,0.8085,1.3494,0.3534,0.2167,0.984,0.7673,1.6568,0.6729,0.259,1.2645,1.2405,0.9539,0.2539,-0.0747,1.063,1.3453,0.8045,0.7794,0.7674,0.4197,0.769,0.1456,Control
A10,1.456,1.4266,1.7306,2.3037,3.1498,1.2788,0.473,1.5475,-0.1533,1.3639,-0.0979,-0.3127,0.035,0.4765,-0.0587,-0.1196,1.1476,1.0619,-0.0062,-0.064,0.3255,0.6628,0.3008,2.3575,1.641,2.1251,0.8363,0.5739,1.3168,0.9832,1.2385,0.0023,1.1969,-0.006,1.0123,-0.0397,0.9329,1.3233,-0.0033,1.2504,1.0205,1.611,0.4561,0.2099,0.9471,0.9506,1.7682,0.6077,0.3031,1.383,1.377,0.9211,0.3962,9e-04,0.9078,1.4193,0.7286,0.9241,0.9867,0.445,0.818,0.2375,Control
