@relation data

@attribute id string
@attribute 1457 numeric
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 5604 numeric
@attribute 5290 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 4803 numeric
@attribute 5595 numeric
@attribute 4804 numeric
@attribute 2353 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6673,1.3192,0.4247,1.4021,1.7847,0.75,0.4312,0.718,1.6169,1.7289,1.6544,-0.0387,1.0783,-0.1467,2.8983,1.8391,1.4782,1.1294,Control
A02,0.3813,0.8029,0.3701,0.9672,1.5429,0.7973,0.2767,0.4692,1.3286,1.2376,1.493,-6e-04,1.0214,-0.1184,1.0191,2.0614,1.1561,0.9018,Control
A03,0.4865,1.2073,0.3745,1.211,1.7349,0.7917,0.3461,0.6904,1.4291,1.3242,1.7906,-0.0052,1.0584,-0.0674,2.3465,2.1951,1.3011,1.1313,Control
A04,0.417,1.3091,0.3589,0.9665,1.6725,0.7946,0.3725,0.4999,1.383,1.312,1.4914,0.0688,1.0435,-0.0156,1.5126,2.1245,1.4673,1.0307,Control
A05,0.4751,1.2428,0.4809,1.1192,1.808,0.89,0.4351,0.7099,1.5208,1.2008,1.8851,0.0091,1.1978,-0.04,1.9653,2.1197,1.3057,1.0492,Control
A06,0.4646,0.8136,0.2391,1.1521,1.7489,0.7604,0.3874,0.6673,1.4163,1.1962,1.5864,-0.0309,0.9874,-0.1855,3.1061,1.9994,1.3466,0.8863,Control
A07,0.6805,1.2402,0.3621,1.3691,1.7704,0.7917,0.2834,0.8479,1.6368,1.2837,1.89,0.051,0.9702,-0.1457,2.7089,1.974,1.6128,1.1809,Control
A08,0.7164,0.8862,0.2915,1.4969,1.7386,0.777,0.3073,0.8635,1.8021,1.4764,1.7425,0.0509,0.9939,-0.1079,1.6836,2.0798,1.7107,1.4746,Control
A09,0.5674,0.9959,0.3464,1.3676,1.6393,0.7709,0.3567,0.7596,1.4941,1.3678,1.8554,0.0513,0.99,-0.057,2.2224,1.9891,1.5301,1.0011,Control
A10,0.6018,1.3751,0.3978,1.2269,1.7838,0.7829,0.3201,0.7992,1.743,1.2566,1.8284,0.0017,0.9237,-0.0241,3.187,2.143,1.6455,1.3376,Control
A11,0.3831,1.0715,0.2849,1.1557,1.2871,0.5757,0.307,0.5921,1.2242,1.1671,1.5674,0.0286,0.9765,-0.0647,2.8409,1.5704,1.2045,0.7411,Control
A12,0.1663,0.7127,0.1934,0.6947,1.1725,0.5602,0.1436,0.3092,0.9277,0.8362,1.1338,0.0762,0.6537,-0.1345,0.8747,1.6025,0.9724,0.5264,Control
B01,0.5637,0.9621,0.1464,1.4678,1.6457,0.5727,0.1758,0.6422,1.4936,1.4003,1.513,0.0571,0.7649,-0.3318,1.9307,1.9253,1.579,0.9155,Control
B02,0.4675,1.3562,0.3374,1.2677,1.8628,0.8993,0.3923,0.6051,1.4558,1.468,1.6209,0.0014,1.0793,-0.0881,3.0541,2.0769,1.7588,0.8818,Control
