@relation data

@attribute id string
@attribute 3725 numeric
@attribute 3265 numeric
@attribute 4660 numeric
@attribute 5599 numeric
@attribute 823 numeric
@attribute 58 numeric
@attribute 5894 numeric
@attribute 826 numeric
@attribute 6464 numeric
@attribute 7414 numeric
@attribute 7791 numeric
@attribute 7145 numeric
@attribute 387 numeric
@attribute 87 numeric
@attribute 5829 numeric
@attribute 6093 numeric
@attribute 1445 numeric
@attribute 6714 numeric
@attribute 5906 numeric
@attribute 5747 numeric
@attribute 3672 numeric
@attribute 5605 numeric
@attribute 5604 numeric
@attribute 9564 numeric
@attribute 857 numeric
@attribute 2889 numeric
@attribute 3688 numeric
@attribute 1399 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 7094 numeric
@attribute 613 numeric
@attribute 2534 numeric
@attribute 88 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 89 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.4247,0.304,1.4021,0.9705,0.6101,1.7847,0.9716,0.75,1.2043,1.1206,0.1358,0.7773,0.9737,0.9824,1.5327,1.2739,0.3629,1.315,0.2618,0.1684,0.4255,0.718,0.035,-0.0793,0.8154,2.4355,2.0325,1.6544,1.0783,2.263,0.4585,1.5632,-0.0417,1.1294,1.7309,-0.0335,Control
A02,0.8029,0.3701,0.1908,0.9672,0.884,0.6684,1.5429,1.128,0.7973,1.1346,1.1662,0.2496,0.5327,0.7412,0.7957,1.2476,1.2378,0.3648,1.019,0.117,0.1934,0.2945,0.4692,0.0546,-0.1102,0.5711,2.1547,1.953,1.493,1.0214,2.3387,0.2356,1.1722,-0.0217,0.9018,1.6299,-0.0834,Control
A03,1.2073,0.3745,0.3043,1.211,1.1396,0.719,1.7349,1.1357,0.7917,1.3432,1.3731,0.2546,0.88,0.7108,1.0696,1.5227,1.46,0.5956,1.1662,0.1482,0.1447,0.494,0.6904,0.0159,0.0102,0.9122,2.3137,2.0396,1.7906,1.0584,2.5626,0.4201,1.401,-0.0262,1.1313,1.8758,-0.0237,Control
A04,1.3091,0.3589,0.2141,0.9665,0.9578,0.8244,1.6725,1.0688,0.7946,1.3219,1.2194,0.1772,0.4995,0.7961,0.8875,1.1775,1.2797,0.3996,1.0589,0.1496,0.1736,0.4226,0.4999,0.0993,-0.0496,0.7202,2.3772,2.0529,1.4914,1.0435,2.5779,0.3162,1.3783,-0.0176,1.0307,1.7145,0.0364,Control
A05,1.2428,0.4809,0.2795,1.1192,1.2062,0.9339,1.808,1.1907,0.89,1.5598,1.5382,0.2367,0.6563,0.9764,1.1601,1.4139,1.4212,0.6218,1.0745,0.2717,0.1386,0.4974,0.7099,0.0991,0.0071,0.7706,2.205,2.185,1.8851,1.1978,2.9267,0.4354,1.4167,-0.0468,1.0492,1.9408,0.0365,Control
A06,0.8136,0.2391,0.2492,1.1521,0.8947,0.7059,1.7489,1.0953,0.7604,1.3027,1.1924,0.1719,0.5764,0.8308,0.9242,1.2959,1.1991,0.4104,0.9034,0.1119,0.0491,0.3508,0.6673,0.0867,-0.0767,0.6449,2.008,1.9498,1.5864,0.9874,2.5686,0.3404,1.3172,-0.0135,0.8863,1.8446,-0.0588,Control
A07,1.2402,0.3621,0.3923,1.3691,0.9058,0.6623,1.7704,1.1295,0.7917,1.4129,1.1767,0.166,0.8147,0.8188,0.9822,1.5516,1.3161,0.3471,1.4904,0.2084,0.1003,0.4043,0.8479,0.0626,-0.0664,1.0157,2.4902,2.0703,1.89,0.9702,2.4329,0.4033,1.855,-0.0435,1.1809,1.882,-0.0656,Control
A08,0.8862,0.2915,0.5404,1.4969,0.7533,0.5704,1.7386,0.9497,0.777,1.1606,0.9742,0.1124,0.8852,0.8067,0.9706,1.5885,1.2298,0.3367,1.7261,0.2121,0.0515,0.3356,0.8635,0.0832,-0.1281,1.1165,2.3245,1.7352,1.7425,0.9939,2.194,0.4083,2.0099,-0.0501,1.4746,1.9122,-0.0916,Control
A09,0.9959,0.3464,0.3512,1.3676,0.9348,0.6497,1.6393,1.0612,0.7709,1.3941,1.0773,0.1787,0.5829,0.8507,0.8954,1.5046,1.2945,0.4405,1.2507,0.2016,0.0454,0.3503,0.7596,0.0696,-0.0467,1.0069,2.6012,2.0118,1.8554,0.99,2.4818,0.3896,1.6972,-0.0362,1.0011,1.8315,-0.0372,Control
A10,1.3751,0.3978,0.4244,1.2269,1.0121,0.6784,1.7838,1.0574,0.7829,1.6078,1.1694,0.1754,0.7836,0.9428,1.0213,1.4727,1.2817,0.4233,1.5275,0.2453,0.1402,0.4701,0.7992,0.0995,-0.0549,1.0449,2.7505,1.9851,1.8284,0.9237,2.6874,0.4893,1.978,-0.0463,1.3376,1.9225,-0.0031,Control
