@relation data

@attribute id string
@attribute 8851 numeric
@attribute 2932 numeric
@attribute 5361 numeric
@attribute 10570 numeric
@attribute 5362 numeric
@attribute 1809 numeric
@attribute 1400 numeric
@attribute 2242 numeric
@attribute 1808 numeric
@attribute 56896 numeric
@attribute 1020 numeric
@attribute 91584 numeric
@attribute 10371 numeric
@attribute 8829 numeric
@attribute 2534 numeric
@attribute 55558 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0448,0.6542,0.288,0.0295,0.0237,-0.0253,-0.0131,0.549,0.6319,-0.0942,0.5707,0.1107,0.0804,-0.058,1.5632,0.3485,Control
A02,0.1618,0.4588,0.2775,0.0779,0.0639,-0.0014,0.0491,0.3799,0.5973,-0.0422,0.5204,0.0773,-0.0014,-0.0748,1.1722,0.182,Control
A03,0.0465,0.6001,0.2881,-0.0079,0.1151,0.0134,0.0401,0.6971,0.812,-0.0752,0.8221,0.0563,-0.0198,-0.0034,1.401,0.2612,Control
A04,0.2763,0.4958,0.3305,0.0779,0.0532,-0.0022,0.0147,0.3604,0.6482,-0.0526,0.6325,0.0802,0.017,-0.0889,1.3783,0.3404,Control
A05,0.2613,0.5918,0.2999,0.0896,0.1189,-0.0476,0.0217,0.7899,0.9084,-0.0778,0.9217,0.026,-0.0176,-0.058,1.4167,0.2669,Control
A06,0.1539,0.5257,0.2306,0.0463,0.1033,0.0245,-0.0128,0.7068,0.7294,-0.0457,0.6766,0.0847,0.0214,0.0071,1.3172,0.1375,Control
A07,0.2106,0.8174,0.2965,0.0351,0.1116,0.0065,0.0367,0.6601,0.8562,-0.0449,0.7195,0.17,-0.0216,0.0141,1.855,0.2098,Control
A08,0.1995,1.0598,0.2754,-0.0066,0.0833,-0.0557,-0.0435,0.3993,0.7293,-0.0629,0.4469,0.108,-0.0417,-0.094,2.0099,0.2523,Control
A09,0.0725,0.707,0.2817,0.0992,0.1242,0.0075,0.039,0.4388,0.5958,-0.0651,0.5758,0.1114,-0.0121,-0.0491,1.6972,0.2368,Control
A10,0.1568,0.907,0.2134,0.0307,0.0949,-0.0456,-0.0093,0.5261,0.7823,-0.1483,0.6735,0.019,-0.0523,-0.0644,1.978,0.2539,Control
A11,0.1645,0.4751,0.1786,0.0684,0.0494,-0.0248,0.002,0.3455,0.4857,-0.0979,0.484,0.0254,-0.1206,-0.0299,1.2727,0.1672,Control
A12,-0.3787,0.3882,0.2702,-0.0033,0.1581,0.0914,0.1071,0.0454,0.4221,0.0914,0.2346,0.166,-0.0749,-0.0991,0.8099,0.0014,Control
B01,-0.1757,0.6682,0.1618,-0.1271,0.132,0.093,-0.0262,0.0869,0.5102,-0.0182,0.1628,0.228,0.1229,-0.0191,1.4445,0.0245,Control
B02,0.2521,0.5401,0.2994,0.0561,0.0592,-0.004,0.0068,0.603,0.6637,-0.1133,0.7062,0.0472,0.0599,-0.0802,1.4931,0.3011,Control
B03,-0.0065,0.647,0.2042,-0.0099,0.0886,0.0033,-0.0146,0.321,0.6329,-0.061,0.3968,0.1284,-0.0583,-0.0394,1.6356,0.2147,BRCACancer
B04,0.0503,1.0867,0.2904,-0.0209,0.1174,-0.0364,0.0018,0.2944,0.6894,-0.0368,0.3538,0.1958,-0.0179,-0.0767,2.1773,0.191,BRCACancer
B05,0.0121,0.5288,0.3097,-0.0064,0.0993,0.0314,0.0288,0.2344,0.5013,-0.0258,0.4158,0.1682,0.0167,-0.0138,1.5353,0.1097,BRCACancer
B06,-0.5305,0.4849,0.0558,-0.2051,0.0959,0.0921,-0.1124,0.0847,0.4097,-0.0292,0.0199,0.2256,-0.0476,-0.029,1.3611,-0.1578,BRCACancer
B07,0.0503,0.6284,0.3381,0.0096,0.0472,0.002,-0.0132,0.5091,0.6426,-0.0841,0.5609,0.0583,-0.0216,-0.0903,1.7565,0.3272,BRCACancer
B08,0.2087,0.4248,0.2115,0.0519,0.0138,-0.035,-0.0101,0.652,0.6736,-0.1088,0.7314,0.0056,-0.0501,-0.0505,1.0547,0.2167,Control
B09,-0.0076,0.8415,0.1951,0.0555,0.0296,-0.0216,0.0044,0.2241,0.3393,-0.0836,0.1619,0.1843,-0.0482,-0.1168,2.0965,0.2337,Control
B10,0.0446,0.846,0.1942,0.0033,0.0522,0.072,0.0563,0.22,0.5512,-0.0313,0.223,0.095,-0.0083,-0.0696,1.7694,0.1715,Control
B11,-0.0027,0.622,0.2297,-0.0145,0.082,0.0139,-0.0012,0.4866,0.6639,-0.039,0.5174,0.0673,0.054,-0.0283,1.3446,0.2032,Control
B12,-0.0276,0.7691,0.1665,0.0128,0.0594,-0.0185,-0.0284,0.2043,0.3268,-0.1129,0.112,0.0574,-0.0554,-0.1417,1.9139,0.2159,Control
C01,0.1485,0.6705,0.3504,-0.0212,0.1611,0.0113,0.0138,0.8646,0.7669,-0.0653,0.5882,0.1849,0.0104,-0.0105,1.5355,0.2849,BRCACancer
C02,0.388,0.4598,0.3537,0.0681,0.0963,-0.015,0.0592,0.5836,0.6675,-0.0668,0.7325,0.0849,0.0457,-0.0789,1.2675,0.3714,BRCACancer
C03,0.1428,0.5712,0.4513,0.1158,0.1261,-0.0199,0.0681,0.8205,0.7445,-0.0639,0.7126,0.0647,0.0365,-0.08,1.5967,0.5902,BRCACancer
C04,0.2308,0.2874,0.2542,0.1068,-0.0122,0.0399,0.0354,0.4436,0.3941,-0.0726,0.536,0.0331,0.0015,-0.0731,0.717,0.244,Control
C05,0.2614,0.2348,0.2768,0.0521,0.0894,-0.0081,0.0626,0.4844,0.4723,-0.0548,0.4454,0.0144,-0.0309,-0.0622,0.7848,0.2031,BRCACancer
C06,-0.1222,0.1177,0.1152,0.1104,0.0312,0.0597,0.0428,-0.0584,0.1304,-0.0471,-0.1054,0.0628,-0.119,-0.0795,0.3585,-3e-04,Control
C07,0.0503,0.3741,0.2343,0.065,0.0583,-0.0107,0.0382,0.3905,0.559,-0.1018,0.41,0.0246,0.0103,-0.1208,1.0499,0.2331,Control
C08,0.2489,0.4146,0.3437,0.0472,0.0781,0.0057,0.069,0.507,0.5622,-0.0565,0.5179,0.0357,0.035,-0.0463,1.0038,0.1988,Control
C09,0.1811,0.2952,0.2704,0.1069,-0.0089,-0.0333,-0.0156,0.3275,0.5507,-0.1093,0.5405,0.0254,-0.0296,-0.083,1.036,0.2734,Control
C10,0.2148,0.3433,0.3203,0.0803,0.0453,0.0111,0.0626,0.3537,0.6481,-0.0759,0.5445,0.0318,0.005,-0.0833,0.9194,0.1542,BRCACancer
C11,0.4636,0.3865,0.3224,0.0942,0.0373,-0.0077,-0.0099,0.5628,0.5392,-0.0888,0.5261,0.0055,-0.0353,-0.0804,1.2161,0.3717,Control
C12,0.2823,0.2864,0.2406,0.1221,0.0589,0.0453,0.0841,0.2586,0.3279,-0.086,0.245,0.0302,-0.0526,-0.0914,0.6215,0.172,BRCACancer
D01,0.0223,0.8254,0.2182,0.033,0.1198,-0.0433,-0.0242,0.4887,0.5404,-0.0607,0.1679,0.0715,-0.1058,-0.0762,2.1241,0.3632,BRCACancer
D02,0.3145,0.3446,0.2376,0.1433,0.0521,0.0037,2e-04,0.3935,0.5518,-0.1158,0.3902,-0.0074,-0.0234,-0.0234,0.9532,0.3508,BRCACancer
D03,0.0149,0.3101,0.265,0.0826,0.0346,-0.0558,0.0294,0.399,0.5269,-0.0408,0.4386,0.024,-0.0566,-0.1108,0.9841,0.2116,BRCACancer
D04,0.1367,0.4031,0.2727,0.0645,0.0281,-0.0519,-0.0021,0.5705,0.608,-0.0745,0.3946,0.0438,-0.0295,-0.039,0.996,0.3216,BRCACancer
D05,0.2151,0.4223,0.3102,0.0849,0.116,0.03,0.117,0.5997,0.7472,-0.0562,0.5634,0.0531,-0.0065,-0.0943,1.1459,0.1914,BRCACancer
D06,0.1766,0.4539,0.3154,0.0744,0.1009,-0.0132,0.0368,0.661,0.7079,-0.0997,0.4788,0.0648,0.002,-0.0633,1.2731,0.3669,BRCACancer
D07,0.305,0.3588,0.2906,0.1184,0.0832,0.0166,0.0597,0.4998,0.6071,-0.0556,0.518,0.0412,-0.0407,-0.0067,1.2464,0.3604,Control
D08,0.186,0.3108,0.2398,0.0477,0.0701,0.0132,0.0596,0.3293,0.523,-0.039,0.2696,0.0607,-0.0525,-0.091,0.8923,0.2055,Control
D09,0.335,0.3839,0.3511,0.0395,0.0712,-0.0184,0.05,0.5303,0.5967,-0.1084,0.5989,0.0696,-0.0229,-0.0833,1.0165,0.3017,Control
D10,0.1385,0.3543,0.2286,0.1451,0.0695,0.0049,8e-04,0.4669,0.5115,-0.0953,0.5183,0.0382,-0.0706,-0.08,0.7818,0.1214,Control
D11,0.0093,0.2222,0.1218,0.0356,0.0808,-0.0447,0.0232,-0.0236,0.2619,-0.1445,-0.0433,0.0805,-0.1178,-0.0902,0.4978,0.0833,Control
D12,0.1164,0.3035,0.1583,0.1125,0.0069,-0.0499,0.0236,0.296,0.4367,-0.1187,0.297,-0.0088,-0.0708,-0.0312,0.7376,0.1839,Control
E01,0.0971,0.418,0.209,0.0148,0.0385,0.0247,0.0375,0.3425,0.5228,-0.0711,0.2621,0.0284,-0.0303,-0.0793,0.9646,0.1259,BRCACancer
E02,0.2171,0.5171,0.2768,0.0676,0.0966,-0.0118,0.0447,0.4057,0.6316,-0.0903,0.6067,0.0221,0.0477,-0.0893,1.2548,0.2869,Control
E03,0.4283,0.3827,0.2746,0.082,0.0552,-0.0162,0.0116,0.5934,0.5823,-0.0752,0.6476,-0.0014,0.0511,-0.0646,0.9109,0.319,Control
E04,0.4167,0.4323,0.4156,0.0823,0.0743,-0.032,0.0238,0.7371,0.6076,-0.0747,0.577,0.0331,-0.0064,-0.0187,1.215,0.4547,Control
E05,-0.0361,0.4649,0.3213,0.0914,0.1185,0.0397,0.1212,0.2065,0.4804,-0.0082,0.3104,0.1118,-0.0315,-0.1244,1.2778,0.2076,Control
E06,-0.1939,0.5076,0.2371,-0.0531,0.1506,0.0873,0.0666,0.2294,0.6831,-0.0403,0.2739,0.1543,-0.0011,-0.049,1.0549,0.0144,BRCACancer
