@relation data

@attribute id string
@attribute 4208 numeric
@attribute 3725 numeric
@attribute 257397 numeric
@attribute 1147 numeric
@attribute 148022 numeric
@attribute 4205 numeric
@attribute 2002 numeric
@attribute 6416 numeric
@attribute 8737 numeric
@attribute 1386 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 9252 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 3551 numeric
@attribute 5608 numeric
@attribute 1385 numeric
@attribute 6885 numeric
@attribute 7314 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 9641 numeric
@attribute 5595 numeric
@attribute 4791 numeric
@attribute 4790 numeric
@attribute 5598 numeric
@attribute 4793 numeric
@attribute 4792 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute 7867 numeric
@attribute 3661 numeric
@attribute 8517 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 5970 numeric
@attribute 9261 numeric
@attribute 7189 numeric
@attribute 11035 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 23118 numeric
@attribute 5519 numeric
@attribute 1849 numeric
@attribute 1848 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 29110 numeric
@attribute 466 numeric
@attribute 7098 numeric
@attribute 5528 numeric
@attribute 10454 numeric
@attribute 2353 numeric
@attribute 3665 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9973,1.3192,1.3516,1.5306,0.4404,1.0742,0.4312,0.7285,1.4069,1.574,1.121,-0.0344,-0.0276,0.4255,0.744,0.9589,0.718,0.6035,1.1434,0.7028,1.8416,1.4603,0.6471,0.1026,1.8816,0.9143,1.0783,1.1249,1.6889,0.528,0.878,2.2235,1.7309,0.9065,1.1736,0.795,0.3441,1.4021,1.4426,1.4148,0.9375,0.8106,0.9275,0.8995,1.7155,1.3778,1.8011,1.0466,1.1185,1.9155,1.1838,0.0722,1.5369,1.4724,0.2909,1.0987,0.2804,2.8983,0.3185,Control
A02,0.7343,0.8029,1.2364,1.317,0.4349,0.7184,0.2767,0.4813,1.2491,1.4086,0.983,0.0192,-0.0188,0.2945,0.722,0.4939,0.4692,0.523,0.9151,0.2931,1.5349,1.1513,0.7377,0.1045,1.6266,0.611,1.0214,0.9052,1.279,0.3075,0.7342,2.0678,1.6299,0.9246,1.1959,0.6275,0.3329,0.9672,1.1508,1.23,0.8165,0.7424,0.7549,0.6984,1.5576,1.1745,1.4216,0.8005,1.1161,1.8067,1.1049,-0.0227,1.5024,1.2604,0.3888,1.0315,0.1772,1.0191,0.2428,Control
A03,0.856,1.2073,1.4131,1.5532,0.4914,1.0479,0.3461,0.6279,1.4813,1.4536,1.1034,-0.0146,0.0192,0.494,1.0145,0.6912,0.6904,0.6958,1.0536,0.429,1.7089,1.3066,0.7912,0.1148,1.8238,0.8072,1.0584,1.0347,1.4481,0.5595,1.0606,2.7745,1.8758,1.0222,1.2951,0.6943,0.358,1.211,1.3711,1.459,1.1352,0.9056,1.0587,0.9294,1.7575,1.364,1.3773,0.9466,1.3758,1.9201,1.41,0.1975,1.6883,1.2702,0.4271,1.1744,0.237,2.3465,0.4408,Control
A04,0.9735,1.3091,1.16,1.0954,0.4179,0.7307,0.3725,0.5001,1.3259,1.4952,1.064,-0.0052,0.1305,0.4226,0.781,0.575,0.4999,0.6518,0.9388,0.3654,1.6942,1.2606,0.5956,0.112,1.7883,0.7168,1.0435,1.005,1.4307,0.4448,0.8456,2.2888,1.7145,1.0052,1.2322,0.6398,0.3611,0.9665,1.2559,1.4617,0.9351,0.7685,0.7622,0.613,1.7134,1.3892,1.5642,0.6769,1.3167,1.4748,1.126,0.1832,1.215,1.212,0.2093,1.0878,0.1192,1.5126,0.3898,Control
A05,1.0726,1.2428,1.3496,1.4575,0.5922,0.9836,0.4351,0.5851,1.4854,1.5048,1.1345,-0.0161,0.0999,0.4974,0.9779,0.7205,0.7099,0.7144,1.0568,0.5039,1.7835,1.3929,0.6996,0.1047,1.7933,0.7775,1.1978,1.0961,1.5153,0.5869,1.0843,2.4787,1.9408,1.1126,1.4811,0.7188,0.5943,1.1192,1.5137,1.5159,1.0201,0.825,0.9065,0.8986,1.7923,1.5247,1.5814,0.8498,1.5447,2.2342,1.6022,0.169,1.4968,1.3174,0.382,1.1406,0.2521,1.9653,0.4368,Control
A06,0.9088,0.8136,1.2504,1.4051,0.4394,0.8948,0.3874,0.575,1.4059,1.3949,0.9999,-0.0265,-0.0898,0.3508,0.8196,0.5788,0.6673,0.5537,0.9679,0.6103,1.6261,1.2752,0.7772,0.1159,1.6432,0.6757,0.9874,0.8388,1.3528,0.3949,0.8697,2.4894,1.8446,0.9801,1.3188,0.5837,0.3083,1.1521,1.2007,1.312,1.01,0.7493,0.7923,0.7092,1.5924,1.3574,1.4081,0.7526,1.2699,1.7831,1.2265,-0.1592,1.4355,1.2662,0.2264,0.973,0.2171,3.1061,0.2558,Control
A07,1.2314,1.2402,1.3738,1.4813,0.5045,1.2678,0.2834,0.7805,1.4578,1.5978,1.0948,-0.0107,-0.077,0.4043,0.7471,0.8572,0.8479,0.5012,1.1316,0.5968,1.8447,1.5008,0.4619,0.1706,1.9955,0.7734,0.9702,0.9712,1.6808,0.4629,0.8257,1.9854,1.882,0.9852,1.3141,0.698,0.3113,1.3691,1.592,1.2303,1.1051,0.9049,0.8793,1.0184,1.7671,1.4047,1.7287,0.9224,1.2864,2.1442,1.2423,-0.0279,1.5221,1.4455,0.2671,1.0249,0.2529,2.7089,0.2777,Control
A08,1.1064,0.8862,1.3516,1.3335,0.4542,1.4066,0.3073,0.967,1.4416,1.6407,1.2356,-0.0431,-0.0922,0.3356,0.6866,1.0747,0.8635,0.4817,1.1825,0.7273,1.9244,1.6185,0.5945,0.1698,1.9428,0.7936,0.9939,0.8538,1.8517,0.3849,0.7227,1.9135,1.9122,0.8456,1.197,0.5478,0.1506,1.4969,1.6309,1.2164,1.0468,0.8033,0.7469,0.776,1.6601,1.2389,1.9423,1.0304,1.0819,1.2531,0.8508,-0.1687,1.3898,1.2063,0.2029,0.9778,0.1911,1.6836,0.2,Control
A09,0.9636,0.9959,1.3864,1.4215,0.4932,1.189,0.3567,0.7254,1.3374,1.4886,0.9917,-0.0155,-0.0205,0.3503,0.8065,0.8702,0.7596,0.5112,1.0308,0.5458,1.7073,1.3452,0.4575,0.1382,1.9167,0.773,0.99,0.9703,1.6,0.3622,0.808,2.2018,1.8315,0.827,1.2576,0.6688,0.2373,1.3676,1.435,1.304,1.0301,0.7418,0.8448,0.8055,1.6468,1.3511,1.7492,0.9078,1.2607,1.5273,1.2291,0.018,1.4586,1.3663,0.2231,0.9807,0.1756,2.2224,0.2956,Control
A10,1.1138,1.3751,1.3345,1.4407,0.4472,1.1955,0.3201,0.8418,1.4147,1.7266,1.1887,-6e-04,-0.0018,0.4701,0.7525,0.8147,0.7992,0.5635,1.1319,0.6755,1.9621,1.6039,0.3962,0.0611,1.7865,0.8207,0.9237,0.958,1.6339,0.4236,0.8096,2.1342,1.9225,0.9676,1.2322,0.6525,0.38,1.2269,1.7367,1.2969,1.0866,0.9223,0.8328,0.7537,1.7121,1.3126,1.7556,0.9263,1.255,2.1419,1.2906,0.0813,1.5477,1.3076,0.5207,0.9893,0.2623,3.187,0.3022,Control
