@relation data

@attribute id string
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2155 numeric
@attribute 2159 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 462 numeric
@attribute 51327 numeric
@attribute 5327 numeric
@attribute 5340 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 7035 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0622,-0.0749,-0.0686,-0.0921,-0.1484,-0.065,-0.087,1.1346,-0.0533,0.0168,-0.0945,-0.2419,-0.1804,-0.1166,-0.1917,0.0306,0.0104,0.0863,0.2593,0.3221,Control
Utah__A02,-0.06,-0.0687,-0.0368,-0.0476,-0.1384,-0.0975,-0.0712,1.3118,-0.0082,0.0586,-0.071,-0.1443,-0.1062,-0.0169,0.231,0.0788,0.0276,0.1395,0.2632,0.3386,Control
Utah__A03,-0.0744,-0.0571,-0.0708,-0.0708,-0.154,-0.0981,-0.102,1.328,0.0079,0.0711,-0.0529,-0.1351,-0.173,0.0311,0.5949,0.039,0.0307,0.1618,0.2799,0.2868,Control
Utah__A04,-0.0438,-0.0397,-0.0399,-0.06,-0.1421,-0.0892,-0.0358,1.2907,0.0902,0.0179,-0.0865,-0.1603,-0.1183,-0.1177,-0.1421,0.0242,-0.0493,0.1617,0.3061,0.2773,Control
Utah__A05,-0.055,-0.0396,-0.071,-0.0753,-0.1174,-0.0828,-0.0619,1.5416,0.0382,0.0485,-0.0683,-0.1735,-0.1227,-0.045,0.2757,-0.0183,-0.0789,0.177,0.6107,0.4476,Control
Utah__A06,-0.0736,-0.0836,-0.0454,-0.0378,-0.164,-0.1173,-0.0855,1.365,-0.031,0.0143,-0.116,-0.1957,-0.0935,-0.0102,-0.2935,-0.0483,0.0064,0.0746,0.225,0.2921,Control
Utah__A07,-0.0772,-0.1098,-0.0419,-0.0317,-0.1697,-0.1294,-0.1015,1.3536,0.0012,0.0162,-0.0667,-0.1034,-0.1475,-0.0037,-0.3031,-0.0586,-0.0114,0.171,0.3299,0.2619,Control
Utah__A08,-0.0576,-0.0954,-0.0946,-0.082,-0.1504,-0.0682,-0.0829,0.9492,0.0322,0.0144,-0.1453,-0.2146,-0.1511,-0.0635,-0.4865,-0.0397,-0.0232,0.0256,0.0208,0.1495,Control
Utah__A09,-0.0901,-0.0914,-0.0144,-0.0649,-0.1795,-0.0924,-0.1057,1.2462,-0.0169,0.0125,-0.0318,-0.1419,-0.136,-0.0463,-0.4107,-0.0119,-0.0283,0.0977,0.4187,0.2498,Control
Utah__A10,-0.0651,-0.0298,-0.0649,-0.0402,-0.1381,-0.0986,-0.082,1.5482,0.0145,0.0192,-0.0574,-0.1695,-0.1294,-0.0363,-0.1176,0.006,-0.0414,0.0838,0.6074,0.394,Control
