@relation data

@attribute id string
@attribute 3725 numeric
@attribute 11200 numeric
@attribute 5599 numeric
@attribute 4361 numeric
@attribute 672 numeric
@attribute 4683 numeric
@attribute 5970 numeric
@attribute 1111 numeric
@attribute 4193 numeric
@attribute 25 numeric
@attribute 1026 numeric
@attribute 7157 numeric
@attribute 1647 numeric
@attribute 472 numeric
@attribute 5888 numeric
@attribute 10111 numeric
@attribute 7161 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5932 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.396,1.4021,1.2456,0.2791,1.4596,1.4148,0.6487,1.412,0.3986,1.3091,0.7723,0.4808,2.6617,0.1735,1.4331,7e-04,1.6889,2.2235,0.5962,Control
A02,0.8029,0.1664,0.9672,0.7287,0.0621,1.2727,1.23,0.2488,1.1895,0.2831,1.0057,0.5902,0.4863,2.3362,0.0286,1.2285,0.1016,1.279,2.0678,0.4108,Control
A03,1.2073,0.2839,1.211,1.0128,0.1462,1.5079,1.459,0.8187,1.5968,0.4244,1.7394,0.8387,0.5731,2.256,0.2877,1.2969,0.1041,1.4481,2.7745,0.8179,Control
A04,1.3091,0.1564,0.9665,0.6142,0.023,1.1332,1.4617,0.2773,1.1684,0.3442,1.0109,0.598,0.5515,2.1759,0.1501,1.2333,0.1548,1.4307,2.2888,0.387,Control
A05,1.2428,0.1937,1.1192,0.9245,0.221,1.3935,1.5159,0.6053,1.3876,0.391,1.8012,0.7928,0.688,2.3159,0.2341,1.3432,0.1175,1.5153,2.4787,0.7649,Control
A06,0.8136,0.2396,1.1521,0.804,0.099,1.2698,1.312,0.3735,1.2594,0.3918,1.4441,0.6071,0.3497,2.3638,0.2275,1.1882,0.057,1.3528,2.4894,0.5151,Control
A07,1.2402,0.2645,1.3691,1.0633,0.1711,1.482,1.2303,0.4432,1.4421,0.4363,1.1928,0.6983,0.5431,2.732,0.1459,1.3172,0.1073,1.6808,1.9854,0.5703,Control
A08,0.8862,0.2038,1.4969,1.0797,0.1567,1.3794,1.2164,0.4042,1.4586,0.5511,1.1583,0.6576,0.3227,2.9464,0.1869,1.4653,0.0185,1.8517,1.9135,0.5247,Control
A09,0.9959,0.2276,1.3676,0.9832,0.0994,1.4573,1.304,0.4952,1.3379,0.3852,1.3538,0.5363,0.4807,2.7467,0.1219,1.2017,0.1058,1.6,2.2018,0.6029,Control
A10,1.3751,0.174,1.2269,0.9336,0.1998,1.3605,1.2969,0.4438,1.402,0.4235,1.1964,0.5893,0.4951,2.6848,-0.0034,1.5891,0.0716,1.6339,2.1342,0.4948,Control
A11,1.0715,0.2894,1.1557,0.8177,0.1317,1.1589,1.1956,0.413,1.2621,0.4148,1.0562,0.5293,0.219,2.5199,-0.0371,0.8797,-0.0371,1.1125,2.0686,0.3734,Control
