@relation data

@attribute id string
@attribute 64805 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 59345 numeric
@attribute 146850 numeric
@attribute 9002 numeric
@attribute 2207 numeric
@attribute 2151 numeric
@attribute 94235 numeric
@attribute 5321 numeric
@attribute 7409 numeric
@attribute 5170 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5028 numeric
@attribute 5590 numeric
@attribute 10000 numeric
@attribute 7410 numeric
@attribute 51764 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 23533 numeric
@attribute 51206 numeric
@attribute 1432 numeric
@attribute 2769 numeric
@attribute 2768 numeric
@attribute 2767 numeric
@attribute 10672 numeric
@attribute 2787 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 6850 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 9630 numeric
@attribute 6714 numeric
@attribute 2776 numeric
@attribute 10681 numeric
@attribute 2773 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 3937 numeric
@attribute 2782 numeric
@attribute 5336 numeric
@attribute 2534 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 4067 numeric
@attribute 10451 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3101,-0.087,1.1346,0.917,0.2687,0.1982,2.3872,-0.017,0.5015,0.523,1.4581,0.7923,0.6157,0.8453,0.582,0.162,0.6233,0.2058,0.0313,-0.1778,-0.1137,1.4389,0.6073,1.4449,1.2797,0.3538,0.0521,1.7735,1.0574,-0.0233,0.5434,-0.0578,0.1401,0.0531,0.7412,1.5828,-0.119,0.3293,1.0836,1.1149,-0.0728,-0.0927,0.3755,0.6485,0.5839,1.6225,1.5746,1.5626,2.2185,1.4299,0.6199,1.6042,1.8406,1.4982,1.3216,0.7425,Control
A02,0.9087,-0.0712,1.3118,1.0017,0.1361,0.2018,2.7273,-0.0113,0.2071,0.4043,1.3267,0.6688,0.5686,0.6275,0.4365,0.2103,0.3831,0.1294,0.1333,-0.179,-0.0554,1.1486,0.4687,1.1614,1.2616,0.3205,-0.0126,1.4435,0.7396,-0.0075,0.5823,0.0681,0.1733,0.0345,0.8012,1.3293,-0.0204,0.2552,0.9151,1.0578,-0.0023,-0.0986,0.3775,0.2358,0.2715,1.6462,1.3014,1.4139,2.1072,1.392,0.6094,1.263,2.0413,1.1993,1.1848,0.6141,Control
A03,0.7303,-0.102,1.328,1.1338,0.3461,0.2599,2.7848,-0.1052,0.2784,0.4922,1.5584,0.8003,0.6805,0.7841,0.4324,0.145,0.396,0.2767,0.1014,-0.1707,-0.1078,1.5932,0.5626,1.3753,1.5122,0.345,0.1317,1.8814,1.1743,0.0291,0.7367,0.0188,0.281,0.0376,0.92,1.4961,-0.1335,0.7692,1.1936,1.2897,-0.0344,-0.1027,0.6195,0.4627,0.3099,1.7211,1.3967,1.4596,2.3283,1.4897,0.8192,1.4626,2.162,1.3339,1.5638,0.7071,Control
A04,0.8976,-0.0358,1.2907,0.9425,0.1126,0.4405,2.965,-0.0072,0.353,0.3103,1.2953,0.7491,0.6225,0.7141,0.5075,0.2273,0.5255,0.1457,0.1214,-0.0843,-0.0804,1.374,0.7425,1.2634,1.2302,0.3853,0.1109,1.6237,0.8395,-0.0317,0.6755,0.0093,0.1461,0.0186,0.8901,1.4725,-0.0544,0.2128,0.88,1.0142,-0.0544,-0.0731,0.414,0.3177,0.4148,1.769,1.353,1.4002,2.0788,1.4717,0.503,1.4429,2.0983,1.4882,1.3945,0.6626,Control
A05,1.4232,-0.0619,1.5416,1.2816,0.3115,0.3814,3.0979,-0.0745,0.502,0.632,1.5629,0.8948,0.7463,0.7904,0.8062,0.1864,0.5106,0.2226,0.1381,-0.0414,-0.0986,1.5816,0.959,1.514,1.8127,0.4589,0.1874,1.7266,1.1311,-0.0315,0.7617,0.0142,0.1174,0.0445,1.0476,2.2365,-0.0887,0.5169,1.2241,1.1054,-0.0464,-0.0925,0.6469,0.4844,0.4684,1.7746,1.4836,1.8548,2.1474,1.5737,0.7744,1.4763,2.0939,1.3381,1.5799,0.8422,Control
A06,0.686,-0.0855,1.365,1.033,0.2431,0.0346,2.8274,-0.0407,0.2656,0.3969,1.4198,0.7874,0.6458,0.7372,0.2801,0.1263,0.4506,0.1567,0.0547,-0.1574,-0.0653,1.4575,0.4217,1.2099,1.4718,0.3636,0.0136,1.5995,0.961,-0.0333,0.561,-0.0135,0.1159,0.0635,0.8391,1.2565,-0.116,0.4062,1.146,1.3159,0.0072,-0.1224,0.4253,0.3651,0.3232,1.6716,1.3845,1.4475,2.0222,1.4137,0.6376,1.3895,1.9853,1.3761,1.3697,0.7814,Control
A07,0.8159,-0.1015,1.3536,1.1256,0.3158,0.1884,2.6925,0.0239,0.2371,0.5996,1.4343,0.8207,0.597,0.7443,0.413,0.2053,0.74,0.213,0.0316,-0.1837,-0.0867,1.4083,0.5483,1.5901,1.4516,0.5123,0.0426,1.7416,0.9683,-0.021,0.6322,0.0051,0.0828,0.0356,0.9528,1.5907,-0.1604,0.5092,1.4117,1.4391,0.0032,-0.1308,0.359,0.8957,0.3603,1.7793,1.5934,1.5467,2.2689,1.5236,0.7028,1.8589,1.9624,1.6231,1.7041,0.9221,Control
A08,0.7537,-0.0829,0.9492,0.8725,0.2059,0.0328,2.4222,-0.0308,0.5308,0.4074,1.3268,0.8395,0.5375,0.7355,0.2614,0.1313,1.0516,0.2066,0.1547,-0.1908,-0.1185,1.3564,0.3162,1.6278,1.0412,0.4784,0.0033,1.5767,0.9523,-0.0323,0.4954,-0.0479,0.1265,-0.0088,0.8292,1.3649,-0.0941,0.443,1.2657,1.57,-0.0697,-0.0956,0.3481,1.0393,0.4944,1.4607,1.7501,1.5683,2.3938,1.4965,0.8279,1.9941,2.0579,1.714,1.8806,1.0787,Control
A09,1.0542,-0.1057,1.2462,0.9532,0.2262,0.2677,2.7479,-0.0844,0.1876,0.3952,1.4492,0.8331,0.5633,0.6938,0.3855,0.1693,0.7535,0.1954,-0.0234,-0.1356,-0.0989,1.3804,0.5724,1.4374,1.2293,0.3885,-0.009,1.6964,0.7273,-0.0661,0.5287,0.0307,0.2054,-0.0266,0.8156,1.8345,-0.1405,0.4885,1.2705,1.436,-0.0302,-0.0912,0.4569,0.8753,0.5019,1.6021,1.4582,1.4714,2.205,1.4111,0.6457,1.7212,1.976,1.5464,1.6382,0.6469,Control
A10,1.144,-0.082,1.5482,1.0893,0.3264,0.1952,2.6696,-0.0885,0.1512,0.6761,1.3221,0.8665,0.5633,0.7332,0.5527,0.1522,0.8026,0.1595,0.0774,-0.143,-0.1011,1.4485,0.694,1.7306,1.2476,0.4226,0.1062,1.6903,1.0513,-0.0687,0.5533,0.0022,0.1336,0.1115,0.853,2.065,-0.1499,0.5021,1.3728,1.5133,-0.0338,-0.0728,0.4388,0.8224,0.4699,1.722,1.6941,1.7523,2.489,1.5165,0.7249,1.9662,2.115,1.6535,1.7975,1.017,Control
