@relation data

@attribute id string
@attribute 3456 numeric
@attribute 3454 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 7297 numeric
@attribute 3716 numeric
@attribute 10076 numeric
@attribute 5967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.079,1.8576,2.3959,2.2805,1.0858,1.8654,0.0148,-0.1754,Control
A02,-0.2148,1.7034,2.5766,2.1808,0.8885,1.6142,0.1407,-0.1528,Control
A03,-0.2692,1.7313,2.9498,2.5762,1.1618,1.7735,0.0621,-0.1233,Control
A04,-0.2096,1.5674,2.4101,1.9395,0.9933,1.9636,0.0781,-0.1225,Control
A05,-0.1085,1.8037,2.6902,2.299,1.1512,1.886,0.0286,-0.138,Control
A06,-0.1587,1.6386,2.2501,2.1863,1.0725,1.7775,0.0693,-0.1274,Control
A07,-0.0262,1.6684,2.2354,2.151,1.0781,2.0162,0.057,-0.115,Control
A08,-0.2548,1.542,2.6061,2.0625,0.9731,2.3186,0.0644,-0.1654,Control
A09,-0.0616,1.7771,2.4514,2.1392,0.9528,1.9464,0.1089,-0.0751,Control
A10,-0.0787,1.6603,2.7478,2.1379,1.067,2.0644,-0.0185,-0.1971,Control
A11,-0.1644,1.6042,1.4823,1.852,0.9094,1.6217,0.0076,-0.0877,Control
A12,-0.3401,1.0638,1.4875,0.8754,0.4441,1.3664,0.1385,-0.038,Control
B01,0.0912,1.4775,2.2353,1.8881,0.7815,1.7658,0.0053,0.0417,Control
B02,-0.1479,1.6681,2.6152,2.2294,1.1753,1.8441,0.0526,-0.0617,Control
B03,-0.1479,1.5996,2.431,1.9376,0.9775,1.8402,-0.0042,-0.0564,BRCACancer
B04,-0.2403,1.2563,2.445,1.8359,0.9301,2.1666,0.0435,-0.2686,BRCACancer
B05,-0.1927,1.3542,2.1259,1.8535,0.7929,1.7709,0.0995,-0.1121,BRCACancer
B06,-0.0172,1.078,2.2731,1.7182,0.663,1.4117,-0.036,0.1314,BRCACancer
