@relation data

@attribute id string
@attribute 161 numeric
@attribute 163 numeric
@attribute 1211 numeric
@attribute 4803 numeric
@attribute 1213 numeric
@attribute 160 numeric
@attribute 6456 numeric
@attribute 10126 numeric
@attribute 1175 numeric
@attribute 1759 numeric
@attribute 4914 numeric
@attribute 1173 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.62,0.9631,0.9448,-0.0387,1.9669,0.9278,-0.1193,0.1489,0.7167,0.06,0.0962,1.4197,Control
A02,0.4326,0.7721,0.802,-6e-04,1.9209,0.966,-0.1676,-0.0045,0.7705,0.0046,0.2225,1.4253,Control
A03,0.5366,0.9586,1.0299,-0.0052,2.0945,1.137,-0.1839,0.088,0.8684,0.1068,0.1879,1.4715,Control
A04,0.4624,0.7734,0.7059,0.0688,1.8087,0.9251,-0.1085,0.1161,0.8945,0.0885,0.1389,1.5759,Control
A05,0.6111,0.8769,0.9876,0.0091,2.0745,1.2359,-0.0844,0.1253,1.0712,0.1451,0.0988,1.677,Control
A06,0.4754,0.8799,0.9732,-0.0309,1.9669,1.051,-0.0865,0.1163,0.7794,0.0466,0.1011,1.4828,Control
A07,0.5419,1.0105,1.2808,0.051,2.1148,1.0529,-0.1555,0.0715,0.7656,-0.02,0.1623,1.5403,Control
A08,0.5573,1.0708,1.0975,0.0509,2.0249,0.9344,-0.1403,0.094,0.5963,-0.0293,0.0849,1.337,Control
A09,0.5094,0.9394,1.1982,0.0513,2.0337,0.9406,-0.1061,0.0633,0.8142,0.0622,0.1777,1.4405,Control
A10,0.5054,1.0296,1.223,0.0017,2.1067,0.8963,-0.0786,0.0645,0.8653,0.0876,0.1032,1.5258,Control
A11,0.429,0.9443,1.0455,0.0286,1.9482,0.8519,-0.1208,0.1121,0.7351,-0.0121,0.0488,1.2025,Control
A12,0.276,0.5373,0.5815,0.0762,1.3152,0.5161,-0.1041,0.0303,0.5371,-0.0045,0.2491,1.4352,Control
B01,0.375,0.7931,1.1125,0.0571,1.7508,0.6624,-0.1008,0.1351,0.3362,-0.1627,0.1293,1.2487,Control
B02,0.5598,0.7904,1.0493,0.0014,1.8539,1.0408,-0.0935,0.1601,0.7965,0.0408,0.1495,1.6282,Control
B03,0.4937,0.8315,1.0877,0.0656,1.8632,0.8063,-0.0693,0.1361,0.665,-0.0585,0.1138,1.4103,BRCACancer
B04,0.5357,1.0104,1.1026,-0.0062,1.8285,0.7741,-0.163,0.0826,0.4945,-0.0088,0.1396,1.2639,BRCACancer
B05,0.4282,0.7349,0.9147,0.0732,1.8285,1.0844,-0.1994,-0.0291,0.6474,-0.0768,0.1809,1.4382,BRCACancer
B06,0.1702,0.6447,0.9759,0.1303,1.4849,0.3695,0.0381,-0.1039,0.1088,-0.2293,0.0587,1.0996,BRCACancer
B07,0.591,0.9038,0.9958,0.0263,2.0164,0.9061,-0.0835,0.1164,0.7389,0.0469,0.1946,1.5414,BRCACancer
B08,0.4889,0.8081,0.9739,-0.0581,1.9742,1.0486,-0.0853,0.1357,0.8919,0.1593,0.1142,1.4769,Control
B09,0.5957,0.9258,1.0324,0.0016,1.6578,0.6596,-0.1222,0.0621,0.5714,0.0172,0.0761,1.0239,Control
B10,0.3812,0.7798,0.9602,0.04,1.713,0.6492,-0.1623,0.0141,0.6642,0.0048,0.1377,1.2688,Control
B11,0.4569,0.7784,0.9697,0.0276,1.921,0.9697,-0.0757,0.0583,0.9538,0.0842,0.1376,1.6355,Control
