@relation data

@attribute id string
@attribute 5330 numeric
@attribute 114 numeric
@attribute 805 numeric
@attribute 23236 numeric
@attribute 115 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 5331 numeric
@attribute 801 numeric
@attribute 5577 numeric
@attribute 5332 numeric
@attribute 111 numeric
@attribute 59345 numeric
@attribute 156 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 55811 numeric
@attribute 5136 numeric
@attribute 94235 numeric
@attribute 5443 numeric
@attribute 5173 numeric
@attribute 5321 numeric
@attribute 3710 numeric
@attribute 1385 numeric
@attribute 196883 numeric
@attribute 346562 numeric
@attribute 5499 numeric
@attribute 51764 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5141 numeric
@attribute 3708 numeric
@attribute 5144 numeric
@attribute 2769 numeric
@attribute 3709 numeric
@attribute 2788 numeric
@attribute 2767 numeric
@attribute 2787 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 4988 numeric
@attribute 5516 numeric
@attribute 109 numeric
@attribute 5515 numeric
@attribute 108 numeric
@attribute 54331 numeric
@attribute 5518 numeric
@attribute 107 numeric
@attribute 55970 numeric
@attribute 5519 numeric
@attribute 5137 numeric
@attribute 84152 numeric
@attribute 9630 numeric
@attribute 5153 numeric
@attribute 814 numeric
@attribute 5566 numeric
@attribute 10681 numeric
@attribute 2776 numeric
@attribute 5567 numeric
@attribute 2779 numeric
@attribute 5568 numeric
@attribute 2773 numeric
@attribute 5532 numeric
@attribute 2775 numeric
@attribute 2774 numeric
@attribute 5530 numeric
@attribute 1020 numeric
@attribute 2780 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 5528 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.7084,-0.1513,1.1595,0.4303,0.2716,0.0464,1.6991,0.577,2.3173,0.9927,-0.0589,-0.0392,0.919,1.1615,1.3861,1.3083,-0.1255,-0.0902,0.4775,0.2502,-0.1871,0.541,0.8509,1.8416,0.1129,-0.1447,1.847,0.026,0.3799,-0.0473,0.6532,0.7493,0.1003,1.2713,0.8186,0.4901,0.0585,1.0856,-0.0227,0.5399,-0.0547,0.1248,0.0556,0.7272,1.6097,-0.1115,0.3338,-0.0647,0.8995,0.3841,1.7155,-0.0698,1.0858,1.3778,-0.0192,-0.0685,1.0466,-0.1231,-0.0662,-0.0985,0.3058,1.3522,0.9255,0.5855,0.6216,1.1308,-0.0478,-0.1281,1.6236,1.2834,0.0476,-0.0837,0.7188,0.5707,-0.0595,0.5611,1.414,1.0987,1.8462,1.1601,0.0738,2.0808,Control
A02,1.6702,-0.1765,0.9813,0.2262,0.2021,-0.0129,1.5213,0.4872,2.331,1.124,-0.0815,0.0397,1.0066,1.0217,1.0792,1.0862,-0.0981,-0.0592,0.1854,0.4187,-0.2028,0.4199,0.687,1.5349,0.0076,-0.0821,2.0938,0.1274,0.2581,-0.0116,0.6215,0.5121,0.1166,1.2539,0.6118,0.3306,-0.0059,0.7634,-0.0064,0.5789,0.0724,0.1585,0.0367,0.7901,1.3471,-0.0107,0.2554,-0.0861,0.6984,0.2867,1.5576,-0.0157,1.022,1.1745,0.0821,0.0029,0.8005,-0.0358,-0.0342,-0.1045,0.2419,0.6933,0.8176,0.2454,0.1857,0.9731,-0.0302,-0.1142,1.6473,0.9381,-0.0341,-0.0834,0.5951,0.5204,-0.0841,0.5232,1.3774,1.0315,1.8492,1.0518,0.0916,2.1764,Control
A03,2.0238,-0.1891,1.2374,0.3007,0.3941,0.0306,1.9512,0.7102,2.5215,1.0311,-0.1083,0.048,1.1432,1.2344,1.1587,1.2757,-0.0751,-0.1012,0.2562,0.3164,-0.2179,0.5097,0.726,1.7089,0.1578,-0.1119,2.1235,0.0957,0.3432,-0.0028,0.8115,0.59,0.167,1.4944,0.8493,0.2789,0.1377,1.2042,0.0315,0.7336,0.0226,0.2682,0.0398,0.9144,1.5199,-0.1264,0.7994,-0.1088,0.9294,0.3348,1.7575,-0.0248,1.2814,1.364,0.0731,-0.0297,0.9466,-0.0635,-0.0263,-0.1087,0.3589,0.7663,1.0298,0.2872,0.4253,0.9868,0.0192,-0.1007,1.7222,1.2109,0.0372,-0.0945,0.7523,0.8221,-0.0343,0.4821,1.4718,1.1744,1.9151,1.2293,0.0982,2.1323,Control
A04,1.6228,-0.1467,1.0291,0.1828,0.2332,0.0729,1.5568,0.5036,2.6061,1.3233,-0.0722,0.0045,0.9454,1.1123,1.2414,1.2229,-0.0518,-0.0546,0.3302,0.4352,-0.2942,0.324,0.7783,1.6942,0.0398,-0.1338,2.258,0.1156,0.3034,0.0701,0.6058,0.6555,0.1646,1.2238,0.5923,0.4236,0.117,0.8648,-0.0315,0.6723,0.013,0.1309,0.0206,0.8831,1.4955,-0.0455,0.2105,-0.0868,0.613,0.3642,1.7134,-0.0445,0.9732,1.3892,0.0545,-0.0499,0.6769,-0.1077,0.0343,-0.0785,0.1761,1.0155,0.8067,0.4014,0.2721,1.1682,-0.0025,-0.1378,1.7702,0.9279,-0.0102,-0.0421,0.6673,0.6325,-0.0343,0.6214,1.4544,1.0878,1.8358,1.2172,0.1327,2.2841,Control
A05,1.8707,-0.1501,0.994,0.4625,0.3688,0.1413,1.8737,0.8193,2.2755,1.4262,-0.0609,-0.0212,1.296,1.3005,1.1595,1.3093,-0.0656,-0.0599,0.4779,0.2793,-0.1516,0.6523,0.716,1.7835,0.1368,-0.1077,2.2762,0.1322,0.3235,0.0522,0.8712,0.6827,0.1158,1.7829,0.8117,0.4397,0.1931,1.1603,-0.0312,0.7587,0.0179,0.1017,0.0468,1.0479,2.287,-0.0806,0.5324,-0.1083,0.8986,0.3725,1.7923,-0.033,1.0752,1.5247,0.0309,-0.0418,0.8498,-0.0794,0.0336,-0.0983,0.3352,0.8251,1.1361,0.4597,0.4482,1.0421,-0.0565,-0.0876,1.7758,1.0818,-0.0045,-0.0345,0.7731,0.9217,0.0026,0.8307,1.553,1.1406,1.969,1.2952,0.1199,2.3856,Control
A06,1.742,-0.2133,1.154,0.3563,0.2657,0.0033,1.7448,0.6236,2.2293,1.0306,-0.0817,-0.0242,1.039,1.1179,0.9185,1.1603,-0.0435,-0.0819,0.2435,0.2312,-0.196,0.4123,0.6711,1.6261,0.0614,-0.0946,1.9601,0.0493,0.3131,-0.0676,0.7638,0.6173,0.1442,1.4557,0.7335,0.3392,0.0202,0.988,-0.0332,0.5575,-0.01,0.1002,0.0662,0.8297,1.2718,-0.1084,0.4152,-0.0499,0.7092,0.2447,1.5924,-0.0237,1.3107,1.3574,0.0369,0.0125,0.7526,-0.0947,-0.111,-0.1287,0.2002,0.8016,0.9951,0.3018,0.3223,0.8643,-0.0895,-0.1601,1.6727,0.9413,0.0177,-0.0478,0.6198,0.6766,-0.0095,0.5797,1.3984,0.973,1.9546,1.1572,0.0659,2.1384,Control
A07,1.7855,-0.1774,1.4581,0.8391,0.3064,0.0158,1.8456,0.642,2.2849,1.1618,-0.0893,0.036,1.1347,1.1366,1.183,1.5746,-0.034,-0.0564,0.2152,0.2639,-0.2177,0.6192,0.6893,1.8447,0.041,-0.0831,2.094,0.0263,0.4128,-0.0457,0.6594,0.8001,0.266,1.4363,0.9943,0.3759,0.049,0.9953,-0.0204,0.6289,0.0088,0.0665,0.0378,0.9487,1.6179,-0.1539,0.5242,-0.0708,1.0184,0.3432,1.7671,-0.0186,1.4486,1.4047,0.0671,0.0084,0.9224,-0.0737,-0.1059,-0.1373,0.1953,1.264,0.8796,0.3421,0.8825,1.1382,-0.066,-0.1365,1.7805,1.3182,-0.0274,-0.0147,1.0264,0.7195,0.0082,0.5415,1.5046,1.0249,2.0169,1.2646,0.1122,2.178,Control
A08,1.7589,-0.1798,1.2592,0.6234,0.2902,0.0577,1.7018,0.4185,2.199,0.8313,-0.0928,-0.0264,0.873,1.0271,1.5413,1.7633,-0.0798,-0.0733,0.5065,0.2348,-0.206,0.4231,0.6991,1.9244,0.1695,-0.21,1.6785,0.1487,0.4713,-0.0269,0.5677,0.9849,0.246,1.0425,1.0792,0.2853,0.0099,0.9791,-0.0321,0.4918,-0.0448,0.1109,-0.0073,0.8193,1.384,-0.0861,0.4541,-0.1053,0.776,0.2198,1.6601,-0.0576,1.595,1.2389,0.0084,-0.0654,1.0304,-0.0957,-0.1062,-0.1014,0.2768,1.7568,0.9732,0.488,1.0342,1.1867,-0.0374,-0.0345,1.4616,1.4563,-0.0085,-0.0277,1.1569,0.4469,-0.082,0.3639,1.4784,0.9778,1.7149,1.1512,0.0231,1.9223,Control
A09,1.6492,-0.1879,0.9544,0.7121,0.1972,0.071,1.7021,0.5998,2.2287,1.1797,-0.0597,0.0421,0.9565,1.0635,1.1713,1.3831,-0.0701,-0.0458,0.1661,0.189,-0.1556,0.4106,0.6424,1.7073,0.104,-0.1177,2.0888,-0.0284,0.3462,-0.0343,0.5414,0.7599,0.1496,1.2229,0.9655,0.3133,-0.0023,0.7509,-0.0672,0.5252,0.0346,0.1913,-0.0253,0.8051,1.8706,-0.1335,0.5022,-0.0709,0.8055,0.3145,1.6468,-0.0078,1.4451,1.3511,0.0396,-0.0253,0.9078,-0.0679,-0.0322,-0.097,0.2981,1.2499,1.0136,0.4962,0.861,1.096,0.0128,-0.253,1.6031,1.231,-0.008,-0.0351,0.866,0.5758,-0.0014,0.7441,1.3959,0.9807,1.9165,1.0899,0.1031,2.3056,Control
A10,1.7309,-0.149,1.2719,0.9357,0.3406,0.1104,1.674,0.5409,2.2654,1.4077,-0.0569,-0.0574,1.0972,1.1078,1.4321,1.623,-0.0753,-0.0536,0.13,0.3446,-0.2507,0.6973,0.626,1.9621,0.1028,-0.0994,2.0146,0.0718,0.3462,0.0154,0.5781,0.8006,0.1789,1.2406,1.0196,0.3022,0.1123,1.0795,-0.0698,0.5499,0.0059,0.1182,0.1148,0.8443,2.1093,-0.1431,0.5166,-0.0869,0.7537,0.2785,1.7121,-0.0518,1.5315,1.3126,-0.0054,-0.0291,0.9263,-0.068,-0.0086,-0.0782,0.1864,1.1602,0.9161,0.4614,0.8051,1.2565,-0.0867,-0.1074,1.7231,1.2426,0.1538,-0.0506,1.0757,0.6735,-0.0122,0.73,1.4977,0.9893,1.917,1.2472,0.0625,2.2472,Control
