@relation data

@attribute id string
@attribute 3725 numeric
@attribute 7025 numeric
@attribute 10891 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 5577 numeric
@attribute 7124 numeric
@attribute 336 numeric
@attribute 335 numeric
@attribute 948 numeric
@attribute 2195 numeric
@attribute 1387 numeric
@attribute 10062 numeric
@attribute 4199 numeric
@attribute 9612 numeric
@attribute 9611 numeric
@attribute 5743 numeric
@attribute 3303 numeric
@attribute 4843 numeric
@attribute 3295 numeric
@attribute 5925 numeric
@attribute 6256 numeric
@attribute 1854 numeric
@attribute 10370 numeric
@attribute 65003 numeric
@attribute 6777 numeric
@attribute 5595 numeric
@attribute 6776 numeric
@attribute 4792 numeric
@attribute 4609 numeric
@attribute 5594 numeric
@attribute 4023 numeric
@attribute 2168 numeric
@attribute 2033 numeric
@attribute 5970 numeric
@attribute 8204 numeric
@attribute 1843 numeric
@attribute 5465 numeric
@attribute 8648 numeric
@attribute 10011 numeric
@attribute 3320 numeric
@attribute 5154 numeric
@attribute 1962 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 6667 numeric
@attribute 5469 numeric
@attribute 5290 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 8431 numeric
@attribute 51 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2901,-0.0557,-0.0929,1.0586,0.5534,1.0216,0.4149,-0.0616,0.0964,1.538,-0.1089,1.4764,0.2214,0.0443,0.3969,1.6529,2.2485,2.7127,-0.0259,1.1886,1.0363,0.5643,0.8519,1.1505,0.7895,1.495,1.0952,1.2133,2.2123,1.4375,1.76,0.0061,-0.0968,1.9196,1.4383,2.2153,3.2542,0.3872,1.2533,1.0053,0.7571,0.5166,0.135,1.1287,-0.1227,1.998,1.9677,1.5746,1.8555,1.1825,0.0687,0.0011,1.1311,1.8406,1.4982,Control
A02,0.8169,0.0648,-0.0818,0.7032,0.2001,1.1411,0.4378,-0.0912,0.0586,1.6222,-0.0284,1.2354,0.0609,0.1352,0.3246,1.4006,0.6403,3.2615,0.0262,0.9592,0.801,0.5698,0.6453,1.0666,0.6785,1.0726,1.0379,1.1168,2.0603,1.0182,1.6579,0.2427,-0.0918,1.7075,1.258,2.0606,2.361,0.289,1.1431,0.7454,0.6913,0.6073,0.0579,0.9806,-0.1089,1.9439,1.7567,1.3014,1.8585,1.0744,0.0861,0.0054,0.8866,2.0413,1.1993,Control
A03,1.1876,0.0573,-0.0916,0.9762,0.1966,1.0566,0.5438,0.0356,0.1275,1.7332,-0.057,1.4513,0.1972,0.0534,0.4966,1.6355,0.7037,3.0535,-0.0157,1.0125,1.0565,0.7376,0.6189,1.3537,0.7885,1.2059,1.0752,1.269,2.7503,0.8555,1.9065,-0.0179,-0.1465,1.9357,1.4813,2.2957,3.3502,0.4377,1.2588,1.0122,0.8905,0.4638,0.1521,0.9935,-0.0955,2.0537,1.8655,1.3967,1.9244,1.2517,0.0926,0.0398,1.0101,2.162,1.3339,Control
A04,1.2809,0.0916,-0.0825,0.82,0.3061,1.3226,0.3481,0.0049,0.2104,1.4837,-0.0326,1.2933,0.1406,0.1677,0.4337,1.409,0.5118,2.8049,-0.0312,1.0185,0.8205,0.5621,0.6265,1.3146,0.7975,1.2032,1.0602,1.1765,2.2761,1.35,1.7434,0.0684,-0.0885,1.6503,1.484,2.0424,2.7442,0.2106,1.2291,0.7893,0.7697,0.4994,0.1165,1.1638,-0.1322,2.0346,1.6815,1.353,1.8452,1.2396,0.1265,0.0118,0.7678,2.0983,1.4882,Control
A05,1.2201,0.0364,-0.0874,0.9512,0.3059,1.4163,0.3701,-0.0839,0.122,1.8659,-0.068,1.4436,0.2361,0.2483,0.5185,1.6276,0.8173,3.4818,0.0095,1.2546,1.0433,0.7456,0.6121,1.5302,0.8839,1.2305,1.2157,1.3211,2.4615,1.0965,1.9721,-0.0114,-0.1245,1.9547,1.5368,2.1772,3.082,0.3707,1.3483,1.0769,0.69,0.7112,0.1434,1.0454,-0.0826,2.2283,1.929,1.4836,1.9782,1.3175,0.1139,-0.0066,1.219,2.0939,1.3381,Control
A06,0.8267,-0.0485,-0.015,0.9045,0.296,1.0561,0.4186,-0.0689,0.0561,1.6684,-0.0395,1.3768,0.1676,0.0623,0.396,1.4875,0.7996,3.2595,-0.0124,1.1178,0.8912,0.6974,0.64,1.1595,0.6804,1.1159,1.0037,1.129,2.472,1.2048,1.8749,0.0668,-0.0965,1.8403,1.338,2.6075,3.747,0.3632,1.2359,0.9413,0.6767,0.3478,0.141,0.8785,-0.1543,2.0808,1.8356,1.3845,1.9638,1.1796,0.061,0.0167,1.1067,1.9853,1.3761,Control
A07,1.2177,-0.0073,-0.0593,1.3099,0.5102,1.1756,0.4733,-0.0358,0.083,1.6568,-0.0799,1.4744,0.1343,0.1184,0.3945,1.6596,0.945,2.8958,-0.0549,1.2869,1.0213,0.6753,0.841,1.1234,0.8033,1.3173,0.9863,1.0809,1.9798,1.1245,1.9127,-0.008,-0.0607,1.9418,1.2584,2.2259,3.3933,0.3346,1.3474,1.0031,0.5796,0.5108,0.1306,1.1356,-0.131,2.0251,1.8175,1.5934,2.0261,1.2869,0.1063,0.0284,1.1348,1.9624,1.6231,Control
A08,0.8932,-0.0727,-0.081,1.4137,0.8364,0.8746,0.2487,-0.0102,0.0481,1.7255,-0.1053,1.5962,0.1551,0.0344,0.4251,1.799,0.4725,2.5894,0.0149,1.1131,1.0826,0.5417,0.631,0.9195,0.6317,1.3652,1.0102,1.023,1.9095,1.0832,1.9432,-0.0393,-0.2304,2.0295,1.2448,2.1727,2.7088,0.4049,1.4524,0.7661,0.7084,0.3805,0.0589,1.1812,-0.03,1.8094,1.6237,1.7501,1.7243,1.1737,0.0189,0.0473,0.9998,2.0579,1.714,Control
A09,0.9938,-0.0244,-0.0675,1.2508,0.5718,1.1918,0.3534,-0.0367,0.1125,1.703,-0.0736,1.4502,0.1366,0.0167,0.3846,1.6838,0.6659,2.7826,0.045,1.0317,1.0359,0.5715,0.5967,0.996,0.8119,1.2773,1.0062,1.0927,2.1911,1.1598,1.8616,0.0243,-0.1081,1.9327,1.3302,2.0653,2.9482,0.2736,1.219,0.7624,0.5974,0.5645,0.1017,1.096,-0.2464,2.0487,1.8494,1.4582,1.9258,1.1124,0.0974,-0.0303,0.975,1.976,1.5464,Control
A10,1.3414,0.014,-0.0507,1.3167,0.3781,1.3995,0.4561,-0.065,0.1061,2.4117,-0.0818,1.5075,0.1382,0.1925,0.4318,1.747,1.1847,3.1087,0.0022,1.2933,0.9646,0.5991,0.587,1.1308,0.8852,1.2687,0.9394,1.0601,2.1251,0.9502,1.9537,-0.0229,-0.1586,1.9649,1.3233,1.9743,3.5726,0.4249,1.4086,0.8247,0.6163,0.6005,0.1243,1.2467,-0.1022,2.0175,1.7964,1.6941,1.9263,1.2695,0.0576,-0.0338,1.0746,2.115,1.6535,Control
