@relation data

@attribute id string
@attribute 3265 numeric
@attribute 6647 numeric
@attribute 6648 numeric
@attribute 6649 numeric
@attribute 2309 numeric
@attribute 6464 numeric
@attribute 2690 numeric
@attribute 3479 numeric
@attribute 847 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 3480 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4236,0.9827,2.2301,-0.3071,0.5948,0.7565,-0.0986,-0.0909,1.2514,0.6157,1.5746,0.4989,1.8406,1.4982,Control
A02,0.3716,0.6462,2.289,-0.1133,0.373,0.8046,-0.0029,-0.0973,1.1282,0.5686,1.3014,0.1816,2.0413,1.1993,Control
A03,0.3757,0.7672,2.354,-0.253,0.571,0.7989,-0.0597,-0.0919,1.1845,0.6805,1.3967,0.1979,2.162,1.3339,Control
A04,0.3609,0.7414,2.51,-0.0609,0.4068,0.8019,-0.0411,-0.0847,1.1934,0.6225,1.353,0.2293,2.0983,1.4882,Control
A05,0.4772,0.7189,2.4864,-0.0943,0.5365,0.8988,-0.0301,-0.034,1.3169,0.7463,1.4836,0.3115,2.0939,1.3381,Control
A06,0.2467,0.6333,2.3059,-0.1844,0.5076,0.7671,-0.0545,-0.0936,1.2934,0.6458,1.3845,0.331,1.9853,1.3761,Control
A07,0.364,0.7512,2.3407,-0.156,0.8894,0.7989,-0.0524,-0.0679,1.4067,0.597,1.5934,0.5224,1.9624,1.6231,Control
A08,0.2967,0.6524,1.9268,-0.3139,0.9915,0.784,-0.097,-0.0714,1.2435,0.5375,1.7501,0.8759,2.0579,1.714,Control
A09,0.349,0.7104,2.18,-0.2473,0.772,0.7778,-0.0708,-0.0975,1.2532,0.5633,1.4582,0.5908,1.976,1.5464,Control
A10,0.398,0.6723,2.5407,-0.214,0.9771,0.79,-0.0928,-0.0678,1.2948,0.5633,1.6941,0.3276,2.115,1.6535,Control
A11,0.2904,0.6915,1.8124,-0.2535,0.5794,0.5794,-0.0858,-0.0749,1.2353,0.54,1.2025,0.3053,1.5981,1.2442,Control
A12,0.2032,0.3998,1.8813,-0.2475,0.3496,0.5636,9e-04,-0.112,0.8801,0.3955,0.9215,0.1393,1.6271,1.0289,Control
B01,0.1584,1.143,2.1681,-0.4184,0.5308,0.5764,0.004,-0.076,1.2153,0.3916,1.4577,0.6045,1.9184,1.5918,Control
B02,0.3404,1.1481,2.615,-0.1871,0.4523,0.9083,-0.0697,-0.0823,1.2653,0.6693,1.4219,0.3277,2.0553,1.7587,Control
B03,0.2646,1.049,2.4293,-0.2992,0.4644,0.7155,-0.0745,-0.0764,1.1657,0.5703,1.5109,0.3596,1.9803,1.9459,BRCACancer
B04,0.1782,0.4811,1.9757,-0.2386,1.0838,0.7092,-0.0162,-0.0926,0.9583,0.5203,1.5671,0.5273,1.9926,1.5967,BRCACancer
B05,0.2381,0.8562,2.4525,-0.1638,0.4493,0.7441,-0.0408,-0.0745,1.1685,0.443,1.1566,0.2234,2.133,1.6704,BRCACancer
B06,-0.0061,0.5437,1.8388,-0.4065,0.5035,0.4797,0.0249,-0.054,0.8264,0.1783,1.1199,0.2225,1.4956,1.4068,BRCACancer
B07,0.38,0.8915,2.229,-0.2415,0.5563,0.8876,-0.0259,-0.1116,1.2012,0.6313,1.5493,0.2766,2.0668,1.5879,BRCACancer
B08,0.3687,0.7845,2.1774,-0.1486,0.3514,0.8025,-0.073,-0.078,1.344,0.6407,1.3231,0.2692,1.8123,1.1769,Control
B09,0.2599,0.6826,2.178,-0.2976,0.8193,0.6597,-0.0584,-0.069,0.6502,0.4608,1.3758,0.6196,1.6995,1.5101,Control
B10,0.2443,0.4422,2.135,-0.1963,0.7758,0.7158,-0.0646,-0.0835,0.7677,0.3842,1.4219,0.3624,1.9994,1.4831,Control
B11,0.4126,0.6673,2.1695,-0.1737,0.5808,0.7156,-0.0621,-0.022,1.228,0.4632,1.3896,0.318,1.9301,1.2771,Control
B12,0.223,0.3831,1.6375,-0.3271,0.73,0.5098,-0.0862,-0.1306,0.4249,0.3769,1.1323,0.538,1.2838,1.1896,Control
C01,0.4383,0.5814,2.1655,-0.1629,0.7588,0.8045,-0.0485,-0.05,1.366,0.6952,1.3372,0.2345,2.0178,1.2928,BRCACancer
