@relation data

@attribute id string
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10507 numeric
@attribute 2064 numeric
@attribute 23365 numeric
@attribute 27289 numeric
@attribute 2909 numeric
@attribute 387 numeric
@attribute 388 numeric
@attribute 389 numeric
@attribute 391 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4637 numeric
@attribute 5364 numeric
@attribute 5788 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 6093 numeric
@attribute 6237 numeric
@attribute 79784 numeric
@attribute 9475 numeric
@attribute 971 numeric
@attribute 9826 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.8235,0.6685,1.7947,0.1419,0.7274,-0.04,0.7234,0.7773,1.0893,0.5537,1.1536,0.4691,0.7462,-0.0957,1.8777,-0.0463,1.6807,0.0104,3.0603,0.6432,1.5768,1.5327,0.9755,-0.0402,1.0287,0.8103,0.7293,1.3608,Control
Utah__A02,0.4186,0.6838,1.4763,0.2472,0.7298,-0.1196,0.4701,0.5327,1.1877,0.7787,1.0903,0.5328,0.5181,0.1297,1.6403,-0.1331,1.5091,0.1226,3.0621,0.4992,1.469,1.2476,1.1633,-0.0494,0.7721,0.4624,0.6349,1.0773,Control
Utah__A03,0.8025,0.6669,1.5255,0.2761,0.8553,-0.0378,0.6574,0.88,1.355,0.8627,1.2395,0.5926,0.81,0.1054,1.8089,-0.0911,1.7979,0.1408,3.1872,0.7305,1.5848,1.5227,1.4495,-0.0159,0.9926,0.425,0.8468,1.3643,Control
Utah__A04,0.5527,0.7458,1.5763,0.2824,0.6561,-0.0926,0.4911,0.4995,1.1941,0.882,1.153,0.5529,0.4339,0.008,1.7291,-0.0499,1.5494,0.1105,3.3298,0.4506,1.5612,1.1775,1.2364,0.0348,0.9147,0.5603,0.5663,1.2398,Control
Utah__A05,0.4384,0.942,1.6296,0.3567,0.972,-0.0244,0.6165,0.6563,1.5037,0.9188,1.447,0.8,0.7537,0.0272,1.9183,-0.0324,1.7639,0.0806,3.1778,0.6788,1.5812,1.4139,1.5,0.0604,1.0051,0.6838,0.8208,1.3013,Control
Utah__A06,0.6725,0.7609,1.5823,0.2736,0.7782,-0.1181,0.5737,0.5764,1.1767,0.7519,1.1975,0.5539,0.6069,0.0185,1.7373,-0.1009,1.7716,0.0875,2.8826,0.5315,1.5216,1.2959,1.193,-0.1177,0.832,0.258,0.7521,1.1447,Control
Utah__A07,0.5644,0.5941,1.6014,0.2863,0.7036,0.0104,0.6057,0.8147,1.5596,0.8629,1.2151,0.5708,0.6661,0.013,1.7987,-0.1071,1.6605,0.1393,3.4253,0.7067,1.6623,1.5516,1.3748,-0.0404,1.0204,0.3706,0.8177,1.5858,Control
Utah__A08,0.5922,0.4908,1.6607,0.2563,0.6019,-0.0357,0.7061,0.8852,1.0775,0.759,1.0618,0.4128,0.7821,-0.0379,1.71,-0.0636,1.4756,0.0412,3.5552,0.7992,1.4029,1.5885,1.0631,-0.0752,0.9993,0.5428,0.7183,1.6994,Control
Utah__A09,0.3808,0.8433,1.6888,0.1878,0.8477,-0.0271,0.6299,0.5829,1.1517,0.7499,1.1528,0.4868,0.6978,0.0098,1.8143,-0.0881,1.699,0.1413,3.4935,0.5778,1.4845,1.5046,1.2887,-0.0337,0.8836,0.4094,0.6354,1.4239,Control
Utah__A10,0.5178,1.1692,1.7511,0.2526,0.9042,-0.0522,0.7234,0.7836,1.0541,0.6391,1.1047,0.5767,0.7316,-0.0198,1.8828,-0.034,1.6359,0.0602,3.6895,0.709,1.5632,1.4727,1.1479,0.0174,1.1945,0.6154,0.7552,1.6004,Control
Utah__A11,0.2841,0.7253,1.4808,0.3412,0.6738,-0.0428,0.6236,0.5479,0.8839,0.6117,1.0367,0.3741,0.6126,0.1055,1.6528,-0.1089,1.6202,0.0206,2.931,0.4206,1.5323,1.239,1.075,-0.0631,0.6606,0.8452,0.4177,0.9791,Control
Utah__A12,0.2178,0.8621,1.0893,0.1156,0.6443,-0.0097,0.412,0.2865,0.6311,0.4566,0.7221,0.3417,0.2559,0.1487,1.0592,-0.1566,1.3459,0.178,2.6066,0.307,1.0033,0.8331,1.0297,-0.1521,0.6181,0.1757,0.3416,0.6876,Control
